scenario,component,year,med,p05,p17,p83,p95,unit,source,module,arm
vvL,te,2290,11.487575629445626,6.004538289930287,7.802345161255357,18.317466430594102,24.50136119211526,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2291,11.478784886023384,6.004386215585616,7.792380392736849,18.323203137346518,24.5057329487835,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2292,11.470936002005478,6.003379773270082,7.781660959751497,18.32709828588929,24.508439821670827,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2293,11.46298247479316,5.998749904851518,7.772222262658744,18.33002873876873,24.510223234091406,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2294,11.456007980756585,5.988170514268541,7.768525127049516,18.330806546957174,24.512482526877555,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2295,11.45275481950884,5.981844699543438,7.772522386679071,18.334601401036284,24.516439428872953,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2296,11.453570164572143,5.979999911930761,7.780944059626887,18.342129640080337,24.520912776461536,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2297,11.457742416268827,5.981716752088162,7.792795542605809,18.352737680444775,24.52790604501203,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2298,11.462508862086702,5.983900280338671,7.804921198390113,18.35847427879238,24.535528753965824,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2299,11.464231075735528,5.982608525321172,7.813333957336779,18.355301560551837,24.541135687468532,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,te,2300,11.464028309864151,5.979194433250328,7.812503652041359,18.349159467571074,24.545381722206503,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2000,-1.5572280251519057,-1.9100409034402381,-1.7700228071697681,-1.3597152997317736,-1.224372935530269,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2001,-1.0267764400125179,-1.3401893224354224,-1.2222519338817526,-0.8498182743132611,-0.7306681724327779,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2002,-0.5530212045341898,-0.8480812299358047,-0.7215968183650231,-0.3951994482181727,-0.2946057579432772,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2003,-0.20845188510955204,-0.4222151944233958,-0.3297620470735545,-0.09200197055560415,-0.025407225147239886,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2004,-0.220057364055263,-0.3590980824076439,-0.2984307655102336,-0.14443525028384965,-0.10674164437645875,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2005,0.19732275489646867,0.10575393258598444,0.14346132757157984,0.2390852634412447,0.2705093196605954,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2006,0.4680639023240474,0.36965824475302833,0.4103759324388495,0.5275856778761507,0.571334067962227,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2007,0.650800575415369,0.4957196074819694,0.5593104668125138,0.7450738391064093,0.8181743974297033,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2008,0.9410729710325487,0.704815651169666,0.8040874582371114,1.0812630438827535,1.1784672601544102,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2009,1.3300706098414032,1.020515068288614,1.1486640670708983,1.523400530401301,1.650297806803703,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2010,1.6606975766102146,1.2790177997066599,1.425377610919081,1.8995605213142726,2.074502415083407,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2011,1.6763096319226563,1.2095068319070883,1.406524943401193,1.9633766534815,2.156738127717823,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2012,2.3888161148312275,1.8501934384829481,2.0677144312463667,2.7152200633114423,2.964394478108383,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2013,2.6705218967251128,2.0569462560846885,2.281544850163547,3.045802411095323,3.3386391022660296,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2014,2.8719547231811244,2.188753017813252,2.4434009937099996,3.2921692806363354,3.6365619279466297,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2015,3.6003417935092994,2.83724974795287,3.1269121623687064,4.073768017481723,4.4574467669615006,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2016,4.082371521882262,3.2316767306959657,3.5618056863453003,4.601560690870409,5.0412368747165495,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2017,4.191115672723865,3.2548047114819374,3.618377834449218,4.770939522546588,5.241633812518063,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2018,4.431342403577764,3.406787299005582,3.806332437925243,5.073092063122327,5.579581567641742,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2019,4.636865083468817,3.533727522225579,3.9544762588065088,5.345993774961835,5.89630929854056,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2020,4.961674990990012,3.7642175246438785,4.221421458992054,5.724291069485842,6.324176176506232,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2021,5.310064424164391,4.025461958940226,4.527235837714324,6.160704753451537,6.801001432773895,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2022,5.6504906300239615,4.266562466685909,4.810988989405915,6.580832123231538,7.244377156833086,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2023,5.9987715415222915,4.545614994820844,5.104005736876622,7.013196534144108,7.7237570877872885,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2024,6.366137162633219,4.831239248740774,5.4067293096191635,7.459328040436795,8.211868375808866,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2025,6.763550961882411,5.111776081002768,5.730388553011938,7.913206143510883,8.708945312012226,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2026,7.127447382547938,5.386327129480092,6.058436684849176,8.361654251142335,9.250502214943555,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2027,7.508719603744263,5.665134315376553,6.380684099700653,8.828003997379714,9.80220230123086,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2028,7.895270215066336,5.932385414479657,6.708247724524765,9.30726234555326,10.378255930035337,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2029,8.273786106761243,6.206776634690183,7.045245294669,9.781921297116286,10.90002426340453,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2030,8.666023798703677,6.502357012658877,7.385738586432035,10.269114803335507,11.428226247285505,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2031,9.055711534693277,6.779739612808399,7.729732807075284,10.747286579597981,11.967351379356037,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2032,9.439634656958441,7.057058302602844,8.062250523510782,11.249433604225894,12.522038810819605,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2033,9.840690674414542,7.371731414689157,8.405017531484301,11.752008287655627,13.098334515546412,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2034,10.264061585122022,7.706620671950391,8.750948112080952,12.237932740660545,13.675421304913225,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2035,10.675921941585383,8.053844016605058,9.10152330987857,12.776808582159406,14.27159368212666,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2036,11.110161849688417,8.380276824113798,9.449337214201742,13.291723987387579,14.951878632799552,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2037,11.590222287058747,8.677249272631116,9.788206059852532,13.825102361702765,15.574559615758345,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2038,12.012727984563217,8.989901894748755,10.140372517732732,14.343980126746223,16.149447792338783,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2039,12.462974623338463,9.268443063460301,10.473762432136793,14.866770442242071,16.965444303342622,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2040,12.869857363672534,9.559502775562853,10.796046420136193,15.378023046394286,17.576916041750277,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2041,13.317885215520164,9.914347567635243,11.18275066134181,15.912796061498694,18.258974559821624,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2042,13.738228259825341,10.244468010278611,11.557353891569647,16.454646574931918,18.979276289154058,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2043,14.160533521303854,10.564955803290221,11.88776034139225,17.030031458898137,19.715805133275346,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2044,14.614569720924646,10.85780986349186,12.241703690214356,17.612393842382893,20.42053219920946,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2045,15.07213031168647,11.164215819181544,12.621199912013086,18.174501234631464,21.07910218352306,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2046,15.5152125245495,11.471744550883681,12.990468761468193,18.766143212412825,21.892309936607226,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2047,15.964729289688652,11.781948112143558,13.356855935169309,19.371635562985855,22.75837569021776,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2048,16.434722253014158,12.11968225471636,13.707547445517347,19.97383870640492,23.488550076377518,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2049,16.898693792106464,12.45416343829279,14.052824152881325,20.57297986850877,24.21733657225043,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2050,17.38124997011682,12.74601505433368,14.419173473646007,21.170390456739863,24.940685951044696,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2051,17.79063095967397,13.023200018103108,14.754674868270687,21.74157942290868,25.66908178085777,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2052,18.17755879204434,13.361442408101514,15.08167394386721,22.329093329443136,26.447431598747116,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2053,18.574852776131138,13.623533047236764,15.410167806534034,22.92596274510472,27.219304096795092,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2054,19.000540412232183,13.881381431053557,15.750085854104153,23.499420482841145,27.96114700594507,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2055,19.462373896462786,14.1648320833045,16.092648990999844,24.074727895544946,28.635767720838928,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2056,19.93399003154437,14.464760778545676,16.398372153040942,24.653734261347445,29.503276767844362,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2057,20.344045194163304,14.75803550292178,16.698117434581313,25.190590950530627,30.29988173508098,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2058,20.763500350079145,15.008537132822893,17.000394822814503,25.761042627861368,31.010008761424068,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2059,21.139908335863325,15.256295849973121,17.31632302877546,26.33779592868021,31.687793654746475,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2060,21.542785333157813,15.49758391455044,17.63476910686183,26.944055483367592,32.40878417027217,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2061,21.976132834492457,15.741346663887418,17.95812274774418,27.52682433185716,33.08086339266156,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2062,22.39931609090617,15.978889740094914,18.271738056441222,28.115785202319014,33.744214385577976,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2063,22.795586873439692,16.21198613838329,18.586118880408907,28.631611068879764,34.40025088916343,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2064,23.18218033636395,16.457449140215896,18.876907596410145,29.19324541086937,35.050668753689116,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2065,23.569196051240525,16.703238522718397,19.13177339457919,29.756120607097973,35.697655401981336,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2066,23.97683443422661,16.951854257894663,19.413034571916402,30.307791363190464,36.34555444208617,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2067,24.385474615226997,17.204661530182975,19.701155533764204,30.855004172729103,36.996516117588534,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2068,24.800264437270858,17.458517302453902,19.997089720747237,31.40555497460258,37.73023200378442,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2069,25.21303376919446,17.70770213936177,20.285548371150004,32.01915824610642,38.376865464939854,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2070,25.602186475428265,17.94830182350114,20.567004035888456,32.570643670674144,39.0082445153077,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2071,25.96895062139518,18.17170278386141,20.834294906754504,33.11000073770622,39.67209162784717,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2072,26.328319878788108,18.38720882180355,21.096276491510476,33.68344782422673,40.34170776548498,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2073,26.675306499238115,18.598034823463827,21.352643699727146,34.18331707628083,41.087107059652304,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2074,27.00578052920773,18.80439447030449,21.603251245097432,34.68669171801519,41.708630645655056,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2075,27.34557157829355,18.994291011219705,21.84879753436435,35.22031589679346,42.324460864313465,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2076,27.710714736260616,19.20204588606665,22.089992921815135,35.72910295403093,43.011113047720826,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2077,28.076430770071532,19.39511304574176,22.327509542271653,36.213686111503314,43.694252218157175,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2078,28.403496712184726,19.589420939010573,22.545721738700955,36.6732291595598,44.3752573104125,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2079,28.714335660479527,19.786038612525818,22.781206109456015,37.12183987546871,45.0553843678106,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2080,29.041853158581688,19.981988852378016,23.010902859044496,37.56910785760237,45.73408606538754,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2081,29.37407605334279,20.15836000506843,23.21392005033267,38.01902444939661,46.39674201667922,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2082,29.68417480739015,20.331550339420474,23.445886928847685,38.49212340297178,47.00549529513037,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2083,29.98775354132007,20.4999671230364,23.674506181370944,38.94543493387001,47.60263010252604,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2084,30.29578923032538,20.663959641704814,23.890455016651206,39.42543074106945,48.188570783080365,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2085,30.59550734200265,20.82308282107327,24.09645904750171,39.86777696065877,48.709573450151744,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2086,30.887157787169457,20.985432535181488,24.29707099909346,40.31529632012243,49.288499746762085,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2087,31.165738534155523,21.139297807988896,24.486188659387956,40.76048262278029,49.8897093073397,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2088,31.442892610548,21.32497418156896,24.649725236034737,41.191935919373776,50.46548232558736,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2089,31.732421610170363,21.49681278474215,24.819367728867487,41.618204234763226,51.025158562081984,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2090,32.02174079021327,21.666935167859513,25.023360468001417,42.04635559455135,51.6385070599921,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2091,32.30842611320151,21.837288336947083,25.264838775354725,42.47673042288121,52.28119219979844,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2092,32.600749580460175,22.00762469766296,25.477423355789114,42.90861867484376,52.896412789739855,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2093,32.8909789178617,22.1752893632578,25.672000517826945,43.356155703116904,53.50171181568796,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2094,33.17411547581167,22.337543339584993,25.860137529277942,43.79981352794825,54.099548116066764,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2095,33.45060114172753,22.49476991927572,26.042176701580317,44.23503996274167,54.68946135753825,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2096,33.712548150006874,22.651836975241117,26.21861461913612,44.658356760970676,55.27179361189809,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2097,33.94396991595697,22.8062640503073,26.39084218918481,45.07607330466965,55.848206463517776,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2098,34.17188353513537,22.958515241335448,26.55810275012547,45.48709955288595,56.420405688008756,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2099,34.397538389523106,23.110625678265894,26.710886920671253,45.85270030938315,56.9906110047758,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2100,34.64653966546342,23.2654530580058,26.86523938616816,46.225596493083565,57.55871167214408,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2101,34.89561747367267,23.419188617541487,27.028251741953913,46.63016566118201,58.1201283720936,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2102,35.13911099449306,23.572342951459046,27.1941914738921,47.02786227602786,58.68014749282619,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2103,35.37788325416025,23.72223235176306,27.389532243915674,47.41842726145572,59.23579161077788,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2104,35.61110275240736,23.868051550868895,27.547775548668014,47.78041644034437,59.78582617863082,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2105,35.836817784372755,24.007868064727447,27.69966131397822,48.16255933746021,60.327922382876245,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2106,36.05319089123819,24.142640135880974,27.8463689944127,48.53661950714455,60.862347023339034,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2107,36.25027597840709,24.273998452241536,27.990119844240382,48.90434203775671,61.390539791242816,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2108,36.45270522757413,24.40340710759395,28.1322610572752,49.267456311647486,61.91400580853611,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2109,36.67355823528723,24.53262430266257,28.27265080054497,49.62818500886407,62.40015898669397,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2110,36.89328896600294,24.66400092498916,28.41284727883919,49.98882929706779,62.88236807476595,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2111,37.120075049335995,24.806236511248475,28.55674267709603,50.359957470018074,63.390141520074394,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2112,37.34639034617865,24.946255410983735,28.702557784850832,50.73233783711062,63.966668687093225,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2113,37.56353027354858,25.07579551364777,28.847961785966525,51.100898454933805,64.44028145349922,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2114,37.778527717210764,25.197843476474443,28.9998342752374,51.46187607856935,64.90144138895448,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2115,37.98530886220129,25.312992496563886,29.155264051782165,51.808950272032675,65.35308464822532,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2116,38.16808683260345,25.421844746085018,29.306823215732674,52.14527491423564,65.79759261778231,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2117,38.37611061480327,25.524741631014876,29.45877160678089,52.4746478041635,66.23495314919047,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2118,38.56148711774438,25.606285062369878,29.57666574989402,52.79474687864898,66.62980734594281,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2119,38.75812023030469,25.67112681613572,29.708421296859516,53.09963289163556,67.05870206389898,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2120,38.954277358173016,25.787846145072578,29.85956079098301,53.39311782509243,67.49475960464154,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2121,39.14187630867208,25.89969568753946,29.98413996471075,53.6796853368133,67.92176276261645,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2122,39.3313273356796,26.011312345398167,30.135629561024786,53.97107193677779,68.35033209093943,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2123,39.51666080725636,26.109431587478117,30.271228315655748,54.259375060060016,68.76091669860409,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2124,39.686416451510894,26.20338892348662,30.388371097503963,54.542048828040414,69.16590517484202,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2125,39.86170855790818,26.290749982899012,30.501470300236566,54.81758280335136,69.56448186663744,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2126,40.031495278880215,26.368689979875906,30.605668827817826,55.08295544226672,69.95499151823698,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2127,40.194723336509085,26.440827240937296,30.700378278189255,55.340796045745485,70.33876276127168,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2128,40.363406440999384,26.509351429286024,30.792263584175828,55.593024470156315,70.71679871989072,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2129,40.528495798076776,26.57657483877087,30.885447374051093,55.84178981658376,71.09025165572615,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2130,40.69151782769384,26.646842379426854,30.964486195871302,56.091136932671226,71.46131773237988,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2131,40.86787943309723,26.7372270137626,31.060172665739447,56.3576787093842,71.8436054492354,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2132,41.04626943142346,26.832428042608953,31.166684103470345,56.62810600377404,72.22550321189469,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2133,41.22033705904714,26.926451233721824,31.31057854072043,56.897208187455696,72.60088018362082,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2134,41.3799899510998,27.01542868317495,31.451852921173522,57.16167083944926,72.9700499916388,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2135,41.531122056630394,27.095206925948272,31.562722733890233,57.446377095667685,73.33709412730146,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2136,41.678062802013514,27.165075891076807,31.664036246956858,57.72045697950873,73.69890102042503,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2137,41.8241997114186,27.2291978164142,31.765849547917682,57.98723836103432,74.05399551804408,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2138,41.967748949081376,27.290958008076444,31.871499024975527,58.24963943517397,74.40252668064693,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2139,42.10898122347375,27.369259541748363,31.975770679237076,58.508342454482545,74.74504432949341,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2140,42.25213213397774,27.447458517586934,32.07986161203338,58.75926819040984,75.0980959984083,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2141,42.39393182620118,27.492889031615725,32.16124475258012,58.98659230111652,75.46578979584348,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2142,42.53766705732149,27.531120233430517,32.22522782541103,59.20846388520844,75.83764029293727,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2143,42.681254305736836,27.56978193202255,32.28939684906439,59.428147881566666,76.20986278916844,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2144,42.81567038806821,27.6226967302769,32.36315718613234,59.628478745615254,76.57971851589731,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2145,42.946385271272625,27.674457617529768,32.44833184214868,59.82570136618555,76.94588473376433,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2146,43.072183139373045,27.720390898315006,32.528670637594274,60.064670771624186,77.30391603622544,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2147,43.19442695623755,27.7621694120363,32.60528474162441,60.29339869455449,77.65479858005926,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2148,43.31360887389674,27.80228023046925,32.678622392245074,60.504785390697464,77.9992558445482,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2149,43.42955931017855,27.838841127484603,32.740223765263785,60.7115527248527,78.3268109438102,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2150,43.54343694835957,27.87448853234776,32.79355861475926,60.9262479314873,78.63732508729363,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2151,43.66406012308466,27.93951444188185,32.85927468369612,61.14600603791173,78.97012945532589,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2152,43.785780325467286,28.00582041630782,32.92593859188371,61.36563659549793,79.28307442299338,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2153,43.911894872586714,28.075923554254295,32.99911257659511,61.58884358201751,79.57591252053358,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2154,44.04189578317931,28.14920625028234,33.07679459026165,61.81010285639925,79.89282714699307,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2155,44.170731964348604,28.221527438009733,33.167111365306134,62.026680650408736,80.2079539338298,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2156,44.292325743246415,28.282758923725748,33.26038021712795,62.24752958397797,80.51837512944984,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2157,44.40470972662711,28.296629897565285,33.34651526228548,62.47863300983373,80.82268387324152,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2158,44.50946457804022,28.306220678542275,33.4286384744731,62.70200140724377,81.2212680245919,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
vvL,total,2159,44.599224918066675,28.311764957210876,33.50564791800491,62.91769526912179,81.74976755205589,cm rel 1995-2014,MAGICC-SLR,Nauels2025,comparison
