scenario,component,year,med,p05,p17,p83,p95,n,unit
ssp119,ais,2015,-0.018541443502936093,-0.48096925152072756,-0.35950008915937465,0.3372410599324608,0.5986355935045055,600,cm rel 1995-2014
ssp119,ais,2016,-0.017998206645670464,-0.52933361164853,-0.3816738055329453,0.3901165944507921,0.690167179301633,600,cm rel 1995-2014
ssp119,ais,2017,-0.01711786306344948,-0.5795003033774763,-0.4016049707365208,0.4412349685022892,0.7829830674935829,600,cm rel 1995-2014
ssp119,ais,2018,-0.015936281421945753,-0.6216319408922162,-0.42008677487771706,0.49415556441979736,0.8780408055114866,600,cm rel 1995-2014
ssp119,ais,2019,-0.014468748257613608,-0.6761162540266515,-0.4366910568389728,0.5489571546231011,0.9797969656381629,600,cm rel 1995-2014
ssp119,ais,2020,-0.012124903692101726,-0.7254087578479905,-0.45139735176121454,0.604993387160387,1.0904554720525026,600,cm rel 1995-2014
ssp119,ais,2021,-0.009712679931135513,-0.7748473135116061,-0.46348666652659243,0.6615781182936668,1.2008263748489352,600,cm rel 1995-2014
ssp119,ais,2022,-0.006457717712055543,-0.8096973595151249,-0.4717783382896584,0.7243338668833538,1.3262626882077657,600,cm rel 1995-2014
ssp119,ais,2023,-0.00419458054054303,-0.8341815532510807,-0.47738188940815535,0.7910223754997796,1.4566434154195425,600,cm rel 1995-2014
ssp119,ais,2024,0.0006378036546447249,-0.852420641935937,-0.4898307655644067,0.8606451757683548,1.597399399116336,600,cm rel 1995-2014
ssp119,ais,2025,0.007624975360331431,-0.8722840258090988,-0.49186463927963997,0.9380407977115728,1.7395002526120231,600,cm rel 1995-2014
ssp119,ais,2026,0.015566647802688663,-0.8912492172118426,-0.4943390581499372,1.0205434410640322,1.8891826849222808,600,cm rel 1995-2014
ssp119,ais,2027,0.022999903729278234,-0.9061787768055356,-0.4949227663837076,1.0995611345516025,2.038143064179376,600,cm rel 1995-2014
ssp119,ais,2028,0.03280023146210616,-0.9199848474124692,-0.4940569628312973,1.182005675985806,2.212137614185836,600,cm rel 1995-2014
ssp119,ais,2029,0.046982652641354705,-0.932750857457394,-0.49602176967031436,1.2985742005139485,2.3823271200723912,600,cm rel 1995-2014
ssp119,ais,2030,0.06088803045871828,-0.9450889012863524,-0.4958147412411901,1.3772183926908044,2.557999465666056,600,cm rel 1995-2014
ssp119,ais,2031,0.07454439465192082,-0.9624189680576534,-0.4918175250814856,1.456053097036173,2.7380927961325807,600,cm rel 1995-2014
ssp119,ais,2032,0.09373680126624095,-0.9794204403787523,-0.49127398957900736,1.562432560879421,2.9273173645516675,600,cm rel 1995-2014
ssp119,ais,2033,0.10924993592261673,-0.9959577314658861,-0.4905205714247749,1.670978400392299,3.105127667148667,600,cm rel 1995-2014
ssp119,ais,2034,0.1238417061315886,-1.0117142252048226,-0.4894675435342106,1.7865538662009688,3.293029005655019,600,cm rel 1995-2014
ssp119,ais,2035,0.13937107024084963,-1.0264739037287371,-0.4880258785654072,1.9090833423886875,3.4880839885287718,600,cm rel 1995-2014
ssp119,ais,2036,0.16516914490875934,-1.0406657373520003,-0.48836655856448163,2.031269201942319,3.6862798020136713,600,cm rel 1995-2014
ssp119,ais,2037,0.18646774848880326,-1.0507224441995748,-0.48991747852721573,2.15902570294318,3.887606657162417,600,cm rel 1995-2014
ssp119,ais,2038,0.21278388252954755,-1.0584625634414733,-0.48782546793686893,2.259316338621473,4.091308357827078,600,cm rel 1995-2014
ssp119,ais,2039,0.23776698920080874,-1.066212082856211,-0.48697497656136934,2.3661145547275346,4.282375021029798,600,cm rel 1995-2014
ssp119,ais,2040,0.26886492015873953,-1.073938589053624,-0.49117404663306935,2.470361731050387,4.472151834411429,600,cm rel 1995-2014
ssp119,ais,2041,0.3062992139671951,-1.0813408294127942,-0.48436011005827323,2.6280105641316425,4.660870809519269,600,cm rel 1995-2014
ssp119,ais,2042,0.33057636322214456,-1.0889533089718233,-0.4831623981406178,2.7921712885277485,4.848387186569173,600,cm rel 1995-2014
ssp119,ais,2043,0.3533793725719534,-1.0931063555819933,-0.4819874281629622,2.8975747848552746,5.035122316005465,600,cm rel 1995-2014
ssp119,ais,2044,0.37820183881416614,-1.0935357682617615,-0.4807607620495928,2.9845302771426523,5.22075449254303,600,cm rel 1995-2014
ssp119,ais,2045,0.4039096225272442,-1.095515794769362,-0.4795429878262041,3.1102271597698206,5.40584975481342,600,cm rel 1995-2014
ssp119,ais,2046,0.4287672270350777,-1.1062735851847716,-0.4790549712787281,3.246534571863397,5.592452055075514,600,cm rel 1995-2014
ssp119,ais,2047,0.4764079327108992,-1.117076521469698,-0.47835819578836464,3.403704500080266,5.780790473808918,600,cm rel 1995-2014
ssp119,ais,2048,0.4990801214087517,-1.12795953131701,-0.47755556452138204,3.5596420020823905,5.97066310482745,600,cm rel 1995-2014
ssp119,ais,2049,0.5285689868197188,-1.1390652378962653,-0.4766965896028372,3.6932837153634246,6.144493163046319,600,cm rel 1995-2014
ssp119,ais,2050,0.553560785749132,-1.1505917718821908,-0.4758587831167708,3.8221738743900313,6.341729782427075,600,cm rel 1995-2014
ssp119,ais,2051,0.5815309061565039,-1.162704586355521,-0.4746424767460346,3.9340262476391397,6.539420188096258,600,cm rel 1995-2014
ssp119,ais,2052,0.6088149608891307,-1.172805954735883,-0.47212175957616853,4.0601944051078895,6.7248924181174745,600,cm rel 1995-2014
ssp119,ais,2053,0.6355178205216817,-1.17873074730525,-0.46986823300682096,4.189798184831813,6.907708690688512,600,cm rel 1995-2014
ssp119,ais,2054,0.6627832228316763,-1.1851552135477834,-0.46772077623938235,4.313331327495474,7.088282013342527,600,cm rel 1995-2014
ssp119,ais,2055,0.6872891740887916,-1.1919010764141753,-0.46724113824438385,4.431543004606806,7.267480731096912,600,cm rel 1995-2014
ssp119,ais,2056,0.7082924125024783,-1.1987407661993132,-0.4676825722759175,4.5552578189474255,7.446325494165012,600,cm rel 1995-2014
ssp119,ais,2057,0.7291255344520232,-1.2055940692721892,-0.46944601174159023,4.678792660676688,7.625152689823101,600,cm rel 1995-2014
ssp119,ais,2058,0.7511492402400837,-1.2125657007507982,-0.4728777983582274,4.794044842053846,7.807920012035642,600,cm rel 1995-2014
ssp119,ais,2059,0.7729332588672972,-1.2197009705986932,-0.47602104973778325,4.9013471385758525,8.00532230216787,600,cm rel 1995-2014
ssp119,ais,2060,0.7983956670333552,-1.2271116862053861,-0.47943945045184444,5.013574886965671,8.202083887681251,600,cm rel 1995-2014
ssp119,ais,2061,0.8293432096795641,-1.2399826621140515,-0.48622113119798666,5.141257451349822,8.397406964685317,600,cm rel 1995-2014
ssp119,ais,2062,0.8462160933172255,-1.2582680667988997,-0.49223202394217364,5.248293164415528,8.590961366195057,600,cm rel 1995-2014
ssp119,ais,2063,0.8629212053304127,-1.276038430260693,-0.4985934131029488,5.35018461852828,8.782751969811176,600,cm rel 1995-2014
ssp119,ais,2064,0.8791409607156948,-1.2800261942412423,-0.5031442056386662,5.451029174231007,8.973010975286103,600,cm rel 1995-2014
ssp119,ais,2065,0.8948720901991238,-1.284337408245671,-0.5047611873198763,5.5509338540784965,9.162014962983209,600,cm rel 1995-2014
ssp119,ais,2066,0.9159838287572895,-1.2886093060107071,-0.5083742886414093,5.650126425526847,9.350375113100798,600,cm rel 1995-2014
ssp119,ais,2067,0.936001459997915,-1.2926833280858723,-0.5125932684981398,5.751413263795849,9.535176124829235,600,cm rel 1995-2014
ssp119,ais,2068,0.963182253513087,-1.3024066061054742,-0.5131469167407894,5.854030624120576,9.713689493921905,600,cm rel 1995-2014
ssp119,ais,2069,0.9837909331974788,-1.3265624695245486,-0.5131182524997575,5.956285144272794,9.891886008625809,600,cm rel 1995-2014
ssp119,ais,2070,0.9984840643543336,-1.353858359451594,-0.5130959651328455,6.057633140204506,10.069208915654292,600,cm rel 1995-2014
ssp119,ais,2071,1.0176220078596894,-1.3818663792152681,-0.5136153287917948,6.156291664328245,10.245099023230434,600,cm rel 1995-2014
ssp119,ais,2072,1.0500042689408202,-1.4106490099629871,-0.5164846981514524,6.25357626447865,10.41920567180785,600,cm rel 1995-2014
ssp119,ais,2073,1.0718361202950195,-1.4343743092953258,-0.5173313103056523,6.3495395432602475,10.59152539535642,600,cm rel 1995-2014
ssp119,ais,2074,1.0856371427068459,-1.4509241205986472,-0.5178788330349924,6.444187069807227,10.76015627394207,600,cm rel 1995-2014
ssp119,ais,2075,1.1107389486020143,-1.467566128705441,-0.5180839890214264,6.537508631156887,10.9268869836239,600,cm rel 1995-2014
ssp119,ais,2076,1.1463163092950746,-1.4843386879477316,-0.5184035702984874,6.629578506029825,11.085946161638764,600,cm rel 1995-2014
ssp119,ais,2077,1.1801367635120128,-1.5016178992028677,-0.5206823736578444,6.719361398566324,11.223209179139282,600,cm rel 1995-2014
ssp119,ais,2078,1.2011829196444461,-1.5192565029156888,-0.5231616672290001,6.807102759687877,11.358594894459909,600,cm rel 1995-2014
ssp119,ais,2079,1.2145937180131479,-1.5368949238129652,-0.5325231707216859,6.894259140548776,11.554438868407175,600,cm rel 1995-2014
ssp119,ais,2080,1.2250591192493445,-1.5526020283351745,-0.5360947520292384,6.980959701240157,11.696843735563085,600,cm rel 1995-2014
ssp119,ais,2081,1.2425485299604406,-1.5576370963367725,-0.5373298243775627,7.067129628616255,11.837201952159372,600,cm rel 1995-2014
ssp119,ais,2082,1.259807689617701,-1.5627156568234812,-0.5400494654743814,7.152588543440085,11.97653249622044,600,cm rel 1995-2014
ssp119,ais,2083,1.2824014298616981,-1.5679097326896652,-0.5435891008379181,7.23713895342033,12.114472017929105,600,cm rel 1995-2014
ssp119,ais,2084,1.313880313825812,-1.5981404952512313,-0.5462894431145225,7.347170640212249,12.250625005195536,600,cm rel 1995-2014
ssp119,ais,2085,1.329680604684163,-1.6299993438488891,-0.5485036926444168,7.460004306815911,12.38464508295097,600,cm rel 1995-2014
ssp119,ais,2086,1.3448085763232123,-1.6628913287330251,-0.5523577800232101,7.571510691049297,12.51571760589891,600,cm rel 1995-2014
ssp119,ais,2087,1.3587990232402998,-1.6938304358072813,-0.5570259928012578,7.6480148199426,12.644443742214037,600,cm rel 1995-2014
ssp119,ais,2088,1.3767246631798808,-1.7165994017357868,-0.5633695092851673,7.7212586419694835,12.77108198087196,600,cm rel 1995-2014
ssp119,ais,2089,1.3942729674742402,-1.7423975401342668,-0.5694473603279497,7.793600460350011,12.977840154802477,600,cm rel 1995-2014
ssp119,ais,2090,1.4114589103612847,-1.7709213810837352,-0.5735614285878318,7.876015627387301,13.19349427561184,600,cm rel 1995-2014
ssp119,ais,2091,1.4284758493732401,-1.7959359102189056,-0.5802194951274676,8.021578419988275,13.362736188669663,600,cm rel 1995-2014
ssp119,ais,2092,1.4454173094238976,-1.8210660532401934,-0.5886307369635568,8.149480457082735,13.498686522490326,600,cm rel 1995-2014
ssp119,ais,2093,1.4567802671349366,-1.8403509613333626,-0.5935477031983889,8.260790983650402,13.632925508859167,600,cm rel 1995-2014
ssp119,ais,2094,1.4636268009938158,-1.8588364229782952,-0.6024739332110818,8.371275053068562,13.766179179621696,600,cm rel 1995-2014
ssp119,ais,2095,1.469954673116345,-1.9002526034874263,-0.6120608910771348,8.464207207756221,13.897449510739234,600,cm rel 1995-2014
ssp119,ais,2096,1.4757222882534649,-1.9332705538789077,-0.6169916826105621,8.549729627020263,14.026199252856902,600,cm rel 1995-2014
ssp119,ais,2097,1.4830796465986806,-1.965041539369292,-0.621596974408476,8.633923339013254,14.15220776019044,600,cm rel 1995-2014
ssp119,ais,2098,1.4914596365189663,-1.9981418580598502,-0.6266377220713951,8.712685180300403,14.275679471428928,600,cm rel 1995-2014
ssp119,ais,2099,1.499342533847239,-2.0325332140712877,-0.6320869089378067,8.78841884316863,14.396961591050884,600,cm rel 1995-2014
ssp119,ais,2100,1.5068714805154468,-2.0679109050504136,-0.6412259828389892,8.863151313066362,14.51674942001692,600,cm rel 1995-2014
ssp119,gis,2000,-0.18863650735015797,-0.25017642484545793,-0.22530589666455664,-0.13782897923699408,-0.11347467791302762,600,cm rel 1995-2014
ssp119,gis,2001,-0.14914635153964498,-0.19855274172391005,-0.17831780699234065,-0.10757892474475622,-0.08813346379493038,600,cm rel 1995-2014
ssp119,gis,2002,-0.10967142410472822,-0.14588587446055964,-0.13185287981866717,-0.07754633470070735,-0.06228349580018803,600,cm rel 1995-2014
ssp119,gis,2003,-0.06936812520215246,-0.0921996059299896,-0.08455028342815452,-0.04826981534801363,-0.036943926241106366,600,cm rel 1995-2014
ssp119,gis,2004,-0.027204037869844766,-0.04197175000690258,-0.037059958555344025,-0.014674757781535916,-0.011066106257924332,600,cm rel 1995-2014
ssp119,gis,2005,0.01722595228336321,-0.003150664931165242,0.0008310677516586198,0.02590003948120082,0.0275861079414624,600,cm rel 1995-2014
ssp119,gis,2006,0.06331425460435969,0.030773377270702656,0.03755669709905456,0.07274795428068737,0.0766768359468742,600,cm rel 1995-2014
ssp119,gis,2007,0.10461214567406185,0.06150896231454625,0.06771386201375083,0.12345529827849071,0.12923017204195836,600,cm rel 1995-2014
ssp119,gis,2008,0.1457749128598992,0.0874127597444532,0.0978447859569253,0.17394459264456338,0.18451585383828778,600,cm rel 1995-2014
ssp119,gis,2009,0.18680721509262405,0.1122420798993587,0.1297380895871268,0.2232937184507815,0.24142358342266584,600,cm rel 1995-2014
ssp119,gis,2010,0.2283636603945976,0.13818554459244708,0.16525191020014532,0.2736801311088443,0.29890628949977616,600,cm rel 1995-2014
ssp119,gis,2011,0.2688279648410601,0.16423706374326205,0.19942288933950228,0.3228920737837627,0.3567814753573598,600,cm rel 1995-2014
ssp119,gis,2012,0.30993927268623156,0.19034477635048785,0.2306263351215936,0.3736613784765006,0.4156646984348038,600,cm rel 1995-2014
ssp119,gis,2013,0.35521688283400066,0.2193144058536036,0.2627747837333009,0.4245273956781164,0.4745655648360861,600,cm rel 1995-2014
ssp119,gis,2014,0.3990776706897332,0.2452392156715549,0.29500882464819334,0.4797153339300712,0.5353912302944077,600,cm rel 1995-2014
ssp119,gis,2015,0.4478294248647191,0.26993167428404186,0.32832323741120056,0.536835453483046,0.5970259549416982,600,cm rel 1995-2014
ssp119,gis,2016,0.49406908448707476,0.2973292622303699,0.36224760510904824,0.5933237857337095,0.6607372563754895,600,cm rel 1995-2014
ssp119,gis,2017,0.5436687599784329,0.3241134231146966,0.39636876440207636,0.6516650917648731,0.7254674422945673,600,cm rel 1995-2014
ssp119,gis,2018,0.596481218712697,0.35282436035212345,0.43121935784172644,0.7109660390682659,0.7888670738838286,600,cm rel 1995-2014
ssp119,gis,2019,0.6426219541136525,0.3827868972361367,0.46758147843534936,0.7735489616119916,0.8534659826316872,600,cm rel 1995-2014
ssp119,gis,2020,0.6924028312542071,0.4134802320050933,0.5054200848136218,0.8379313405585641,0.9208720667716028,600,cm rel 1995-2014
ssp119,gis,2021,0.7385059997589536,0.440921583343885,0.5459500369021272,0.8976259431568432,0.9911025651714102,600,cm rel 1995-2014
ssp119,gis,2022,0.7905499832663254,0.4709948216461343,0.5885613608379477,0.9609510325294258,1.059602592768512,600,cm rel 1995-2014
ssp119,gis,2023,0.8384184834891601,0.4998127341984202,0.6252690016047981,1.0324733991693595,1.1307963984825953,600,cm rel 1995-2014
ssp119,gis,2024,0.8907926376455179,0.5301436175559866,0.6666726528317676,1.1029757644661262,1.2018089392011018,600,cm rel 1995-2014
ssp119,gis,2025,0.9452966271880309,0.5605647639274356,0.7089025372855199,1.170361200573367,1.2846787919378693,600,cm rel 1995-2014
ssp119,gis,2026,0.9998930882135713,0.5934789652610915,0.7593706898176877,1.2383607681611049,1.3609100842362798,600,cm rel 1995-2014
ssp119,gis,2027,1.0612926639733304,0.630261387158268,0.8053549220321053,1.3064838898528055,1.44054209910926,600,cm rel 1995-2014
ssp119,gis,2028,1.1204450270941053,0.6628414446901075,0.8600236224347204,1.3772720134261958,1.5201432088843951,600,cm rel 1995-2014
ssp119,gis,2029,1.1795125813258838,0.6959246725488724,0.9080486753608022,1.4545222412949181,1.5991839310474365,600,cm rel 1995-2014
ssp119,gis,2030,1.2312759692522366,0.7295887017053251,0.9490676623877278,1.527801862758455,1.6791246910941473,600,cm rel 1995-2014
ssp119,gis,2031,1.2833747506771709,0.7652041164725966,0.9879282035498479,1.597676787470171,1.7630250921670576,600,cm rel 1995-2014
ssp119,gis,2032,1.348329466065713,0.8057271351910309,1.0267520399250545,1.6681924672217179,1.8508427380828847,600,cm rel 1995-2014
ssp119,gis,2033,1.4058972167535204,0.8470826555179529,1.0664190406283467,1.7439816976928768,1.9357388819046994,600,cm rel 1995-2014
ssp119,gis,2034,1.4663838340755508,0.8872434887168898,1.1093049451941943,1.8199885296319502,2.019731920329174,600,cm rel 1995-2014
ssp119,gis,2035,1.5284214612022886,0.9246173883048018,1.1594848863838196,1.8997105774172127,2.1301179138991495,600,cm rel 1995-2014
ssp119,gis,2036,1.5909378273863128,0.9625550168826111,1.202535553785068,1.978828619233643,2.2129415881809464,600,cm rel 1995-2014
ssp119,gis,2037,1.6612668084593907,1.000120662128125,1.252736714929767,2.053705099964052,2.305353016058307,600,cm rel 1995-2014
ssp119,gis,2038,1.7286152920251772,1.035844879810073,1.2979457152450908,2.1326214917788584,2.4052582283500494,600,cm rel 1995-2014
ssp119,gis,2039,1.794574969403044,1.0714870471890707,1.3441063422392476,2.2110668431880423,2.5006078802333183,600,cm rel 1995-2014
ssp119,gis,2040,1.8628930953700693,1.1069693450220521,1.391289563741607,2.295612778771975,2.59863299447445,600,cm rel 1995-2014
ssp119,gis,2041,1.9345738640796983,1.1422268880608895,1.4334904865223002,2.376767770020754,2.6908597314237976,600,cm rel 1995-2014
ssp119,gis,2042,2.004309389296945,1.1772322070359194,1.481220373941798,2.4561709507970075,2.784600995182155,600,cm rel 1995-2014
ssp119,gis,2043,2.076642069686043,1.211999392564879,1.527282905004902,2.537917418271382,2.8752357144710183,600,cm rel 1995-2014
ssp119,gis,2044,2.139910864732902,1.250250809326218,1.5693053091491214,2.6254823268107326,2.963419855022609,600,cm rel 1995-2014
ssp119,gis,2045,2.2028968165760525,1.2881165882600623,1.6129191044626394,2.7061744155402154,3.054926921958415,600,cm rel 1995-2014
ssp119,gis,2046,2.2705860330035095,1.3265033610801102,1.654047947727143,2.7837033324657456,3.1563078925003882,600,cm rel 1995-2014
ssp119,gis,2047,2.3453689835576084,1.364936706006377,1.6954706981316399,2.861337763332741,3.255693455767303,600,cm rel 1995-2014
ssp119,gis,2048,2.4060361395671324,1.4033941870553952,1.7450192266386806,2.947193140982487,3.360018737385332,600,cm rel 1995-2014
ssp119,gis,2049,2.467112955666896,1.4398040813719295,1.7911426671864374,3.032356635831389,3.4681678154702222,600,cm rel 1995-2014
ssp119,gis,2050,2.5412079172183937,1.4751147001156406,1.8329603608538196,3.1180355547888396,3.5768095245297604,600,cm rel 1995-2014
ssp119,gis,2051,2.6099775350058176,1.5099735600676352,1.8728867392603854,3.2041284526131046,3.6825904949404116,600,cm rel 1995-2014
ssp119,gis,2052,2.6797362068539092,1.544441497502657,1.9128158454338662,3.2907367186481786,3.7820658511558674,600,cm rel 1995-2014
ssp119,gis,2053,2.745466391958458,1.578518801659769,1.957508847105095,3.3767903350542334,3.879809494082307,600,cm rel 1995-2014
ssp119,gis,2054,2.8060928727666203,1.6121527774186721,2.0040642362615073,3.476357310838917,3.983566306401406,600,cm rel 1995-2014
ssp119,gis,2055,2.8665310958058083,1.645471412095376,2.050060426546152,3.560301506136954,4.085211364215196,600,cm rel 1995-2014
ssp119,gis,2056,2.9300681711323,1.6786380820234457,2.0962456566228207,3.6395125084559807,4.182058299430405,600,cm rel 1995-2014
ssp119,gis,2057,2.9927333491255954,1.711746374245176,2.14215060310994,3.718562763000548,4.279136495718143,600,cm rel 1995-2014
ssp119,gis,2058,3.0545387540307054,1.7447630807511103,2.1853685136500394,3.7973196728865424,4.391992014283167,600,cm rel 1995-2014
ssp119,gis,2059,3.115128994668069,1.7776432418244197,2.2263779944394853,3.877558450665559,4.519122198572793,600,cm rel 1995-2014
ssp119,gis,2060,3.178240681388785,1.8116804394122743,2.2738918493705604,3.9664546095867474,4.64507415718936,600,cm rel 1995-2014
ssp119,gis,2061,3.24070200927153,1.8473185854868392,2.321652428446258,4.0558236500650455,4.75416234680351,600,cm rel 1995-2014
ssp119,gis,2062,3.305452527006273,1.8826153060931554,2.366486020488199,4.149878510755819,4.858490220706356,600,cm rel 1995-2014
ssp119,gis,2063,3.3705029509406503,1.9179682567066623,2.409340715503792,4.241413032279467,4.9767156940178605,600,cm rel 1995-2014
ssp119,gis,2064,3.4309749961754235,1.9531274678059374,2.4510304819247275,4.323957866818548,5.081326945031344,600,cm rel 1995-2014
ssp119,gis,2065,3.491161850069595,1.9915255169303712,2.4925097156022664,4.40290404529102,5.179674863268752,600,cm rel 1995-2014
ssp119,gis,2066,3.552826133089182,2.025022967630626,2.5340398828709088,4.501096164484411,5.277419302345953,600,cm rel 1995-2014
ssp119,gis,2067,3.6158136926790707,2.057053818432436,2.5754419312556345,4.585328062760527,5.375099604863306,600,cm rel 1995-2014
ssp119,gis,2068,3.6770174237463573,2.091413739838681,2.6167559499444404,4.666733605395006,5.472434258691976,600,cm rel 1995-2014
ssp119,gis,2069,3.737905726835833,2.125711920786517,2.657969999830697,4.752519127329395,5.5800848668085985,600,cm rel 1995-2014
ssp119,gis,2070,3.7995174545071118,2.15987823007275,2.699032790406219,4.845360770350538,5.694413698019262,600,cm rel 1995-2014
ssp119,gis,2071,3.8609593657231684,2.1938509870509626,2.739889365754728,4.926420920184191,5.803342249618067,600,cm rel 1995-2014
ssp119,gis,2072,3.923264832264918,2.227601486924322,2.7815166285149693,5.012473130027502,5.9022998871194945,600,cm rel 1995-2014
ssp119,gis,2073,3.984084588181213,2.2610799464982168,2.8219782912661313,5.097443833059482,6.0005674235730435,600,cm rel 1995-2014
ssp119,gis,2074,4.043806368930518,2.29429375782659,2.8605770361814824,5.174554355121874,6.098151158503391,600,cm rel 1995-2014
ssp119,gis,2075,4.10420519996206,2.326689714162849,2.8998349631087326,5.250239229125763,6.195049719489027,600,cm rel 1995-2014
ssp119,gis,2076,4.1643367084639635,2.3554949221231087,2.9391202014946867,5.325515027414313,6.309867314006042,600,cm rel 1995-2014
ssp119,gis,2077,4.2281272050121395,2.384142097200095,2.9782340480793517,5.404083347370394,6.432871728825344,600,cm rel 1995-2014
ssp119,gis,2078,4.291041740442832,2.412647927743092,3.0171988178793745,5.4865947107480535,6.5555656399142554,600,cm rel 1995-2014
ssp119,gis,2079,4.350017181084645,2.441035061312008,3.0560416980518963,5.5624398410329725,6.678337748713181,600,cm rel 1995-2014
ssp119,gis,2080,4.408658310464402,2.469500193362325,3.094781685761288,5.637957384349124,6.800885151009028,600,cm rel 1995-2014
ssp119,gis,2081,4.4652783653957915,2.4979012466708235,3.1331349927702874,5.715460899581365,6.910143496619794,600,cm rel 1995-2014
ssp119,gis,2082,4.52170362506318,2.526206103419446,3.1693564614911183,5.787808717026043,7.018128105265455,600,cm rel 1995-2014
ssp119,gis,2083,4.574759520498274,2.5544030496739047,3.20550761080896,5.866624052508235,7.125145961705644,600,cm rel 1995-2014
ssp119,gis,2084,4.62928430724757,2.5824815599749686,3.241345547209482,5.944422873199899,7.231128830169773,600,cm rel 1995-2014
ssp119,gis,2085,4.685390161098791,2.610645685411076,3.276839375297209,6.016062723626917,7.335524793661972,600,cm rel 1995-2014
ssp119,gis,2086,4.741223466593372,2.642514511108518,3.3123546526033665,6.090889404636329,7.43561388889838,600,cm rel 1995-2014
ssp119,gis,2087,4.796788866761041,2.674115962861737,3.3493466786631396,6.164020134618761,7.535037610606662,600,cm rel 1995-2014
ssp119,gis,2088,4.8511697634726305,2.7054588688061707,3.3878928898171163,6.238114443532157,7.633828033464832,600,cm rel 1995-2014
ssp119,gis,2089,4.9022230841116325,2.7365810225114173,3.4302025141750287,6.318036165141206,7.732026314739087,600,cm rel 1995-2014
ssp119,gis,2090,4.953014758443441,2.7675397033311944,3.4709751771375945,6.397622197444556,7.820818903702686,600,cm rel 1995-2014
ssp119,gis,2091,5.004380118325701,2.798378912786558,3.511777894081828,6.473575084067384,7.89466317718192,600,cm rel 1995-2014
ssp119,gis,2092,5.058420020508084,2.8291143894893884,3.5524749118514127,6.547736036208459,7.9684142789373045,600,cm rel 1995-2014
ssp119,gis,2093,5.112287959092918,2.85758881960823,3.591685831312735,6.62160134511243,8.041945691575368,600,cm rel 1995-2014
ssp119,gis,2094,5.165820463410036,2.884493650671489,3.6282955607274108,6.694310453352262,8.114053221420585,600,cm rel 1995-2014
ssp119,gis,2095,5.21478522012251,2.9112036831751023,3.6640993565794346,6.766158454918957,8.183800527589987,600,cm rel 1995-2014
ssp119,gis,2096,5.269852932349637,2.937717270396403,3.6996913615905798,6.837430296010461,8.250444278372909,600,cm rel 1995-2014
ssp119,gis,2097,5.323703746970764,2.9640395536368307,3.739204219003587,6.907495126629391,8.33313265105631,600,cm rel 1995-2014
ssp119,gis,2098,5.373944206146201,2.9901826463282397,3.774990405311382,6.976558931341264,8.45320560457408,600,cm rel 1995-2014
ssp119,gis,2099,5.4254875129247155,3.0161590204857176,3.8134182627500492,7.045145328990588,8.57201602035345,600,cm rel 1995-2014
ssp119,gis,2100,5.474820429839163,3.041984266103419,3.8515504700593386,7.108619570161443,8.69034039588337,600,cm rel 1995-2014
ssp119,glaciers,2000,-0.4734838006580073,-0.6717517800239036,-0.6131942688853791,-0.3954704757401969,-0.31015674485208844,600,cm rel 1995-2014
