scenario,year,med,p05,p17,p83,p95,unit,source
ssp585,2208,8.004557733758531,5.595321726911058,6.439890430092334,9.943904416533508,12.100196321487596,K rel 1850-1900,MAGICC-SLR
ssp585,2209,8.022827676037721,5.60906199740111,6.451796408486148,9.967321289611133,12.13080799314807,K rel 1850-1900,MAGICC-SLR
ssp585,2210,8.041470005402786,5.622991785980739,6.464388639343728,9.992462886656043,12.162511764493468,K rel 1850-1900,MAGICC-SLR
ssp585,2211,8.05870158703711,5.633656206726296,6.4755508050205,10.015521590570307,12.192322130349424,K rel 1850-1900,MAGICC-SLR
ssp585,2212,8.073235080551063,5.645410527649914,6.4850180150784045,10.03561022431318,12.219881333155634,K rel 1850-1900,MAGICC-SLR
ssp585,2213,8.08580168539904,5.655196263993206,6.492008201658922,10.050491989707703,12.243964658431407,K rel 1850-1900,MAGICC-SLR
ssp585,2214,8.095952520185527,5.66418424310059,6.4979983474550895,10.062269752552037,12.265880520397081,K rel 1850-1900,MAGICC-SLR
ssp585,2215,8.10388605022959,5.671436068560952,6.504910453639835,10.070309570475489,12.28469755463113,K rel 1850-1900,MAGICC-SLR
ssp585,2216,8.110906179873584,5.67828454525999,6.5113622894339995,10.076419609014845,12.302014362020728,K rel 1850-1900,MAGICC-SLR
ssp585,2217,8.118921830161256,5.686070011777618,6.518362898263026,10.086387374877011,12.320640910539247,K rel 1850-1900,MAGICC-SLR
ssp585,2218,8.128232082090959,5.69469639830796,6.52600298320964,10.105315809353936,12.340982250286258,K rel 1850-1900,MAGICC-SLR
ssp585,2219,8.141781250584538,5.705139710887479,6.534820124195779,10.12574522450399,12.364684256077846,K rel 1850-1900,MAGICC-SLR
ssp585,2220,8.159740493105051,5.717656824950586,6.545077672498276,10.148134951960165,12.392743985851538,K rel 1850-1900,MAGICC-SLR
ssp585,2221,8.177153862838649,5.730746166704806,6.555861251453412,10.17134352868096,12.422894045157186,K rel 1850-1900,MAGICC-SLR
ssp585,2222,8.193876548392058,5.744921979631446,6.567245102386052,10.195536641669243,12.45533960210623,K rel 1850-1900,MAGICC-SLR
ssp585,2223,8.207504560896215,5.755877204770097,6.5767383647790085,10.217329424320562,12.48255716337529,K rel 1850-1900,MAGICC-SLR
ssp585,2224,8.216846478660559,5.763532444238766,6.583697378677705,10.23653249899755,12.50319293473453,K rel 1850-1900,MAGICC-SLR
ssp585,2225,8.223734671736015,5.769618697424861,6.58926087543296,10.255296023247764,12.519966824514858,K rel 1850-1900,MAGICC-SLR
ssp585,2226,8.22884763835972,5.771833363719303,6.593827182909245,10.272437411920873,12.533607859773346,K rel 1850-1900,MAGICC-SLR
ssp585,2227,8.234333693035317,5.770975732326858,6.59863376115946,10.28950127631919,12.53206708883483,K rel 1850-1900,MAGICC-SLR
ssp585,2228,8.243019712013801,5.770820063940865,6.60363474589808,10.306483738547735,12.535873044176615,K rel 1850-1900,MAGICC-SLR
ssp585,2229,8.253830737077088,5.773434192505831,6.609664375111594,10.32454933296861,12.556308945273374,K rel 1850-1900,MAGICC-SLR
ssp585,2230,8.266642320984875,5.780535239645528,6.6177030300013495,10.344624301590754,12.579587653338466,K rel 1850-1900,MAGICC-SLR
ssp585,2231,8.280323832590192,5.78950035409678,6.6263509206738,10.36445701667842,12.604198121344345,K rel 1850-1900,MAGICC-SLR
ssp585,2232,8.293003292904576,5.797150705637602,6.634322526801823,10.382958858777064,12.628069140155116,K rel 1850-1900,MAGICC-SLR
ssp585,2233,8.30594229508656,5.804228991558511,6.641994458607138,10.397108393298806,12.651520619012386,K rel 1850-1900,MAGICC-SLR
ssp585,2234,8.316490978877415,5.808339982215548,6.648355479576341,10.404988465165031,12.672958045320694,K rel 1850-1900,MAGICC-SLR
ssp585,2235,8.324599820866123,5.809846086158432,6.653612982701581,10.41083621071567,12.692460264682042,K rel 1850-1900,MAGICC-SLR
ssp585,2236,8.329516561383706,5.80821956476981,6.657524026440393,10.413915867269115,12.709591306009552,K rel 1850-1900,MAGICC-SLR
ssp585,2237,8.333623329314909,5.80607216337369,6.66119146531776,10.4161699143291,12.725961154399823,K rel 1850-1900,MAGICC-SLR
ssp585,2238,8.338319189351864,5.804763360421274,6.6651171965384775,10.4185461613783,12.742549823480497,K rel 1850-1900,MAGICC-SLR
ssp585,2239,8.344237761256219,5.805897598688116,6.669531411494537,10.421583803375064,12.759859505958906,K rel 1850-1900,MAGICC-SLR
ssp585,2240,8.351460275885373,5.810987246970173,6.67528925375928,10.426110159409319,12.778743379723199,K rel 1850-1900,MAGICC-SLR
ssp585,2241,8.363021624235364,5.8202355945611,6.682535253689413,10.433376562888913,12.800531682775743,K rel 1850-1900,MAGICC-SLR
ssp585,2242,8.377690157287017,5.8316867536087225,6.69061520137739,10.44265720477456,12.824363599054424,K rel 1850-1900,MAGICC-SLR
ssp585,2243,8.390378348233156,5.840639344583413,6.697804171581754,10.457780535123053,12.846953068972747,K rel 1850-1900,MAGICC-SLR
ssp585,2244,8.399593737690617,5.84652095363174,6.703708940786665,10.471726484777667,12.867308031772037,K rel 1850-1900,MAGICC-SLR
ssp585,2245,8.40406783508132,5.848288321377958,6.707965871802325,10.482719900741618,12.884531344438583,K rel 1850-1900,MAGICC-SLR
ssp585,2246,8.404830698894278,5.847255857907099,6.710977277899156,10.491611503775928,12.897822197209308,K rel 1850-1900,MAGICC-SLR
ssp585,2247,8.405197239093694,5.846463005973098,6.713881477653356,10.4990889385421,12.90476358612972,K rel 1850-1900,MAGICC-SLR
ssp585,2248,8.405095534223042,5.845226311561308,6.716591197984915,10.505731430114658,12.910470220739041,K rel 1850-1900,MAGICC-SLR
ssp585,2249,8.405038532491403,5.844102752774923,6.719262734247428,10.512165577446112,12.915527125845873,K rel 1850-1900,MAGICC-SLR
ssp585,2250,8.40528562937963,5.843312823549375,6.721886483374808,10.518196379111261,12.920094685156792,K rel 1850-1900,MAGICC-SLR
ssp585,2251,8.406229404551294,5.843492172065562,6.724482584659111,10.524003193288145,12.924636858323446,K rel 1850-1900,MAGICC-SLR
ssp585,2252,8.409556392465577,5.846000755180287,6.727807917221986,10.531057902484156,12.93094276773034,K rel 1850-1900,MAGICC-SLR
ssp585,2253,8.416525236220165,5.851677105365375,6.732377178393912,10.540140991620653,12.940792887537885,K rel 1850-1900,MAGICC-SLR
ssp585,2254,8.426632481852561,5.8598035655594956,6.7384142283690345,10.551348204504869,12.954308174642255,K rel 1850-1900,MAGICC-SLR
ssp585,2255,8.435849300099543,5.866538627256832,6.743601383846807,10.561739799429283,12.96795116880997,K rel 1850-1900,MAGICC-SLR
ssp585,2256,8.443911561901604,5.872396245338654,6.748470241628486,10.57142261926436,12.980780826489555,K rel 1850-1900,MAGICC-SLR
ssp585,2257,8.450126247731196,5.876680619087133,6.752868703930331,10.579374091332728,12.99190024353314,K rel 1850-1900,MAGICC-SLR
ssp585,2258,8.453172561273039,5.8782920694435035,6.756327631816756,10.58511997531062,12.9996871575565,K rel 1850-1900,MAGICC-SLR
ssp585,2259,8.454555295049444,5.878907457853366,6.756696519763881,10.58989061122028,13.005082379778026,K rel 1850-1900,MAGICC-SLR
ssp585,2260,8.45458933817612,5.877732119365909,6.755535258827278,10.592931216166491,13.007714562782617,K rel 1850-1900,MAGICC-SLR
ssp585,2261,8.455639642903947,5.876781768562441,6.754327629126951,10.59590203928832,13.01364259372963,K rel 1850-1900,MAGICC-SLR
ssp585,2262,8.458386160511115,5.877880003027797,6.754754700422766,10.597503161066806,13.028687223389225,K rel 1850-1900,MAGICC-SLR
ssp585,2263,8.462870215057091,5.8807789234746615,6.756788839012062,10.598013560003883,13.044956917500054,K rel 1850-1900,MAGICC-SLR
ssp585,2264,8.470530862142141,5.88466718918251,6.761715151006512,10.602195994955732,13.063761442952304,K rel 1850-1900,MAGICC-SLR
ssp585,2265,8.481830083332076,5.889300496278378,6.769912899473569,10.611553923082777,13.085542504051409,K rel 1850-1900,MAGICC-SLR
ssp585,2266,8.494719823684717,5.894686507744608,6.779457722081518,10.623927811200412,13.108745675402993,K rel 1850-1900,MAGICC-SLR
ssp585,2267,8.508169581052389,5.900332716502952,6.789416945343978,10.638696241642554,13.132617189551828,K rel 1850-1900,MAGICC-SLR
ssp585,2268,8.516600337713076,5.903843074612149,6.79471504595854,10.65681670166403,13.152475057722128,K rel 1850-1900,MAGICC-SLR
ssp585,2269,8.521110357351091,5.905639809355749,6.796508582858035,10.668190076241073,13.169202557616403,K rel 1850-1900,MAGICC-SLR
ssp585,2270,8.523128118869682,5.906289595711096,6.796167861733023,10.669734368054256,13.183650926432842,K rel 1850-1900,MAGICC-SLR
ssp585,2271,8.524558295204375,5.906675885193096,6.795416186759184,10.668273291189637,13.197184714757183,K rel 1850-1900,MAGICC-SLR
ssp585,2272,8.526018981956508,5.9071224566134655,6.794777375749269,10.666017424591777,13.210423829726523,K rel 1850-1900,MAGICC-SLR
ssp585,2273,8.529004077584048,5.908306552220652,6.795582575183785,10.664915481132912,13.223813822753815,K rel 1850-1900,MAGICC-SLR
ssp585,2274,8.535348519644351,5.91111597235095,6.799465114489473,10.667058639524592,13.233698690598247,K rel 1850-1900,MAGICC-SLR
ssp585,2275,8.543693270817126,5.918202061121743,6.806402240925067,10.675797960053435,13.249174409325587,K rel 1850-1900,MAGICC-SLR
ssp585,2276,8.553426586694936,5.926198116501537,6.814523519552389,10.689622949588198,13.26739051883647,K rel 1850-1900,MAGICC-SLR
ssp585,2277,8.561760500883853,5.932993773218444,6.821136620915455,10.699850685812379,13.283799541429143,K rel 1850-1900,MAGICC-SLR
ssp585,2278,8.568358563641937,5.938408494787253,6.826030762186109,10.709870148367836,13.297327554383216,K rel 1850-1900,MAGICC-SLR
ssp585,2279,8.572922778510797,5.942266586757158,6.828736936496089,10.716703142522311,13.307310518829652,K rel 1850-1900,MAGICC-SLR
ssp585,2280,8.574792841929908,5.944149417896012,6.829783736197586,10.718323555625453,13.312522847769946,K rel 1850-1900,MAGICC-SLR
ssp585,2281,8.575958571043465,5.9456353092160805,6.830520818432977,10.716960949281258,13.315959075183452,K rel 1850-1900,MAGICC-SLR
ssp585,2282,8.579401655253445,5.947873202158277,6.830144573158553,10.715621033498177,13.320412141444962,K rel 1850-1900,MAGICC-SLR
ssp585,2283,8.583995057941639,5.950878329860897,6.830185688183761,10.715103995233585,13.326290763631656,K rel 1850-1900,MAGICC-SLR
ssp585,2284,8.590968348745339,5.955544927157179,6.833832317872972,10.717600250172348,13.335655145512549,K rel 1850-1900,MAGICC-SLR
ssp585,2285,8.602091175217065,5.962985816101619,6.840783156467643,10.726028273481145,13.351355887775785,K rel 1850-1900,MAGICC-SLR
ssp585,2286,8.616484935189698,5.972541727711496,6.851767376647702,10.740336669493052,13.372624153212119,K rel 1850-1900,MAGICC-SLR
ssp585,2287,8.628382846498006,5.9815296647118945,6.860929266699327,10.756034554970503,13.393882691360487,K rel 1850-1900,MAGICC-SLR
ssp585,2288,8.636693798292438,5.988721757597675,6.868619685204395,10.766987483105924,13.411808822464472,K rel 1850-1900,MAGICC-SLR
ssp585,2289,8.643073596736599,5.991827428115385,6.87257271612666,10.777082558158352,13.420972550437849,K rel 1850-1900,MAGICC-SLR
ssp585,2290,8.648603817418671,5.994073776661783,6.874029393922002,10.781463277520942,13.43102719017897,K rel 1850-1900,MAGICC-SLR
ssp585,2291,8.653235535583471,5.995791064088929,6.873472589433655,10.782188868790184,13.440044063074497,K rel 1850-1900,MAGICC-SLR
ssp585,2292,8.655752557039254,5.997076460298504,6.873469624866252,10.780347651200376,13.447223285942082,K rel 1850-1900,MAGICC-SLR
ssp585,2293,8.65833513172715,5.99879491305546,6.876008379631557,10.77793170010638,13.45431450767238,K rel 1850-1900,MAGICC-SLR
ssp585,2294,8.662915159451586,6.002272901550708,6.879002321144119,10.779157227398594,13.464070528861951,K rel 1850-1900,MAGICC-SLR
ssp585,2295,8.671683384659072,6.008823831771853,6.883638243381831,10.784451592085727,13.47965263508799,K rel 1850-1900,MAGICC-SLR
ssp585,2296,8.683288523749074,6.017316594232111,6.890346056079371,10.795553171146505,13.491548798899892,K rel 1850-1900,MAGICC-SLR
ssp585,2297,8.694703541905138,6.026905000263263,6.898252292725182,10.811100891032856,13.50387671883069,K rel 1850-1900,MAGICC-SLR
ssp585,2298,8.703980203627175,6.035052051417336,6.905264894569849,10.825955017528678,13.515931870850338,K rel 1850-1900,MAGICC-SLR
ssp585,2299,8.710889690191124,6.039999234152132,6.909021586283672,10.835299390427853,13.527893534728756,K rel 1850-1900,MAGICC-SLR
ssp585,2300,8.718635654576603,6.0442437527345,6.912028968720585,10.842212092980956,13.538419720116213,K rel 1850-1900,MAGICC-SLR
vvH,2000,0.8146703573634515,0.6792661939387399,0.7377290153916906,0.8775391505090422,0.9219119537886652,K rel 1850-1900,MAGICC-SLR
vvH,2001,0.8481952183246166,0.7047127359199906,0.7640875146448073,0.9151171460193863,0.9636746130506263,K rel 1850-1900,MAGICC-SLR
vvH,2002,0.8696760265196468,0.722948565135511,0.7855884521743717,0.9397959678415129,0.9943287700036052,K rel 1850-1900,MAGICC-SLR
vvH,2003,0.8868284266536426,0.7396625830150901,0.8011654351216568,0.958824015890279,1.0159785434100894,K rel 1850-1900,MAGICC-SLR
vvH,2004,0.8997707779068445,0.752722178391706,0.8166097481850401,0.9759522612243543,1.0309934843652626,K rel 1850-1900,MAGICC-SLR
vvH,2005,0.910686367431283,0.7642706291830323,0.829286834594641,0.9877959872658171,1.0447399039359369,K rel 1850-1900,MAGICC-SLR
vvH,2006,0.9244386898229633,0.7766694231273864,0.842615348172882,1.0043930214298915,1.0601514807426347,K rel 1850-1900,MAGICC-SLR
vvH,2007,0.9414431821512073,0.7914825739059353,0.8556020663563608,1.0206597330335236,1.0763084087123458,K rel 1850-1900,MAGICC-SLR
vvH,2008,0.9703392171208807,0.8122851180277535,0.8798551986947741,1.049067889665495,1.1058620816398637,K rel 1850-1900,MAGICC-SLR
vvH,2009,0.9965103743047894,0.8316295909576608,0.9018746061291486,1.0772677048221193,1.1356234376744763,K rel 1850-1900,MAGICC-SLR
vvH,2010,1.0180969466661747,0.8487176677124219,0.9195555990544187,1.1005071859751745,1.1610625365957925,K rel 1850-1900,MAGICC-SLR
vvH,2011,1.0489069561570008,0.8733721121245821,0.9464899166423579,1.13546246705956,1.2043109157949063,K rel 1850-1900,MAGICC-SLR
vvH,2012,1.0757963456613848,0.894349305891543,0.9700814939527549,1.167772948445071,1.2379417682550893,K rel 1850-1900,MAGICC-SLR
vvH,2013,1.1084624869139348,0.9186120701372603,0.9993889779935753,1.2040863781264575,1.2781183496677797,K rel 1850-1900,MAGICC-SLR
vvH,2014,1.136106040098403,0.9401339279087914,1.0244046228790407,1.2351329508069238,1.3106610236307457,K rel 1850-1900,MAGICC-SLR
vvH,2015,1.1586558873710926,0.9570930261625373,1.045185102299702,1.2605867261586874,1.3399502471962157,K rel 1850-1900,MAGICC-SLR
vvH,2016,1.1847261010575107,0.9764977025598065,1.0650019549666077,1.2902327064235921,1.3758483862366835,K rel 1850-1900,MAGICC-SLR
vvH,2017,1.204667837847636,0.9885380588673224,1.0807164328533274,1.3184108442471647,1.4028485090263283,K rel 1850-1900,MAGICC-SLR
vvH,2018,1.2179591406244787,0.9956024343839937,1.0912001739341595,1.3360467762001915,1.4221991986853824,K rel 1850-1900,MAGICC-SLR
vvH,2019,1.233422120824014,1.0103452101815755,1.1076408709547556,1.355886580286273,1.4501321624239865,K rel 1850-1900,MAGICC-SLR
vvH,2020,1.2656068980369954,1.0356268560229365,1.133670339489625,1.3963363437825063,1.491584645461508,K rel 1850-1900,MAGICC-SLR
vvH,2021,1.287096012902332,1.0497956038498109,1.1506083311912882,1.4256202642760614,1.5183897084439533,K rel 1850-1900,MAGICC-SLR
vvH,2022,1.307352114608936,1.065117516122217,1.1658746103332838,1.4492547181826048,1.5456879802536865,K rel 1850-1900,MAGICC-SLR
vvH,2023,1.3294640358602576,1.082557283654396,1.1865302767627735,1.4755826780164607,1.5771481855903966,K rel 1850-1900,MAGICC-SLR
vvH,2024,1.3558917856696202,1.104819791311542,1.211298015253036,1.5080851750784894,1.6177827862259706,K rel 1850-1900,MAGICC-SLR
vvH,2025,1.3817252046836954,1.1248308872818178,1.2296009258175835,1.5398048737910313,1.656676474712749,K rel 1850-1900,MAGICC-SLR
vvH,2026,1.4033944067888655,1.1404786330779064,1.248573977982964,1.568991803877217,1.690111705860388,K rel 1850-1900,MAGICC-SLR
vvH,2027,1.4222203207665205,1.1501437469114828,1.2633919545277454,1.5955298532146243,1.716306847699021,K rel 1850-1900,MAGICC-SLR
vvH,2028,1.4425990488585987,1.164433014269674,1.2808196102961455,1.6197415258181886,1.7434564124947578,K rel 1850-1900,MAGICC-SLR
vvH,2029,1.4631563872363393,1.1801341375567593,1.2955093836853073,1.644954117534879,1.7756946628193317,K rel 1850-1900,MAGICC-SLR
vvH,2030,1.4844486920661764,1.196765665011989,1.3140497569931753,1.6743448028378967,1.8091889415458058,K rel 1850-1900,MAGICC-SLR
vvH,2031,1.509199804910641,1.2142283443752901,1.3341462692580932,1.703889708127778,1.8441211111061604,K rel 1850-1900,MAGICC-SLR
vvH,2032,1.5341337895784268,1.232338281632126,1.3545592894891398,1.734327330031656,1.8796581658284464,K rel 1850-1900,MAGICC-SLR
vvH,2033,1.5636835744267679,1.2522416619348837,1.378931997291425,1.7675737384436323,1.9178939417810816,K rel 1850-1900,MAGICC-SLR
vvH,2034,1.596857246088031,1.2765703438219755,1.4063107362715515,1.8072270234552965,1.9609301388274154,K rel 1850-1900,MAGICC-SLR
vvH,2035,1.6283371657363697,1.298299290432895,1.4305747873072838,1.8411123043467303,2.004555448815001,K rel 1850-1900,MAGICC-SLR
vvH,2036,1.6605510007239475,1.324051946274316,1.4558140855922055,1.8774032387005848,2.0503740854861703,K rel 1850-1900,MAGICC-SLR
vvH,2037,1.6892788213405114,1.3458848408076647,1.4780273353236053,1.9116765886592724,2.0925742478061085,K rel 1850-1900,MAGICC-SLR
vvH,2038,1.7173183897746442,1.367243138663404,1.501688393689006,1.9486977872862403,2.1365779643153475,K rel 1850-1900,MAGICC-SLR
vvH,2039,1.742896928718098,1.3871534171111464,1.5216678049937051,1.9826560224267469,2.1740860609689276,K rel 1850-1900,MAGICC-SLR
vvH,2040,1.7673024568354054,1.4009575092451787,1.5419311664416406,2.012222434506929,2.21264460085317,K rel 1850-1900,MAGICC-SLR
vvH,2041,1.7910772048493329,1.4156098643606712,1.5596904400576534,2.0448013224827837,2.2454592282848016,K rel 1850-1900,MAGICC-SLR
vvH,2042,1.8154361982050307,1.4347166964814297,1.577785008823812,2.0767328935995,2.2776684904096323,K rel 1850-1900,MAGICC-SLR
vvH,2043,1.8418434768681466,1.4573579865717712,1.6025611371723893,2.108861672374958,2.3101558458366274,K rel 1850-1900,MAGICC-SLR
vvH,2044,1.8692625614414098,1.4817719122978803,1.6277044283814601,2.1419497684425988,2.353220901759747,K rel 1850-1900,MAGICC-SLR
vvH,2045,1.900704394048959,1.507845758589666,1.6579638721587682,2.180776627011906,2.3948588624538916,K rel 1850-1900,MAGICC-SLR
vvH,2046,1.933008982915859,1.5275987434351999,1.68564466204659,2.2204828770927496,2.440703259659529,K rel 1850-1900,MAGICC-SLR
vvH,2047,1.9638047648524972,1.5547639649637919,1.715546457696257,2.2600756316035113,2.490192918860065,K rel 1850-1900,MAGICC-SLR
vvH,2048,1.9945019435837645,1.5806554626433325,1.741291930433689,2.2979785057360056,2.53806328307926,K rel 1850-1900,MAGICC-SLR
vvH,2049,2.0235047308431597,1.6037783233099066,1.7639779385949612,2.334904324719086,2.580542397976065,K rel 1850-1900,MAGICC-SLR
vvH,2050,2.0482702682426153,1.623781141066501,1.7828566127772,2.365677982002191,2.61634116267791,K rel 1850-1900,MAGICC-SLR
vvH,2051,2.071246509203799,1.638682659366329,1.8028530406086822,2.39207168182781,2.649140825996807,K rel 1850-1900,MAGICC-SLR
vvH,2052,2.0940647493821762,1.6523160516017814,1.822812267598135,2.4217093801319254,2.684077829171871,K rel 1850-1900,MAGICC-SLR
vvH,2053,2.1168032266406978,1.667628526558751,1.8417623014900575,2.4502380783174313,2.719186688989706,K rel 1850-1900,MAGICC-SLR
vvH,2054,2.14098647266058,1.6893845425810403,1.8623225600358035,2.481408395544507,2.7560115826003173,K rel 1850-1900,MAGICC-SLR
vvH,2055,2.1684672008800137,1.7095287892150612,1.8847805010162118,2.5171603232101996,2.7966867475492676,K rel 1850-1900,MAGICC-SLR
vvH,2056,2.199677324923709,1.73188697915982,1.9102745010423725,2.552204842832146,2.8410583824193143,K rel 1850-1900,MAGICC-SLR
vvH,2057,2.2287762557945143,1.753852106568859,1.9340916056106763,2.582510050540609,2.8850782595485205,K rel 1850-1900,MAGICC-SLR
vvH,2058,2.2560075007152474,1.775590531371407,1.9574497991786335,2.6123460408368473,2.9281846107614333,K rel 1850-1900,MAGICC-SLR
vvH,2059,2.282782418629905,1.7975358310307494,1.9807383341090532,2.64418244359827,2.97101141036402,K rel 1850-1900,MAGICC-SLR
vvH,2060,2.307833459673076,1.817553176528644,2.0010226829706577,2.6747369502419445,3.010882943762393,K rel 1850-1900,MAGICC-SLR
vvH,2061,2.3322603724216613,1.836769459139325,2.0207272987255043,2.703224424895461,3.048313562832852,K rel 1850-1900,MAGICC-SLR
vvH,2062,2.356165380493992,1.8535925358813987,2.038601794653136,2.7335684288082787,3.0864465345310843,K rel 1850-1900,MAGICC-SLR
vvH,2063,2.3799941918764462,1.870124650154163,2.0574694231591266,2.7664662130014888,3.129980571433233,K rel 1850-1900,MAGICC-SLR
vvH,2064,2.4033995628784055,1.8905576521040484,2.077562342493345,2.799998022079886,3.1670388240978293,K rel 1850-1900,MAGICC-SLR
vvH,2065,2.4287351143107703,1.9102176987633468,2.100445222153268,2.833516266518417,3.2130403075292433,K rel 1850-1900,MAGICC-SLR
vvH,2066,2.458059463306007,1.932655371721711,2.1275964665445795,2.8698076463463207,3.261630713892561,K rel 1850-1900,MAGICC-SLR
vvH,2067,2.491083594606689,1.9556638820560381,2.1548941629658085,2.9093020756541796,3.310839489601682,K rel 1850-1900,MAGICC-SLR
vvH,2068,2.5218899142198277,1.9797601794183903,2.1820985349322624,2.9479789299897345,3.362973375024694,K rel 1850-1900,MAGICC-SLR
vvH,2069,2.5505964162373855,2.0022880864096266,2.208216503750452,2.985803561504115,3.411912533487023,K rel 1850-1900,MAGICC-SLR
vvH,2070,2.578348056790152,2.020406379440603,2.230315228568097,3.020191736050699,3.459580743744312,K rel 1850-1900,MAGICC-SLR
vvH,2071,2.604439713248963,2.0356065807411787,2.2509252172158094,3.053046294007181,3.5019774617014585,K rel 1850-1900,MAGICC-SLR
vvH,2072,2.6300144375924823,2.054279616605463,2.275511284483984,3.07689653299505,3.53638141906639,K rel 1850-1900,MAGICC-SLR
vvH,2073,2.651431290058289,2.0735020735414778,2.296569379170661,3.104456883452697,3.5711704620341065,K rel 1850-1900,MAGICC-SLR
vvH,2074,2.6773840543565086,2.092590867839291,2.319087097149357,3.1374355020710336,3.605572519969833,K rel 1850-1900,MAGICC-SLR
vvH,2075,2.704151856032869,2.1120361390287252,2.3399043130892534,3.17070782156248,3.644831849794317,K rel 1850-1900,MAGICC-SLR
vvH,2076,2.729854966999808,2.1317690595246277,2.3599874392283766,3.204298093767594,3.6848642747205993,K rel 1850-1900,MAGICC-SLR
vvH,2077,2.7564734143608245,2.152617680494888,2.3813692524226426,3.2399428923152667,3.725887561191937,K rel 1850-1900,MAGICC-SLR
vvH,2078,2.7849039616601363,2.1753410932054207,2.4051555353860903,3.2749882279693128,3.7688338745646623,K rel 1850-1900,MAGICC-SLR
vvH,2079,2.8166980372632118,2.199421426242859,2.4307370369777876,3.311095699047488,3.817686055464302,K rel 1850-1900,MAGICC-SLR
vvH,2080,2.8488087845624643,2.223666450945989,2.456659587307117,3.3472524875204,3.8717895353070007,K rel 1850-1900,MAGICC-SLR
vvH,2081,2.8772537880733187,2.246951092661577,2.4799107456346925,3.3852341634427137,3.914780656083785,K rel 1850-1900,MAGICC-SLR
vvH,2082,2.9062006411781507,2.269340703828168,2.5027318694588176,3.422316469106224,3.9565079220164545,K rel 1850-1900,MAGICC-SLR
vvH,2083,2.9332299573727716,2.2894575381689966,2.5243986434203074,3.457655497683087,3.9961347511150564,K rel 1850-1900,MAGICC-SLR
vvH,2084,2.9595119867939657,2.3092622540870433,2.54848835215942,3.4916343005324766,4.034874174221187,K rel 1850-1900,MAGICC-SLR
vvH,2085,2.9840438776576272,2.327827170473802,2.568376333737482,3.5236746230495046,4.072142157954416,K rel 1850-1900,MAGICC-SLR
vvH,2086,3.0095738491597404,2.346223652368776,2.5868065884339226,3.5546870446086123,4.1100159729511985,K rel 1850-1900,MAGICC-SLR
vvH,2087,3.0357621822879093,2.3656045579964484,2.60984635250063,3.586724239639238,4.149774995318538,K rel 1850-1900,MAGICC-SLR
vvH,2088,3.0615135201317036,2.385217057700236,2.632663298799671,3.6195994221862136,4.190543581232358,K rel 1850-1900,MAGICC-SLR
vvH,2089,3.089067730716655,2.4061579478338833,2.656520567169574,3.6532009543646473,4.2331933541091455,K rel 1850-1900,MAGICC-SLR
vvH,2090,3.1210922468887388,2.431451268265154,2.682366626862477,3.688816773685307,4.277463566210799,K rel 1850-1900,MAGICC-SLR
vvH,2091,3.1544757497323577,2.4566660863160488,2.7077951907409883,3.729680269631452,4.325390703039428,K rel 1850-1900,MAGICC-SLR
vvH,2092,3.187567957825901,2.4837109143867546,2.735313092406921,3.769952919125602,4.373640026787694,K rel 1850-1900,MAGICC-SLR
vvH,2093,3.2188861913955407,2.5061625620803216,2.7596696979597417,3.806934867439294,4.420646671365083,K rel 1850-1900,MAGICC-SLR
vvH,2094,3.2481080560067834,2.52312521177129,2.781734722987664,3.840014412921708,4.464116214014983,K rel 1850-1900,MAGICC-SLR
vvH,2095,3.2740422712368353,2.541751903452786,2.8006124254942,3.871275241373575,4.504514751668905,K rel 1850-1900,MAGICC-SLR
vvH,2096,3.2982239779039273,2.559622607686039,2.8226206598039876,3.90122397707354,4.542951651318051,K rel 1850-1900,MAGICC-SLR
vvH,2097,3.3275979731009646,2.577434004584208,2.842898106645095,3.9306020929937477,4.582316936350687,K rel 1850-1900,MAGICC-SLR
vvH,2098,3.351452510831507,2.5942648851288164,2.863314859006064,3.960497929689774,4.622153087346915,K rel 1850-1900,MAGICC-SLR
vvH,2099,3.378488953410716,2.612613917184718,2.8873575458397083,3.9927998077206635,4.663532421722066,K rel 1850-1900,MAGICC-SLR
vvH,2100,3.408348100345692,2.6338811011505294,2.9129098818984285,4.0288016315475685,4.7094583495705855,K rel 1850-1900,MAGICC-SLR
vvH,2101,3.4438958607115877,2.66149922546558,2.9404195255387244,4.06970134326296,4.760584416405114,K rel 1850-1900,MAGICC-SLR
vvH,2102,3.4744220470887694,2.687734981613789,2.96677566942125,4.109084977348804,4.810475399024408,K rel 1850-1900,MAGICC-SLR
vvH,2103,3.504733619233729,2.710515850178379,2.9894525719202063,4.146903465095424,4.858318014356135,K rel 1850-1900,MAGICC-SLR
vvH,2104,3.532872072320038,2.7298501070969707,3.0106486453940042,4.1829707754291015,4.903752379024837,K rel 1850-1900,MAGICC-SLR
vvH,2105,3.5581706336017964,2.7466672154753073,3.029979577986881,4.2166931301939865,4.945774459167981,K rel 1850-1900,MAGICC-SLR
vvH,2106,3.5825318662010988,2.762795884328063,3.04871067991947,4.249561307320936,4.986487217123897,K rel 1850-1900,MAGICC-SLR
vvH,2107,3.607694091669313,2.7790342673843207,3.0674512621207453,4.282217751711236,5.025923171966787,K rel 1850-1900,MAGICC-SLR
vvH,2108,3.63413365149737,2.7961657324771787,3.0868023336610038,4.315183326935126,5.065600907493098,K rel 1850-1900,MAGICC-SLR
