year,member,tas_global,tas_ais,scenario
1850,r1i1p1f1,286.94858125619135,252.3870727347798,historical
1851,r1i1p1f1,286.9967066245189,253.14665532052902,historical
1852,r1i1p1f1,286.9143759113137,252.90378214729085,historical
1853,r1i1p1f1,286.81150124274706,251.97273726159622,historical
1854,r1i1p1f1,286.77562247003596,252.0830112269235,historical
1855,r1i1p1f1,286.956615452497,253.03120469575623,historical
1856,r1i1p1f1,286.9487371276676,253.1337233845658,historical
1857,r1i1p1f1,286.8824469389369,252.875073906876,historical
1858,r1i1p1f1,286.864511023806,252.99841082000924,historical
1859,r1i1p1f1,287.0347968452403,253.4849456144646,historical
1860,r1i1p1f1,286.87707087867733,253.82233687918617,historical
1861,r1i1p1f1,286.85118603050836,252.9497663754925,historical
1862,r1i1p1f1,286.81073591956346,252.91096890926477,historical
1863,r1i1p1f1,286.90373463020035,253.05650291882628,historical
1864,r1i1p1f1,286.7709278105548,252.42792976538965,historical
1865,r1i1p1f1,286.9001650062499,252.92022662056627,historical
1866,r1i1p1f1,286.8391004179403,252.97551066764308,historical
1867,r1i1p1f1,286.8120278142295,252.7214514661803,historical
1868,r1i1p1f1,286.91160221339914,253.34841157511883,historical
1869,r1i1p1f1,286.77953410015135,253.07065078928605,historical
1870,r1i1p1f1,286.8128452110498,252.8339611362684,historical
1871,r1i1p1f1,286.89719898016256,253.34982719003548,historical
1872,r1i1p1f1,286.72500040280926,252.37642899373623,historical
1873,r1i1p1f1,286.62636139607196,252.6813546888348,historical
1874,r1i1p1f1,286.7353212901614,252.66958923476622,historical
1875,r1i1p1f1,286.96315419319126,252.91245424728126,historical
1876,r1i1p1f1,286.89285363686565,253.5347088633302,historical
1877,r1i1p1f1,286.9643351054151,253.0973833212225,historical
1878,r1i1p1f1,286.97613740584416,253.035390284465,historical
1879,r1i1p1f1,286.8635624085288,252.69790167131296,historical
1880,r1i1p1f1,286.9403750078207,253.06356079962868,historical
1881,r1i1p1f1,286.9938979416586,253.08146100186704,historical
1882,r1i1p1f1,287.04261898676805,253.249372958458,historical
1883,r1i1p1f1,286.8572042367935,252.84245819550262,historical
1884,r1i1p1f1,286.7722849229978,253.66811234313326,historical
1885,r1i1p1f1,286.6677743536917,253.0894849664205,historical
1886,r1i1p1f1,286.81942104324133,252.88386555280917,historical
1887,r1i1p1f1,286.78236644010263,252.752796117489,historical
1888,r1i1p1f1,286.8155321356792,253.34754643619323,historical
1889,r1i1p1f1,286.81637626589014,253.18400238670452,historical
1890,r1i1p1f1,286.8229127039125,252.56934394197341,historical
1891,r1i1p1f1,286.97627765275297,254.074453640588,historical
1892,r1i1p1f1,286.9609185173755,253.60484578216816,historical
1893,r1i1p1f1,286.94715727358977,253.4012418792905,historical
1894,r1i1p1f1,287.000271711476,253.03111293900002,historical
1895,r1i1p1f1,287.1325059633354,253.22180904875958,historical
1896,r1i1p1f1,287.12596119501836,254.21564623889782,historical
1897,r1i1p1f1,287.01953186582426,253.26587050082793,historical
1898,r1i1p1f1,287.02692145718606,252.7607576942159,historical
1899,r1i1p1f1,286.9539268938662,252.47118351101085,historical
1900,r1i1p1f1,286.81415339302276,252.35144021432077,historical
1901,r1i1p1f1,287.0673133463702,252.4227922876163,historical
1902,r1i1p1f1,287.01162005925045,252.93729235548474,historical
1903,r1i1p1f1,286.775353012625,252.83384459243103,historical
1904,r1i1p1f1,286.99109454808263,253.38878069698276,historical
1905,r1i1p1f1,287.07936796781473,253.44238152119283,historical
1906,r1i1p1f1,286.94593061796763,253.3115216359641,historical
1907,r1i1p1f1,286.79925358733834,251.7268891490766,historical
1908,r1i1p1f1,287.01583400160354,252.49174175860267,historical
1909,r1i1p1f1,287.0774350328072,253.1444158749057,historical
1910,r1i1p1f1,287.0951117040273,252.93240727062656,historical
1911,r1i1p1f1,286.9556635157411,253.18220713666489,historical
1912,r1i1p1f1,286.903328100125,253.3463640287551,historical
1913,r1i1p1f1,286.9040379800261,253.23536055029078,historical
1914,r1i1p1f1,286.9086351614283,252.50335634621166,historical
1915,r1i1p1f1,286.9460973384191,253.1856254058509,historical
1916,r1i1p1f1,286.81635421343344,252.0785724442182,historical
1917,r1i1p1f1,286.8479817117618,252.47598452961898,historical
1918,r1i1p1f1,286.8919611629864,252.58566161284622,historical
1919,r1i1p1f1,286.8340704423076,252.79574252914605,historical
1920,r1i1p1f1,286.8439645013829,252.90759751443534,historical
1921,r1i1p1f1,286.98204909189315,253.83922377482577,historical
1922,r1i1p1f1,287.0729531586949,252.68581003184704,historical
1923,r1i1p1f1,287.110145584806,253.93200337725568,historical
1924,r1i1p1f1,286.8797595170157,252.77163163362158,historical
1925,r1i1p1f1,286.805815589232,253.07756800347465,historical
1926,r1i1p1f1,286.89220776003623,253.41634926862736,historical
1927,r1i1p1f1,287.02740770471166,253.901914752754,historical
1928,r1i1p1f1,286.99859336797385,253.36516707306316,historical
1929,r1i1p1f1,287.05673990689866,253.44120750144677,historical
1930,r1i1p1f1,286.9943299047214,252.95349456635148,historical
1931,r1i1p1f1,286.8345051632814,252.04623108015002,historical
1932,r1i1p1f1,286.9634174635767,253.2049787654671,historical
1933,r1i1p1f1,286.9957046749107,253.8595370610402,historical
1934,r1i1p1f1,286.9777066110284,253.42227723425285,historical
1935,r1i1p1f1,287.0911274118289,253.18653198806726,historical
1936,r1i1p1f1,287.20092718393175,253.9048945134424,historical
1937,r1i1p1f1,287.13347297120094,253.5240858313084,historical
1938,r1i1p1f1,287.2121184034631,253.82375745896042,historical
1939,r1i1p1f1,287.14292987460493,253.79497839756513,historical
1940,r1i1p1f1,287.06588043750554,253.256802369761,historical
1941,r1i1p1f1,287.1057049201862,253.344711409346,historical
1942,r1i1p1f1,287.0025235147463,252.94225780499963,historical
1943,r1i1p1f1,287.02122250086154,252.57132468379413,historical
1944,r1i1p1f1,287.1575490810633,252.86594175071858,historical
1945,r1i1p1f1,287.0873186866086,252.99597550592117,historical
1946,r1i1p1f1,287.23632368415264,253.55170541323054,historical
1947,r1i1p1f1,287.2289499472223,254.01339755689662,historical
1948,r1i1p1f1,287.3046601291101,253.31378297005764,historical
1949,r1i1p1f1,287.2885382409989,253.91036651770222,historical
1950,r1i1p1f1,287.2746325842619,253.15179317025118,historical
1951,r1i1p1f1,287.19921117352203,252.7212293372515,historical
1952,r1i1p1f1,287.06331287153023,252.53623768698188,historical
1953,r1i1p1f1,286.96921374392485,253.50402188815661,historical
1954,r1i1p1f1,287.0865893787256,253.0790057123284,historical
1955,r1i1p1f1,287.2384050392465,253.15885095828713,historical
1956,r1i1p1f1,287.05016247747346,252.61217365527588,historical
1957,r1i1p1f1,287.1371182085377,252.902637766834,historical
1958,r1i1p1f1,287.22396147529986,253.5844513080237,historical
1959,r1i1p1f1,287.15527963235564,253.8813154404138,historical
1960,r1i1p1f1,287.1504792489228,254.5580619382452,historical
1961,r1i1p1f1,287.02040366803186,253.81317561899453,historical
1962,r1i1p1f1,287.0678925823854,253.22912226746902,historical
1963,r1i1p1f1,286.9881155586274,252.83602117514818,historical
1964,r1i1p1f1,287.00059019489703,253.43998043542902,historical
1965,r1i1p1f1,286.9509085854037,253.30139400697976,historical
1966,r1i1p1f1,286.98959062195144,252.61228493377217,historical
1967,r1i1p1f1,287.018403344558,253.33284023404755,historical
1968,r1i1p1f1,286.976780384584,253.794031428615,historical
1969,r1i1p1f1,286.92083459037696,253.80540043079907,historical
1970,r1i1p1f1,287.0071216759233,253.36394829050016,historical
1971,r1i1p1f1,287.0582818752001,254.0479743180776,historical
1972,r1i1p1f1,286.97575406752867,252.9157040534926,historical
1973,r1i1p1f1,286.9781153492896,253.06382849591307,historical
1974,r1i1p1f1,287.1836695181009,253.87154464726422,historical
1975,r1i1p1f1,287.1261365583478,254.1056829164436,historical
1976,r1i1p1f1,286.87321831121125,252.97347147055498,historical
1977,r1i1p1f1,286.96169621739665,253.99480943108017,historical
1978,r1i1p1f1,287.1175004660462,253.76453356006488,historical
1979,r1i1p1f1,287.0801707432895,253.70175000482536,historical
1980,r1i1p1f1,287.07068932600976,253.5481454790526,historical
1981,r1i1p1f1,287.1792583570309,254.27456154295663,historical
