lon,lat
-114.375,-73.125
-113.875,-72.875
-115.875,-72.625
-113.875,-72.625
-111.875,-72.625
-86.875,-72.625
-84.875,-72.625
-82.875,-72.625
-123.375,-72.375
-114.875,-72.375
-112.875,-72.375
-110.875,-72.375
-87.375,-72.375
-85.375,-72.375
-83.375,-72.375
-81.375,-72.375
-116.375,-72.125
-114.375,-72.125
-112.375,-72.125
-110.375,-72.125
-108.375,-72.125
-88.375,-72.125
-86.375,-72.125
-84.375,-72.125
-82.375,-72.125
-80.375,-72.125
-115.375,-71.875
-113.375,-71.875
-111.375,-71.875
-109.375,-71.875
-107.375,-71.875
-87.875,-71.875
-85.875,-71.875
-83.875,-71.875
-81.875,-71.875
-79.875,-71.875
-77.375,-71.875
-115.875,-71.625
-113.875,-71.625
-111.875,-71.625
-109.875,-71.625
-107.875,-71.625
-105.875,-71.625
-87.375,-71.625
-85.375,-71.625
-83.375,-71.625
-81.375,-71.625
-79.375,-71.625
-77.375,-71.625
-117.875,-71.375
-115.875,-71.375
-113.875,-71.375
-111.875,-71.375
-109.875,-71.375
-107.875,-71.375
-105.875,-71.375
-87.875,-71.375
-85.875,-71.375
-83.875,-71.375
-81.875,-71.375
-79.875,-71.375
-77.875,-71.375
-75.875,-71.375
-116.875,-71.125
-114.875,-71.125
-112.875,-71.125
-110.875,-71.125
-108.875,-71.125
-106.875,-71.125
-104.875,-71.125
-102.875,-71.125
-88.375,-71.125
-86.375,-71.125
-84.375,-71.125
-82.375,-71.125
-80.375,-71.125
-78.375,-71.125
-76.375,-71.125
-116.875,-70.875
-114.875,-70.875
-112.875,-70.875
-110.875,-70.875
-108.875,-70.875
-106.875,-70.875
-104.875,-70.875
-102.875,-70.875
-100.875,-70.875
-98.875,-70.875
-87.375,-70.875
-85.375,-70.875
-83.375,-70.875
-81.375,-70.875
-79.375,-70.875
-77.375,-70.875
-75.375,-70.875
-116.375,-70.625
-114.375,-70.625
-112.375,-70.625
-110.375,-70.625
-108.375,-70.625
-106.375,-70.625
-104.375,-70.625
-102.375,-70.625
-100.375,-70.625
-98.375,-70.625
-96.375,-70.625
-89.875,-70.625
-87.875,-70.625
-85.875,-70.625
-83.875,-70.625
-81.875,-70.625
-79.875,-70.625
-77.875,-70.625
-75.875,-70.625
-117.375,-70.375
-115.375,-70.375
-113.375,-70.375
-111.375,-70.375
-109.375,-70.375
-107.375,-70.375
-105.375,-70.375
-103.375,-70.375
-101.375,-70.375
-99.375,-70.375
-97.375,-70.375
-95.375,-70.375
-93.375,-70.375
-91.375,-70.375
-89.375,-70.375
-87.375,-70.375
-85.375,-70.375
-83.375,-70.375
-81.375,-70.375
-79.375,-70.375
-77.375,-70.375
-75.375,-70.375
-125.375,-70.125
-123.375,-70.125
-116.875,-70.125
-114.875,-70.125
-112.875,-70.125
-110.875,-70.125
-108.875,-70.125
-106.875,-70.125
-104.875,-70.125
-102.875,-70.125
-100.875,-70.125
-98.875,-70.125
-96.875,-70.125
-94.875,-70.125
-92.875,-70.125
-90.875,-70.125
-88.875,-70.125
-86.875,-70.125
-84.875,-70.125
-82.875,-70.125
-80.875,-70.125
-78.875,-70.125
-76.875,-70.125
-74.875,-70.125
176.625,-70.125
-137.375,-69.875
-129.375,-69.875
-127.375,-69.875
-125.375,-69.875
-123.375,-69.875
-121.375,-69.875
-119.375,-69.875
-117.375,-69.875
-115.375,-69.875
-113.375,-69.875
-111.375,-69.875
-109.375,-69.875
-107.375,-69.875
-105.375,-69.875
-103.375,-69.875
-101.375,-69.875
-99.375,-69.875
-97.375,-69.875
-95.375,-69.875
-93.375,-69.875
-91.375,-69.875
-89.375,-69.875
-87.375,-69.875
-85.375,-69.875
-83.375,-69.875
-81.375,-69.875
-79.375,-69.875
-77.375,-69.875
-75.375,-69.875
5.625,-69.875
174.625,-69.875
176.625,-69.875
178.625,-69.875
-150.875,-69.625
-148.875,-69.625
-138.875,-69.625
-136.875,-69.625
-134.375,-69.625
-132.375,-69.625
-130.375,-69.625
-128.375,-69.625
-126.375,-69.625
-124.375,-69.625
-122.375,-69.625
-120.375,-69.625
-118.375,-69.625
-116.375,-69.625
-114.375,-69.625
-112.375,-69.625
-110.375,-69.625
-108.375,-69.625
-106.375,-69.625
-104.375,-69.625
-102.375,-69.625
-100.375,-69.625
-98.375,-69.625
-96.375,-69.625
-94.375,-69.625
-92.375,-69.625
-90.375,-69.625
-88.375,-69.625
-86.375,-69.625
-84.375,-69.625
-82.375,-69.625
-80.375,-69.625
-78.375,-69.625
-76.375,-69.625
-74.375,-69.625
-72.375,-69.625
-1.875,-69.625
1.125,-69.625
3.125,-69.625
5.125,-69.625
7.125,-69.625
9.125,-69.625
175.625,-69.625
177.625,-69.625
179.625,-69.625
-152.375,-69.375
-150.375,-69.375
-148.375,-69.375
-146.375,-69.375
-139.875,-69.375
-137.875,-69.375
-135.875,-69.375
-133.875,-69.375
-131.875,-69.375
-129.875,-69.375
-127.875,-69.375
-125.875,-69.375
-123.875,-69.375
-121.875,-69.375
-119.875,-69.375
-117.875,-69.375
-115.875,-69.375
-113.875,-69.375
-111.875,-69.375
-109.875,-69.375
-107.875,-69.375
-105.875,-69.375
-103.875,-69.375
-101.875,-69.375
-99.875,-69.375
-97.875,-69.375
-95.875,-69.375
-93.875,-69.375
-91.875,-69.375
-89.875,-69.375
-87.875,-69.375
-85.875,-69.375
-83.875,-69.375
-81.875,-69.375
-79.875,-69.375
-77.875,-69.375
-75.875,-69.375
-73.875,-69.375
-71.875,-69.375
-68.375,-69.375
-9.375,-69.375
-3.375,-69.375
-1.375,-69.375
1.125,-69.375
3.125,-69.375
5.125,-69.375
7.125,-69.375
9.125,-69.375
18.125,-69.375
20.125,-69.375
22.125,-69.375
174.125,-69.375
176.125,-69.375
178.125,-69.375
-179.875,-69.125
-159.875,-69.125
-157.875,-69.125
-155.875,-69.125
-153.875,-69.125
-151.875,-69.125
-149.875,-69.125
-147.875,-69.125
-145.875,-69.125
-143.875,-69.125
-141.875,-69.125
-139.875,-69.125
-137.875,-69.125
-135.875,-69.125
-133.875,-69.125
-131.875,-69.125
-129.875,-69.125
-127.875,-69.125
-125.875,-69.125
-123.875,-69.125
-121.875,-69.125
-119.875,-69.125
-117.875,-69.125
-115.875,-69.125
-113.875,-69.125
-111.875,-69.125
-109.875,-69.125
-107.875,-69.125
-105.875,-69.125
-103.875,-69.125
-101.875,-69.125
-99.875,-69.125
-97.875,-69.125
-95.875,-69.125
-93.875,-69.125
-91.875,-69.125
-89.875,-69.125
-87.875,-69.125
-85.875,-69.125
-83.875,-69.125
-81.875,-69.125
-79.875,-69.125
-77.875,-69.125
-75.875,-69.125
-73.875,-69.125
-71.875,-69.125
-68.375,-69.125
-14.875,-69.125
-12.875,-69.125
-10.875,-69.125
-8.875,-69.125
-6.875,-69.125
-4.875,-69.125
-2.875,-69.125
-0.875,-69.125
1.625,-69.125
3.625,-69.125
5.625,-69.125
7.625,-69.125
9.625,-69.125
14.625,-69.125
16.625,-69.125
18.625,-69.125
20.625,-69.125
22.625,-69.125
24.625,-69.125
26.625,-69.125
39.125,-69.125
173.625,-69.125
175.625,-69.125
177.625,-69.125
179.625,-69.125
-178.375,-68.875
-161.875,-68.875
-159.875,-68.875
-157.875,-68.875
-155.875,-68.875
-153.875,-68.875
-151.875,-68.875
-149.875,-68.875
-147.875,-68.875
-145.875,-68.875
-143.875,-68.875
-141.875,-68.875
-139.875,-68.875
-137.875,-68.875
-135.875,-68.875
-133.875,-68.875
-131.875,-68.875
-129.875,-68.875
-127.875,-68.875
-125.875,-68.875
-123.875,-68.875
-121.875,-68.875
-119.875,-68.875
-117.875,-68.875
-115.875,-68.875
-113.875,-68.875
-111.875,-68.875
-109.875,-68.875
-107.875,-68.875
-105.875,-68.875
-103.875,-68.875
-101.875,-68.875
-99.875,-68.875
-97.875,-68.875
-95.875,-68.875
-93.875,-68.875
-91.875,-68.875
-89.875,-68.875
-87.875,-68.875
-85.875,-68.875
-83.875,-68.875
-81.875,-68.875
-79.875,-68.875
-77.875,-68.875
-75.875,-68.875
-73.875,-68.875
-71.875,-68.875
-69.875,-68.875
-67.875,-68.875
-16.375,-68.875
-14.375,-68.875
-12.375,-68.875
-10.375,-68.875
-8.375,-68.875
-6.375,-68.875
-4.375,-68.875
-2.375,-68.875
-0.375,-68.875
1.625,-68.875
3.625,-68.875
5.625,-68.875
7.625,-68.875
9.625,-68.875
11.625,-68.875
13.625,-68.875
15.625,-68.875
17.625,-68.875
19.625,-68.875
21.625,-68.875
23.625,-68.875
25.625,-68.875
27.625,-68.875
29.625,-68.875
36.125,-68.875
38.125,-68.875
40.125,-68.875
157.625,-68.875
173.125,-68.875
175.125,-68.875
177.125,-68.875
179.125,-68.875
-178.875,-68.625
-176.875,-68.625
-169.875,-68.625
-167.875,-68.625
-165.875,-68.625
-163.875,-68.625
-161.875,-68.625
-159.875,-68.625
-157.875,-68.625
-155.875,-68.625
-153.875,-68.625
-151.875,-68.625
-149.875,-68.625
-147.875,-68.625
-145.875,-68.625
-143.875,-68.625
-141.875,-68.625
-139.875,-68.625
-137.875,-68.625
-135.875,-68.625
-133.875,-68.625
-131.875,-68.625
-129.875,-68.625
-127.875,-68.625
-125.875,-68.625
-123.875,-68.625
-121.875,-68.625
-119.875,-68.625
-117.875,-68.625
-115.875,-68.625
-113.875,-68.625
-111.875,-68.625
-109.875,-68.625
-107.875,-68.625
-105.875,-68.625
-103.875,-68.625
-101.875,-68.625
-99.875,-68.625
-97.875,-68.625
-95.875,-68.625
-93.875,-68.625
-91.875,-68.625
-89.875,-68.625
-87.875,-68.625
-85.875,-68.625
-83.875,-68.625
-81.875,-68.625
-79.875,-68.625
-77.875,-68.625
-75.875,-68.625
-73.875,-68.625
-71.875,-68.625
-69.875,-68.625
-67.875,-68.625
-16.875,-68.625
-14.875,-68.625
-12.875,-68.625
-10.875,-68.625
-8.875,-68.625
-6.875,-68.625
-4.875,-68.625
-2.875,-68.625
-0.875,-68.625
1.125,-68.625
3.125,-68.625
5.125,-68.625
7.125,-68.625
9.125,-68.625
11.125,-68.625
13.125,-68.625
15.125,-68.625
17.125,-68.625
19.125,-68.625
21.125,-68.625
23.125,-68.625
25.125,-68.625
27.125,-68.625
29.125,-68.625
31.125,-68.625
34.625,-68.625
36.625,-68.625
38.625,-68.625
40.625,-68.625
157.125,-68.625
159.125,-68.625
173.625,-68.625
175.625,-68.625
177.625,-68.625
179.625,-68.625
-178.375,-68.375
-176.375,-68.375
-174.375,-68.375
-172.375,-68.375
-170.375,-68.375
-168.375,-68.375
-166.375,-68.375
-164.375,-68.375
-162.375,-68.375
-160.375,-68.375
-158.375,-68.375
-156.375,-68.375
-154.375,-68.375
-152.375,-68.375
-150.375,-68.375
-148.375,-68.375
-146.375,-68.375
-144.375,-68.375
-142.375,-68.375
-140.375,-68.375
-138.375,-68.375
-136.375,-68.375
-134.375,-68.375
-132.375,-68.375
-130.375,-68.375
-128.375,-68.375
-126.375,-68.375
-124.375,-68.375
-122.375,-68.375
-120.375,-68.375
-118.375,-68.375
-116.375,-68.375
-114.375,-68.375
-112.375,-68.375
-110.375,-68.375
-108.375,-68.375
-106.375,-68.375
-104.375,-68.375
-102.375,-68.375
-100.375,-68.375
-98.375,-68.375
