marker,specie,pulse_Gt,component,horizon,n_draws,base_med_cm,pulse_med_cm,paired_med_cm,diff_of_med_cm,paired_mean_cm,paired_p05_cm,paired_p95_cm,per_unit_cm,se_mean_cm,p_fired,smooth_term_cm,premium_cm
M,CO2,10.0,glaciers,2100,2000,13.2761160644746,13.291093802143102,0.014154784574674117,0.0149777376685023,0.01446131954873285,0.010389998998529215,0.019682625945119978,0.0014154784574674118,6.41277200091979e-5,0.13518430439952436,0.012469950532767216,0.001991116393326361
M,CO2,10.0,glaciers,2150,2000,21.115971983960797,21.13442057671503,0.016626259911431518,0.018448592754232607,0.016766014698293252,0.010582757342101701,0.02344573991638974,0.0016626259911431518,8.791478077728691e-5,0.1786551724137931,0.013771160043275414,0.002994842433631693
M,CO2,10.0,glaciers,2300,2000,33.24258302749521,33.24912730840866,0.006187913569291936,0.006544280913452383,0.0068825156732291465,0.0,0.0169540591557336,0.0006187913569291936,0.00012438016809883352,0.19854518430439952,0.005396970228852785,0.0014914136517456833
M,CO2,10.0,gis,2100,2000,6.9834240635981315,6.988045386829656,0.004821124868570337,0.004621323231524421,0.0057887787559872,0.0010897617188287967,0.01379404855974986,0.0004821124868570337,9.55110077690685e-5,0.13518430439952436,0.004960182202027245,0.0008282772210776542
M,CO2,10.0,gis,2150,2000,11.646630240170426,11.656126605454693,0.008099658005766841,0.009496365284267227,0.009972071268392658,0.001826881423969695,0.024627974352426914,0.0008099658005766841,0.0001733160413233149,0.1786551724137931,0.008213098021072495,0.001758398815232342
M,CO2,10.0,gis,2300,2000,26.187816579797264,26.207543784114243,0.017119384299713047,0.01972720431697894,0.02154288830396508,0.0035971858838657056,0.05614517063408861,0.0017119384299713047,0.00040182240464304463,0.19854518430439952,0.017456520156882,0.004076960264489914
M,CO2,10.0,ais,2100,2000,27.47715688594801,27.720877435699137,0.0023378456288862814,0.2437205497511279,0.13278566124998964,-0.005918485754224289,1.0078073938528387,0.00023378456288862813,0.007864951304050306,0.13518430439952436,0.0026967662269789653,0.1293111811604851
M,CO2,10.0,ais,2150,2000,72.74265804223575,72.80159086374863,0.008193197354795068,0.05893282151288304,0.17286263243646724,-0.008472236634374398,1.065115357500631,0.0008193197354795067,0.008600941190661895,0.1786551724137931,0.008072785068382318,0.16819508728110083
M,CO2,10.0,ais,2300,2000,212.79611141017784,212.9242819927801,0.032840159962589155,0.12817058260225167,0.21976700348439868,-0.014353943225421627,1.1094193497547535,0.0032840159962589156,0.00967923795159247,0.19854518430439952,0.03630120481021869,0.19035810196317776
M,CO2,10.0,te,2100,2000,19.64553864803208,19.673704085271332,0.031251661731891645,0.028165437239252356,0.032335069471659,0.019252041349163206,0.04854787482343247,0.0031251661731891644,0.0002070471460012483,0.13518430439952436,0.028027690165340815,0.004307821879895022
M,CO2,10.0,te,2150,2000,31.66627453291553,31.70567682785903,0.04093752501569092,0.03940229494349978,0.042598134462038036,0.024129742656328192,0.06614705562348747,0.004093752501569093,0.0002949222156224343,0.1786551724137931,0.03525242090346759,0.007338983197858489
M,CO2,10.0,te,2300,2000,56.20498857952818,56.26107562944736,0.0576186081401211,0.056087049919185006,0.06107849926286981,0.030082353583413022,0.10093340276522794,0.00576186081401211,0.0005081021031292424,0.19854518430439952,0.049417357544422925,0.011638187429537502
M,CO2,10.0,lws,2100,2000,2.342515618878139,2.342515618878139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13518430439952436,0.0,0.0
M,CO2,10.0,lws,2150,2000,4.0429579468315175,4.0429579468315175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1786551724137931,0.0,0.0
M,CO2,10.0,lws,2300,2000,8.89738572754609,8.89738572754609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19854518430439952,0.0,0.0
M,CO2,10.0,total,2100,2000,71.03623077177319,71.28740183126317,0.05555689281748499,0.25117105948997676,0.18537082902636867,0.034760764372162356,1.0574116816197743,0.0055556892817484995,0.007868809927049024,0.13518430439952436,0.048154589127114115,0.13643839665478422
M,CO2,10.0,total,2150,2000,143.58232117916012,143.72563155684244,0.0798491249729878,0.1433103776823259,0.24219885286519044,0.044898384941686235,1.1436532385480134,0.007984912497298779,0.008592775230382436,0.1786551724137931,0.06530946403619727,0.18028731172782317
M,CO2,10.0,total,2300,2000,344.97475370652836,345.0510036506926,0.1273891295053602,0.07624994416426034,0.3092709067244627,0.05059733342079654,1.1945862587616487,0.01273891295053602,0.009690239130805283,0.19854518430439952,0.10857205274037678,0.2075646633089504
