,rgi_reg,model_author,temp_ch_ipcc,gcm_period_scenario,min_perc_change,resp_time_-50%,resp_time_-80%,resp_time_-90%,diff_resp_time_-50%,diff_resp_time_-80%,diff_resp_time_-90%
196,All,PyGEM-OGGM_v13,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,200.0,590.0,982.0,0.0,0.0,0.0
197,All,PyGEM-OGGM_v13,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,165.0,515.0,882.0,0.0,0.0,0.0
198,All,PyGEM-OGGM_v13,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,154.0,485.0,835.0,0.0,0.0,0.0
199,All,PyGEM-OGGM_v13,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,150.0,451.0,755.0,0.0,0.0,0.0
200,All,PyGEM-OGGM_v13,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,156.0,496.0,857.0,0.0,0.0,0.0
201,All,PyGEM-OGGM_v13,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,158.0,497.0,856.0,0.0,0.0,0.0
202,All,PyGEM-OGGM_v13,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,145.0,463.0,804.0,0.0,0.0,0.0
203,All,PyGEM-OGGM_v13,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,144.0,447.0,755.0,26.5,95.0,137.0
204,All,PyGEM-OGGM_v13,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,148.0,464.0,809.0,0.0,0.0,0.0
205,All,PyGEM-OGGM_v13,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,148.0,464.0,816.0,30.0,109.5,151.0
206,All,PyGEM-OGGM_v13,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,144.0,430.0,717.0,26.0,85.5,164.5
207,All,PyGEM-OGGM_v13,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,152.0,465.0,784.0,31.0,114.0,195.5
208,All,PyGEM-OGGM_v13,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,149.0,464.0,777.0,0.0,0.0,0.0
209,All,PyGEM-OGGM_v13,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,143.0,455.0,776.0,26.0,119.0,215.5
210,All,PyGEM-OGGM_v13,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,150.0,472.0,827.0,0.0,0.0,0.0
211,All,PyGEM-OGGM_v13,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,146.0,469.0,822.0,29.0,131.5,256.5
212,All,PyGEM-OGGM_v13,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,140.0,458.0,812.0,28.5,132.0,260.5
213,All,PyGEM-OGGM_v13,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,147.0,475.0,828.0,0.0,0.0,0.0
214,All,PyGEM-OGGM_v13,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,140.0,453.0,786.0,29.5,132.0,250.0
215,All,PyGEM-OGGM_v13,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,145.0,440.0,730.0,32.5,104.5,158.0
216,All,PyGEM-OGGM_v13,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,126.0,409.0,715.0,25.0,101.5,79.5
217,All,PyGEM-OGGM_v13,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,116.0,360.0,621.0,20.5,92.0,177.5
218,All,PyGEM-OGGM_v13,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,138.0,464.0,826.0,26.5,117.5,49.5
219,All,PyGEM-OGGM_v13,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,130.0,415.0,714.0,27.5,79.5,-30.5
220,All,PyGEM-OGGM_v13,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,130.0,420.0,717.0,24.0,99.0,165.0
221,All,PyGEM-OGGM_v13,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,134.0,432.0,744.0,26.0,72.0,104.5
222,All,PyGEM-OGGM_v13,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,107.0,366.0,655.0,18.5,97.0,167.0
223,All,PyGEM-OGGM_v13,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,115.0,395.0,731.0,24.5,112.0,207.0
224,All,PyGEM-OGGM_v13,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,126.0,405.0,707.0,23.0,107.0,210.5
225,All,PyGEM-OGGM_v13,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,106.0,351.0,620.0,18.0,93.0,186.5
226,All,PyGEM-OGGM_v13,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,103.0,361.0,668.0,21.5,109.0,218.5
227,All,PyGEM-OGGM_v13,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,106.0,363.0,652.0,21.5,105.0,210.0
228,All,PyGEM-OGGM_v13,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,111.0,369.0,662.0,20.0,99.5,190.5
229,All,PyGEM-OGGM_v13,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,104.0,333.0,588.0,20.0,83.0,154.0
230,All,PyGEM-OGGM_v13,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,92.0,316.0,581.0,17.5,93.0,195.5
231,All,PyGEM-OGGM_v13,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,115.0,371.0,632.0,21.5,92.5,170.5
232,All,PyGEM-OGGM_v13,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,84.0,309.0,601.0,17.0,89.5,181.0
233,All,PyGEM-OGGM_v13,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,106.0,359.0,642.0,20.5,97.5,177.0
234,All,PyGEM-OGGM_v13,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,93.0,309.0,558.0,18.5,79.5,138.5
235,All,PyGEM-OGGM_v13,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,107.0,350.0,605.0,18.5,85.5,162.5
236,All,PyGEM-OGGM_v13,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,73.0,281.0,543.0,13.5,81.0,165.0
237,All,PyGEM-OGGM_v13,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,69.0,260.0,491.0,13.0,76.5,140.0
238,All,PyGEM-OGGM_v13,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,103.0,334.0,582.0,18.0,83.5,154.0
239,All,PyGEM-OGGM_v13,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,87.0,280.0,479.0,18.0,72.0,117.5
240,All,PyGEM-OGGM_v13,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,72.0,258.0,469.0,16.0,73.0,130.0
241,All,PyGEM-OGGM_v13,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,98.0,317.0,534.0,17.5,44.0,68.0
242,All,PyGEM-OGGM_v13,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,73.0,240.0,425.0,12.5,54.0,101.5
243,All,PyGEM-OGGM_v13,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,88.0,293.0,516.0,17.0,78.5,147.0
244,All,PyGEM-OGGM_v13,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,74.0,223.0,365.0,14.5,55.0,85.0
245,All,PyGEM-OGGM_v13,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,63.0,239.0,457.0,12.5,60.0,113.5
246,All,PyGEM-OGGM_v13,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,71.0,226.0,384.0,14.0,62.0,100.5
247,All,PyGEM-OGGM_v13,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,83.0,267.0,447.0,15.5,40.0,65.0
248,All,PyGEM-OGGM_v13,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,74.0,235.0,391.0,13.0,48.0,80.0
249,All,PyGEM-OGGM_v13,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,58.0,187.0,315.0,9.5,32.0,41.0
250,All,PyGEM-OGGM_v13,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,47.0,152.0,258.0,9.0,28.0,24.5
251,All,PyGEM-OGGM_v13,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,53.0,143.0,229.0,9.5,33.5,57.5
252,All,PyGEM-OGGM_v13,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,50.0,156.0,263.0,8.0,30.0,46.0
253,All,PyGEM-OGGM_v13,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,38.0,129.0,229.0,7.0,28.5,45.5
254,All,PyGEM-OGGM_v13,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,31.0,90.0,152.0,5.5,18.5,29.5
255,All,PyGEM-OGGM_v13,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,36.0,110.0,183.0,5.5,21.5,30.5
256,All,PyGEM-OGGM_v13,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,24.0,68.0,117.0,3.5,15.0,26.5
257,RGI01,GLIMB,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,77.0,203.0,321.0,8.0,58.0,89.0
258,RGI01,GLIMB,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,70.0,189.0,297.0,19.5,79.0,132.0
259,RGI01,GLIMB,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,69.0,182.0,292.0,23.0,83.5,143.5
260,RGI01,GLIMB,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,67.0,186.0,287.0,18.0,82.5,135.0
261,RGI01,GLIMB,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,68.0,180.0,279.0,20.5,76.5,120.0
262,RGI01,GLIMB,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,69.0,189.0,284.0,20.0,79.0,122.0
263,RGI01,GLIMB,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,67.0,179.0,273.0,22.0,81.5,123.5
264,RGI01,GLIMB,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,64.0,175.0,283.0,19.0,74.5,129.5
265,RGI01,GLIMB,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,69.0,184.0,301.0,22.5,78.0,133.0
266,RGI01,GLIMB,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,63.0,176.0,279.0,19.0,81.5,136.0
267,RGI01,GLIMB,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,62.0,169.0,262.0,21.0,75.0,107.5
268,RGI01,GLIMB,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,66.0,173.0,283.0,21.0,75.5,139.0
269,RGI01,GLIMB,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,67.0,183.0,289.0,17.5,77.0,125.5
270,RGI01,GLIMB,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,71.0,188.0,302.0,18.0,78.0,136.0
271,RGI01,GLIMB,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,63.0,169.0,273.0,22.0,80.5,138.5
272,RGI01,GLIMB,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,66.0,177.0,287.0,18.0,72.5,131.0
273,RGI01,GLIMB,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,69.0,173.0,285.0,22.0,69.5,126.0
274,RGI01,GLIMB,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,67.0,178.0,277.0,20.0,75.0,126.0
275,RGI01,GLIMB,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,59.0,169.0,266.0,20.0,79.5,122.0
276,RGI01,GLIMB,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,68.0,178.0,281.0,24.0,83.0,138.0
277,RGI01,GLIMB,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,62.0,170.0,272.0,19.0,78.0,127.0
278,RGI01,GLIMB,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,60.0,166.0,255.0,19.0,76.0,116.5
279,RGI01,GLIMB,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,61.0,167.0,262.0,24.0,84.0,138.0
280,RGI01,GLIMB,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,60.0,164.0,260.0,17.5,73.0,133.0
281,RGI01,GLIMB,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,62.0,171.0,271.0,20.0,78.5,130.5
282,RGI01,GLIMB,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,57.0,156.0,251.0,23.0,81.0,139.0
283,RGI01,GLIMB,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,60.0,170.0,254.0,19.0,83.5,131.5
284,RGI01,GLIMB,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,64.0,172.0,261.0,20.0,77.5,121.5
285,RGI01,GLIMB,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,61.0,168.0,264.0,19.0,77.0,131.5
286,RGI01,GLIMB,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,55.0,152.0,247.0,22.0,79.0,136.0
287,RGI01,GLIMB,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,58.0,153.0,252.0,20.0,73.0,140.0
288,RGI01,GLIMB,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,54.0,149.0,238.0,18.5,68.0,107.0
289,RGI01,GLIMB,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,52.0,149.0,235.0,20.0,82.0,137.5
290,RGI01,GLIMB,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,57.0,157.0,247.0,21.5,79.5,132.0
291,RGI01,GLIMB,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,52.0,146.0,232.0,20.0,76.0,127.5
292,RGI01,GLIMB,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,54.0,149.0,234.0,18.0,65.5,99.5
293,RGI01,GLIMB,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,53.0,149.0,239.0,20.0,80.0,139.0
294,RGI01,GLIMB,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,51.0,140.0,231.0,20.5,76.5,140.0
295,RGI01,GLIMB,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,55.0,153.0,241.0,21.5,80.5,134.5
296,RGI01,GLIMB,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,56.0,152.0,246.0,19.0,74.5,136.5
297,RGI01,GLIMB,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,48.0,136.0,216.0,20.5,77.5,131.0
298,RGI01,GLIMB,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,51.0,137.0,223.0,19.5,68.0,116.0
299,RGI01,GLIMB,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,47.0,129.0,207.0,21.0,70.0,116.0
300,RGI01,GLIMB,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,49.0,140.0,219.0,19.0,76.5,124.5
301,RGI01,GLIMB,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,55.0,149.0,235.0,22.0,80.5,136.5
302,RGI01,GLIMB,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,47.0,133.0,213.0,20.0,76.0,130.0
303,RGI01,GLIMB,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,51.0,139.0,224.0,20.0,74.5,132.0
304,RGI01,GLIMB,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,47.0,128.0,211.0,18.5,66.0,115.5
305,RGI01,GLIMB,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,48.0,134.0,210.0,20.5,74.0,120.0
306,RGI01,GLIMB,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,40.0,113.0,183.0,17.5,61.0,101.0
307,RGI01,GLIMB,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,40.0,111.0,178.0,18.0,65.5,112.5
308,RGI01,GLIMB,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,49.0,135.0,214.0,20.5,75.0,127.5
309,RGI01,GLIMB,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,39.0,112.0,180.0,18.0,63.0,103.5
310,RGI01,GLIMB,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,37.0,102.0,168.0,18.0,63.5,114.0
311,RGI01,GLIMB,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,33.0,95.0,155.0,16.5,61.0,107.5
312,RGI01,GLIMB,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,33.0,97.0,160.0,16.0,57.5,100.5
313,RGI01,GLIMB,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,29.0,85.0,139.0,15.5,57.5,102.0
314,RGI01,GloGEMflow,0.3922811293371855,gfdl-esm4_1951-1970_hist,25,76.0,157.0,216.0,4.5,-2.5,-19.0
315,RGI01,GloGEMflow,0.478288564324949,gfdl-esm4_1901-1920_hist,25,62.0,137.0,196.0,2.5,0.5,-15.0
316,RGI01,GloGEMflow,0.9014667339962784,gfdl-esm4_1995-2014_hist,25,69.0,145.0,203.0,0.0,0.0,-29.0
317,RGI01,GloGEMflow,0.9049395549636868,mpi-esm1-2-hr_1995-2014_hist,25,66.0,145.0,237.0,5.0,0.0,0.0
318,RGI01,GloGEMflow,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,68.0,154.0,230.0,3.0,0.0,0.0
319,RGI01,GloGEMflow,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,64.0,145.0,193.0,0.0,0.0,0.0
320,RGI01,GloGEMflow,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,59.0,133.0,186.0,0.0,0.0,0.0
321,RGI01,GloGEMflow,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,53.0,113.0,163.0,1.0,0.0,0.0
322,RGI01,GloGEMflow,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,51.0,107.0,159.0,0.5,-3.0,-6.0
323,RGI01,GloGEMflow,1.4937790687750323,mpi-esm1-2-hr_2021-2040_ssp370,25,55.0,119.0,174.0,0.0,0.0,-18.0
324,RGI01,GloGEMflow,1.493791625332881,gfdl-esm4_2021-2040_ssp126,25,44.0,92.0,136.0,-2.0,-6.5,-12.5
325,RGI01,GloGEMflow,1.5283027574212975,mpi-esm1-2-hr_2021-2040_ssp585,25,53.0,114.0,168.0,0.0,0.0,0.0
326,RGI01,GloGEMflow,1.5298023875255358,gfdl-esm4_2021-2040_ssp585,25,50.0,100.0,143.0,1.0,-3.5,-9.0
327,RGI01,GloGEMflow,1.636714986028974,ipsl-cm6a-lr_2021-2040_ssp126,25,47.0,103.0,151.0,-0.5,-0.5,-8.0
328,RGI01,GloGEMflow,1.656830649489223,mpi-esm1-2-hr_2041-2060_ssp126,25,49.0,109.0,153.0,0.0,-1.0,-9.0
329,RGI01,GloGEMflow,1.6599956464695365,mpi-esm1-2-hr_2081-2100_ssp126,25,42.0,90.0,137.0,-3.0,-7.5,-12.5
330,RGI01,GloGEMflow,1.664909941388102,ipsl-cm6a-lr_2021-2040_ssp585,25,44.0,97.0,145.0,-1.0,-3.5,-8.5
331,RGI01,GloGEMflow,1.6781632715811343,ipsl-cm6a-lr_2021-2040_ssp370,25,47.0,104.0,160.0,0.5,-2.0,-8.0
332,RGI01,GloGEMflow,1.6787497715238051,gfdl-esm4_2041-2060_ssp126,25,43.0,92.0,138.0,-1.0,-2.5,-5.0
333,RGI01,GloGEMflow,1.6844760802167618,gfdl-esm4_2081-2100_ssp126,25,40.0,97.0,169.0,-1.0,3.0,14.5
334,RGI01,GloGEMflow,1.695689895147091,mpi-esm1-2-hr_2061-2080_ssp126,25,43.0,94.0,134.0,-2.0,-3.5,-10.0
335,RGI01,GloGEMflow,1.7054887108734946,mri-esm2-0_2021-2040_ssp370,25,48.0,98.0,148.0,-1.5,-8.0,-15.5
336,RGI01,GloGEMflow,1.7263241376269964,mri-esm2-0_2021-2040_ssp126,25,52.0,103.0,150.0,-1.0,-7.0,-16.0
337,RGI01,GloGEMflow,1.7300556075408982,gfdl-esm4_2061-2080_ssp126,25,37.0,81.0,118.0,-4.0,-7.5,-16.5
338,RGI01,GloGEMflow,1.9117346788457827,mri-esm2-0_2021-2040_ssp585,25,48.0,101.0,142.0,0.0,-3.5,-14.0
339,RGI01,GloGEMflow,1.9477879408841847,mri-esm2-0_2081-2100_ssp126,25,45.0,96.0,135.0,-2.0,-7.5,-24.0
340,RGI01,GloGEMflow,1.996245046811256,mri-esm2-0_2041-2060_ssp126,25,46.0,103.0,151.0,-1.0,0.0,0.0
341,RGI01,GloGEMflow,2.049075466844948,ipsl-cm6a-lr_2041-2060_ssp126,25,39.0,94.0,151.0,0.0,4.5,7.0
342,RGI01,GloGEMflow,2.0496075314919837,gfdl-esm4_2041-2060_ssp370,25,42.0,91.0,135.0,-2.0,-4.0,-8.0
343,RGI01,GloGEMflow,2.0912659163195166,mri-esm2-0_2061-2080_ssp126,25,51.0,107.0,175.0,0.0,0.0,0.0
344,RGI01,GloGEMflow,2.092677030991532,mpi-esm1-2-hr_2041-2060_ssp370,25,42.0,87.0,134.0,-1.0,-5.0,-11.0
345,RGI01,GloGEMflow,2.1396524250416253,mpi-esm1-2-hr_2041-2060_ssp585,25,39.0,84.0,128.0,-2.0,-6.0,-10.5
346,RGI01,GloGEMflow,2.1712205231308155,ipsl-cm6a-lr_2081-2100_ssp126,25,37.0,84.0,121.0,0.0,1.0,-3.0
347,RGI01,GloGEMflow,2.1761438977250376,ukesm1-0-ll_2021-2040_ssp126,25,39.0,85.0,115.0,-3.5,-6.0,-12.0
348,RGI01,GloGEMflow,2.189115489502097,gfdl-esm4_2041-2060_ssp585,25,42.0,94.0,144.0,0.0,1.5,3.5
349,RGI01,GloGEMflow,2.191208340613269,ipsl-cm6a-lr_2061-2080_ssp126,25,34.0,75.0,108.0,0.0,0.0,-4.0
350,RGI01,GloGEMflow,2.3197325111266047,ukesm1-0-ll_2021-2040_ssp585,25,39.0,82.0,112.0,-2.0,-4.5,-10.5
351,RGI01,GloGEMflow,2.3233173057330725,ukesm1-0-ll_2021-2040_ssp370,25,44.0,95.0,140.0,0.0,0.5,0.5
352,RGI01,GloGEMflow,2.404955505633247,mri-esm2-0_2041-2060_ssp370,25,41.0,90.0,130.0,-1.0,-1.0,-2.5
353,RGI01,GloGEMflow,2.5948271367994478,ipsl-cm6a-lr_2041-2060_ssp370,25,33.0,71.0,103.0,0.0,-2.0,-8.0
354,RGI01,GloGEMflow,2.687006726396547,mri-esm2-0_2041-2060_ssp585,25,37.0,76.0,103.0,-1.0,-4.0,-9.0
355,RGI01,GloGEMflow,2.718961154542893,mpi-esm1-2-hr_2061-2080_ssp370,25,34.0,81.0,135.0,-1.5,0.0,4.0
356,RGI01,GloGEMflow,2.7398348752990143,ukesm1-0-ll_2041-2060_ssp126,25,28.0,56.0,75.0,-4.0,-11.0,-22.5
357,RGI01,GloGEMflow,2.8141615409733487,gfdl-esm4_2061-2080_ssp370,25,33.0,75.0,107.0,-2.5,-2.5,-8.0
358,RGI01,GloGEMflow,2.843937216517189,ipsl-cm6a-lr_2041-2060_ssp585,25,31.0,66.0,92.0,-1.0,-4.0,-12.5
359,RGI01,GloGEMflow,2.950346953824412,mpi-esm1-2-hr_2061-2080_ssp585,25,35.0,85.0,139.0,-1.0,1.5,4.5
360,RGI01,GloGEMflow,2.951472321285355,ukesm1-0-ll_2061-2080_ssp126,25,31.0,61.0,80.0,-2.0,-8.0,-20.0
361,RGI01,GloGEMflow,3.038482494458876,ukesm1-0-ll_2081-2100_ssp126,25,26.0,51.0,67.0,-4.5,-12.5,-24.0
362,RGI01,GloGEMflow,3.048039247761285,gfdl-esm4_2061-2080_ssp585,25,32.0,68.0,95.0,-1.5,-4.5,-11.5
363,RGI01,GloGEMflow,3.105613246951532,mri-esm2-0_2061-2080_ssp370,25,36.0,73.0,98.0,-1.0,-4.5,-11.5
364,RGI01,GloGEMflow,3.414119753355767,ukesm1-0-ll_2041-2060_ssp370,25,24.0,47.0,62.0,-3.5,-11.5,-23.0
365,RGI01,GloGEMflow,3.4545105505178424,mpi-esm1-2-hr_2081-2100_ssp370,25,29.0,64.0,95.0,-2.5,-5.0,-12.0
366,RGI01,GloGEMflow,3.5131147480935234,ipsl-cm6a-lr_2061-2080_ssp370,25,22.0,49.0,70.0,-4.0,-10.0,-21.0
367,RGI01,GloGEMflow,3.5323191142029637,gfdl-esm4_2081-2100_ssp370,25,26.0,56.0,77.0,-4.0,-7.5,-17.5
368,RGI01,GloGEMflow,3.541685753482952,mri-esm2-0_2061-2080_ssp585,25,29.0,59.0,77.0,-4.0,-9.5,-21.5
369,RGI01,GloGEMflow,3.646967337572662,ukesm1-0-ll_2041-2060_ssp585,25,24.0,47.0,62.0,-3.0,-10.0,-21.0
370,RGI01,GloGEMflow,3.811452139882864,mri-esm2-0_2081-2100_ssp370,25,26.0,53.0,70.0,-5.0,-11.5,-22.0
371,RGI01,GloGEMflow,3.9907986846486527,mpi-esm1-2-hr_2081-2100_ssp585,25,25.0,56.0,83.0,-3.5,-6.0,-12.5
372,RGI01,GloGEMflow,4.001455331400752,gfdl-esm4_2081-2100_ssp585,25,25.0,52.0,70.0,-2.5,-8.0,-20.0
373,RGI01,GloGEMflow,4.16009837781178,ipsl-cm6a-lr_2061-2080_ssp585,25,19.0,40.0,59.0,-3.5,-12.0,-23.0
374,RGI01,GloGEMflow,4.439976778002009,ukesm1-0-ll_2061-2080_ssp370,25,18.0,35.0,50.0,-4.0,-10.5,-15.5
375,RGI01,GloGEMflow,4.5943250252311145,mri-esm2-0_2081-2100_ssp585,25,24.0,48.0,63.0,-4.5,-12.0,-23.5
376,RGI01,GloGEMflow,4.677751174879019,ipsl-cm6a-lr_2081-2100_ssp370,25,17.0,37.0,51.0,-4.0,-12.0,-25.5
377,RGI01,GloGEMflow,5.23054329301376,ukesm1-0-ll_2061-2080_ssp585,25,14.0,28.0,38.0,-5.0,-10.5,-16.0
378,RGI01,GloGEMflow,5.840495049230714,ukesm1-0-ll_2081-2100_ssp370,25,13.0,25.0,33.0,-3.5,-9.0,-14.5
379,RGI01,GloGEMflow,5.849304978170279,ipsl-cm6a-lr_2081-2100_ssp585,25,14.0,29.0,42.0,-3.0,-10.5,-17.5
380,RGI01,GloGEMflow,6.884360785697311,ukesm1-0-ll_2081-2100_ssp585,25,10.0,20.0,26.0,-3.5,-7.5,-11.0
381,RGI01,OGGM_v16,0.9049395549636868,mpi-esm1-2-hr_1995-2014_hist,25,56.0,150.0,287.0,-5.0,5.0,50.0
382,RGI01,OGGM_v16,0.913313145803356,ipsl-cm6a-lr_1995-2014_hist,25,53.0,117.0,193.0,-12.0,-37.0,-37.0
383,RGI01,OGGM_v16,0.9222489478058092,mri-esm2-0_1995-2014_hist,25,42.0,90.0,122.0,-22.0,-55.0,-71.0
384,RGI01,OGGM_v16,1.0587674077643272,ukesm1-0-ll_1995-2014_hist,25,38.0,85.0,116.0,-21.0,-48.0,-70.0
385,RGI01,OGGM_v16,1.4691135287002737,mpi-esm1-2-hr_2021-2040_ssp126,25,37.0,80.0,115.0,-15.0,-33.0,-48.0
386,RGI01,OGGM_v16,1.4885639337566965,gfdl-esm4_2021-2040_ssp370,25,36.0,75.0,109.0,-14.5,-35.0,-56.0
