year,mean,p5,p50,p95
2025,0.0,0.0,0.0,0.0
2026,0.0,0.0,0.0,0.0
2027,0.0,0.0,0.0,0.0
2028,0.0,0.0,0.0,0.0
2029,0.0,0.0,0.0,0.0
2030,0.0,0.0,0.0,0.0
2031,3.3587132522028835e-05,0.0,2.7203099683958953e-05,9.328816830134201e-05
2032,6.237054140256885e-05,2.253586650624584e-06,8.354725640202787e-05,9.744960003388314e-05
2033,8.871331486371884e-05,7.966382042923215e-06,9.966555225560114e-05,0.00010397849248278135
2034,0.00011174805195137703,6.950478415035377e-05,0.00010546729640736885,0.00019875480017361724
2035,0.0001322808825089303,9.413346688802449e-05,0.00011246882021254123,0.00020679477028551219
2036,0.0001524849103035477,0.00010009131639066027,0.0001276772858105346,0.00021472923599219484
2037,0.00017008538143863404,0.00010626029531835002,0.00018336181213385316,0.00022264314676334607
2038,0.0001844945824358374,0.00011330957647714968,0.0001989124530865638,0.00023153101995632142
2039,0.0001990608853844212,0.00011998546369795804,0.00021643654086744846,0.0002497836746329085
2040,0.0002111531750959391,0.00012629260339735993,0.00022474030849650717,0.0003096149846726348
2041,0.00022327665507336289,0.00013170076016422172,0.0002315128760699281,0.0003335784388269758
2042,0.00023434367761547374,0.0001378284554931497,0.00023811294944664496,0.0003429231799856325
2043,0.0002447481513447401,0.0001430615601094587,0.00024408916985407814,0.0003514503728041518
2044,0.0002545105868637093,0.00014818117293202704,0.00024981091364395525,0.0003593508097310405
2045,0.0002623658444575871,0.00015348315614005514,0.00025491492650076,0.0003668405213375081
2046,0.0002686839179742983,0.00015890713491728548,0.00026009627589473894,0.0003733060786714759
2047,0.00027559686372674277,0.00016455362406020413,0.0002645042695093025,0.0003794631943776494
2048,0.00028372030753474626,0.00016882789601879722,0.00026964058932321677,0.0003894137513782425
2049,0.0002897626382664074,0.0001755666414027246,0.00027364887067449217,0.0003998445532005235
2050,0.00029438166353329263,0.0001793060885546538,0.0002777232619877168,0.00040709964395091447
2051,0.0003005897190954203,0.0001859189289632468,0.00028121648476542305,0.00044652431867575615
2052,0.0003050460425375036,0.00018597855806490315,0.00028506722991039624,0.00045858717285796047
2053,0.00030882439870822976,0.00018952986415854411,0.0002879308638625844,0.0004669363725895437
2054,0.00031271813665302876,0.00019438504388347155,0.0002911781407988201,0.0004751450376261346
2055,0.00031616067623467666,0.00019747502442157838,0.0002940818152552538,0.000481961734521974
2056,0.00031969295785571873,0.00020343641651265898,0.0002965794809739464,0.0004861769703268237
2057,0.0003253602510633466,0.00020634408528508175,0.0002996498594143304,0.0004962228999261242
2058,0.00032705417749160276,0.00021542911490257666,0.00030134969151163205,0.0005015097258365131
2059,0.00032891751963625153,0.00021338030897766203,0.00030420009586862307,0.0005047678413916401
2060,0.0003320312629839378,0.0002189947327480013,0.00030604727641048157,0.0005092671536033322
2061,0.0003331920931095249,0.00022012389209180583,0.0003075195863289082,0.0005136877504696713
2062,0.0003372545500908697,0.0002175075636046131,0.00031002994589357513,0.0005164561862613937
2063,0.0003373880101527995,0.000217004671299037,0.00031130871320783626,0.0005198841101616836
2064,0.0003399625578927018,0.0002175782164215434,0.0003130742747714521,0.0005226486365472738
2065,0.00033987919399431233,0.00021784521990753092,0.00031414883707725494,0.0005245691639288452
2066,0.0003439194462302134,0.0002244891657454673,0.00031607431125735275,0.0005304834573394146
