year,V_total_v5,R2_in,S_first_emissions,S_total_emissions,S_first_climate,S_total_climate,S_first_brick,S_total_brick,sum_S_first,interactions_or_residual
2050,25.94403800626231,0.6877314033484916,0.016983267155763506,0.02650105602675422,0.4715689127678299,0.5351106687466236,0.5556111849017562,0.5167262252074758,1.0441633648253497,-0.04416336482534966
2100,897.9313299751428,0.7434841121766235,0.21330062509824865,0.26237690307744993,0.36200381234083506,0.45143101977807637,0.2730567185262488,0.31111547029504333,0.8483611559653326,0.15163884403466743
2150,3257.6890684614173,0.7055496046666256,0.41663121862869656,0.431349907360125,0.31372821395431266,0.3984051930220207,0.1668244149674779,0.20092754551356393,0.8971838475504872,0.10281615244951281
