year,feature,axis,V_shap
2022,frac_negative_post_2050,emissions,0.0
2022,cum_ch4_2100,emissions,0.0
2022,forcing_4co2,climate,4.2680446129321035e-09
2022,ocean_heat_capacity[0],climate,0.0
2022,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2022,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2022,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2022,ocean_heat_transfer[1],climate,0.0
2022,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2022,deep_ocean_efficacy,climate,7.753424046378727e-10
2022,iirf_0[CO2],climate,1.6855683118756444e-09
2022,iirf_uptake[CO2],climate,4.825849999599685e-09
2022,iirf_temperature[CO2],climate,1.0012259523838163e-10
2022,iirf_airborne[CO2],climate,5.003677357739779e-11
2022,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2022,erfari_radiative_efficiency[OC],climate,0.0
2022,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2022,erfari_radiative_efficiency[NOx],climate,0.0
2022,erfari_radiative_efficiency[VOC],climate,0.0
2022,erfari_radiative_efficiency[NH3],climate,0.0
2022,aci_shape[Sulfur],climate,0.0
2022,aci_shape[BC],climate,0.0
2022,aci_shape[OC],climate,0.0
2022,aci_scale,climate,0.0
2022,forcing_scale[CH4],climate,0.0
2022,forcing_scale[N2O],climate,0.0
2022,sigma_eta,climate,0.0
2022,sigma_xi,climate,1.5402456371310887e-12
2022,thermal_alpha,brick,1.600581583173551e-09
2022,thermal_s0,brick,1.2121747694169364e-09
2022,glaciers_beta0,brick,3.008959293575929e-11
2022,glaciers_v0,brick,0.0
2022,glaciers_s0,brick,0.0
2022,glaciers_n,brick,0.0
2022,greenland_a,brick,0.0
2022,greenland_b,brick,0.0
2022,greenland_alpha,brick,0.0
2022,greenland_beta,brick,0.0
2022,greenland_v0,brick,0.0
2022,antarctic_alpha,brick,0.0
2022,antarctic_gamma,brick,0.0
2022,antarctic_mu,brick,0.0
2022,antarctic_nu,brick,0.0
2022,antarctic_kappa,brick,0.0
2022,antarctic_precip0,brick,0.0
2022,antarctic_flow0,brick,0.0
2022,antarctic_temp_threshold,brick,0.0
2022,anto_alpha,brick,0.0
2022,anto_beta,brick,0.0
2023,year,year,6.746108385510041e-08
2023,cum_co2_2030,emissions,6.463858896891221e-13
2023,cum_co2_2100,emissions,1.286743942445702e-11
2023,cum_co2_2300,emissions,2.4166658864272248e-12
2023,peak_co2_emissions,emissions,4.778335076100833e-13
2023,peak_co2_year,emissions,6.675068500796848e-14
2023,slope_co2_2050_2100,emissions,0.0
2023,frac_negative_post_2050,emissions,0.0
2023,cum_ch4_2100,emissions,0.0
2023,forcing_4co2,climate,4.2680446129321035e-09
2023,ocean_heat_capacity[0],climate,0.0
2023,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2023,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2023,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2023,ocean_heat_transfer[1],climate,0.0
2023,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2023,deep_ocean_efficacy,climate,7.753424046378727e-10
2023,iirf_0[CO2],climate,1.6855683118756444e-09
2023,iirf_uptake[CO2],climate,4.825849999599685e-09
2023,iirf_temperature[CO2],climate,1.0012259523838163e-10
2023,iirf_airborne[CO2],climate,5.003677357739779e-11
2023,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2023,erfari_radiative_efficiency[OC],climate,0.0
2023,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2023,erfari_radiative_efficiency[NOx],climate,0.0
2023,erfari_radiative_efficiency[VOC],climate,0.0
2023,erfari_radiative_efficiency[NH3],climate,0.0
2023,aci_shape[Sulfur],climate,0.0
2023,aci_shape[BC],climate,0.0
2023,aci_shape[OC],climate,0.0
2023,aci_scale,climate,0.0
2023,forcing_scale[CH4],climate,0.0
2023,forcing_scale[N2O],climate,0.0
2023,sigma_eta,climate,0.0
2023,sigma_xi,climate,1.5402456371310887e-12
2023,thermal_alpha,brick,1.600581583173551e-09
2023,thermal_s0,brick,1.2121747694169364e-09
2023,glaciers_beta0,brick,3.008959293575929e-11
2023,glaciers_v0,brick,0.0
2023,glaciers_s0,brick,0.0
2023,glaciers_n,brick,0.0
2023,greenland_a,brick,0.0
2023,greenland_b,brick,0.0
2023,greenland_alpha,brick,0.0
2023,greenland_beta,brick,0.0
2023,greenland_v0,brick,0.0
2023,antarctic_alpha,brick,0.0
2023,antarctic_gamma,brick,0.0
2023,antarctic_mu,brick,0.0
2023,antarctic_nu,brick,0.0
2023,antarctic_kappa,brick,0.0
2023,antarctic_precip0,brick,0.0
2023,antarctic_flow0,brick,0.0
2023,antarctic_temp_threshold,brick,0.0
2023,anto_alpha,brick,0.0
2023,anto_beta,brick,0.0
2024,year,year,6.746108385510041e-08
2024,cum_co2_2030,emissions,6.463858896891221e-13
2024,cum_co2_2100,emissions,1.286743942445702e-11
2024,cum_co2_2300,emissions,2.4166658864272248e-12
2024,peak_co2_emissions,emissions,4.778335076100833e-13
2024,peak_co2_year,emissions,6.675068500796848e-14
2024,slope_co2_2050_2100,emissions,0.0
2024,frac_negative_post_2050,emissions,0.0
2024,cum_ch4_2100,emissions,0.0
2024,forcing_4co2,climate,4.2680446129321035e-09
2024,ocean_heat_capacity[0],climate,0.0
2024,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2024,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2024,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2024,ocean_heat_transfer[1],climate,0.0
2024,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2024,deep_ocean_efficacy,climate,7.753424046378727e-10
2024,iirf_0[CO2],climate,1.6855683118756444e-09
2024,iirf_uptake[CO2],climate,4.825849999599685e-09
2024,iirf_temperature[CO2],climate,1.0012259523838163e-10
2024,iirf_airborne[CO2],climate,5.003677357739779e-11
2024,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2024,erfari_radiative_efficiency[OC],climate,0.0
2024,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2024,erfari_radiative_efficiency[NOx],climate,0.0
2024,erfari_radiative_efficiency[VOC],climate,0.0
2024,erfari_radiative_efficiency[NH3],climate,0.0
2024,aci_shape[Sulfur],climate,0.0
2024,aci_shape[BC],climate,0.0
2024,aci_shape[OC],climate,0.0
2024,aci_scale,climate,0.0
2024,forcing_scale[CH4],climate,0.0
2024,forcing_scale[N2O],climate,0.0
2024,sigma_eta,climate,0.0
2024,sigma_xi,climate,1.5402456371310887e-12
2024,thermal_alpha,brick,1.600581583173551e-09
2024,thermal_s0,brick,1.2121747694169364e-09
2024,glaciers_beta0,brick,3.008959293575929e-11
2024,glaciers_v0,brick,0.0
2024,glaciers_s0,brick,0.0
2024,glaciers_n,brick,0.0
2024,greenland_a,brick,0.0
2024,greenland_b,brick,0.0
2024,greenland_alpha,brick,0.0
2024,greenland_beta,brick,0.0
2024,greenland_v0,brick,0.0
2024,antarctic_alpha,brick,0.0
2024,antarctic_gamma,brick,0.0
2024,antarctic_mu,brick,0.0
2024,antarctic_nu,brick,0.0
2024,antarctic_kappa,brick,0.0
2024,antarctic_precip0,brick,0.0
2024,antarctic_flow0,brick,0.0
2024,antarctic_temp_threshold,brick,0.0
2024,anto_alpha,brick,0.0
2024,anto_beta,brick,0.0
2025,year,year,6.746108385510041e-08
2025,cum_co2_2030,emissions,6.463858896891221e-13
2025,cum_co2_2100,emissions,1.286743942445702e-11
2025,cum_co2_2300,emissions,2.4166658864272248e-12
2025,peak_co2_emissions,emissions,4.778335076100833e-13
2025,peak_co2_year,emissions,6.675068500796848e-14
2025,slope_co2_2050_2100,emissions,0.0
2025,frac_negative_post_2050,emissions,0.0
2025,cum_ch4_2100,emissions,0.0
2025,forcing_4co2,climate,4.2680446129321035e-09
2025,ocean_heat_capacity[0],climate,0.0
2025,ocean_heat_capacity[1],climate,1.6359781317342983e-12
2025,ocean_heat_capacity[2],climate,1.5445777349458296e-11
2025,ocean_heat_transfer[0],climate,4.5964641437324034e-08
2025,ocean_heat_transfer[1],climate,0.0
2025,ocean_heat_transfer[2],climate,3.0904882032769683e-12
2025,deep_ocean_efficacy,climate,7.753424046378727e-10
2025,iirf_0[CO2],climate,1.6855683118756444e-09
2025,iirf_uptake[CO2],climate,4.825849999599685e-09
2025,iirf_temperature[CO2],climate,1.0012259523838163e-10
2025,iirf_airborne[CO2],climate,5.003677357739779e-11
2025,erfari_radiative_efficiency[BC],climate,9.989650494081526e-14
2025,erfari_radiative_efficiency[OC],climate,0.0
2025,erfari_radiative_efficiency[Sulfur],climate,1.3246286134800077e-14
2025,erfari_radiative_efficiency[NOx],climate,0.0
2025,erfari_radiative_efficiency[VOC],climate,0.0
