year,mean,p5,p50,p95
2178,4.55657670508619e-06,0.0,0.0,2.384185791015625e-05
2179,4.699910568740058e-06,0.0,0.0,4.76837158203125e-05
2180,4.316784057276765e-06,0.0,0.0,2.384185791015625e-05
2181,4.449144406559569e-06,0.0,0.0,4.76837158203125e-05
2182,4.127782116194795e-06,0.0,0.0,2.384185791015625e-05
2183,4.424189055986731e-06,0.0,0.0,2.384185791015625e-05
2184,4.508984937402129e-06,0.0,0.0,4.76837158203125e-05
2185,4.172853917078146e-06,0.0,0.0,2.384185791015625e-05
2186,3.7642192815957304e-06,0.0,0.0,2.384185791015625e-05
2187,4.305118957189011e-06,0.0,0.0,2.384185791015625e-05
2188,4.33845213699929e-06,0.0,0.0,2.384185791015625e-05
2189,4.298357622184621e-06,0.0,0.0,2.384185791015625e-05
2190,4.055878486025946e-06,0.0,0.0,2.384185791015625e-05
2191,4.201927646662564e-06,0.0,0.0,2.384185791015625e-05
2192,3.957406993599176e-06,0.0,0.0,2.384185791015625e-05
2193,4.160108155801768e-06,0.0,0.0,2.384185791015625e-05
2194,3.7604435908072774e-06,0.0,0.0,2.384185791015625e-05
2195,4.061168803407235e-06,0.0,0.0,2.384185791015625e-05
2196,4.268998235536307e-06,0.0,0.0,2.384185791015625e-05
2197,3.831510252002527e-06,0.0,0.0,2.384185791015625e-05
2198,3.7016190725066913e-06,0.0,0.0,2.384185791015625e-05
2199,4.1098624384328446e-06,0.0,0.0,2.384185791015625e-05
2200,4.0611815275686045e-06,0.0,0.0,2.384185791015625e-05
2201,4.049484635743081e-06,0.0,0.0,2.384185791015625e-05
2202,3.914158761546436e-06,0.0,0.0,2.384185791015625e-05
2203,3.865916046753449e-06,0.0,0.0,2.384185791015625e-05
2204,3.944207096854396e-06,0.0,0.0,2.384185791015625e-05
2205,3.778582451624481e-06,0.0,0.0,2.384185791015625e-05
2206,3.9099381589795125e-06,0.0,0.0,2.384185791015625e-05
2207,3.756166968102689e-06,0.0,0.0,2.384185791015625e-05
2208,3.4489723484714268e-06,0.0,0.0,2.384185791015625e-05
2209,4.13093268971577e-06,0.0,0.0,2.384185791015625e-05
2210,3.793516192100817e-06,0.0,0.0,2.384185791015625e-05
2211,4.208666928388392e-06,0.0,0.0,4.76837158203125e-05
2212,3.9023552481006466e-06,0.0,0.0,2.384185791015625e-05
2213,3.5995288811151025e-06,0.0,0.0,2.384185791015625e-05
2214,4.036818218484769e-06,0.0,0.0,2.384185791015625e-05
2215,3.6526247090737106e-06,0.0,0.0,2.384185791015625e-05
2216,3.6550886101888214e-06,0.0,0.0,2.384185791015625e-05
2217,3.877828576888861e-06,0.0,0.0,2.384185791015625e-05
2218,3.7901653634823687e-06,0.0,0.0,2.384185791015625e-05
2219,3.3964341497364137e-06,0.0,0.0,2.384185791015625e-05
2220,3.9383283576216615e-06,0.0,0.0,2.384185791015625e-05
2221,3.725040314765806e-06,0.0,0.0,2.384185791015625e-05
2222,4.029606938518273e-06,0.0,0.0,2.384185791015625e-05
2223,3.951403345196593e-06,0.0,0.0,2.384185791015625e-05
2224,3.75862293730053e-06,0.0,0.0,2.384185791015625e-05
2225,3.660100698606516e-06,0.0,0.0,2.384185791015625e-05
2226,4.05330939278718e-06,0.0,0.0,2.384185791015625e-05
2227,3.6499586353984635e-06,0.0,0.0,2.384185791015625e-05
2228,3.613427609632342e-06,0.0,0.0,2.384185791015625e-05
2229,3.852479720903557e-06,0.0,0.0,2.384185791015625e-05
2230,3.653153740092338e-06,0.0,0.0,2.384185791015625e-05
2231,3.5354024169503463e-06,0.0,0.0,2.384185791015625e-05
2232,3.479324876260084e-06,0.0,0.0,2.384185791015625e-05
2233,3.5696664613272547e-06,0.0,0.0,2.384185791015625e-05
2234,3.578260996834096e-06,0.0,0.0,2.384185791015625e-05
2235,3.91493121992353e-06,0.0,0.0,2.384185791015625e-05
2236,3.280020779742713e-06,0.0,0.0,2.384185791015625e-05
2237,3.545513263565811e-06,0.0,0.0,2.384185791015625e-05
2238,3.3062930932134644e-06,0.0,0.0,2.384185791015625e-05
2239,3.510606407356968e-06,0.0,0.0,2.384185791015625e-05
2240,3.2633412277367525e-06,0.0,0.0,2.384185791015625e-05
2241,3.7276869548758713e-06,0.0,0.0,2.384185791015625e-05
2242,3.6913255249522022e-06,0.0,0.0,2.384185791015625e-05
2243,3.421078168284344e-06,0.0,0.0,2.384185791015625e-05
2244,3.4398737041683446e-06,0.0,0.0,2.384185791015625e-05
2245,3.2749850103857803e-06,0.0,0.0,2.384185791015625e-05
2246,3.25041109853324e-06,0.0,0.0,2.384185791015625e-05
2247,3.2909694377647296e-06,0.0,0.0,2.384185791015625e-05
2248,3.645605741320882e-06,0.0,0.0,2.384185791015625e-05
2249,3.4064429570114383e-06,0.0,0.0,2.384185791015625e-05
2250,3.214777977127921e-06,0.0,0.0,2.384185791015625e-05
2251,3.5670904622846497e-06,0.0,0.0,2.384185791015625e-05
2252,3.0753784758953166e-06,0.0,0.0,2.384185791015625e-05
2253,3.3299072522630856e-06,0.0,0.0,2.384185791015625e-05
2254,3.4803176589277673e-06,0.0,0.0,2.384185791015625e-05
2255,3.1831488406512288e-06,0.0,0.0,2.384185791015625e-05
2256,3.2511352741892915e-06,0.0,0.0,2.384185791015625e-05
2257,3.346189814387207e-06,0.0,0.0,2.384185791015625e-05
2258,2.8840947465964758e-06,0.0,0.0,2.384185791015625e-05
2259,2.9341561265760913e-06,0.0,0.0,2.384185791015625e-05
2260,3.1000996785762535e-06,0.0,0.0,2.384185791015625e-05
2261,3.3686979097135337e-06,0.0,0.0,2.384185791015625e-05
2262,3.101389084947211e-06,0.0,0.0,2.384185791015625e-05
2263,2.968757800097087e-06,0.0,0.0,2.384185791015625e-05
2264,2.850584090413973e-06,0.0,0.0,2.384185791015625e-05
2265,3.245535712716042e-06,0.0,0.0,2.384185791015625e-05
2266,2.967174589044204e-06,0.0,0.0,2.384185791015625e-05
2267,3.2313661623380555e-06,0.0,0.0,2.384185791015625e-05
2268,2.892458543598007e-06,0.0,0.0,2.384185791015625e-05
2269,3.216706136037179e-06,0.0,0.0,2.384185791015625e-05
2270,3.0187100634374207e-06,0.0,0.0,2.384185791015625e-05
2271,3.2436582512005836e-06,0.0,0.0,2.384185791015625e-05
2272,3.043259821512511e-06,0.0,0.0,2.384185791015625e-05
2273,2.945952368294658e-06,0.0,0.0,2.384185791015625e-05
2274,2.846941060182727e-06,0.0,0.0,2.384185791015625e-05
2275,3.138205790185649e-06,0.0,0.0,2.384185791015625e-05
2276,2.6159340658335004e-06,0.0,0.0,2.384185791015625e-05
2277,3.1181837021890802e-06,0.0,0.0,2.384185791015625e-05
2278,3.0955821982969313e-06,0.0,0.0,2.384185791015625e-05
2279,3.1244828397458638e-06,0.0,0.0,2.384185791015625e-05
2280,2.9821930315771507e-06,0.0,0.0,2.384185791015625e-05
2281,3.0695222345466666e-06,0.0,0.0,2.384185791015625e-05
2282,3.18950216887723e-06,0.0,0.0,2.384185791015625e-05
2283,2.9210725813807136e-06,0.0,0.0,2.384185791015625e-05
2284,2.906716145974464e-06,0.0,0.0,2.384185791015625e-05
2285,2.6766243469455564e-06,0.0,0.0,2.384185791015625e-05
2286,3.14587588400432e-06,0.0,0.0,2.384185791015625e-05
2287,2.7079474139106154e-06,0.0,0.0,2.384185791015625e-05
2288,2.7604773001363138e-06,0.0,0.0,2.384185791015625e-05
2289,2.946746387808876e-06,0.0,0.0,2.384185791015625e-05
2290,3.009580627685223e-06,0.0,0.0,2.384185791015625e-05
2291,2.8600082318933403e-06,0.0,0.0,2.384185791015625e-05
2292,3.1022835766700328e-06,0.0,0.0,2.384185791015625e-05
2293,2.947717892724584e-06,0.0,0.0,2.384185791015625e-05
2294,2.57047154280376e-06,0.0,0.0,2.384185791015625e-05
2295,2.8048866896584473e-06,0.0,0.0,2.384185791015625e-05
2296,2.77665559025476e-06,0.0,0.0,2.384185791015625e-05
2297,2.8424679870815793e-06,0.0,0.0,2.384185791015625e-05
2298,2.909972552555082e-06,0.0,0.0,2.384185791015625e-05
2299,3.1101797396776117e-06,0.0,0.0,2.384185791015625e-05
2300,2.5425798074608127e-06,0.0,0.0,2.384185791015625e-05
