year,V_total,V_emissions,V_climate,V_brick,V_seed,V_residual,R2_oof,S_emi,S_clim,S_brick,ST_emi,ST_clim,ST_brick
2081,1.4510420829793979e-06,7.701250276835741e-09,6.011175967657428e-07,4.541101928657353e-07,0.0,1.566726474962822e-07,0.8405005628095985,0.006314561841271784,0.4928802599846891,0.3723430342508921,0.0031778814709746746,0.5569053051832955,0.39482763271331583
2082,1.5103453865849583e-06,-5.365314125591775e-09,5.125913482093452e-07,3.9852850403174937e-07,0.0,3.785960003169029e-07,0.8503687632247154,-0.0041774530901356,0.3991054878483414,0.3102957425611914,0.003224619996589331,0.5464600431078855,0.385710047536873
2083,1.5686323403305822e-06,1.5497159759890284e-08,6.433484461800329e-07,4.1509334048674376e-07,0.0,2.385139065896055e-07,0.836686085880187,0.011807783970505907,0.49018785299715173,0.31627295375432224,0.0036608027251575008,0.5479903481674262,0.40481572066780735
2084,1.6239108569540482e-06,5.99590827079679e-09,8.40513369181355e-07,5.54283510225306e-07,0.0,0.0,0.8470817595737423,0.004358805243529644,0.6110223698198106,0.40294376792575903,0.0034464326958411327,0.5528027222113666,0.38915402090007833
2085,1.6743650208409165e-06,2.3711066703865096e-09,5.807916626284493e-07,4.732040375668295e-07,0.0,3.3658924968421665e-07,0.8319309345403653,0.0017022121116005214,0.4169490199618878,0.3397121074579168,0.003611516505631674,0.5612612294304091,0.38779551930420647
2086,1.7455997704949523e-06,1.1628955094669759e-08,7.723250602845258e-07,6.503379598998878e-07,0.0,3.4417699217812574e-08,0.8413782467904736,0.007917803835978161,0.5258527765530546,0.4427954490887792,0.0031349197363623633,0.5456796456589089,0.38616014011441047
2087,1.7975347285581044e-06,1.4112852032925107e-08,7.749385425955711e-07,5.632845463037532e-07,0.0,1.4357376057065254e-07,0.8322007234335042,0.0094342940745329,0.5180383159605224,0.37654983167622735,0.003584819333200789,0.5448251067722585,0.3919880709514421
2088,1.8592620078303314e-06,1.8747091746708567e-08,8.08651225754563e-07,5.724632332443427e-07,0.0,1.447526642485578e-07,0.8307673735541242,0.012137070580293282,0.5235295764500096,0.37061890774228223,0.003656998286793457,0.5466571811399881,0.380098415547383
2089,1.9243503887116324e-06,1.925884929622174e-08,7.636289198858152e-07,6.317097416023301e-07,0.0,2.0613883041923836e-07,0.8422251741215907,0.011882777479969115,0.4711617185795454,0.38976712346266285,0.003795040918066603,0.5287962504630361,0.37900562463699555
2090,1.9879620473828893e-06,1.982956764499482e-08,7.628692268634759e-07,6.269182760569914e-07,0.0,2.3148966329508572e-07,0.8255221652853135,0.012083045688532182,0.4648504640943727,0.38200944711391543,0.0037643056405581416,0.5432934752335192,0.38889743164427454
2091,2.057222254289559e-06,6.178096099272429e-09,1.0285053534625499e-06,6.828333889196181e-07,0.0,0.0,0.8044288466271604,0.003733239134614416,0.6214950971965304,0.41261584296759507,0.0038345094300681554,0.545645771563373,0.38372717765714953
2092,2.1161455743007745e-06,1.8537164256727896e-08,8.912869241109987e-07,6.348560607160979e-07,0.0,2.1410549164049906e-07,0.8311269612467321,0.01053975187623985,0.5067626795860913,0.36096272679065317,0.0037251663062695217,0.5513592225111827,0.3856439999054808
2093,2.2026721586631376e-06,1.404356384705631e-08,1.0939597275243502e-06,8.032880871001308e-07,0.0,0.0,0.8364961413320862,0.0076219049523236285,0.5937279992220923,0.4359709199096513,0.003877516097173908,0.5622540315742516,0.372306878324545
2094,2.2640927645042244e-06,1.1846103671046729e-08,8.755729374057719e-07,6.391906311435813e-07,0.0,3.337535522691273e-07,0.8216815378131809,0.006367629458111456,0.47064622966089004,0.34358378123657624,0.003952850056495405,0.5477067628935739,0.36793552346577474
2095,2.330887727752966e-06,1.92845268279048e-08,9.157370817950333e-07,6.327225325514553e-07,0.0,3.4682354853391466e-07,0.8213899223511716,0.010072522863290813,0.47829966353111786,0.3304780165008703,0.0042053536263372,0.5585688656392602,0.38110412395399695
2096,2.4138976764505007e-06,1.544946233762022e-08,1.0084562967463485e-06,7.305631552116764e-07,0.0,2.2301380858540375e-07,0.8192073517336596,0.007812691437885978,0.5099697130486687,0.3694409800694991,0.004280451887513323,0.5561712573240696,0.3796693811644589
2097,2.4769735480557063e-06,2.8789711022952297e-09,1.1157128200410314e-06,6.047561046630243e-07,0.0,3.0526826902038004e-07,0.8189898379896257,0.0014191798094742726,0.5499871485724492,0.2981126322212255,0.004386357067692283,0.5578919592618942,0.3819558473212207
2098,2.5569339627834587e-06,1.912600542688128e-08,1.0322704918117945e-06,6.435759478253662e-07,0.0,4.2560121535721567e-07,0.8293423652258964,0.009019260110531528,0.4867883210464527,0.3034914371696563,0.004371189919905282,0.5652981835736701,0.3646815703491177
2099,2.631305160983995e-06,1.249744970658866e-08,1.1450886935062358e-06,6.447487959129755e-07,0.0,3.213653320500949e-07,0.8070900717504473,0.005884752135794007,0.5391950592313101,0.3035968891956573,0.0042231182222548895,0.5626660231933011,0.3756413585626797
2100,2.7114381697949534e-06,1.289980434350322e-08,9.822380700964147e-07,7.125292859004744e-07,0.0,5.207557707910573e-07,0.8218601316289538,0.0057887594689907135,0.44077722248069734,0.31974598535417953,0.004559245773544946,0.575388342715249,0.38434945399508397
2101,2.785555108046459e-06,4.27236123324967e-09,1.002452541625558e-06,6.256391055460566e-07,0.0,6.384832293197099e-07,0.8152225138770076,0.0018813952617661087,0.44144428782890377,0.27550911182073046,0.0043959029829482126,0.5632794585813032,0.37656970064149453
2102,2.8678293744770277e-06,1.7643605872243075e-08,1.2600125669505284e-06,8.115510194053459e-07,0.0,2.1556284629613622e-07,0.8036635857893559,0.007655256523353754,0.5466977381211167,0.3521180012930847,0.004707419889657545,0.566645650037039,0.3708025919700819
2103,2.9434847063039646e-06,2.336984184140606e-08,1.1315112996545954e-06,8.359271688488435e-07,0.0,4.3279566666973043e-07,0.8233791640989411,0.009642599229513276,0.46687136610842034,0.344910792677667,0.004395045902919116,0.5522710231561283,0.3816011114080468
2104,3.0365955453501123e-06,1.9722785426586576e-08,1.4193812009570533e-06,8.875268536398685e-07,0.0,1.694773322068729e-07,0.8220087709911285,0.007901414548458214,0.5686376963738613,0.3555642593993932,0.004830052937550123,0.5470094559993405,0.3804923831910785
2105,3.1136770298518317e-06,3.3456175735081004e-08,1.1922404762032065e-06,7.947361177334911e-07,0.0,4.950284322934672e-07,0.8078747981401742,0.013300215367640261,0.47396496327263915,0.31594051902394293,0.004911357586228199,0.5721816257723357,0.370284290345823
2106,3.1920071788344266e-06,1.5159997555947074e-08,1.2485456499993702e-06,8.640469434630581e-07,0.0,4.76129372784701e-07,0.8157506602957871,0.005822075565132483,0.47949395070728096,0.3318303039363129,0.004810795583210921,0.5643885400455312,0.3636995372311039
2107,3.2984142014808278e-06,1.0968178903638091e-08,1.47818313798777e-06,8.885139077739268e-07,0.0,2.8430470346981046e-07,0.807045375605056,0.004120324120761912,0.5552967080373135,0.3337805954841793,0.004663147506623457,0.5583159654854184,0.3782045871716571
2108,3.3866057469567116e-06,3.066914705330689e-08,1.2299064189435374e-06,8.662431506577644e-07,0.0,5.911253693265145e-07,0.8025569815510812,0.011283950693281442,0.45251351022534586,0.318712645755208,0.004907453245510441,0.5751923818736376,0.3779999871891965
2109,3.4777157753978326e-06,9.832401937401286e-09,1.569134693606464e-06,7.019478401645599e-07,0.0,4.875269426652638e-07,0.7960517929493516,0.003551601358948267,0.566793439249751,0.2535533960990781,0.00530324167158797,0.566362539003633,0.36077708389162455
2110,3.5665808510213473e-06,7.787918841841056e-09,1.4725320473085595e-06,8.661119554595836e-07,0.0,5.522491655140394e-07,0.8127338782447453,0.002686711165445238,0.5080007089602111,0.2987951863027855,0.005044049763244328,0.5689200749589607,0.3720712319061312
2111,3.6718238853831586e-06,2.7760760659752695e-08,1.6612437027471061e-06,1.085541003462409e-06,0.0,1.3571105567968314e-07,0.7925915330890829,0.009538939418109578,0.5708238053503628,0.3730052643303199,0.005312996879280972,0.5548386232720504,0.3841139806764972
2112,3.74935279591089e-06,2.4472942902900208e-08,1.6430837520368827e-06,1.1235573561674847e-06,0.0,1.6563352196343907e-07,0.788602122557095,0.008276980803431937,0.5557064684864089,0.37999772669150217,0.005193915833126986,0.55688927934573,0.36731722401200056
2113,3.842402770989114e-06,1.2601200491659193e-08,1.6137692475741376e-06,9.009497010094502e-07,0.0,4.803301625182721e-07,0.7827524834985709,0.004189715953043358,0.536554812025048,0.2995526765650184,0.005054032340531998,0.5756950900352324,0.37753034427950705
2114,3.9672066850663425e-06,1.0227419633725797e-08,1.8656321167841314e-06,1.0116960253951532e-06,0.0,2.7422956959385254e-07,0.7969801884304875,0.003234697871191209,0.5900565785613656,0.31997621069999477,0.005554616979224216,0.5544520963947075,0.367973233471648
2115,4.0595153308015525e-06,4.269745206592397e-08,1.9036211066645246e-06,1.0080967175005626e-06,0.0,2.493341177355872e-07,0.7891950474132134,0.013327338320011284,0.5941853973502059,0.31466153981926365,0.005699737368077422,0.5777804571205832,0.36247226580424396
2116,4.160356007874307e-06,3.3276794592208506e-08,1.6574219533522597e-06,1.149246287350183e-06,0.0,4.6464812614941365e-07,0.7943053804024128,0.01006986124054889,0.501550984457036,0.3477723977519753,0.004635602772141968,0.562842429558309,0.37048389182649305
2117,4.260104629548774e-06,3.022907086472756e-08,1.641936548218491e-06,1.1574450325407808e-06,0.0,5.053636034596008e-07,0.7828385791165033,0.009064259137427672,0.4923385977314933,0.34706265896249516,0.005768717758486882,0.556840460092063,0.36661585101087224
2118,4.354255059661476e-06,3.422676594498703e-08,1.8834978770696772e-06,1.3471663171639111e-06,0.0,2.505510068939656e-07,0.8073578416754142,0.009736120313056717,0.5357784013252099,0.38321392581136937,0.005387234547670525,0.5511649387716978,0.38026359904186025
2119,4.454094754039559e-06,1.8798703580661235e-08,1.8514251377885692e-06,9.000138797006695e-07,0.0,6.975637969750277e-07,0.7785648284423832,0.0054209283555708065,0.5338901687869273,0.2595344269322767,0.0059504011112568285,0.5692607564112223,0.36203314404914827
2120,4.561126309242581e-06,4.2083709450223725e-08,1.7973854143923314e-06,1.0234762335214188e-06,0.0,7.150077982166105e-07,0.7844450938204205,0.011761950931242675,0.5023501807420043,0.2860507639472832,0.006018580830431506,0.5837134116724301,0.3750290648426974
2121,4.678656762675849e-06,1.0173835347411585e-08,1.7509164034663013e-06,9.71334948459256e-07,0.0,7.987480455707243e-07,0.7547408181368964,0.0028811487504447585,0.495845513094884,0.27507428393056466,0.0058330291834740675,0.5553185452064753,0.36609702832821567
2122,4.7836628067908565e-06,1.6848031314065192e-08,1.7004181439876192e-06,1.017792945907796e-06,0.0,9.218066198325341e-07,0.7644488938164186,0.004607232670583194,0.46499332061971993,0.2783238483395288,0.005489794732617807,0.5570176009355385,0.36579889515296676
2123,4.894296859045842e-06,1.414867832498704e-08,2.1125542602616735e-06,1.2346497949945302e-06,0.0,4.799158169994222e-07,0.7848458442975361,0.003683334851151828,0.5499626575034329,0.3214172033892062,0.005930251462003218,0.5581896704545337,0.36274259596078645
2124,5.003580662014739e-06,3.182824822760097e-08,1.7077788381698368e-06,9.730721686111755e-07,0.0,1.226788892115781e-06,0.7873297970454083,0.008079326203166263,0.4335049236066107,0.24700597447944014,0.005943594214810614,0.566926159841287,0.3617045587013995
2125,5.127413092746041e-06,1.4028438181427501e-08,1.948743125189632e-06,1.1104328182122313e-06,0.0,9.277149635364041e-07,0.7802997871928746,0.003506303669565179,0.4870738340593396,0.2775444147772518,0.006107772945070504,0.5790270221333313,0.3703341353078937
2126,5.229822506513762e-06,3.3654380981771074e-08,2.2592784990361744e-06,1.4955569859895766e-06,0.0,2.220538987278404e-07,0.7668603972200235,0.008391475808765241,0.5633347076029861,0.3729062874565742,0.006173498390713776,0.564130425950009,0.3672002321929592
2127,5.345598377832742e-06,5.6739974314051635e-08,2.2846947360418132e-06,1.1884041411055632e-06,0.0,5.977960858810811e-07,0.7721558272052548,0.013746364486046936,0.5535118223204026,0.2879140619617616,0.006709627448069965,0.5769776648031882,0.36619615231280517
2128,5.4692306616596475e-06,2.5182756830384812e-08,2.382337916683916e-06,1.425191285372854e-06,0.0,3.63562659794839e-07,0.76725135183979,0.006001217536686017,0.5677268847176126,0.33963251094860225,0.006749073747134355,0.5799357528464726,0.36789660743002073
2129,5.589645079935142e-06,6.403087755978133e-09,2.5012199780933394e-06,1.2668106052882605e-06,0.0,5.328560905516626e-07,0.7705837669641843,0.001486570003469411,0.5806946169120525,0.29410851727594023,0.006278679529963779,0.5679526977331456,0.35663472830425724
2130,5.714221006327148e-06,1.8136222880159105e-08,2.1257910555324744e-06,1.2106854128166883e-06,0.0,1.0140399899108514e-06,0.7645228765745887,0.004151445354869854,0.4866010668940761,0.27713015915486144,0.006645221079481201,0.565949594871404,0.37694038823822684
2131,5.8339924224098625e-06,5.841036184975904e-09,1.99713850910293e-06,1.3554174249024476e-06,0.0,1.2064265919296068e-06,0.7824527753216308,0.001279575454667355,0.4375061778237567,0.29692657480784973,0.0064708843550562774,0.560874387222977,0.3701258201991656
2132,5.953173525583367e-06,4.59268623950084e-08,2.532837787744339e-06,1.6024493235594619e-06,0.0,4.5927755614770894e-07,0.7794987849597049,0.009896982270006948,0.5458123932462197,0.3453188769450167,0.007368738031855256,0.5509310789945745,0.36009847322650723
2133,6.092678644559973e-06,5.871264091601904e-08,2.738535888544373e-06,1.5614541876570769e-06,0.0,3.81729307403063e-07,0.7780538415156962,0.012385504235124538,0.5776975335536766,0.3293906925740612,0.007257776384285487,0.562227842448548,0.36132995890250835
2134,6.2170655369295565e-06,1.962660369399335e-08,2.446322797813565e-06,1.5306628901817943e-06,0.0,8.913434817390814e-07,0.7862158995097976,0.004015298951902579,0.5004797324705954,0.31314990583643937,0.0069795303629925426,0.5545044272574339,0.35962886716492815
