year,internal,brick,climate,emissions,tipping,interactions
2020,0.04494442089375763,0.4642513945991312,0.26887919646513436,0.0057029528097832655,0.21622203523219366,0.0
2021,0.042086134637368225,0.48364011074035534,0.2566478055813758,0.004047145425001566,0.21357880361589904,0.0
2022,0.04941996576606511,0.4691559348045345,0.2635337188372154,0.0035334491405344015,0.21435693145165072,0.0
2023,0.06632814005479971,0.4425185299500238,0.27160334283566484,0.003212579621541598,0.21633740753797004,0.0
2024,0.0879524656904542,0.43099197369400877,0.23491550666453015,0.0030034278811400844,0.2214927999307519,0.021643826139114912
2025,0.10021414234812276,0.38535776414704703,0.23198892498322904,0.0022358805913795586,0.2265425216569223,0.053660766273299416
2026,0.1060395124966195,0.37274239039190826,0.252697978380124,0.0027120174359116216,0.22701827610882047,0.03878982518661609
2027,0.11277177306284909,0.37956830148829634,0.24293675139241247,0.003654175011029266,0.23179645033263724,0.029272548712775445
2028,0.12286451808707863,0.3737433698752656,0.23994268143019612,0.0036209186826927113,0.23726092633647664,0.022567585588290376
2029,0.13368363422525978,0.35567219173591597,0.23245328791043124,0.0038118678358709584,0.24643385858529274,0.027945159707229304
2030,0.1424824483401352,0.3491932707021703,0.22520973045395065,0.0037401817439799267,0.2560338950961815,0.02334047366358232
2031,0.14909146957380173,0.34187106964573283,0.22525050075309788,0.003932828619717149,0.2613644470396924,0.018489684367957872
2032,0.14919885853358714,0.33617445448170874,0.23317965170263344,0.004113870807554425,0.2627870761863501,0.014546088288166125
2033,0.15150016881937634,0.32261659822024297,0.23030043761669042,0.003890400417499232,0.2688630221083696,0.022829372817821422
2034,0.14964309668460474,0.32399281299024274,0.22998357452471127,0.004866458570471881,0.27173517546571613,0.01977888176425326
2035,0.1448116573549886,0.31658942178267163,0.24296417457596714,0.004162370013535993,0.270797682531523,0.020674693741313633
2036,0.13912349669970928,0.31020348958361693,0.2372557337778672,0.0031552082886584284,0.26682398177950745,0.04343808987064075
2037,0.13498030235983824,0.2921862319019464,0.22416455341699515,0.0027927898551850807,0.2645965261932512,0.0812795962727838
2038,0.13042063728210537,0.28805447731314177,0.2325040473904063,0.002416844377902659,0.25990755250995023,0.08669644112649355
2039,0.12398907719020746,0.2831710887411362,0.24540397660184066,0.002905243458440552,0.24805976839585597,0.09647084561251922
2040,0.11788790664890769,0.2844173482570255,0.2465722900339521,0.004940785142498015,0.23477707606652246,0.1114045938510942
2041,0.11175620096535106,0.26862062232513606,0.24645431173642174,0.005041053571518472,0.22050127498211378,0.14762653641945886
2042,0.10618522749791769,0.2795601828728016,0.2509464621935618,0.005650074642501405,0.20804008536259996,0.14961796743061762
2043,0.10006142107442235,0.28277013053394806,0.2636038390605612,0.006953538698958679,0.19399724917419742,0.1526138214579124
2044,0.09422079700108837,0.28775903721493024,0.2657019498773794,0.007708682964677148,0.18170106880515352,0.16290846413677143
2045,0.08841450386100996,0.29952319779553194,0.26459789518257687,0.00845361216366115,0.1698042812333327,0.1692065097638873
2046,0.082878166973747,0.28739822080913724,0.26808634468714093,0.012773214867950166,0.15750139270839497,0.19136265995362955
2047,0.07787350105122616,0.2806782035855207,0.278045202304559,0.014753380466965916,0.14716928841664156,0.2014804241750866
2048,0.07275531329236966,0.2866960995704993,0.28555616774919973,0.01923616246248652,0.1375614469844446,0.1981948099410003
2049,0.06773716134989748,0.28857950188983417,0.2904908682863672,0.02173746588969411,0.12848030791473813,0.20297469466946888
2050,0.06308805406554191,0.28826824589086963,0.2939013493068039,0.023644226813729886,0.12075755450091816,0.21034056942213655
2051,0.0587075425277415,0.2966390013747354,0.2903679862678262,0.02497641236876946,0.11406798125087028,0.21524107621005711
2052,0.05481933699571336,0.30058524774983664,0.3026230170219566,0.028628580011479627,0.10829027921662547,0.2050535390043885
2053,0.051451915337417956,0.2975585661743746,0.30826524779844616,0.03122704540414686,0.10335261990794778,0.20814460537766666
2054,0.04858532675322444,0.3006330367689132,0.31170497529179336,0.03545240110848501,0.09874541906079869,0.20487884101678525
2055,0.04604454026956547,0.3052239258598724,0.3145421998135231,0.03991673195490406,0.09428714612250008,0.19998545597963485
2056,0.04381677080389209,0.29965333428031,0.31977294451880933,0.03707765270014005,0.0903431225335002,0.20933617516334835
2057,0.04165426426270185,0.30375749563596255,0.32663509567127386,0.040031000304568895,0.08688928871196765,0.20103285541352514
2058,0.03979818740043821,0.30856256284981026,0.3320004999308245,0.04481408669030476,0.08376770050079937,0.1910569626278229
2059,0.03816742559290667,0.3116397072314313,0.3403636998722941,0.04905911223823426,0.08075922313187361,0.18001083193326012
2060,0.036697835465430526,0.30359956550354267,0.3369223881794227,0.05040533817227527,0.07819510766336732,0.19417976501596146
2061,0.035334405446596134,0.3042484541517743,0.3434888189659918,0.056010393572631094,0.07571071949844153,0.1852072083645651
2062,0.03397198523386704,0.2967669464289382,0.355960033001,0.05909847373219361,0.07306466262188746,0.18113789898211372
2063,0.0326621669350389,0.298904984800625,0.3491705857751755,0.061613938287113416,0.07054897855133911,0.18709934565070796
2064,0.03145574511857794,0.2878342032944885,0.34674211809458744,0.06625581230251476,0.06829137597131758,0.19942074521851388
2065,0.030210646711228136,0.28784861798643907,0.34154281022084226,0.06846087387126717,0.06627296474343643,0.20566408646678694
2066,0.028952151504180294,0.2857623206434549,0.34559306980139054,0.07028454120109347,0.06433534126237875,0.20507257558750214
2067,0.027741783602746775,0.2833983500615296,0.34420484867035395,0.07719685699161524,0.06255379202000988,0.20490436865374462
2068,0.02666763031834663,0.27975608257003626,0.3514449764572775,0.078058031488094,0.061086891158920215,0.20298638800732544
2069,0.02556415913060215,0.26992295030169894,0.35160310116202215,0.07927453760461833,0.059559787879202825,0.2140754639218556
2070,0.024639914714787426,0.2608549724574971,0.34765169448901784,0.08280430701808283,0.058355020167678115,0.22569409115293668
2071,0.023710050724634082,0.2586980619321609,0.35378359396071174,0.08848040730644557,0.05711511553212536,0.21821277054392235
2072,0.022786411727757905,0.2570209726764286,0.3528243294701986,0.09220608253575084,0.05583044684476935,0.2193317567450947
2073,0.021983481769222254,0.259280076855482,0.34884789689283924,0.09319892240261977,0.05499149854713925,0.22169812353269747
2074,0.021202489367391792,0.2594756584950978,0.3473420164514005,0.09738631401442377,0.054203034335392704,0.22039048733629346
2075,0.02046005594723671,0.266945367123784,0.3456521457670429,0.10103356244238504,0.05349297937647269,0.21241588934307862
2076,0.01975311017636029,0.2603526449323587,0.34341292907586973,0.10673714560398494,0.052805012017693095,0.21693915819373327
2077,0.01910294437121927,0.2549376540336742,0.34667866093938576,0.11469716832146805,0.05215919290974805,0.21242437942450454
2078,0.018528936214867956,0.2573248914615072,0.352151761775104,0.11739180084080902,0.05144740271942941,0.2031552069882823
2079,0.017933377419815072,0.2588896815516348,0.3514867608807614,0.1234450617244148,0.05080856585266186,0.19743655257071194
2080,0.017461133044840694,0.259443585750275,0.35009397601897696,0.13042379738029666,0.05054011711787234,0.19203739068773842
2081,0.016928243935039288,0.26412254444957095,0.3575904623933974,0.13220649753655037,0.05003192269607597,0.17912032898936617
2082,0.016430072683867786,0.26243252010857515,0.3583736487392294,0.1334252573918072,0.04946999938303536,0.17986850169348514
2083,0.016011156128750762,0.262840948298532,0.35945684771055697,0.13693294032332748,0.04910550104041261,0.17565260649842013
2084,0.01563934161359268,0.2649674889151083,0.3552787599887077,0.14400546930416797,0.04879642962327379,0.17131251055514954
2085,0.015259470710667652,0.26193146576232407,0.36079767867853635,0.14824072921325387,0.048481684839671746,0.1652889707955463
2086,0.014875441957506761,0.2555729632692946,0.3600379389651488,0.15059493198443355,0.04815569679132374,0.1707630270322926
2087,0.014552212963013476,0.25263686115369416,0.36023419058168815,0.15533612414330314,0.04799152884441862,0.16924908231388253
2088,0.014237889370357018,0.25681829484894747,0.3587435804798039,0.15670886291130345,0.04782556531433827,0.16566580707524975
2089,0.013925569581895763,0.2526005520608656,0.3557232252417639,0.16071651642391735,0.047712175275567724,0.16932196141598946
2090,0.013666908327755613,0.24982801768201632,0.3512882884788924,0.16455796563900843,0.04748070274747474,0.17317811712485245
2091,0.013332826037541292,0.24685124988106222,0.3461377896036857,0.16271751847154226,0.04692370714124674,0.1840369088649219
2092,0.013097776141876613,0.24053443782603573,0.3346040286938799,0.1628436577072891,0.046784947140934056,0.20213515248998468
2093,0.012878436267757122,0.2447505600930974,0.3375156282132193,0.17019584056991383,0.046748112025137845,0.18791142283087453
2094,0.012647181488992023,0.24190954781294174,0.3335816119711154,0.1722671817715436,0.046689830009735485,0.19290464694567178
2095,0.012414410783905013,0.23383369597149317,0.3354985177842074,0.17490731885322328,0.04648996241956853,0.1968560941876027
2096,0.012234211803375748,0.23290361031558682,0.33131812514374104,0.1806306233376541,0.046373596479684955,0.1965398329199574
2097,0.01208868916790643,0.23000075918054352,0.333361930572217,0.18399701537216337,0.046282815977697386,0.19426878972947234
2098,0.011951709785846943,0.2346470070433544,0.33284184359061975,0.18713635259626313,0.04610497678867562,0.1873181101952401
2099,0.011819664519345892,0.22956315812274733,0.33205860908226287,0.19004332948683014,0.04596066527437633,0.19055457351443753
2100,0.011714910353952331,0.22802999429264487,0.33071158075740326,0.19139452167845403,0.04597430635428802,0.1921746865632573
