year,internal,brick,climate,emissions,tipping,interactions
2101,0.011568275532919682,0.22357088393628294,0.32977545860576557,0.19218241939680372,0.04603510995026382,0.1968678525779643
2102,0.011501330083914402,0.22484433964528014,0.33179633170039335,0.19607768775094078,0.04644673884850806,0.18933357197096326
2103,0.011354063651542609,0.22587431050442122,0.3316761132683472,0.2004882650863038,0.04657185318161156,0.1840353943077737
2104,0.01121968827816877,0.21928157368525247,0.32801159396869406,0.2009692359651809,0.0467058603907333,0.19381204771197053
2105,0.011090231429285466,0.2190501898585837,0.3332598447486635,0.20661616823305912,0.04679698063962743,0.18318658509078087
2106,0.010928804548235442,0.21655068994409696,0.33103402786819464,0.2114400518138879,0.04681261689488033,0.18323380893070465
2107,0.010782958934378794,0.21337916243003088,0.3307627534333651,0.20861529448195468,0.046922161773826555,0.189537668946444
2108,0.010600532821891205,0.21842154937586425,0.32667894977337353,0.2095145284851922,0.04685471733576791,0.1879297222079109
2109,0.010440089452259237,0.21388772502355236,0.3243106317917847,0.21626206368565273,0.04692059231315695,0.188178897733594
2110,0.010293774893218633,0.21045589065258186,0.32374682169890506,0.22178862520486167,0.04706472113671664,0.18665016641371607
2111,0.010146357882731272,0.21188476769651293,0.3214535846199699,0.22695585077071495,0.047179909704954844,0.1823795293251161
2112,0.010008140070955763,0.2141543153425805,0.3136988226115615,0.22784485669197557,0.047197660234415885,0.1870962050485107
2113,0.009848929342523441,0.21362683845421615,0.31418304440203326,0.23201343473623676,0.04706475942025013,0.1832629936447402
2114,0.009735571588968378,0.21139538401569244,0.31107647090151264,0.23535204929928785,0.04713620738266204,0.1853043168118768
2115,0.009578535887959653,0.20871463387283035,0.3052271713660884,0.23428339110768917,0.04697872454008634,0.19521754322534607
2116,0.009444238383426102,0.20351215748940332,0.3027651349603954,0.2353792532425297,0.04689679858186041,0.202002417342385
2117,0.009334271922143133,0.20643418422000814,0.30429059176148854,0.23237189006994466,0.046926495339069375,0.20064256668734629
2118,0.009233857525843207,0.2077612592912945,0.3109100428852051,0.23680305127599166,0.04694294138302501,0.18834884763864057
2119,0.00912977215012009,0.20232162745481766,0.31982494615178597,0.23852695719775702,0.046987057846976946,0.18320963919854236
2120,0.009011922763075159,0.20123162089921884,0.32111770792691413,0.2401931900064751,0.047027794341079114,0.18141776406323762
2121,0.008914628263526497,0.20112694853392651,0.31487287803131137,0.2402760082016356,0.04717362678417991,0.18763591018542014
2122,0.00880753267321859,0.2019897765354462,0.3198156797714143,0.23929230060380738,0.047280974702599884,0.18281373571351364
2123,0.0086977486478292,0.19842956448145307,0.32815252396889005,0.24241190005954522,0.04741127015486215,0.17489699268742032
2124,0.008614800246252665,0.19949430988085656,0.32613960284267746,0.24557063054520434,0.047716313164276866,0.17246434332073202
2125,0.008517081300648186,0.2004562187740216,0.3306209429400909,0.24520356002622423,0.04787653309479644,0.16732566386421868
2126,0.008470583679499401,0.19887820103756088,0.33735690557948617,0.25018254009565705,0.048361754558438136,0.15675001504935823
2127,0.008387768882914945,0.2037640664269732,0.3394825387129615,0.247168556492341,0.04867977648198627,0.15251729300282302
2128,0.00831300491107619,0.20219592329107203,0.33432298955809714,0.2547804827114021,0.04906226369838175,0.15132533582997065
2129,0.008219111248460573,0.19684672166495604,0.32364791705916496,0.25935373519719573,0.049366436565839,0.1625660782643836
2130,0.008142599761511493,0.19586727878254548,0.3159361379260932,0.26304525944602125,0.049744419786965734,0.1672643042968629
2131,0.008052014415816858,0.19574159491035856,0.3193408253594304,0.26342316941740246,0.04997691798255032,0.16346547791444155
2132,0.007945977504948182,0.20134823258396953,0.3194493381985575,0.26569333538197015,0.050157485516608855,0.15540563081394573
2133,0.007871513997290004,0.19534843090529047,0.3134675108813671,0.26868863388472414,0.050525823114998945,0.1640980872163294
2134,0.007790329278549693,0.19713825682987393,0.3086676503926619,0.2726132777037157,0.050827725522600925,0.1629627602725978
2135,0.007682338941421246,0.19016161394804443,0.3060632464628002,0.2701519516653509,0.050930802698616044,0.17501004628376715
2136,0.007577988278572938,0.1852877470720019,0.3018945162789439,0.27643986854317043,0.0510723586193894,0.1777275212079214
2137,0.007445904661359582,0.18858035865568692,0.29776916242626833,0.27553655753864564,0.051016378287311565,0.17965163843072807
2138,0.007359293982979424,0.18430087056011787,0.2930830987448744,0.2768695160317224,0.051264544711183004,0.1871226759691228
2139,0.007246699913239558,0.1841006052534983,0.2959781225255046,0.2750736898101527,0.051345444407779335,0.18625543808982556
2140,0.007154480399898653,0.18422026984371925,0.29813719938805094,0.276333554378139,0.05156941696661743,0.18258507902357476
2141,0.007058423786647201,0.1835067175794804,0.2981345624479186,0.27786194496724775,0.05176048927640283,0.18167786194230315
2142,0.006987945594773953,0.17950434421939895,0.2910802634998976,0.2775730172787385,0.05212836086729444,0.19272606853989652
2143,0.006909226641937887,0.17392513356233083,0.288474951731226,0.2852622796307481,0.05235098069435647,0.1930774277394007
2144,0.006806571943823656,0.17481217505220076,0.2886046087264756,0.2871255982868475,0.05235761793320409,0.19029342805744837
2145,0.006706714162442244,0.17184358716244785,0.2860864619956653,0.285741643478958,0.052361063744630156,0.1972605294558565
2146,0.0066230181460082025,0.17306059521458786,0.2843907929419077,0.28769085068005945,0.05239898841411558,0.19583575460332117
2147,0.006549782094200882,0.17382251768493728,0.2828651818042986,0.28505663688798366,0.05243327139627608,0.19927261013230352
2148,0.006495186779493005,0.1708714872782054,0.27975640835129373,0.2863849822015678,0.052519575019416384,0.20397236037002375
2149,0.006430115988846156,0.17014944678310592,0.27721034238345943,0.288952247957333,0.05244274561928007,0.20481510126797545
2150,0.006388274654097936,0.1680555974295282,0.27340713088760943,0.2890659680165055,0.05244485244991698,0.21063817656234196
