year,range_total,range_emi,range_cfg,range_int,range_share_int,var_frac_int,v_total,v_internal,v_emi,v_cfg
2050,0.9023756765900278,0.22715750056229123,0.46398221553555274,0.5871576837236909,0.45932791837460124,0.5275218305420397,0.07675200008652901,0.03315940119090783,0.005902954432534954,0.023796467028192027
2100,2.754294712509913,1.2820352379616742,1.2366908618144192,1.4188133744489395,0.36032994303585575,0.3587707393521612,0.7106171178511764,0.2028174888764361,0.1947389909841434,0.16775575614469593
2150,4.233841263830619,2.162739631618815,1.721002107706739,2.045750730128269,0.3450127883064344,0.33081261074963303,1.6979153011920725,0.4415792213102186,0.5730308332356531,0.32022183203059384
