year,mean,p5,p50,p95
1850,0.01895153372657341,0.0,0.0,0.0
1851,0.018686783756808576,0.0,0.0,3.552713678800501e-14
1852,0.018497412789117727,0.0,0.0,3.552713678800501e-14
1853,0.018072288783139198,0.0,0.0,3.552713678800501e-14
1854,0.01788766301218015,0.0,0.0,3.552713678800501e-14
1855,0.02110385429033924,0.0,0.0,3.552713678800501e-14
1856,0.02161116793393925,0.0,0.0,3.552713678800501e-14
1857,0.019918516741930622,0.0,0.0,3.552713678800501e-14
1858,0.01875860649406011,0.0,0.0,3.552713678800501e-14
1859,0.015876546421934482,0.0,0.0,3.552713678800501e-14
1860,0.013250073154486723,0.0,0.0,3.552713678800501e-14
1861,0.014255618966704159,0.0,0.0,3.552713678800501e-14
1862,0.015012948005806683,0.0,0.0,3.552713678800501e-14
1863,0.017478343627679787,0.0,0.0,3.552713678800501e-14
1864,0.018178889574981344,0.0,0.0,3.552713678800501e-14
1865,0.020033997175127057,0.0,0.0,3.552713678800501e-14
1866,0.02054135762546082,0.0,0.0,3.552713678800501e-14
1867,0.020560664397555904,0.0,0.0,3.552713678800501e-14
1868,0.018923106458147994,0.0,0.0,3.552713678800501e-14
1869,0.018354840223165036,0.0,0.0,0.0
1870,0.019784781685169978,0.0,0.0,3.552713678800501e-14
1871,0.020841844471111,0.0,0.0,0.0
1872,0.023617812802280647,0.0,0.0,0.0
1873,0.025814296395914798,0.0,0.0,0.0
1874,0.030198533835403735,0.0,0.0,0.0
1875,0.03153492165730779,0.0,0.0,0.0
1876,0.033067209227064444,0.0,0.0,0.0
1877,0.03282620912650187,0.0,0.0,0.0
1878,0.03156182986751068,0.0,0.0,0.0
1879,0.03163404477173233,0.0,0.0,0.0
1880,0.03024085946742554,0.0,0.0,0.0
1881,0.029211233997422117,0.0,0.0,0.0
1882,0.029260580883968143,0.0,0.0,0.0
1883,0.030065389073848026,0.0,0.0,0.0
1884,0.030112885801386755,0.0,0.0,0.0
1885,0.031164186275625436,0.0,0.0,0.0
1886,0.02989884594930049,0.0,0.0,0.0
1887,0.02955575593642038,0.0,0.0,0.0
1888,0.030053740744283092,0.0,0.0,0.0
1889,0.028960406731950845,0.0,0.0,0.0
1890,0.02599094276417287,0.0,0.0,0.0
1891,0.023093544864531447,0.0,0.0,0.0
1892,0.021188560195473955,0.0,0.0,0.0
1893,0.01895087395586225,0.0,0.0,0.0
1894,0.018818101659693783,0.0,0.0,0.0
1895,0.0169698996733011,0.0,0.0,0.0
1896,0.014560659520491966,0.0,0.0,0.0
1897,0.012851429348742805,0.0,0.0,0.0
1898,0.012120332346146786,0.0,0.0,0.0
1899,0.010416714300970808,0.0,0.0,0.0
1900,0.00891786825678877,0.0,0.0,0.0
1901,0.009625559423614994,0.0,0.0,0.0
1902,0.005325601468859369,0.0,0.0,0.0
1903,0.0027343617853268533,0.0,0.0,0.0
1904,-0.0003663289015733542,0.0,0.0,0.0
1905,-0.0038916440838647555,0.0,0.0,0.0
1906,-0.005766966277209167,0.0,0.0,0.0
1907,-0.0071230410761367585,0.0,0.0,0.0
1908,-0.009666609658611113,0.0,0.0,0.0
1909,-0.011916411613374523,0.0,0.0,0.0
1910,-0.012682039821611918,0.0,0.0,0.0
1911,-0.01519965637262597,0.0,0.0,0.0
1912,-0.01501719783457398,0.0,0.0,0.0
1913,-0.013754473517733313,0.0,0.0,0.0
1914,-0.016971230303238518,0.0,0.0,0.0
1915,-0.017688907710366845,0.0,0.0,0.0
1916,-0.018804117132496967,0.0,0.0,0.0
1917,-0.018374207188437408,0.0,0.0,0.0
1918,-0.017154567924375946,0.0,0.0,0.0
1919,-0.016615743710677925,0.0,0.0,0.0
1920,-0.0193507373940417,0.0,0.0,0.0
1921,-0.022826365885256383,0.0,0.0,0.0
1922,-0.025644894260505615,0.0,0.0,0.0
1923,-0.028444251369149215,0.0,0.0,0.0
1924,-0.029317735328491103,0.0,0.0,0.0
1925,-0.027193904057121774,0.0,0.0,0.0
1926,-0.02679035612872287,0.0,0.0,0.0
1927,-0.025465441597549047,0.0,0.0,0.0
1928,-0.02689798476006816,0.0,0.0,0.0
1929,-0.029882767704319153,0.0,0.0,0.0
1930,-0.033851976591194204,0.0,0.0,0.0
1931,-0.03537151003096333,0.0,0.0,0.0
1932,-0.034691623062471706,0.0,0.0,0.0
1933,-0.03453568183079732,0.0,0.0,0.0
1934,-0.034410788669892424,0.0,0.0,0.0
1935,-0.033714501066600955,0.0,0.0,0.0
1936,-0.03408607490610984,0.0,0.0,0.0
1937,-0.0351120512779513,0.0,0.0,0.0
1938,-0.039952203738248045,0.0,0.0,0.0
1939,-0.04317520705052808,0.0,0.0,0.0
1940,-0.044287263352958184,0.0,0.0,0.0
1941,-0.04527047588293724,0.0,0.0,0.0
1942,-0.045233964356634765,0.0,0.0,0.0
1943,-0.04592742026138942,0.0,0.0,0.0
1944,-0.04591143971909809,0.0,0.0,0.0
1945,-0.04604643923641643,0.0,0.0,0.0
1946,-0.042759768293060774,0.0,0.0,0.0
1947,-0.040644744559119594,0.0,0.0,0.0
1948,-0.03777947558725526,0.0,0.0,0.0
1949,-0.0329444901032869,0.0,0.0,0.0
1950,-0.029629322097883895,0.0,0.0,0.0
1951,-0.026206992331520348,0.0,0.0,0.0
1952,-0.025451691474693113,0.0,0.0,0.0
1953,-0.02247757346646471,0.0,0.0,0.0
1954,-0.02019138994432296,0.0,0.0,0.0
1955,-0.017100971510816444,0.0,0.0,0.0
1956,-0.013859679286130308,0.0,0.0,0.0
1957,-0.011747017996924508,0.0,0.0,0.0
1958,-0.011072290090011191,0.0,0.0,0.0
1959,-0.010485881999515988,0.0,0.0,0.0
1960,-0.010797832339168156,0.0,0.0,0.0
1961,-0.007739212557094356,0.0,0.0,0.0
1962,-0.003735557382727814,0.0,0.0,0.0
1963,-9.774444957083202e-05,0.0,0.0,0.0
1964,0.004154372809393324,0.0,0.0,0.0
1965,0.005123233640476999,0.0,0.0,0.0
1966,0.008134208109595732,0.0,0.0,0.0
1967,0.011411021185642398,0.0,0.0,0.0
1968,0.013530195859005832,0.0,0.0,0.0
1969,0.014297576126154907,0.0,0.0,0.0
1970,0.014271887840777505,0.0,0.0,0.0
1971,0.013853696424447715,0.0,0.0,0.0
1972,0.0171208269096713,0.0,0.0,0.0
1973,0.02064180116416458,0.0,0.0,0.0
