year,mean,p5,p50,p95,mean_AIS_tipping,mean_AIS_quiescent,frac_AIS_tipping
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.4635011840000401
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.4635011840000401
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.4635011840000401
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.4635011840000401
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.4635011840000401
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.4635011840000401
2031,1.085229202944081e-05,8.499322573740642e-06,1.0654508248109096e-05,1.4016380745829338e-05,1.1052941635584493e-05,1.0678943408263705e-05,0.4635011840000401
2032,2.7933986427066974e-05,2.1521942299429497e-05,2.7491827125913915e-05,3.641744833515759e-05,2.8819951931045264e-05,2.716856803688517e-05,0.4635011840000401
2033,4.812021443730856e-05,3.5261013380250006e-05,4.716967992557386e-05,6.440972448018556e-05,4.9955350641974784e-05,4.653477234816106e-05,0.4635011840000401
2034,6.921585952112988e-05,4.8586298516895e-05,6.802144778994546e-05,9.343231221237147e-05,7.226348099011732e-05,6.658290653571319e-05,0.4635011840000401
2035,9.022759904376207e-05,6.147469188100274e-05,8.860643512953459e-05,0.00012333837420186455,9.472703276551178e-05,8.634037171880766e-05,0.4635011840000401
2036,0.00011085512324048168,7.336824238457496e-05,0.00010808344022805727,0.00015394387832756706,0.00011698944079869374,0.0001055554592589982,0.4635011840000401
2037,0.00013077715854536816,8.617984794589972e-05,0.00012740775745001542,0.000185084116363754,0.00013876114285677661,0.00012387949899605823,0.4635011840000401
2038,0.00014995618404658944,9.83377611909475e-05,0.00014565925201637242,0.0002141029185658283,0.00015978020462589893,0.00014146884906214268,0.4635011840000401
2039,0.00016833058885017512,0.00010897964351386236,0.00016365338092683146,0.00024323575727436264,0.000180028556492858,0.0001582242816392789,0.4635011840000401
2040,0.00018576584709730195,0.00011899632893275225,0.00018050031087035734,0.00027029062831473993,0.00019928337387779854,0.00017408755540184953,0.4635011840000401
2041,0.00020238939301044412,0.00012769965767134295,0.00019639951269212474,0.00029542184709185904,0.00021770576862286374,0.00018915700923022278,0.4635011840000401
2042,0.00021806581054002318,0.00013618032713225148,0.00021047518482930627,0.00032144850621662613,0.00023521951388237694,0.0002032460913308627,0.4635011840000401
2043,0.0002328720144184195,0.00014424304508153796,0.00022433881333583372,0.00034635731920218404,0.00025193060090015747,0.00021640659616173997,0.4635011840000401
2044,0.0002468906630993409,0.00015127080406607263,0.0002381254434844493,0.00037128745197634316,0.00026779813991374934,0.00022882792005326412,0.4635011840000401
2045,0.0002601060371234212,0.00015830624425561268,0.00024961286172064945,0.00039385966300642394,0.000282837752140543,0.00024046726717544015,0.4635011840000401
2046,0.00027260588552794555,0.00016508712362117706,0.00026093959904294195,0.00041387487772936993,0.0002971503540360003,0.00025140101074563854,0.4635011840000401
2047,0.0002845344974169023,0.00017036866900355108,0.0002720799243292049,0.0004357498302773877,0.0003109144164548176,0.00026174390898827857,0.4635011840000401
2048,0.0002958864804870808,0.00017528138158695583,0.00028257794306263406,0.0004566432361023942,0.0003241249778655512,0.0002714901974404765,0.4635011840000401
2049,0.00030662122998280676,0.00018045163617586013,0.00029228881839316045,0.0004748195150128254,0.0003367052880648267,0.000280630498736639,0.4635011840000401
2050,0.00031673803994843307,0.0001854366462019641,0.0003013433622225392,0.0004906376924012079,0.0003486003790637296,0.0002892109859000011,0.4635011840000401
2051,0.0003263592790539307,0.00019002322980199438,0.00031009115135205434,0.0005072047852507922,0.00036002841635923965,0.0002972712651760552,0.4635011840000401
