year,mean,p5,p50,p95
2165,0.00038909791163791634,0.00021457672119140625,0.0003814697265625,0.0005960464477539062
2166,0.0003892108212616528,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2167,0.0003897206683818422,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2168,0.00038971520746061705,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2169,0.0003894598662199648,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2170,0.00038940657734662127,0.00020265579223632812,0.0003814697265625,0.0005960464477539062
2171,0.0003900117805950246,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2172,0.00039001221822599,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2173,0.00038940895994045015,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2174,0.000389934746734333,0.00019073486328125,0.0003814697265625,0.0005960464477539062
2175,0.0003899448690424282,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2176,0.00039003948431032384,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2177,0.000390709350915162,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2178,0.0003903441765907156,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2179,0.0003909574406241755,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2180,0.0003907032863249744,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2181,0.0003907893260244495,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2182,0.00039102122505700116,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2183,0.0003911969574999002,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2184,0.00039097703658828414,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2185,0.0003910849426579495,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2186,0.00039048963896760923,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2187,0.00039095130055313225,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2188,0.00039079692290797715,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2189,0.0003915715062912387,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2190,0.00039116143757292164,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2191,0.00039188574134800254,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2192,0.0003914427025031873,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2193,0.00039158511807611,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2194,0.00039163978875302307,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2195,0.00039193575016109735,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2196,0.0003923103543093181,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2197,0.0003919539885959685,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2198,0.0003917535518850561,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2199,0.0003923671919648524,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2200,0.00039199919448381927,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2201,0.0003921878524685517,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2202,0.00039279216937860645,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2203,0.00039229799796673437,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2204,0.00039227094469741655,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2205,0.0003925761693215305,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2206,0.00039321886994064955,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2207,0.0003922980128500373,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2208,0.0003925472626250459,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2209,0.00039320186618161204,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2210,0.0003927723738037527,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2211,0.0003933377297195796,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2212,0.00039329351853673543,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2213,0.00039324957286087877,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2214,0.0003936707985852344,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2215,0.0003935581572723962,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2216,0.0003935806837351135,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2217,0.00039411809685036936,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2218,0.0003935057796062595,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2219,0.00039355295568178114,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2220,0.00039383676999134065,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2221,0.00039415184978343484,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2222,0.00039402460269196034,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2223,0.00039434235215171263,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2224,0.000393968599503909,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2225,0.00039423827614089887,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2226,0.000394609643641106,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2227,0.00039430186252337407,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2228,0.00039435618857547436,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2229,0.0003943963072803664,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2230,0.000394964554743532,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2231,0.0003941408856412972,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2232,0.000394503551997761,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2233,0.00039479880067778516,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2234,0.00039467687094870774,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2235,0.00039472445078794636,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2236,0.0003946084515472647,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2237,0.0003949074091688111,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2238,0.0003944872828971071,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2239,0.00039501544530321463,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2240,0.0003951414753741019,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2241,0.00039485817838904805,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2242,0.0003954872865697153,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2243,0.00039594460244344947,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2244,0.000395786723570435,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2245,0.0003949554229126191,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2246,0.00039525342195256054,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2247,0.00039568435315985015,0.00019073486328125,0.0003814697265625,0.0006318092346191406
2248,0.0003955541685451431,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2249,0.0003953470790882003,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2250,0.000395427181241148,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2251,0.0003955733249491504,0.00019073486328125,0.0003814697265625,0.0006198883056640625
2252,0.00039606538797674673,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2253,0.0003959989558663298,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2254,0.0003958263320830792,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2255,0.0003961735492449339,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2256,0.0003961809812507456,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2257,0.00039614013754213394,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2258,0.00039574802091450214,0.00019073486328125,0.0003814697265625,0.0006318092346191406
2259,0.00039559430942722395,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2260,0.0003965985912806695,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2261,0.0003962791909516888,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2262,0.0003967546748578414,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2263,0.0003960186722320746,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2264,0.00039594680941516157,0.00019073486328125,0.0003814697265625,0.000667572021484375
2265,0.0003965034234804871,0.00019073486328125,0.0003814697265625,0.000667572021484375
2266,0.00039656013531917276,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2267,0.00039657735697040404,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2268,0.00039646783086611306,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2269,0.000396463610252718,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2270,0.00039627505949904704,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2271,0.00039715295255053493,0.00019073486328125,0.0003814697265625,0.0006437301635742188
2272,0.00039688224636634127,0.00019073486328125,0.0003814697265625,0.000667572021484375
2273,0.00039647605123506783,0.00019073486328125,0.0003814697265625,0.0006556510925292969
2274,0.0003964844566626744,0.00019073486328125,0.0003814697265625,0.000667572021484375
2275,0.0003967151601144032,0.00019073486328125,0.0003814697265625,0.000667572021484375
2276,0.0003963290441673036,0.00019073486328125,0.0003814697265625,0.000667572021484375
2277,0.0003972470980594152,0.00019073486328125,0.0003814697265625,0.000667572021484375
2278,0.0003974903321559556,0.00019073486328125,0.0003814697265625,0.000667572021484375
2279,0.0003973966751215012,0.00019073486328125,0.0003814697265625,0.000667572021484375
2280,0.00039727772229491217,0.00019073486328125,0.0003814697265625,0.000667572021484375
2281,0.00039707624276918193,0.00019073486328125,0.0003814697265625,0.000667572021484375
2282,0.00039778668274280306,0.00019073486328125,0.0003814697265625,0.000667572021484375
2283,0.0003972586656354268,0.00019073486328125,0.0003814697265625,0.000667572021484375
2284,0.0003973172544367638,0.00019073486328125,0.0003814697265625,0.000667572021484375
2285,0.0003972057246835176,0.00019073486328125,0.0003814697265625,0.000667572021484375
