emissions,climate,brick,year
0.0,0.0,0.0,2020
0.0,0.0,0.0,2021
0.0,0.0,0.0,2022
0.0,0.0,0.0,2023
0.0,0.0,0.0,2024
0.0,0.0,0.0,2025
0.0,0.0,0.0,2026
0.0,0.0,0.0,2027
0.0,0.0,0.0,2028
0.0022104961435702253,0.34772249390355675,0.6500670099528729,2029
0.0003237879428460706,0.3750869025782962,0.6245893094788578,2030
0.00010713583717897325,0.4331770474385849,0.5667158167242362,2031
6.161128904953671e-05,0.4731013678851874,0.526837020825763,2032
6.398514727472626e-05,0.49247529655596545,0.5074607182967599,2033
8.673597299402665e-05,0.5289748241601081,0.47093843986689804,2034
0.00011921389630935857,0.5603048095541293,0.4395759765495612,2035
0.00017149463344214223,0.6025517196017552,0.3972767857648026,2036
0.00020905864508643856,0.642417763412459,0.3573731779424545,2037
0.00035211356019908453,0.6522595751436492,0.3473883112961517,2038
0.0010633884318511514,0.6798573790598054,0.31907923250834336,2039
0.0014674457170821746,0.6964508050676844,0.30208174921523334,2040
0.0030206477769547254,0.7029215106867831,0.29405784153626213,2041
0.004092291731621313,0.719906301077839,0.2760014071905398,2042
0.005302073640742992,0.7340938365895652,0.26060408976969185,2043
0.002744309223392699,0.7493678479293776,0.24788784284722973,2044
0.0037850782367819225,0.7688812402165415,0.22733368154667663,2045
0.0035623700787951354,0.7746578150679732,0.22177981485323178,2046
0.0040549406842136084,0.7837691002465256,0.21217595906926084,2047
0.0026801939786228,0.7857051779252145,0.21161462809616266,2048
0.0028606764602409126,0.7962304630429136,0.20090886049684553,2049
0.0022270284795350205,0.8023673106431591,0.1954056608773058,2050
0.002521631034254638,0.809762404313116,0.1877159646526294,2051
0.0016364470409532493,0.8206108539887705,0.17775269897027618,2052
0.0021462972511545053,0.8284352799701751,0.16941842277867042,2053
0.002112080628691181,0.8393992473472495,0.15848867202405928,2054
0.002339559264691889,0.8353951311086545,0.1622653096266537,2055
0.0017350466952605484,0.8408278671584871,0.1574370861462523,2056
0.0019219094352057764,0.8470116970184639,0.15106639354633028,2057
0.0018744578824777618,0.8549347237281827,0.14319081838933947,2058
0.001584453249950768,0.8613972977849477,0.13701824896510148,2059
0.0016924685813112848,0.8575265899465156,0.1407809414721732,2060
0.001859130959784756,0.8696094522871454,0.1285314167530697,2061
0.0023336634453077192,0.8799926179512374,0.1176737186034548,2062
0.002041891413057866,0.8723188556145889,0.12563925297235318,2063
0.0021592478386276877,0.8767947856609584,0.12104596650041398,2064
0.001887965220202118,0.8948654779573053,0.10324655682249267,2065
0.002191606247739523,0.8852174441468534,0.11259094960540698,2066
0.002252456725129825,0.8922340431043302,0.10551350017053997,2067
0.002061864893184286,0.8916907927323641,0.10624734237445163,2068
0.0026934793133798845,0.8929990596807503,0.10430746100586974,2069
0.002357064181706814,0.9088406102711227,0.08880232554717048,2070
0.0023985211419379013,0.9067810730778398,0.09082040578022223,2071
0.002444983736435828,0.8969674948338539,0.1005875214297102,2072
0.002828840020407512,0.9070682089352734,0.09010295104431895,2073
0.0025948741352384897,0.9088762536581696,0.0885288722065919,2074
0.002370945548398339,0.9153947392532797,0.0822343151983219,2075
0.002803996341376245,0.9143793070390338,0.08281669661958992,2076
0.0026746312769549874,0.9141118833594947,0.08321348536355025,2077
0.0029059651913701926,0.9135240013039776,0.08357003350465224,2078
0.003018653725208459,0.9145134882135568,0.08246785806123472,2079
0.003143610220551981,0.9217595955360017,0.07509679424344631,2080
0.003508151643805639,0.9203394261576521,0.07615242219854226,2081
0.0033013231787191993,0.9222223792093275,0.07447629761195322,2082
0.004088420286102523,0.9283118928202032,0.06759968689369428,2083
