emissions,climate,brick,internal,year
0.32524109428612213,0.6070970240599297,0.025845552233712064,0.041816329420236144,2020
0.32905373789112624,0.6142137280283491,0.026148527107345266,0.03058400697317951,2021
0.32994829563760164,0.6154852992022875,0.02621646546913623,0.028349939690974674,2022
0.32976424015116895,0.6163887015116613,0.026251644100553032,0.027595414236616652,2023
0.33015146058870987,0.6158689159418539,0.026105220505167868,0.027874402964268314,2024
0.3297171949734836,0.6153278434853032,0.026323346212006316,0.028631615329206744,2025
0.33055827210486294,0.6127321365941798,0.026975994321268144,0.02973359697968911,2026
0.3292415115003082,0.6125017325598683,0.02721791296960144,0.031038842970222108,2027
0.3266823357323647,0.6142294519462035,0.027215756573185573,0.03187245574824629,2028
0.3271898836456156,0.6151837455901914,0.02725804015863043,0.03036833060556256,2029
0.3274191648196432,0.6157065102328968,0.027286097308271008,0.029588227639188874,2030
0.3271006511452307,0.6165803504495745,0.02747594905571146,0.028843049349483223,2031
0.3272808530248445,0.6169200285813512,0.02768095047791547,0.02811816791588876,2032
0.3252023946123647,0.6184613595046311,0.02791376417515504,0.028422481707849313,2033
0.3253062238413619,0.6186588192010716,0.027922676362336713,0.02811228059522995,2034
0.32658302428921837,0.6177809115031783,0.028162117458423487,0.027473946749179932,2035
0.3261097138217331,0.6187363296861864,0.02813532572540847,0.027018630766672127,2036
0.32369423415655146,0.6207396518135961,0.028530707282310146,0.02703540674754217,2037
0.3215204279546627,0.6229746407217471,0.028663403865788948,0.026841527457801283,2038
0.319111159622682,0.6249727034830194,0.028972406242984673,0.02694373065131393,2039
0.3162310538933202,0.6271271424148764,0.028772099708829796,0.02786970398297367,2040
0.31139932615945104,0.6308258632865406,0.028508152794134583,0.029266657759873922,2041
0.30906872156723686,0.6311905505128039,0.02846677986177842,0.03127394805818076,2042
0.3036269681761049,0.6337357252780791,0.028452850237659495,0.03418445630815652,2043
0.2964198818801341,0.6370058052323024,0.02913681218953877,0.037437500698024616,2044
0.2889057356666801,0.6405733243943977,0.02905792761757442,0.04146301232134773,2045
0.2846796721073583,0.640162697177921,0.028933851924287192,0.04622377879043341,2046
0.2816402490048044,0.6373549649031921,0.02917531756137667,0.05182946853062678,2047
0.2755036889989698,0.6393744735174586,0.02917023274392494,0.05595160473964671,2048
0.2708781314033235,0.64248042990505,0.02922153092048309,0.05741990777114333,2049
0.2670166223623558,0.6413494967261025,0.029875041181164085,0.06175883973037748,2050
0.2638465236528143,0.6417136891181808,0.029877960251666728,0.06456182697733824,2051
0.25929549760396836,0.643304934038921,0.03042504892427064,0.06697451943284005,2052
0.25568289960110163,0.6421008682602258,0.03108473031730791,0.0711315018213646,2053
0.2533607710541309,0.6405500669305182,0.03177577149553273,0.07431339051981822,2054
0.24807253243698993,0.6469876750564578,0.03323397372475463,0.07170581878179763,2055
0.24643579987916617,0.6488619488124014,0.034363644013356544,0.07033860729507578,2056
0.244944079126563,0.6499534075409568,0.03501076755315098,0.0700917457793293,2057
0.23939360639246568,0.6601793647085858,0.03476564032461972,0.06566138857432863,2058
0.24077879201798214,0.6580614256745149,0.0354253815720023,0.06573440073550067,2059
0.23701825237328164,0.6622692711375405,0.035451145537937004,0.06526133095124086,2060
0.2366611956538145,0.6604256994686581,0.0360175518225366,0.06689555305499072,2061
0.24082820942483163,0.6571934611425492,0.03617142366422002,0.06580690576839927,2062
0.24101307335730848,0.6560070478293234,0.03750000149809044,0.06547987731527749,2063
0.24175410548263526,0.6561752799491029,0.03652788072879316,0.06554273383946872,2064
0.23879662378594832,0.6586077014025987,0.03594552974459038,0.06665014506686283,2065
0.24552942861696023,0.656055520578699,0.036007296843244996,0.062407753961095845,2066
0.23812204243112636,0.6647427624933151,0.03727209952191456,0.0598630955536441,2067
0.24039233808777594,0.6633220669234713,0.03665997751276524,0.059625617475987325,2068
0.23992975961453547,0.6628864115195006,0.03714096728009688,0.06004286158586706,2069
0.2424348808354079,0.6597775157795259,0.038135907928419255,0.05965169545664705,2070
0.24635274389590023,0.6585152742880473,0.037258633366803705,0.05787334844924895,2071
0.2509701640778185,0.6546741144548354,0.037030222235964416,0.057325499231381694,2072
0.25110257776533035,0.6579100189850788,0.03644641336915221,0.05454098988043864,2073
0.2555219159850732,0.651676535009337,0.03617999690229789,0.056621552103291964,2074
0.25459746442597886,0.6542868358253529,0.03507478978212856,0.05604090996653959,2075
0.2579202678927615,0.647336261582486,0.036415381012195464,0.05832808951255703,2076
0.25376594818667203,0.6523672702053372,0.035815023602729784,0.05805175800526102,2077
0.2606684969865528,0.6485297743805826,0.03484737998082274,0.05595434865204172,2078
0.26042448359609516,0.6443514164803639,0.035805284792311404,0.059418815131229576,2079
0.26716553768478774,0.6381999554570619,0.03574620917723988,0.05888829768091055,2080
0.2701219091786521,0.6354731904752984,0.03573633258743021,0.05866856775861957,2081
0.27617685626101846,0.6299566071196457,0.03550939039826516,0.05835714622107064,2082
0.2770613171718658,0.6276962560116588,0.0357539367156374,0.05948849010083812,2083
0.2732549415573054,0.6331574339403974,0.03533259196850627,0.058255032533790906,2084
0.2752330601829418,0.6324152988695031,0.03486428089720924,0.057487360050345895,2085
0.2742696614074611,0.630927996284932,0.03404872640383964,0.06075361590376721,2086
0.2764024134533566,0.630500978816189,0.03386996035006303,0.05922664738039117,2087
0.28157256226279,0.6263961841202387,0.03238460956910809,0.059646644047863365,2088
