emissions,climate,brick,internal,year
0.28497310825376615,0.62533054950634,0.032358710360280894,0.05733763187961303,2089
0.2899548030948663,0.6205545787078092,0.03154628736064938,0.05794433083667524,2090
0.292719227606613,0.6163727510284351,0.032343171096764135,0.058564850268187744,2091
0.30000422888707295,0.6089371436218134,0.03207713163182919,0.058981495859284486,2092
0.2985475644341803,0.6110228642114589,0.031676047430503534,0.058753523923857416,2093
0.29801821136874734,0.61077760971573,0.03172392166081213,0.059480257254710685,2094
0.30432903288811747,0.6059879241575122,0.031309043179933146,0.05837399977443727,2095
0.30548055585645806,0.6028991482418823,0.03152257005020842,0.06009772585145117,2096
0.3076889791694947,0.6018853876642904,0.030959718498730696,0.05946591466748392,2097
0.31196800049014867,0.5954534311657491,0.03107617426305379,0.06150239408104854,2098
0.32254765619066383,0.5826037842304038,0.03106535504819942,0.06378320453073293,2099
0.3229422271734874,0.5810167039696017,0.03089679339975445,0.06514427545715629,2100
0.3278392690762751,0.5761751612769332,0.030811173394091486,0.06517439625270033,2101
0.3277777646100493,0.5781315391996317,0.030725214138980737,0.06336548205133828,2102
0.32566705808801033,0.5822476191728853,0.030156171945172457,0.06192915079393202,2103
0.32021724605793994,0.5893114177619275,0.02952271586577726,0.060948620314355335,2104
0.3250275123487061,0.5834830068813114,0.0296721638473109,0.06181731692267156,2105
0.3237633347960611,0.5853169044395783,0.03017858881549083,0.060741171948869695,2106
0.3250075502061981,0.5846441864636226,0.029940666649373525,0.060407596680805746,2107
0.3263537446364491,0.583729548353166,0.02921569277310053,0.06070101423728451,2108
0.32800938880813013,0.5819569361167176,0.028607804094572517,0.06142587098057979,2109
0.3271432936442774,0.5830367790967904,0.028029139173655217,0.06179078808527687,2110
0.3301560622028408,0.5789837265144728,0.02809853411093384,0.0627616771717525,2111
0.33330057450506184,0.5738692900738055,0.027350566485570094,0.06547956893556245,2112
0.3349024455879788,0.5708580802650222,0.02620713171706867,0.06803234242993039,2113
0.32891502547939705,0.5759445107765321,0.02694310292749485,0.06819736081657611,2114
0.3290659586458928,0.5737456192970264,0.026422472246789605,0.07076594981029119,2115
0.3301358866103252,0.573402919797553,0.026896467615861567,0.06956472597626025,2116
0.33578964601470473,0.5667834609091368,0.026222289664417312,0.07120460341174126,2117
0.340040561066889,0.5622570509428034,0.025977189687907926,0.07172519830239958,2118
0.3464080574539123,0.5561701026723442,0.025804222759395496,0.07161761711434798,2119
0.3440323021893669,0.5604940372006074,0.025735961139457558,0.06973769947056811,2120
0.3502731401034887,0.5541944890838976,0.025559036322141467,0.06997333449047236,2121
0.35189372881713904,0.5523702616643437,0.0251299632485681,0.07060604626994911,2122
0.35174626602153947,0.5513618464219167,0.02523734309565242,0.07165454446089153,2123
0.3612927215130549,0.540265973865149,0.02523957603217181,0.07320172858962422,2124
0.3564534027961004,0.5466794315217128,0.02470904855475855,0.07215811712742821,2125
0.35708001904561565,0.5444155371823648,0.02463441837703336,0.07387002539498598,2126
0.3592174404784802,0.540772363903876,0.024647153114167257,0.07536304250347658,2127
0.3543983656707989,0.5453975483136756,0.02460638030061783,0.07559770571490766,2128
0.361000494696955,0.5384705835633499,0.024100781489747855,0.07642814024994736,2129
0.3604957324768886,0.5381851865465065,0.02346575412803181,0.07785332684857305,2130
0.3630694861092472,0.5332644317060277,0.02347553563896456,0.0801905465457604,2131
0.3678210723637201,0.5269907532210261,0.023017335793015035,0.08217083862223881,2132
0.36821781065438614,0.5255812128371984,0.022844527091929464,0.08335644941648593,2133
0.36701581991939186,0.5258756794532918,0.022548046044046068,0.08456045458327013,2134
0.3701389921353386,0.5201522801088546,0.02255471875589627,0.08715400899991058,2135
0.3708277030585891,0.5190349538884046,0.021896435011231723,0.08824090804177456,2136
0.37416347348203194,0.514139294589794,0.021547908037490175,0.0901493238906841,2137
0.37467216155758765,0.5131165634170218,0.021348183129143147,0.0908630918962476,2138
0.37819427337202416,0.5078462167390538,0.021135918006340827,0.0928235918825813,2139
0.3782432666333789,0.5058225391008156,0.02065258409568279,0.09528161017012257,2140
0.377396609904305,0.5054120067104598,0.02051826112394362,0.09667312226129166,2141
0.3756498718124344,0.5050757944379305,0.020281014012211208,0.09899331973742367,2142
0.37526530667887464,0.5027747874286121,0.02010527144458788,0.10185463444792511,2143
0.3795847486528378,0.4960959830336509,0.019880898069349093,0.10443837024416225,2144
0.3824736139474005,0.4912041117392457,0.01989582799994273,0.10642644631341097,2145
0.3811657253336922,0.48836174937406335,0.01962048000885022,0.11085204528339437,2146
0.3817113311425282,0.48237809565428214,0.01942122303402602,0.11648935016916374,2147
0.38180922985019833,0.47830073084999475,0.019263956037815527,0.12062608326199128,2148
0.38015348361196416,0.47453567209263253,0.019149773777412876,0.12616107051799053,2149
0.37692685614720445,0.47274780799831156,0.018951824257832667,0.1313735115966513,2150
