year,mean,p5,p50,p95
2062,1.3025958197606283e-05,7.271766662597656e-06,1.239776611328125e-05,2.1696090698242188e-05
2063,1.2410365125333847e-05,6.9141387939453125e-06,1.1682510375976562e-05,2.09808349609375e-05
2064,1.1819970624115219e-05,6.4373016357421875e-06,1.1086463928222656e-05,2.002716064453125e-05
2065,1.1267568642778383e-05,6.079673767089844e-06,1.049041748046875e-05,1.9311904907226562e-05
2066,1.0767903239389448e-05,5.7220458984375e-06,1.0013580322265625e-05,1.8596649169921875e-05
2067,1.0296639095046455e-05,5.364418029785156e-06,9.5367431640625e-06,1.811981201171875e-05
2068,9.863092080966978e-06,5.125999450683594e-06,9.059906005859375e-06,1.7642974853515625e-05
2069,9.442147839026391e-06,4.76837158203125e-06,8.702278137207031e-06,1.6927719116210938e-05
2070,9.065857852845255e-06,4.5299530029296875e-06,8.344650268554688e-06,1.6450881958007812e-05
2071,8.701438314870732e-06,4.291534423828125e-06,7.987022399902344e-06,1.5735626220703125e-05
2072,8.373049104401385e-06,4.0531158447265625e-06,7.62939453125e-06,1.5497207641601562e-05
2073,8.054487695314969e-06,3.933906555175781e-06,7.510185241699219e-06,1.5020370483398438e-05
2074,7.757247612592403e-06,3.6954879760742188e-06,7.152557373046875e-06,1.4543533325195312e-05
2075,7.498197474382594e-06,3.4570693969726562e-06,6.9141387939453125e-06,1.430511474609375e-05
2076,7.240641822817544e-06,3.2186508178710938e-06,6.67572021484375e-06,1.3828277587890625e-05
2077,7.002737685438941e-06,3.0994415283203125e-06,6.4373016357421875e-06,1.33514404296875e-05
2078,6.776233023687751e-06,2.86102294921875e-06,6.318092346191406e-06,1.2874603271484375e-05
2079,6.5796325320977175e-06,2.86102294921875e-06,6.198883056640625e-06,1.2636184692382812e-05
2080,6.380619206530869e-06,2.7418136596679688e-06,5.9604644775390625e-06,1.2159347534179688e-05
2081,6.202028127400889e-06,2.5033950805664062e-06,5.7220458984375e-06,1.1920928955078125e-05
2082,6.030922807042503e-06,2.384185791015625e-06,5.4836273193359375e-06,1.1444091796875e-05
2083,5.865252958923528e-06,2.384185791015625e-06,5.4836273193359375e-06,1.1205673217773438e-05
2084,5.719612298473552e-06,2.2649765014648438e-06,5.245208740234375e-06,1.1205673217773438e-05
2085,5.569783950057973e-06,2.1457672119140625e-06,5.0067901611328125e-06,1.1205673217773438e-05
2086,5.443648888568101e-06,2.1457672119140625e-06,5.0067901611328125e-06,1.0967254638671875e-05
2087,5.3244372452707995e-06,1.9073486328125e-06,4.76837158203125e-06,1.0728836059570312e-05
2088,5.2097022367783576e-06,1.9073486328125e-06,4.76837158203125e-06,1.049041748046875e-05
2089,5.099333524072482e-06,1.9073486328125e-06,4.649162292480469e-06,1.049041748046875e-05
2090,4.994406434193562e-06,1.9073486328125e-06,4.5299530029296875e-06,1.0251998901367188e-05
2091,4.895353473584696e-06,1.6689300537109375e-06,4.5299530029296875e-06,1.0013580322265625e-05
2092,4.802415649923359e-06,1.6689300537109375e-06,4.291534423828125e-06,9.775161743164062e-06
2093,4.703108721098991e-06,1.6689300537109375e-06,4.291534423828125e-06,9.5367431640625e-06
2094,4.640317799494326e-06,1.6689300537109375e-06,4.291534423828125e-06,9.5367431640625e-06
2095,4.558248061573367e-06,1.430511474609375e-06,4.0531158447265625e-06,9.298324584960938e-06
2096,4.486425949623701e-06,1.430511474609375e-06,4.0531158447265625e-06,9.298324584960938e-06
2097,4.415696998046248e-06,1.430511474609375e-06,4.0531158447265625e-06,9.059906005859375e-06
2098,4.337680702050402e-06,1.430511474609375e-06,3.814697265625e-06,9.059906005859375e-06
2099,4.283626592902437e-06,1.430511474609375e-06,3.814697265625e-06,9.059906005859375e-06
2100,4.220762595515125e-06,1.430511474609375e-06,3.814697265625e-06,9.059906005859375e-06
2101,4.16835135691479e-06,1.3113021850585938e-06,3.814697265625e-06,9.059906005859375e-06
2102,4.113439826896275e-06,1.430511474609375e-06,3.814697265625e-06,9.059906005859375e-06
2103,4.058079360703076e-06,1.3113021850585938e-06,3.5762786865234375e-06,8.821487426757812e-06
2104,4.017275086959798e-06,1.1920928955078125e-06,3.5762786865234375e-06,8.58306884765625e-06
2105,3.955938824893211e-06,1.1920928955078125e-06,3.5762786865234375e-06,8.58306884765625e-06
2106,3.917519249137098e-06,1.3113021850585938e-06,3.5762786865234375e-06,8.58306884765625e-06
2107,3.8771629527972894e-06,1.1920928955078125e-06,3.5762786865234375e-06,8.58306884765625e-06
2108,3.831603568883027e-06,1.1920928955078125e-06,3.5762786865234375e-06,8.344650268554688e-06
2109,3.790867447641947e-06,1.1920928955078125e-06,3.337860107421875e-06,8.344650268554688e-06
2110,3.7513391687597244e-06,1.1920928955078125e-06,3.337860107421875e-06,8.344650268554688e-06
2111,3.7173522253129533e-06,1.1920928955078125e-06,3.337860107421875e-06,8.106231689453125e-06
2112,3.680365040499165e-06,1.1920928955078125e-06,3.337860107421875e-06,8.106231689453125e-06
2113,3.645357573452828e-06,1.1920928955078125e-06,3.337860107421875e-06,8.106231689453125e-06
2114,3.6056769510696612e-06,1.1920928955078125e-06,3.2186508178710938e-06,7.867813110351562e-06
2115,3.564260326021656e-06,9.5367431640625e-07,3.2186508178710938e-06,7.867813110351562e-06
2116,3.551495094790098e-06,1.1920928955078125e-06,3.0994415283203125e-06,7.62939453125e-06
2117,3.5238515998249298e-06,9.5367431640625e-07,3.0994415283203125e-06,7.62939453125e-06
2118,3.4908819751357348e-06,1.0728836059570312e-06,3.0994415283203125e-06,7.62939453125e-06
2119,3.45957170364765e-06,9.5367431640625e-07,3.0994415283203125e-06,7.3909759521484375e-06
2120,3.4286116249080836e-06,9.5367431640625e-07,3.0994415283203125e-06,7.62939453125e-06
2121,3.4050097283920654e-06,9.5367431640625e-07,3.0994415283203125e-06,7.152557373046875e-06
2122,3.378383195457823e-06,9.5367431640625e-07,3.0994415283203125e-06,7.62939453125e-06
2123,3.3586768802395664e-06,9.5367431640625e-07,2.9802322387695312e-06,7.152557373046875e-06
2124,3.319591289923837e-06,9.5367431640625e-07,2.9802322387695312e-06,7.152557373046875e-06
2125,3.299693749374075e-06,9.5367431640625e-07,2.86102294921875e-06,6.9141387939453125e-06
2126,3.2806380566839604e-06,9.5367431640625e-07,2.86102294921875e-06,6.67572021484375e-06
2127,3.2499739453054236e-06,9.5367431640625e-07,2.86102294921875e-06,7.152557373046875e-06
2128,3.2398165175652543e-06,9.5367431640625e-07,2.86102294921875e-06,7.152557373046875e-06
2129,3.209809184047966e-06,9.5367431640625e-07,2.86102294921875e-06,7.152557373046875e-06
2130,3.1945074841089125e-06,9.5367431640625e-07,2.86102294921875e-06,7.152557373046875e-06
2131,3.1814967757605943e-06,9.5367431640625e-07,2.86102294921875e-06,6.67572021484375e-06
2132,3.1468268993534956e-06,9.5367431640625e-07,2.86102294921875e-06,6.67572021484375e-06
2133,3.1339753558944787e-06,9.5367431640625e-07,2.86102294921875e-06,7.152557373046875e-06
2134,3.113775771888356e-06,9.5367431640625e-07,2.7418136596679688e-06,6.9141387939453125e-06
2135,3.0909276515969807e-06,9.5367431640625e-07,2.6226043701171875e-06,6.67572021484375e-06
2136,3.082125067435858e-06,9.5367431640625e-07,2.7418136596679688e-06,6.67572021484375e-06
2137,3.057825981704387e-06,9.5367431640625e-07,2.6226043701171875e-06,6.67572021484375e-06
2138,3.0389604821425015e-06,9.5367431640625e-07,2.6226043701171875e-06,6.67572021484375e-06
2139,3.0209459744178975e-06,8.344650268554688e-07,2.6226043701171875e-06,6.67572021484375e-06
2140,3.0079110433678355e-06,8.344650268554688e-07,2.6226043701171875e-06,6.67572021484375e-06
2141,2.986057307589741e-06,8.344650268554688e-07,2.6226043701171875e-06,6.67572021484375e-06
2142,2.9674477779000997e-06,8.344650268554688e-07,2.6226043701171875e-06,6.4373016357421875e-06
2143,2.9524530436784235e-06,8.344650268554688e-07,2.6226043701171875e-06,6.198883056640625e-06
2144,2.935880092535848e-06,8.344650268554688e-07,2.6226043701171875e-06,6.67572021484375e-06
2145,2.919125620747463e-06,8.344650268554688e-07,2.5033950805664062e-06,6.198883056640625e-06
2146,2.8879497135826826e-06,8.344650268554688e-07,2.384185791015625e-06,6.67572021484375e-06
2147,2.8766480268342847e-06,8.344650268554688e-07,2.384185791015625e-06,6.198883056640625e-06
2148,2.873863502128843e-06,8.344650268554688e-07,2.384185791015625e-06,6.198883056640625e-06
2149,2.857387252659756e-06,8.344650268554688e-07,2.384185791015625e-06,6.198883056640625e-06
2150,2.843307864583166e-06,8.344650268554688e-07,2.384185791015625e-06,6.198883056640625e-06
2151,2.8118713778634806e-06,8.344650268554688e-07,2.384185791015625e-06,6.198883056640625e-06
2152,2.813558497468821e-06,8.344650268554688e-07,2.384185791015625e-06,6.198883056640625e-06
2153,2.7908503579596397e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2154,2.7758576341328497e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2155,2.7727683196140547e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2156,2.7537861422479457e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2157,2.7298284844939253e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2158,2.7257315602869486e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2159,2.7206643377201307e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2160,2.6968671618581686e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2161,2.6961655796272426e-06,7.152557373046875e-07,2.384185791015625e-06,5.7220458984375e-06
2162,2.6651407639906574e-06,8.344650268554688e-07,2.384185791015625e-06,6.198883056640625e-06
2163,2.659188937839098e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2164,2.6498525828329167e-06,7.152557373046875e-07,2.384185791015625e-06,5.7220458984375e-06
2165,2.6284842290282843e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2166,2.6205142607729246e-06,7.152557373046875e-07,2.384185791015625e-06,5.7220458984375e-06
2167,2.6110457798729117e-06,7.152557373046875e-07,2.384185791015625e-06,6.198883056640625e-06
2168,2.59644536094117e-06,7.152557373046875e-07,2.384185791015625e-06,5.7220458984375e-06
2169,2.5750090063464972e-06,7.152557373046875e-07,2.384185791015625e-06,5.7220458984375e-06
2170,2.5768096160434187e-06,7.152557373046875e-07,2.384185791015625e-06,5.7220458984375e-06
2171,2.5583182795613034e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2172,2.5489694125237383e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2173,2.5460995401760076e-06,7.152557373046875e-07,2.384185791015625e-06,5.7220458984375e-06
2174,2.5226550255497195e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2175,2.50826785348748e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2176,2.4997442220362205e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2177,2.4945625572380305e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2178,2.4777753149199373e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2179,2.455341998151424e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2180,2.445076243460502e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2181,2.4448770261639216e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2182,2.4231649060788955e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2183,2.4245592000444737e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2184,2.4164129192490923e-06,7.152557373046875e-07,2.1457672119140625e-06,5.7220458984375e-06
2185,2.402745691798284e-06,7.152557373046875e-07,2.1457672119140625e-06,5.245208740234375e-06
2186,2.3929727650948664e-06,7.152557373046875e-07,2.1457672119140625e-06,5.4836273193359375e-06
2187,2.382953557985427e-06,7.152557373046875e-07,2.1457672119140625e-06,5.245208740234375e-06
2188,2.3715762594618988e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2189,2.3596484571925447e-06,7.152557373046875e-07,2.0265579223632812e-06,5.245208740234375e-06
2190,2.3423915005726983e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2191,2.337317415221888e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2192,2.3321270331070635e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2193,2.3146054714446147e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2194,2.310679992015247e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2195,2.304097112849173e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2196,2.274375555617173e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2197,2.2763798775598376e-06,7.152557373046875e-07,1.9073486328125e-06,5.0067901611328125e-06
2198,2.277960576905991e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2199,2.2565605931197364e-06,7.152557373046875e-07,1.9073486328125e-06,4.76837158203125e-06
2200,2.2548209731771817e-06,7.152557373046875e-07,1.9073486328125e-06,5.0067901611328125e-06
2201,2.2404059417685647e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2202,2.2442921356343046e-06,7.152557373046875e-07,1.9073486328125e-06,5.245208740234375e-06
2203,2.2274867707715085e-06,7.152557373046875e-07,1.9073486328125e-06,5.0067901611328125e-06
2204,2.2183193604387143e-06,7.152557373046875e-07,1.9073486328125e-06,5.0067901611328125e-06
2205,2.200348127661773e-06,7.152557373046875e-07,1.9073486328125e-06,4.76837158203125e-06
2206,2.1941453401199357e-06,5.960464477539062e-07,1.9073486328125e-06,4.76837158203125e-06
2207,2.1783678499567097e-06,7.152557373046875e-07,1.9073486328125e-06,4.76837158203125e-06
2208,2.17272102092616e-06,7.152557373046875e-07,1.9073486328125e-06,4.76837158203125e-06
2209,2.1583735153939577e-06,5.960464477539062e-07,1.9073486328125e-06,4.76837158203125e-06
2210,2.1578730577707306e-06,7.152557373046875e-07,1.9073486328125e-06,4.76837158203125e-06
2211,2.1460820488395017e-06,6.556510925292969e-07,1.9073486328125e-06,4.76837158203125e-06
2212,2.1381033649599495e-06,5.960464477539062e-07,1.9073486328125e-06,4.76837158203125e-06
2213,2.1198060264260267e-06,5.960464477539062e-07,1.9073486328125e-06,4.76837158203125e-06
2214,2.1173000483774817e-06,6.556510925292969e-07,1.9073486328125e-06,4.76837158203125e-06
2215,2.0979840738191683e-06,5.960464477539062e-07,1.9073486328125e-06,4.76837158203125e-06
2216,2.0898034915968473e-06,5.960464477539062e-07,1.9073486328125e-06,4.76837158203125e-06
2217,2.088765343463667e-06,4.76837158203125e-07,1.7881393432617188e-06,4.76837158203125e-06
2218,2.084858001802505e-06,5.960464477539062e-07,1.7881393432617188e-06,4.76837158203125e-06
2219,2.07950846977306e-06,5.960464477539062e-07,1.7881393432617188e-06,4.76837158203125e-06
2220,2.0730285658059265e-06,5.960464477539062e-07,1.7881393432617188e-06,4.76837158203125e-06
2221,2.0544640340970507e-06,4.76837158203125e-07,1.7881393432617188e-06,4.76837158203125e-06
2222,2.039586196704891e-06,5.960464477539062e-07,1.6689300537109375e-06,4.291534423828125e-06
2223,2.0451116936424987e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2224,2.0372649909229112e-06,4.76837158203125e-07,1.6689300537109375e-06,4.5299530029296875e-06
2225,2.0148256221129575e-06,4.76837158203125e-07,1.6689300537109375e-06,4.5299530029296875e-06
2226,2.0191429895825823e-06,4.76837158203125e-07,1.6689300537109375e-06,4.5299530029296875e-06
2227,1.998604277798302e-06,4.76837158203125e-07,1.6689300537109375e-06,4.5299530029296875e-06
2228,2.011914648147383e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2229,1.9907781052634583e-06,4.76837158203125e-07,1.6689300537109375e-06,4.5299530029296875e-06
2230,1.9781455353173763e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2231,1.9712879596740342e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2232,1.9710961024839105e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2233,1.9583790290849487e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2234,1.963618286163862e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2235,1.9491809245843813e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2236,1.9220283979456407e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2237,1.9253002712648e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2238,1.9335121661765404e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2239,1.8936268415447193e-06,4.76837158203125e-07,1.5497207641601562e-06,4.291534423828125e-06
2240,1.895422227854804e-06,4.76837158203125e-07,1.5497207641601562e-06,4.291534423828125e-06
2241,1.8991791091342627e-06,4.76837158203125e-07,1.5497207641601562e-06,4.291534423828125e-06
2242,1.8925168938567616e-06,4.76837158203125e-07,1.6689300537109375e-06,4.291534423828125e-06
2243,1.8816944762699418e-06,4.76837158203125e-07,1.5795230865478516e-06,3.814697265625e-06
2244,1.8832829458280576e-06,4.76837158203125e-07,1.5497207641601562e-06,4.291534423828125e-06
2245,1.8748184616435366e-06,4.76837158203125e-07,1.430511474609375e-06,4.291534423828125e-06
2246,1.8497033517536031e-06,4.76837158203125e-07,1.430511474609375e-06,4.0531158447265625e-06
2247,1.860266714011863e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2248,1.8467857485402211e-06,4.76837158203125e-07,1.5497207641601562e-06,4.0531158447265625e-06
2249,1.844960429615767e-06,4.76837158203125e-07,1.430511474609375e-06,4.0531158447265625e-06
2250,1.8215694616472737e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2251,1.814851034186739e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2252,1.807911053052802e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2253,1.805157232370423e-06,4.76837158203125e-07,1.430511474609375e-06,4.0531158447265625e-06
2254,1.800730426486002e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2255,1.7876871887909053e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2256,1.782182078433117e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2257,1.7835798325463588e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2258,1.7626381245017329e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2259,1.750902021520964e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2260,1.7514294048093396e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2261,1.7490671312116244e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2262,1.745316860215932e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2263,1.7503960384980133e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2264,1.721840757506256e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2265,1.7132580334493235e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2266,1.7240659985409418e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2267,1.7185273581938059e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2268,1.6901360640878099e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2269,1.6955017248844132e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2270,1.6914584649682846e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2271,1.688137269687092e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2272,1.6645793446884681e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2273,1.657360408878677e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2274,1.6683896302444538e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2275,1.647425884058017e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2276,1.6396563542892184e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2277,1.6441356617776835e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2278,1.6301690665031821e-06,4.76837158203125e-07,1.430511474609375e-06,3.337860107421875e-06
2279,1.6285462547342596e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2280,1.6154562958398666e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2281,1.6244435416372844e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2282,1.6091739529493862e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2283,1.6128392982919982e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2284,1.6068222686161086e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2285,1.6022145231044213e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2286,1.5955336949503717e-06,4.76837158203125e-07,1.430511474609375e-06,3.814697265625e-06
2287,1.5664179279130533e-06,4.76837158203125e-07,1.430511474609375e-06,3.337860107421875e-06
2288,1.5745744955105195e-06,4.76837158203125e-07,1.430511474609375e-06,3.4570693969726562e-06
2289,1.5757477319068591e-06,4.76837158203125e-07,1.3113021850585938e-06,3.337860107421875e-06
2290,1.5706889535690286e-06,4.76837158203125e-07,1.430511474609375e-06,3.337860107421875e-06
2291,1.5723297339614867e-06,4.76837158203125e-07,1.3113021850585938e-06,3.337860107421875e-06
2292,1.5677473353720394e-06,4.76837158203125e-07,1.430511474609375e-06,3.337860107421875e-06
2293,1.5455406253174198e-06,4.76837158203125e-07,1.1920928955078125e-06,3.5762786865234375e-06
2294,1.5454204612730953e-06,4.76837158203125e-07,1.430511474609375e-06,3.337860107421875e-06
2295,1.5321941392491807e-06,4.76837158203125e-07,1.2218952178955078e-06,3.337860107421875e-06
2296,1.532798825453892e-06,4.76837158203125e-07,1.1920928955078125e-06,3.337860107421875e-06
2297,1.5323656331907521e-06,4.76837158203125e-07,1.1920928955078125e-06,3.337860107421875e-06
2298,1.5202585613716535e-06,4.76837158203125e-07,1.3113021850585938e-06,3.337860107421875e-06
2299,1.524661430930277e-06,4.76837158203125e-07,1.1920928955078125e-06,3.337860107421875e-06
2300,1.5118087653478476e-06,4.76837158203125e-07,1.3113021850585938e-06,3.337860107421875e-06
