year,V_total,V_emissions,V_climate,V_residual,f_emissions,f_climate,f_residual,mean
2035,0.5639100183097931,0.5454217609628345,0.018488257346958397,3.733099762100046e-16,0.9672141711502599,0.032785828849739594,6.6200273818317e-16,5.318089960008791
2036,0.6662834535304113,0.6445987439763358,0.021684709554074838,6.605287920565917e-16,0.9674542277176844,0.0325457722823145,9.913630430962564e-16,5.730054040980369
2037,0.7818368791087108,0.7552163017722545,0.026620577336455446,8.582329764105478e-16,0.9659512386179537,0.03404876138204524,1.0977136015749578e-15,6.1806847138162535
2038,0.9126639418915453,0.8814127849497735,0.03125115694177084,9.5781558931216e-16,0.9657583087187578,0.03424169128124108,1.0494723691253053e-15,6.587733046394597
2039,1.0749746274580336,1.0381708505709162,0.036803776887116564,9.426526801493234e-16,0.9657631204057844,0.03423687959421476,8.76906911169049e-16,7.032165135028442
2040,1.2588252145438528,1.2161318185805547,0.04269339596329674,1.401918297420631e-15,0.9660847308506063,0.03391526914939268,1.113671923014848e-15,7.489783059657555
2041,1.4831664907549642,1.4343967985522716,0.048769692202691395,1.0945270558856299e-15,0.9671178572960695,0.03288214270392972,7.379664135538092e-16,7.9278843305670925
2042,1.7891330197690016,1.7338990039493836,0.0552340158196173,7.124841342772688e-16,0.9691280552036597,0.030871944796339777,3.9822870988612073e-16,8.414366939031321
2043,2.131836741047198,2.0698930668236475,0.061943674223549655,9.29139226606363e-16,0.9709435187831866,0.029056481216812955,4.35839766111711e-16,8.906722746574763
2044,2.578125332167962,2.5087252157865088,0.0694001163814515,1.6009832787841883e-15,0.9730811704475615,0.026918829552437816,6.209873735804424e-16,9.376204935405708
2045,3.038736789484851,2.961581397289905,0.07715539219494422,1.2901363860452884e-15,0.9746093862219551,0.02539061377804432,4.2456338782274126e-16,9.900614690364247
2046,3.618295009691051,3.5184322106614543,0.09986279902959473,1.8030071658452603e-15,0.9724005923336463,0.027599407666353205,4.983029744717279e-16,10.415477367615937
2047,4.363812094885693,4.234789488265456,0.12902260662023599,1.5012643238904806e-15,0.9704335100103303,0.029566489989669372,3.4402588636892373e-16,10.973777561218808
2048,5.248312700332435,5.086685590762071,0.1616271095703612,2.450024193101754e-15,0.9692039863478169,0.03079601365218264,4.668213067690434e-16,11.559524663447135
2049,6.3635501481103125,6.164198477476634,0.19935167063367504,3.873002390646838e-15,0.9686728844758336,0.03132711552416594,6.086229071042908e-16,12.188906701921391
2050,7.671878117826555,7.433944350303892,0.23793376752266,3.1817278586410823e-15,0.9689862424991093,0.031013757500890367,4.1472606965013497e-16,12.809982986523309
2051,9.271973794228114,8.990135196494556,0.2818385977335514,5.234952265276726e-15,0.9696031714510448,0.030396828548954535,5.64599553606971e-16,13.460555392075667
2052,11.101102211717434,10.768234416918483,0.3328677947989467,3.767147984283952e-15,0.9700148878507215,0.029985112149278126,3.3934900448963097e-16,14.1522930566091
2053,13.243327204427741,12.850864400740642,0.39246280368709435,6.092167787491802e-15,0.9703652414813186,0.029634758518680963,4.600179164534243e-16,14.806854159489271
2054,15.664495210783384,15.206697731730769,0.45779747905261026,5.040874384481664e-15,0.9707748336034813,0.02922516639651842,3.2180254241525406e-16,15.515863283744787
2055,18.48529639719965,17.95334362003761,0.5319527771620313,7.042550658657331e-15,0.9712229241159138,0.028777075884085748,3.8098121378915034e-16,16.188582418738118
2056,21.693921416619983,21.076318168854655,0.6176032477653227,5.072493964105691e-15,0.9715310461440054,0.028468953855994388,2.338209799275658e-16,16.933848032550166
2057,25.397466939950792,24.68793643636486,0.7095305035859241,5.427692657596024e-15,0.9720629421326336,0.027937057867366152,2.1370999991570575e-16,17.688746197176545
2058,29.478297420306358,28.671335492960136,0.8069619273462193,4.594689215429663e-15,0.9726252192981016,0.027374780701898246,1.5586684501882307e-16,18.470854633926677
2059,34.14092910881981,33.23195442491873,0.9089746839010735,8.993824994371148e-15,0.9733758070554015,0.02662419294459837,2.6343234437775524e-16,19.286153702057327
2060,39.26633538635206,38.24651396067484,1.0198214256772167,1.0510194701907567e-14,0.9740280977167102,0.025971902283289713,2.676642624908825e-16,20.094442352620195
2061,44.95164968174627,43.81427084063993,1.1373788411063366,4.632393326035042e-15,0.9746977285781749,0.02530227142182498,1.0305279914823994e-16,20.923190022821082
2062,51.34991330183024,50.08688658571448,1.2630267161157454,1.2383775224475514e-14,0.9754035277782885,0.02459647222171119,2.4116448165520323e-16,21.80699070928149
2063,58.283976859873974,56.89009801230792,1.393878847566044,1.1028808986382508e-14,0.9760846990431484,0.023915300956851314,1.8922540259903526e-16,22.659518590145083
2064,65.81509196710054,64.2810941301207,1.5339978369798253,1.927993603510072e-14,0.9766923088438949,0.02330769115610498,2.9294095714001763e-16,23.58489945495083
2065,73.99927375201844,72.30591116949732,1.6933625825210998,7.475589390700201e-15,0.9771164972754218,0.0228835027245779,1.0102246970357994e-16,24.490917837266128
2066,82.8497841957089,81.00845686878657,1.8413273269223278,1.4145871928379364e-14,0.9777751101611474,0.022224889838852433,1.707412042856236e-16,25.416404681183174
2067,92.2990158246978,90.30137857714476,1.997637247553029,1.8341941570335256e-14,0.9783568954695343,0.021643104530465557,1.9872304603086822e-16,26.368368837714435
2068,102.69732480082583,100.50919099359166,2.188133807234151,1.3598659891989588e-14,0.9786933709181043,0.021306629081895574,1.3241493795834726e-16,27.316114926052116
2069,113.69928910190595,111.31877191416952,2.3805171877364226,2.02156291174738e-14,0.979063042464559,0.020936957535440896,1.7779908104223074e-16,28.342349524335276
2070,125.60622561484827,122.99655069155911,2.609674923289144,1.9873326338659286e-14,0.9792233632487986,0.020776636751201342,1.5821927807621348e-16,29.352340170929242
2071,138.19774631329383,135.37627079046464,2.8214755228291746,2.2819571409223856e-14,0.979583780502231,0.02041621949776879,1.6512260161965278e-16,30.41392471578242
2072,151.8086111032894,148.74888546768244,3.05972563560693,1.994067241605359e-14,0.9798448479742355,0.020155152025764313,1.3135402709459025e-16,31.485753145191918
2073,166.1788441359014,162.86668082685327,3.3121633090480773,1.744574312168739e-14,0.9800686824711609,0.01993131752883889,1.0498173345952645e-16,32.56972972320003
2074,181.45288528691415,177.8742647250581,3.578620561856024,3.4184725577885825e-14,0.9802779627549184,0.019722037245081512,1.8839449989363783e-16,33.65904593822337
2075,197.61681436112812,193.76639763709764,3.850416724030446,2.8931193120509543e-14,0.9805157433770075,0.019484256622992278,1.4640046300736443e-16,34.74414055502473
2076,214.7567875903256,210.63252718540383,4.124260404921736,3.3382873429034637e-14,0.9807956691325199,0.01920433086748,1.5544502133602634e-16,35.839301048812644
2077,232.82598548701816,228.4102238238182,4.415761663199933,2.6001126022602978e-14,0.981034068624414,0.01896593137558585,1.1167622019601735e-16,37.00601310268566
2078,251.85986734942182,247.13901852297516,4.720848826446636,2.01062866691599e-14,0.981256049738575,0.0187439502614249,7.983124457563985e-17,38.18082790923733
2079,272.0540839952103,267.03020380693744,5.023880188272785,3.2649798511869517e-14,0.9815335240901536,0.01846647590984605,1.200121609365156e-16,39.352661811718626
2080,293.34616989029286,287.96947890213863,5.376690988154188,4.901154819775831e-14,0.9816711737188694,0.018328826281130552,1.6707751192418129e-16,40.52664249007679
2081,315.55108884663764,309.7914210806799,5.759667765957664,4.2455787552802955e-14,0.9817472733590946,0.01825272664090519,1.3454489321517466e-16,41.72397457240864
2082,338.8658003398583,332.7572367813382,6.108563558520146,2.802622323708856e-14,0.9819735023351613,0.01802649766483868,8.270596563294452e-17,42.949799058251436
2083,363.44452476610684,356.9658298294221,6.478694936684688,2.9741382428433543e-14,0.9821741847924271,0.017825815207572666,8.183197269947452e-17,44.19678407835978
2084,389.1614026906646,382.2645052396902,6.896897450974365,4.697080157705651e-14,0.9822775398503315,0.017722460149668412,1.2069748246434531e-16,45.45843593080024
2085,415.6469474923729,408.296995384426,7.349952107946812,4.199362977670951e-14,0.9823168384796529,0.017683161520346987,1.0103196963206399e-16,46.71448339524757
2086,443.55042772084795,435.78648147056884,7.76394625027903,4.346956366696434e-14,0.9824959108028064,0.017504089197193453,9.800365629299373e-17,47.95236679827662
2087,472.6012316996453,464.33629869520473,8.26493300444056,6.781543242025388e-14,0.9825118250862003,0.017488174913799663,1.4349398154627107e-16,49.233051904682796
2088,502.8901273551968,494.0874553377987,8.802672017398061,5.5431871545974376e-14,0.982495834500285,0.017504165499714886,1.1022660523781219e-16,50.538617919432355
2089,533.9430144155946,524.5837148538817,9.35929956171271,6.965394772555015e-14,0.9824713512321971,0.017528648767802586,1.3045202548775177e-16,51.81642148316131
2090,566.3535219676808,556.5045364597213,9.848985507959378,6.716337007134298e-14,0.9826098273853031,0.017390172614696685,1.1858912757882644e-16,53.09763055788838
2091,599.8816787106898,589.547336757998,10.33434195269171,7.024243096577935e-14,0.9827726994848331,0.017227300515166664,1.1709380942713503e-16,54.4219302875289
2092,634.56077356329,623.6250904204189,10.935683142871003,6.275326508614352e-14,0.9827665314364403,0.017233468563559572,9.889244293144857e-17,55.75750711885112
2093,670.9891197638874,659.4223221794067,11.566797584480744,5.5715557096483924e-14,0.9827615720675904,0.017238427932409626,8.303496354171812e-17,57.130769918598595
2094,707.3540384068673,695.1139038143261,12.240134592541008,8.32201803505289e-14,0.9826958864614544,0.01730411353854536,1.176499685192452e-16,58.530382871636604
2095,745.2364721998229,732.3237119052405,12.912760294582176,1.5166720520167424e-13,0.9826729356703842,0.017327064329615678,2.0351554286383233e-16,59.949851253377894
2096,784.831881800551,771.2046030588938,13.627278741657038,9.075615853647162e-14,0.9826366906624721,0.017363309337527822,1.1563770616486686e-16,61.360230560813456
2097,825.5730857368675,811.2073018881018,14.365783848765574,1.2786040703156797e-13,0.9825990162507012,0.017400983749298653,1.548747279199949e-16,62.75104522174046
2098,868.1602521217567,852.9889761320027,15.171275989753857,1.3130267381517851e-13,0.9825247977517102,0.01747520224828968,1.5124243881734836e-16,64.1514868408156
2099,910.7805623220958,894.7821513941466,15.998410927949042,9.692766325518485e-14,0.9824343957372562,0.017565604262743627,1.0642263050504866e-16,65.55908281488426
2100,955.8887369120011,939.0706578747629,16.81807903723814,7.064430298795641e-14,0.9824058194350432,0.0175941805649567,7.390431570119012e-17,67.00574610612749
2101,1002.4026250173787,984.731362887046,17.671262130332607,1.2933254439741963e-13,0.9823710935214018,0.0176289064785981,1.2902255158717025e-16,68.41056486694613
2102,1050.5051521556122,1031.9166866442538,18.58846551135838,9.463509948105592e-14,0.982305212427359,0.017694787572640914,9.008532636595536e-17,69.8408502046837
2103,1099.6099224376746,1080.0908451361688,19.51907730150561,1.2435651201732375e-13,0.9822490895150938,0.017750910484906016,1.130914786051071e-16,71.29042567363736
2104,1149.5824001737165,1129.1432338286268,20.439166345089355,1.3789383523447509e-13,0.9822203555465001,0.017779644453499582,1.1995124074067033e-16,72.75599756549423
2105,1201.3307959194753,1179.9732699180693,21.357526001406182,9.688222826668878e-14,0.9822217776536233,0.01777822234637675,8.06457543548919e-17,74.23527316448806
2106,1254.7174124442517,1232.3917680449267,22.3256443993247,1.229130339521978e-13,0.9822066353922406,0.017793364607759158,9.796073022749969e-17,75.72928587703161
2107,1307.948667583752,1284.6875120896716,23.261155494080157,1.3199988043764765e-13,0.9822155440266229,0.017784455973376856,1.0092130043719418e-16,77.22527171469301
2108,1363.1432414524234,1338.9188832107093,24.224358241713976,9.55680940545051e-14,0.9822290442375644,0.01777095576243552,7.010862185890142e-17,78.75930657528362
2109,1418.8693587727146,1393.6829574564074,25.186401316307112,1.0783376798957105e-13,0.982248963824201,0.017751036175798946,7.599978625434866e-17,80.2776926065245
2110,1477.5776853159878,1451.3325681286246,26.245117187362904,1.2594678408200777e-13,0.9822377412381195,0.017762258761880426,8.523868851949627e-17,81.7855865565221
2111,1537.352844484834,1509.9850211305866,27.36782335424709,1.9225709452098026e-13,0.9821980858509952,0.017801914149004637,1.2505723407003908e-16,83.28523068148198
2112,1598.1996740782677,1569.6781421746837,28.521531903583725,1.9124436691396943e-13,0.9821539621324017,0.01784603786759811,1.196623738671866e-16,84.80907780279796
2113,1659.9600683606732,1630.2242735507316,29.735794809941268,1.644066808138008e-13,0.9820864396820655,0.017913560317934302,9.904255165376593e-17,86.35008712284677
2114,1723.402301905484,1692.4196430612985,30.982658844185064,1.8005560091919512e-13,0.9820223874542066,0.01797761254579329,1.0447682512673693e-16,87.89508475581916
2115,1788.294992196363,1756.0400698942663,32.25492230209658,1.7809213914376714e-13,0.9819633100563114,0.018036689943688466,9.95876742488869e-17,89.44070276963352
2116,1854.4952405086217,1820.9731875960138,33.52205291260775,1.3191931037483908e-13,0.9819238938011974,0.018076106198802563,7.113488753880993e-17,90.98449396463978
2117,1922.189232722418,1887.3675798988847,34.82165282353287,2.16340535325753e-13,0.9818843783792218,0.01811562162077798,1.125490308877381e-16,92.51985876241848
2118,1991.0976790553254,1954.9994822177061,36.09819683761911,2.1513309445085468e-13,0.9818702029451684,0.01812979705483152,1.0804748391496514e-16,94.0653971062885
2119,2062.027511500299,2024.6093295964288,37.41818190387006,3.146548744009753e-13,0.9818536941456006,0.01814630585439918,1.5259489635617776e-16,95.62842932267561
2120,2135.5981830958312,2096.8338947635957,38.76428833223516,2.589646382863106e-13,0.9818485103428766,0.018151489657123238,1.2126093772514228e-16,97.15845813982654
2121,2209.789342100977,2169.7348011977488,40.05454090322845,1.4737881601866418e-13,0.9818740455752465,0.01812595442475355,6.669360432272809e-17,98.73796860387569
2122,2284.3900199574227,2242.955044722338,41.43497523508443,2.7726224305992736e-13,0.9818616896094402,0.018138310390559624,1.2137255050041544e-16,100.30354668464462
2123,2362.3606017138904,2319.5414653752296,42.8191363386602,3.322491127404954e-13,0.9818744283545892,0.01812557164541051,1.4064284364522883e-16,101.87719864425034
2124,2442.018209519826,2397.7497427240037,44.268466795822626,1.990828052418175e-13,0.98187217989479,0.01812782010521008,8.152388236325361e-17,103.43886279573472
2125,2522.4771597095696,2476.684822562717,45.792337146852546,2.8888465235451295e-13,0.98184628274211,0.018153717257889834,1.1452418954222534e-16,105.05124905546155
2126,2605.301324915688,2557.9160471585496,47.385277757138034,3.8124290177548533e-13,0.9818119780219005,0.018188021978099406,1.463335154860918e-16,106.62656015901578
2127,2688.759305401905,2639.7557379872296,49.003567414674706,2.475444605454145e-13,0.9817746544600613,0.018225345539938487,9.206642634321354e-17,108.21697195796409
2128,2774.0410744441574,2723.420924344805,50.620150099352664,2.0970372731955144e-13,0.9817521987811607,0.018247801218839402,7.55950332716578e-17,109.83456880462458
2129,2860.4229843166167,2808.079108738222,52.34387557839472,2.0288177843490266e-13,0.9817006520135693,0.018299347986430823,7.092719487547158e-17,111.42553222065052
2130,2950.8906104728057,2896.9794932092136,53.91111726359188,3.2980683234825036e-13,0.9817305605730487,0.01826943942695117,1.1176518410331963e-16,112.99798020382791
2131,3042.037075500895,2986.635940791859,55.401134709035404,4.501130951001284e-13,0.981788146122475,0.018211853877524876,1.479643685887733e-16,114.58649867993796
2132,3135.831046494091,3078.7202279725534,57.11081852153699,2.8948253056399403e-13,0.9817876608545641,0.01821233914543572,9.231445389496992e-17,116.13646329914707
2133,3230.2755073525873,3171.38018357429,58.89532377829645,4.484253075488003e-13,0.9817677087777056,0.018232291222294177,1.388195237613998e-16,117.75005103826585
2134,3326.889009276033,3266.376549507048,60.51245976898443,3.7584504994540464e-13,0.981811097514746,0.018188902485253813,1.1297192328853574e-16,119.33674275692995
2135,3425.1370110746616,3362.9755993309627,62.16141174369841,3.783587726040559e-13,0.9818514087049045,0.018148591295095322,1.1046529565990795e-16,120.93269359752911
2136,3524.6058619444098,3460.795962198395,63.80989974601422,4.0204774604312146e-13,0.9818958765191371,0.01810412348086273,1.1406885245924346e-16,122.54414853908985
2137,3625.904201486953,3560.4798225835502,65.42437890340227,3.5345802444785216e-13,0.9819563961793109,0.018043603820688998,9.748134666737802e-17,124.19121916013334
2138,3728.3286329833654,3661.190849305811,67.13778367755413,4.067444050728129e-13,0.9819925252608883,0.018007474739111518,1.0909564180433867e-16,125.79811080034023
2139,3833.0731917152234,3764.25195522399,68.82123649123271,4.55580863028978e-13,0.982045415506288,0.01795458449371184,1.188552475370591e-16,127.42199685951795
2140,3939.409534954346,3868.8945982907344,70.51493666361104,3.848990802285721e-13,0.9821001254025679,0.017899874597432086,9.770476433418916e-17,129.04412740360263
2141,4048.6019174591656,3976.365811197545,72.23610626161991,3.084325430702511e-13,0.98215776514107,0.01784223485892979,7.618248209095799e-17,130.6237994692371
2142,4159.064817797241,4085.1527545159174,73.91206328132367,3.5058643765948873e-13,0.9822286820428855,0.0177713179571146,8.42945356752505e-17,132.23586928742031
2143,4270.428130173764,4194.799043010145,75.62908716361754,5.715095016173381e-13,0.9822900456679642,0.0177099543320356,1.338295562403209e-16,133.85667234013022
2144,4384.842268549572,4307.381610039085,77.46065851048631,4.2093727444729155e-13,0.982334448136008,0.01766555186399189,9.59982705572965e-17,135.47170068048916
2145,4499.541404556524,4420.233237449171,79.30816710735363,3.939482597641638e-13,0.9823741666146153,0.017625833385384808,8.755298025821622e-17,137.10195558163284
2146,4616.936779684347,4535.812287929518,81.12449175482895,3.680094738225617e-13,0.9824289359750826,0.017571064024917253,7.970857981895995e-17,138.75922056640067
2147,4734.69866882982,4651.765891721506,82.93277710831431,4.207902508934362e-13,0.9824840432498292,0.017515956750170782,8.887371305457004e-17,140.39737340304833
2148,4854.063967032439,4769.35174636895,84.71222066348894,3.7195177893281483e-13,0.9825481861716631,0.017451813828336972,7.662688037467495e-17,142.00549272122703
2149,4975.820983598758,4889.324112751141,86.49687084761607,5.865647160081468e-13,0.9826165629485613,0.01738343705143855,1.1788300221040394e-16,143.6354300035607
2150,5100.372432229648,5012.096552819373,88.27587941027575,3.2946384203252913e-13,0.9826922679503847,0.017307732049615363,6.459603615426622e-17,145.28789288709294
2151,5225.87297116979,5135.766786326638,90.10618484315145,4.117336595055882e-13,0.9827576779343372,0.017242322065662757,7.878753689135757e-17,146.91531516350418
2152,5355.8456066868175,5263.820829479839,92.02477720697789,6.076153311226336e-13,0.9828178808791491,0.017182119120850717,1.1344900053952653e-16,148.5195847978977
2153,5486.095738499437,5392.1783156528245,93.91742284661302,4.2285838941240124e-13,0.9828808268533241,0.017119173146675968,7.707820088609352e-17,150.14483746958504
2154,5617.949808301873,5522.093395067898,95.85641323397432,4.792898704800116e-13,0.9829374742557642,0.017062525744235627,8.531401789523741e-17,151.79641862382323
2155,5750.788305822585,5652.929165053384,97.8591407692008,3.3664043494872505e-13,0.9829833519223582,0.017016648077641795,5.853813721640245e-17,153.43367652818176
2156,5887.107471499615,5787.20333268488,99.90413881473461,6.307756289024266e-13,0.9830300127357303,0.016969987264269557,1.0714525460187496e-16,155.0846299642045
2157,6023.700373932821,5921.793843724256,101.90653020856442,5.726246160577037e-13,0.9830824038576753,0.01691759614232448,9.506193544016568e-17,156.73177175280782
2158,6162.151470658751,6058.246289663427,103.90518099532358,4.617989780063059e-13,0.9831381650564626,0.016861834943537313,7.494119224513939e-17,158.40674265430002
2159,6302.2743217750985,6196.336369544416,105.93795223068135,5.686100637127532e-13,0.9831905203071446,0.01680947969285521,9.022299485570448e-17,160.08228064848575
2160,6444.326762073799,6336.2260549179155,108.10070715588233,7.625915153680487e-13,0.9832254460167851,0.01677455398321473,1.1833532710601488e-16,161.74002305572293
2161,6588.771826295649,6478.495403927033,110.27642236861426,4.923548288535813e-13,0.9832629774902047,0.016737022509795134,7.472634382156074e-17,163.38474736573605
2162,6734.274529932944,6621.800643086958,112.47388684598488,6.477233225857949e-13,0.983298291991802,0.016701708008198,9.618308842426188e-17,164.97786802583235
2163,6883.303090331906,6768.745085852944,114.55800447896173,4.2034397310474133e-13,0.9833571175094894,0.016642882490510505,6.106718934041197e-17,166.58192096796574
2164,7033.578713404066,6916.859880616125,116.71883278793923,8.375120743626525e-13,0.9834054842429635,0.01659451575703635,1.1907339186616124e-16,168.23630064853197
2165,7187.2831081861,7068.431177111184,118.85193107491497,7.665976408661189e-13,0.9834635801476156,0.016536419852384302,1.0666028168460307e-16,169.86342331773338
2166,7341.655776881582,7220.526597483712,121.1291793978703,3.192047476131713e-13,0.9835011088671172,0.016498891132882935,4.3478577219368856e-17,171.5306409451096
2167,7495.540418365028,7372.220933107868,123.3194852571586,7.8259686774905e-13,0.9835476192010103,0.016452380798989513,1.0440833136348489e-16,173.1834586082723
2168,7653.931942817796,7528.257519548942,125.6744232688531,6.413820235460583e-13,0.9835804101463453,0.016419589853654493,8.379771708682497e-17,174.8444449677256
2169,7814.233976425611,7686.261538568596,127.97243785701471,5.57011166777634e-13,0.98362316277666,0.016376837223339952,7.128160846706847e-17,176.5144899302269
2170,7976.889222271762,7846.607677690077,130.28154458168387,6.182693475114677e-13,0.9836676251917935,0.016332374808206325,7.750757598403616e-17,178.19175018472916
2171,8141.381949209784,8008.842532504225,132.53941670555741,7.55273421156979e-13,0.9837202802260834,0.016279719773916505,9.276968282151252e-17,179.82318442386725
2172,8308.86155861903,8174.036194767322,134.82536385170818,5.49627487654959e-13,0.983773304814322,0.016226695185677972,6.614955415700891e-17,181.46184789732857
2173,8478.134668766292,8341.041591113568,137.09307765272308,4.109109927912219e-13,0.9838298065542909,0.016170193445709018,4.846714623501212e-17,183.10845772416386
2174,8649.733406966963,8510.324535050822,139.40887191614115,5.661371931887753e-13,0.9838828706785514,0.016117129321448646,6.545140370832443e-17,184.74403931986976
2175,8820.944005451145,8679.153908741762,141.79009670938302,6.027082345446685e-13,0.9839257457453806,0.016074254254619454,6.832695391470667e-17,186.38678032025666
2176,8993.900318264323,8849.684718902163,144.21559936215994,7.468082043296319e-13,0.9839651770356744,0.016034822964325582,8.303496568814028e-17,188.03512245488656
2177,9171.050860019941,9024.411076343657,146.6397836762834,9.754258270566227e-13,0.9840105800399012,0.015989419960098724,1.0635922119992493e-16,189.70621395696753
2178,9349.135256333166,9200.017516399166,149.1177399339969,9.34571787101102e-13,0.9840501034752935,0.015949896524706235,9.996344704372705e-17,191.36269531216803
2179,9529.894990590932,9378.267502938905,151.62748765202795,7.738411451453511e-13,0.9840892803329173,0.01591071966708269,8.120143463378987e-17,192.98021054264143
2180,9713.524777964814,9559.39790443543,154.12687352938516,5.818200529021949e-13,0.9841327554052239,0.015867244594776023,5.989793264563003e-17,194.67326672012462
2181,9898.539030979246,9742.216370686994,156.32266029224886,1.065259175935135e-12,0.9842075017532373,0.015792498246762394,1.076178184074656e-16,196.3787744984811
2182,10084.137513762822,9925.28292986473,158.8545838980899,9.256743669868093e-13,0.984247082739472,0.015752917260527768,9.179509558685111e-17,198.04344974074445
2183,10270.049841856844,10108.658670131514,161.39117172532835,1.274810132714401e-12,0.984285259155456,0.0157147408445438,1.2412891391420093e-16,199.68574500357744
2184,10459.092571239238,10295.08484999755,164.00772124168668,1.1209476380757773e-12,0.9843191251894373,0.015680874810562493,1.0717446379222195e-16,201.3672703587141
2185,10647.752608737686,10481.124558040798,166.62805069688739,1.0513980003092442e-12,0.9843508713228225,0.0156491286771774,9.874365407836891e-17,203.0195921916987
2186,10840.98516465311,10671.724088502024,169.26107615108407,9.694361965225709e-13,0.9843869285327537,0.015613071467246132,8.942325644752333e-17,204.6263609680889
2187,11035.77659614608,10863.910862904582,171.8657332414944,1.404813150075157e-12,0.9844264939812649,0.015573506018734872,1.2729626572594328e-16,206.29528120412192
2188,11233.386602778179,11058.861296420097,174.52530635808023,1.1629491107256482e-12,0.9844636962539044,0.015536303746095376,1.0352613613761268e-16,207.9380592069808
2189,11433.075372871555,11255.90076097734,177.1746118942138,1.343084975227225e-12,0.9845033286219195,0.015496671378080336,1.1747363954357393e-16,209.5945596045864
2190,11634.005615262133,11454.093114401128,179.9125008610023,1.1924383458325283e-12,0.9845356357207714,0.015464364279228395,1.0249594037226711e-16,211.2308513017315
2191,11832.729600103226,11650.070082563605,182.65951753961932,1.1008119173211054e-12,0.9845631968520578,0.015436803147941944,9.303110563022602e-17,212.86721315311067
2192,12037.92558242981,11852.433478640205,185.4921037896054,6.715503663149199e-13,0.9845910242159709,0.015408975784029104,5.57862201187798e-17,214.54660597509985
2193,12246.856694615119,12058.612321488497,188.24437312661874,1.1286293732756554e-12,0.9846291682983935,0.015370831701606245,9.215665712589811e-17,216.1778641128618
2194,12456.52439347725,12265.436034785484,191.08835869176502,1.2297284535272429e-12,0.9846595765676156,0.015340423432384299,9.872163491857965e-17,217.81246949204527
2195,12665.318652332104,12471.445956623973,193.8726957081301,8.952259094854704e-13,0.9846926318215901,0.015307368178409922,7.068325196228914e-17,219.45094443985582
2196,12875.899902390724,12679.177620777518,196.72228161320504,8.550716094203837e-13,0.9847216673704742,0.01527833262952586,6.640868722982375e-17,221.0494017202497
2197,13087.933961931007,12888.289532008643,199.64442992236258,1.34886323110048e-12,0.9847459170788092,0.01525408292119063,1.0306158596337136e-16,222.7035315196553
2198,13299.716795582004,13097.099536206586,202.6172593754156,1.2003775726981448e-12,0.9847652951946522,0.01523470480534762,9.025587470380534e-17,224.32801609713553
2199,13516.467974392246,13311.34089886779,205.12707552445443,1.0106884141424965e-12,0.9848239143603875,0.015176085639612352,7.477459466905895e-17,225.96999188198868
2200,13736.38488209408,13528.703727787371,207.6811543067069,1.3654739395762988e-12,0.9848809453077112,0.015119054692288615,9.940562610154058e-17,227.62848123645153
2201,13957.276729865076,13746.93315539432,210.343574470755,1.4820885060237004e-12,0.9849294687966834,0.015070531203316506,1.061875131308676e-16,229.3052533619857
