year,V_total,V_emissions,V_climate,V_internal,V_brick,mean,f_emissions,f_climate,f_internal,f_brick,p5,p50,p95
2058,65.71847146239136,5.965731717878729,43.94332252221892,0.9611098713517208,14.848307350941996,29.512300874750338,0.09077709181493565,0.6686601429457518,0.014624653464463701,0.22593811177484888,16.17923906724412,31.364700919083436,40.76692190542768
2059,70.33159766332456,6.765872111529491,46.54942304429072,1.009787248683135,16.00651525882122,30.897431819184813,0.09619960780526467,0.6618564712139988,0.014357518984809062,0.22758640199592753,16.725332961212366,32.90055501790918,42.388506760701304
2060,74.76790516331816,7.622738556759239,48.98385688530687,1.0936913138455733,17.06761840740648,32.25184004937125,0.10195201457241075,0.6551455036530676,0.014627818065205718,0.22827466370931596,17.324826532923115,34.37417679248201,43.95273475485537
2061,79.35062870065572,8.551556255912224,51.7354939087296,1.1322326163533545,17.931345919660536,33.64348045143829,0.10776923127064723,0.6519859357875772,0.01426872899299408,0.22597610394878143,17.780543135162382,35.89158284851646,45.551896043649315
2062,83.78471805731832,9.466497163568242,54.372808198690926,1.171476981202264,18.773935713856883,35.061482367407955,0.1129859643030854,0.6489585387336831,0.013981988701099884,0.2240735082621316,18.442007307227538,37.430745208583424,47.15078592409606
2063,88.51187506471773,10.521731701455652,57.11245572028683,1.229870052678493,19.647817590296754,36.4677145224802,0.11887367309485217,0.645251901832693,0.013894972304894025,0.22197945276756081,18.942601982866165,38.93074730354466,48.765301158036195
2064,93.58924215742051,11.653745464742899,60.168447250197275,1.2850926953867012,20.481956747093644,37.865864813678606,0.12452013923930354,0.6428991822478032,0.013731200998776425,0.21884947751411693,19.479252812381887,40.44645424589629,50.375628592634655
2065,98.5967025745633,12.844884745267368,63.12717055547809,1.362155145451406,21.26249212836644,39.26897049823748,0.13027702154190687,0.6402564072336847,0.01381542292878692,0.21565114829562154,20.065532989873805,41.95217007390184,51.97849268552944
2066,103.50747044153873,14.077326889975737,65.90071834330243,1.4518380085022293,22.077587199758323,40.69547276482867,0.13600300374383745,0.6366759622487665,0.01402640797141527,0.21329462603598065,20.642173386836124,43.4670241177334,53.58366397114999
2067,108.9441710663068,15.489931181167808,69.1924000557872,1.5059946257541088,22.755845203597673,42.14040168654255,0.1421822850140386,0.6351179634353689,0.013823544766222636,0.20887620678436997,21.213688734912353,45.024496844868565,55.22787946755317
2068,114.43453649581828,16.93347931488951,72.58539572403087,1.513131371129633,23.402530085768262,43.555274112241065,0.14797525147059343,0.6342962356183731,0.013222680997051327,0.20450583191398208,21.72798162931417,46.55105092642063,56.84940798429703
2069,119.72193117025537,18.40276420448995,75.72913350673738,1.5743864459123766,24.015647013115647,44.99710065776532,0.15371255729511715,0.6325418640219204,0.013150359591789888,0.20059521909117248,22.268629340900272,48.083015102933274,58.47917264752399
2070,124.9167351770462,19.89736849436971,78.70273444373981,1.6384796920312186,24.678152546905448,46.441200050378995,0.15928505068731502,0.6300415579401218,0.013116574730431265,0.19755681664213176,22.960248709870857,49.594893054169695,60.1120602803605
2071,130.34081954936175,21.454638658955542,81.86042103795184,1.6983083385699307,25.327451513884455,47.87737885786666,0.1646041411518852,0.6280489973975516,0.0130297503456065,0.1943171111049568,23.57633602696479,51.114044541639984,61.7406212602233
2072,135.8379438370856,23.11941000176717,84.96929540406259,1.7482549966847514,26.000983434571072,49.354310109126814,0.17019846847427958,0.6255195934500359,0.012870152089327005,0.19141178598635747,24.179576756320365,52.64180822672621,63.43260551616799
2073,141.4902672136454,24.852285676704962,88.20007950495182,1.8465522739490516,26.591349758039577,50.829235351732606,0.1756466092411775,0.6233649935212345,0.013050737059962023,0.18793766017762592,24.791258369079653,54.183549577036985,65.1295807974387
2074,147.47197271940573,26.713368079295435,91.59592522523296,1.9128876182618182,27.249791796615504,52.26986037890325,0.1811419999793645,0.6211073435595259,0.012971194342815642,0.1847794621182939,25.421879344026678,55.683450794746776,66.78798376324202
2075,153.09734207101036,28.572727766316316,94.81135643063189,1.9869605975935267,27.726297276468625,53.75958779382914,0.18663111573199992,0.6192880630589656,0.01297841341146161,0.18110240779757286,26.137230181984748,57.21319239225074,68.50141257580535
2076,158.96857173546232,30.50200521903676,98.15183306205097,2.0845595969734405,28.230173857401155,55.18061966390725,0.19187443710442828,0.6174291684861096,0.013113029665022913,0.17758336474443923,26.701343576595534,58.69599933261394,70.11834114398366
2077,164.6341913644253,32.45586828111427,101.38512839529074,2.117278091670467,28.675916596349833,56.61848926537549,0.1971392941656434,0.6158206114723164,0.012860500447223476,0.17417959391481677,27.319869575467777,60.169197787815605,71.74838278211416
2078,170.50779602405396,34.51805026555606,104.69685292132276,2.1660987571069796,29.126794080068187,58.070374399407825,0.20244265113066454,0.6140297122047892,0.012703810662131852,0.17082382600241455,28.019142884521266,61.657077722934275,73.3986409126464
2079,176.47243990351203,36.698467135439365,108.05933141722132,2.1411697523949074,29.573471598456425,59.559085417197345,0.2079557983983482,0.612329786318497,0.012133167952829418,0.16758124733032534,28.874190309720337,63.19621336893807,75.0942034057551
2080,182.8643283544494,39.03374734717494,111.55726727776204,2.1467264170318883,30.126587312480563,61.019721098346054,0.21345741784868552,0.6100548329006434,0.011739448783421813,0.16474830046724928,29.498527973314303,64.70196031160827,76.77537176878411
2081,189.19106553643505,41.39258601281199,115.04138287132088,2.1510763307997958,30.60602032150241,62.52658475876651,0.2187872133149991,0.6080698501545562,0.01136986212694877,0.1617730744034961,30.459367259975934,66.25878382789985,78.5161292427447
2082,195.81392066317835,43.91140687711099,118.58703948631678,2.169799222634007,31.145675077116582,64.017944053339,0.22425069029000996,0.6056108732448069,0.011080924253420686,0.15905751221176248,31.134423910286245,67.77131242996127,80.25488421638697
2083,202.68844317399174,46.49926938923474,122.35797648347766,2.1990236667924585,31.632173634486893,65.51782693721061,0.22941253413900295,0.6036751507259995,0.010849279970564348,0.1560630351644332,32.07146325748249,69.33798371252888,81.98534510738091
2084,209.3886824910535,49.131448243591755,125.91239850884199,2.225659818783884,32.119175919835826,67.00903308603793,0.23464232956187106,0.6013333529343059,0.01062932242710386,0.153394995076719,32.918781688809425,70.88422160392255,83.69530247980757
2085,216.43171410000954,51.92563500423451,129.64903232944172,2.240894603187473,32.616152163145806,68.52074650218438,0.23991694202560593,0.5990297349377044,0.01035381811998214,0.15069950491670744,33.8559013853205,72.44877551992657,85.44636285871844
2086,223.5793161076929,54.75179973362436,133.51559600080898,2.2909124584263565,33.02100791483321,69.97424693017692,0.24488758927615514,0.597173291005585,0.010246531290590753,0.14769258842766908,34.57500312125917,73.95093569723156,87.15125742613209
2087,230.68508872573904,57.63199707280677,137.34228092034564,2.3272830345893945,33.38352769799723,71.43039111658372,0.2498297457852827,0.5953669640244132,0.010088571599685387,0.14471471859061869,35.475169477905716,75.46946043256673,88.84548897973782
2088,237.9458651836889,60.57490525978783,141.26243672687409,2.3511555319891664,33.757367665037805,72.89315215574622,0.2545743134179926,0.5936746857013995,0.009881052272852594,0.14186994860775526,36.32181517941254,76.96966794460143,90.54498144204202
2089,245.06038713512936,63.58348209191126,144.93414847656817,2.3753798816257943,34.16737668502412,74.42099178766794,0.2594604653784805,0.5914221803487549,0.00969303896641598,0.13942431530634855,37.477999838952826,78.53933556635594,92.29936559199581
2090,252.46801002772776,66.76216819708561,148.67819746542784,2.3830994318376706,34.64454493337664,75.93051520382986,0.2644381289722739,0.5888991537941737,0.009439213433717572,0.13722350379983486,38.47128316402779,80.05637770075852,94.05492813554397
2091,260.1413073941926,70.07396491020123,152.5247637810748,2.402455924483287,35.140122778433266,77.38568158182092,0.2693688503841415,0.5863150504965893,0.009235195857776024,0.13508090326149308,39.35286215512176,81.5437115552427,95.77385773871207
2092,268.06667352071355,73.44187750523955,156.5716698586692,2.4370402992893623,35.61608585751545,78.90295168183647,0.2739686979387413,0.5840773409178402,0.009091172234436862,0.1328627889089816,40.18375088560188,83.08116195822197,97.57138419136457
2093,276.1767865369068,76.98294839469162,160.5433713551372,2.472955780133048,36.177511006944904,80.41276552563433,0.27874518115737446,0.5813065369043355,0.008954249237028384,0.1309940327012616,41.405229311231814,84.6456620812535,99.34056324464062
2094,284.10277902738613,80.51055193658752,164.42750974506208,2.487113608560702,36.677603737175836,81.92485096532461,0.28338530236209586,0.578760652422946,0.008754274129507746,0.12909977108545034,42.66023411812498,86.20170191982186,101.129002671168
2095,292.00362546106464,84.142479300098,168.205531465073,2.5061316711855777,37.14948302470804,83.41959551411914,0.2881555979561543,0.5760391885528191,0.008582536149092237,0.12722267734193424,43.74229336738085,87.70160055204988,102.91230326146761
2096,300.5275523916736,87.97437326482424,172.3499184608034,2.5460747459820716,37.65718592006392,84.91688071270222,0.2927331373270175,0.57349123928638,0.008472017709257505,0.12530360567734503,44.521850056871884,89.27701847141876,104.70765388901242
