year,V_total,V_emissions,V_climate,V_internal,f_emissions,f_climate,f_internal,mean
2066,0.19745110966397425,0.059363698654309925,0.12001663594742462,0.0180707750622397,0.30065011412362336,0.6078296351520689,0.09152025072430771,1.090959577095668
2067,0.20691049188021862,0.06373952558690432,0.1249900454438579,0.0181809208494564,0.30805361781172225,0.6040778517708768,0.08786853041740104,1.1135311055781931
2068,0.21649472565152822,0.06822992016181867,0.13046071454386995,0.0178040909458396,0.3151574245353309,0.6026045860990658,0.08223798936560338,1.1378890822651968
2069,0.22655847070755702,0.0730912423400955,0.13546921079419363,0.0179980175732679,0.3226153589041572,0.5979437024407622,0.07944093865508055,1.1616443035899602
2070,0.23683112828804265,0.0780156139984734,0.14094946707053255,0.0178660472190367,0.3294145265549213,0.5951475555151883,0.07543791792989038,1.1827249801797635
2071,0.2470417652814323,0.08309083823187981,0.145975065900473,0.0179758611490795,0.33634328242927647,0.5908922555430124,0.07276446202771111,1.2005924200598856
2072,0.25762299447808523,0.08852103535492506,0.15079843618170877,0.0183035229414514,0.3436068877867776,0.5853454055497227,0.07104770666349969,1.2154249421543626
2073,0.2678201642851825,0.09387641105652927,0.15571316128996893,0.0182305919386843,0.35052032511102116,0.5814094009895429,0.06807027389943593,1.2300282498230626
2074,0.2784853399586948,0.09941254633760992,0.16121647466087807,0.0178563189602068,0.3569758693666061,0.5789047088970279,0.06411942173636596,1.2451784905035466
2075,0.2897470166523118,0.10529054687925245,0.1662285947237689,0.0182278750492904,0.3633878550183594,0.5737025238235275,0.06290962115811302,1.2596171115640846
2076,0.30022909306662243,0.11102383907200594,0.17132856083791967,0.0178766931566968,0.3697970704237153,0.5706594224028148,0.05954350717346992,1.2746006867322592
2077,0.31115730782851786,0.11678006084070805,0.17648701621748453,0.0178902307703253,0.3753087518840046,0.5671954724417028,0.05749577567429269,1.2898315730743823
2078,0.32287291349932834,0.12293109569680055,0.1819261573141442,0.0180156604883836,0.38074143279614653,0.5634605744483507,0.05579799275550278,1.3067500314660108
2079,0.3342398618573546,0.1288670393482864,0.18707992155842992,0.0182929009506383,0.3855525748250928,0.5597175648614618,0.05472986031344539,1.3264194594796646
2080,0.346372003243892,0.1351376930707217,0.1933432953017314,0.0178910148714389,0.3901518939322783,0.5581955050956933,0.05165260097202846,1.3478177807387146
2081,0.35854008800451675,0.14131916408317402,0.19939770361955295,0.0178232203017898,0.3941516410889979,0.5561378219359421,0.049710536975060005,1.369241236869161
2082,0.3709444928900937,0.14761352904086586,0.20499822321593544,0.0183327406332924,0.39793966987023566,0.5526385406580868,0.04942178947167755,1.3885363437967777
2083,0.3835015129335718,0.15400892959142215,0.21069667248464982,0.0187959108574999,0.40158623733538906,0.5494024544334604,0.04901130823115066,1.4062722552790012
2084,0.3953396567817711,0.16020207528841296,0.2164020781528654,0.0187355033404927,0.4052264237605819,0.5473826732042724,0.04739090303514572,1.4207542822523223
2085,0.40772818193698435,0.16685273427969263,0.22262985800450244,0.0182455896527893,0.4092254145568977,0.546025189985299,0.04474939545780334,1.4352044306639955
2086,0.42015697651525075,0.17381347162367422,0.22780365251535775,0.0185398523762188,0.4136869821019506,0.5421870044970895,0.04412601340096003,1.447351326353673
2087,0.4321422918519222,0.18024128314206572,0.2339724236230577,0.0179285850867988,0.41708781237228953,0.5414244984455968,0.04148768918211367,1.4591560989779575
2088,0.4444682544287837,0.18694504976989806,0.2390481213399721,0.0184750833189135,0.42060382919845163,0.5378294601651339,0.041566710636414476,1.4724800704606524
2089,0.45708369754680794,0.19405617328183064,0.2450027073026282,0.0180248169623491,0.42455282112081494,0.5360127885058481,0.039434390373336944,1.4859130488072878
2090,0.469907299775038,0.20112837216446927,0.2505503452010942,0.0182285824094745,0.4280171264859194,0.5331910045258755,0.038791868988205115,1.5023276526717673
2091,0.4827074592690901,0.20821403644292294,0.2561866759609576,0.0183067468652095,0.4313462169368548,0.5307286453556621,0.037925137707483035,1.5215954115958403
2092,0.49610694036018665,0.2154718922094772,0.26258537160241596,0.0180496765482935,0.4343254945255129,0.529291872860662,0.03638263261382508,1.5414327005699098
2093,0.5099434033200146,0.2227654293874969,0.2688426880714668,0.0183352858610509,0.4368434377955873,0.5272010311755219,0.03595553102889068,1.5628112287850158
2094,0.5240090815142601,0.23003374487477155,0.27557683121953247,0.018398505419956,0.4389880881644826,0.5259008687849107,0.03511104305060658,1.5802600726585414
2095,0.5374558946944704,0.23708379105256625,0.2820651447965672,0.0183069588453369,0.4411223197902447,0.5248154268675643,0.03406225334219085,1.5935958357235274
2096,0.5511102643363276,0.24430949316302417,0.2881480186073443,0.0186527525659591,0.4433041969509186,0.5228500306637283,0.03384577238535306,1.6049578796272768
2097,0.5649165293937284,0.2521480769709143,0.2943171796727672,0.0184512727500469,0.4463457233965539,0.5209923313602278,0.03266194524321834,1.614560289673545
2098,0.5791555231094827,0.2602372258298178,0.30021588760676576,0.0187024096728992,0.44933910745183886,0.5183683408472191,0.03229255170094221,1.6247113961093176
2099,0.5941142461073797,0.2687672572578192,0.3066877658290056,0.018659223020555,0.45238312162816313,0.5162100855827232,0.03140679278911374,1.6357131769624504
2100,0.6083528722647532,0.27658576338628116,0.31354734124782135,0.0182197676306507,0.4546469261443906,0.5154037328377511,0.029949341017858327,1.6489914219576682
2101,0.6235616308045139,0.285488567915359,0.3199114689752983,0.018161593913856494,0.45783536672553776,0.5130390536738947,0.029125579600567407,1.6657211947375725
2102,0.6382909556513893,0.29351207964869025,0.32661728208884244,0.018161593913856494,0.4598405743492872,0.5117059535263548,0.02845347212435778,1.6833193822367751
2103,0.6529437361418732,0.3020076308563858,0.33277451137163083,0.018161593913856494,0.4625323961921964,0.5096526591064882,0.027814944701315427,1.6984567437558067
2104,0.6674910084635538,0.31043382932484814,0.3388955852248492,0.018161593913856494,0.46507567201453676,0.5077155810756565,0.027208746909806725,1.7116373547186492
2105,0.6823229252196482,0.3191748032639124,0.34498652804187924,0.018161593913856494,0.4677767541830228,0.5056059459394887,0.026617299877488437,1.7224439205278133
2106,0.6969440083354176,0.3279020820652877,0.35088033235627336,0.018161593913856494,0.47048554567310175,0.5034555547644589,0.026058899562439283,1.7305382106160916
2107,0.7114496566982412,0.33672552644450154,0.3565625363398831,0.018161593913856494,0.47329494543184863,0.5011774662941721,0.02552758827397912,1.7380087221865541
2108,0.7256249883992892,0.3457022044810075,0.3617611900044252,0.018161593913856494,0.47641992765935204,0.49855117421253836,0.025028898128109562,1.7457965939061846
2109,0.7398284619419738,0.35446115468057254,0.3672057133475448,0.018161593913856494,0.47911262260733845,0.4963389923978695,0.024548384994792134,1.7543270773479633
2110,0.7545943769039097,0.3635131954431141,0.3729195875469391,0.018161593913856494,0.48173324181741684,0.49419873638208517,0.024068021800497986,1.7645315168760687
2111,0.7696055848345816,0.37300309129687564,0.3784408996238495,0.018161593913856494,0.48466785928671324,0.4917335672728925,0.02359857344039432,1.7774695248166024
2112,0.7849232398829934,0.38242675365817813,0.38433489231095874,0.018161593913856494,0.487215480733104,0.48964646831994757,0.02313805094694839,1.7949912156695726
2113,0.8003821089318882,0.3917475248314863,0.39047299018654535,0.018161593913856494,0.48945062671912326,0.48785821900446086,0.022691154276415777,1.8097776146388247
2114,0.8159949247635521,0.40154405688323336,0.3962892739664622,0.018161593913856494,0.49209136564125977,0.4856516406413845,0.022256993717355674,1.8226872001021825
2115,0.8313405383017979,0.41111888817339437,0.402060056214547,0.018161593913856494,0.49452525076330117,0.483628594650089,0.021846154586609816,1.8309408987967697
2116,0.8469205386178459,0.4207983954358941,0.40796054926809533,0.018161593913856494,0.4968569969062588,0.4816987316589077,0.021444271434833524,1.8388894682003267
2117,0.8625309531669026,0.43081513616409495,0.4135542230889512,0.018161593913856494,0.49947788491798134,0.47946595026013755,0.021056164821881083,1.8449266527981965
2118,0.8776381200045478,0.44035175897241297,0.4191247671182783,0.018161593913856494,0.50174639060816,0.477559893496999,0.02069371589484101,1.8508376906193746
2119,0.8936442852142029,0.45062178171732964,0.4248609095830168,0.018161593913856494,0.5042518473771893,0.4754250842449906,0.02032306837782019,1.857463901493752
2120,0.90934305450518,0.4605835862104863,0.4305978743808372,0.018161593913856494,0.5065014616085821,0.47352632457851396,0.019972213812903806,1.8647427907883838
2121,0.9252252706897688,0.47070336314134165,0.4363603136345706,0.018161593913856494,0.5087446031283014,0.47162602174631235,0.019629375125386237,1.8757151733417552
2122,0.9416166366611315,0.48108124726250584,0.4423737954847692,0.018161593913856494,0.510909884694016,0.46980244216306305,0.019287673142920986,1.8898649734786153
2123,0.9583980849267185,0.49168592059864275,0.4485505704142192,0.018161593913856494,0.5130289055577968,0.4680211463992194,0.0189499480429838,1.9060941423290858
2124,0.9747335691493771,0.5019714870564039,0.4546004881791167,0.018161593913856494,0.5149832763987604,0.4663843562665374,0.018632367334702152,1.9167215743697306
2125,0.9912820819275184,0.5126815712986255,0.46043891671503645,0.018161593913856494,0.5171903947882639,0.46448828755153804,0.01832131766019801,1.9274582637177473
2126,1.0079832854659139,0.5234107374108671,0.4664109541411904,0.018161593913856494,0.5192652943336596,0.46271695261851903,0.018017753047821397,1.93382422144064
2127,1.0243169449210776,0.5339446815480535,0.47221066945916756,0.018161593913856494,0.5212690117014449,0.4610005446073635,0.017730443691191523,1.938042927897501
2128,1.0412565796736706,0.5446881707085764,0.47840681505123783,0.018161593913856494,0.523106582317378,0.4594514208987475,0.017441996783874664,1.9423849590908637
2129,1.0577171370145595,0.5556053985033285,0.4839501445973746,0.018161593913856494,0.525287318376577,0.45754212318365134,0.01717055843977169,1.9471169445607914
2130,1.0743799668971108,0.5666991175325425,0.48951925545071173,0.018161593913856494,0.5274661991038531,0.4556295449779092,0.016904255918237687,1.9537177678001003
2131,1.0914326625840212,0.57757675512084,0.4956943135493247,0.018161593913856494,0.5291913783791281,0.4541684801476838,0.016640141473188107,1.9633550791549754
2132,1.1078198559705765,0.5884129402406602,0.50124532181606,0.018161593913856494,0.5311449664576948,0.45246103787958547,0.01639399566271979,1.9794701889857713
2133,1.126096588995331,0.59999075205078,0.5079442430306945,0.018161593913856494,0.5328057627686036,0.451066318817169,0.016127918414227428,1.993518048783617
2134,1.1439369309474166,0.6116737451410089,0.5141015918925511,0.018161593913856494,0.5347093258318153,0.4494142797424755,0.015876394425709234,2.006275539837797
2135,1.1619735250840213,0.6230628152548332,0.5207491159153316,0.018161593913856494,0.536210853177382,0.44815919181779695,0.015629955004820995,2.014820331118976
2136,1.1790737933536999,0.6340936239788628,0.5268185754609808,0.018161593913856494,0.537789600238063,0.44680712812938006,0.015403271632557064,2.019626392045331
2137,1.1970200041860823,0.6460377921455623,0.5328206181266635,0.018161593913856494,0.5397050925517639,0.44512256792981214,0.015172339518423946,2.02170906112485
2138,1.214032088701666,0.6574501856951557,0.5384203090926538,0.018161593913856494,0.5415426756950543,0.4434975929412721,0.014959731363673609,2.0253317091473617
2139,1.2316349910354782,0.6690345145097827,0.5444388826118391,0.018161593913856494,0.5432084338130911,0.4420456438592334,0.014745922327675517,2.0293200452848605
2140,1.2491811209223895,0.6807593838721288,0.5502601431364043,0.018161593913856494,0.5449645151292866,0.44049668532461866,0.01453879954609469,2.0338649062435863
2141,1.2669718235528944,0.6924616867006655,0.5563485429383724,0.018161593913856494,0.546548608128345,0.43911674482092034,0.014334647050734724,2.0399103492064476
2142,1.2851019479488983,0.7045061735738614,0.5624341804611805,0.018161593913856494,0.5482103382523826,0.43765724685022855,0.014132414897388892,2.0494233139913516
2143,1.3024152944857907,0.7158061935069707,0.5684475070649636,0.018161593913856494,0.549599038446166,0.4364564125372879,0.013944549016546147,2.0609712470440273
2144,1.3212841258397863,0.7283130807726774,0.5748094511532524,0.018161593913856494,0.5512160984373998,0.435038490141485,0.013745411421115263,2.070724007907982
2145,1.3400511537754358,0.7405078273031516,0.581381732558428,0.018161593913856494,0.5525966864898092,0.43385040259131424,0.013552910918876752,2.0804723228010378
2146,1.3582969233537292,0.7521695921028385,0.5879657373370344,0.018161593913856494,0.5537593284432094,0.4328698145655121,0.013370856991278653,2.088515986756556
2147,1.376638278586666,0.7645207938916273,0.5939558907811824,0.018161593913856494,0.5553534329123313,0.43145385394264263,0.013192713145026161,2.093842332218966
2148,1.3955009806306489,0.777042616550875,0.6002967701659173,0.018161593913856494,0.5568198283885958,0.4301657816783717,0.013014389933032496,2.0996098157587673
2149,1.4132277666586657,0.7888227505561329,0.6062434221886763,0.018161593913856494,0.5581709963293241,0.42897785940198074,0.012851144268695247,2.104166888596566
2150,1.4317626655794027,0.8011220238999714,0.6124790477655748,0.018161593913856494,0.5595354894770741,0.42777973087999055,0.012684779642935374,2.109036212963791
2151,1.4511331391160431,0.8137538579631097,0.619217687239077,0.018161593913856494,0.560771328300591,0.42671321503709375,0.012515456662315367,2.1141623568425216
2152,1.4697966775150166,0.8262602242840583,0.6253748593171019,0.018161593913856494,0.5621595401079661,0.4254839250109222,0.012356534881111773,2.1203879201181355
2153,1.488568881467598,0.8385380662474988,0.6318692213062426,0.018161593913856494,0.5633182828736646,0.42448100935932176,0.012200707767013617,2.1290598763739514
2154,1.5078750940817267,0.8515336464023436,0.6381798537655268,0.018161593913856494,0.5647242598173656,0.4232312452605159,0.01204449492211862,2.14159065167733
2155,1.5277143981644572,0.8641671405866743,0.6453856636639265,0.018161593913856494,0.5656601401577204,0.42245177792351424,0.01188808191876543,2.1553769424087967
2156,1.5468428349490644,0.8765538468451923,0.6521273941900156,0.018161593913856494,0.5666728558587247,0.4215860716137263,0.011741072527549015,2.166315848522635
2157,1.5665532777633646,0.8894840233127277,0.6589076605367804,0.018161593913856494,0.56779685436724,0.42060979980044544,0.011593345832314483,2.174778525302074
2158,1.5856435368446937,0.9023028790548033,0.6651790638760339,0.018161593913856494,0.5690452223898413,0.4195010091610426,0.011453768449116023,2.1806318180802586
2159,1.6048025157361416,0.9149116693034919,0.6717292525187933,0.018161593913856494,0.5701085711993735,0.4185744014805855,0.011317027320041032,2.18358119322784
2160,1.6243497965613067,0.9280097616116623,0.6781784410357881,0.018161593913856494,0.5713115263573323,0.417507634421766,0.011180839220901784,2.1855030860396867
2161,1.644277640954251,0.9412531038251174,0.6848629432152772,0.018161593913856494,0.5724417095879649,0.41651295751842693,0.011045332893608208,2.1883664923365806
2162,1.6633019492750258,0.9534974048629309,0.6916429504982385,0.018161593913856494,0.573255749071013,0.4158252509712389,0.010918999957748194,2.192794727224183
2163,1.682767537723302,0.9662787852489914,0.6983271585604542,0.018161593913856494,0.5742200057866085,0.41498730092289215,0.01079269329049941,2.2004634307085538
2164,1.7030158995256102,0.9800192691909847,0.704835036420769,0.018161593913856494,0.5754610215112951,0.4138746071702013,0.010664371318503582,2.2125064121710367
2165,1.7224020308341443,0.9924493405511934,0.7117910963690947,0.018161593913856494,0.5762007491773328,0.4132549100771673,0.010544340745500046,2.2268629197760514
2166,1.7424616281832936,1.0053204625759853,0.718979571693452,0.018161593913856494,0.5769541471189478,0.41262290088021425,0.010422952000837997,2.2363554609611893
2167,1.7623281833197924,1.0178521677070829,0.7263144216988531,0.018161593913856494,0.5775610793386394,0.4121334655901919,0.01030545507116871,2.245448504176616
2168,1.7829306160879508,1.031400449371858,0.7333685728022363,0.018161593913856494,0.5784860274792543,0.4113276008526738,0.010186371668072021,2.2493176809163518
2169,1.8023075863229592,1.0443434081939094,0.7398025842151934,0.018161593913856494,0.579447934480797,0.4104752095753686,0.010076855943834484,2.2508519069264143
2170,1.822398456097725,1.0576653951648523,0.7465714670190163,0.018161593913856494,0.580370001755607,0.40966423370311605,0.00996576454127691,2.252207260786646
2171,1.8419948456833404,1.070543939848526,0.753289311920958,0.018161593913856494,0.581187261385293,0.4089529966309455,0.009859741983761596,2.2542665058995848
2172,1.8613877759308246,1.0834467569052253,0.7597794251117429,0.018161593913856494,0.5820639691068272,0.40817901295811393,0.009757017935058922,2.257769416627279
2173,1.8811376178909303,1.0965123978273326,0.7664636261497414,0.018161593913856494,0.5828985542571342,0.4074468655882153,0.009654580154650608,2.263358152387506
2174,1.9005360121604837,1.1095025855384526,0.7728718327081747,0.018161593913856494,0.5837840369450283,0.4066599252858106,0.009556037769161148,2.2732292419676496
2175,1.9213726018183208,1.1229628186206453,0.7802481892838192,0.018161593913856494,0.5844586404312792,0.40608895356653846,0.009452406002182496,2.2841095822045454
2176,1.9408780793959204,1.135714809995778,0.7870016754862861,0.018161593913856494,0.5851551532537573,0.4054874357338472,0.009357411012395542,2.295250081189519
2177,1.961627494487265,1.1492742655570274,0.794191635016381,0.018161593913856494,0.5858779349223118,0.4048636335126251,0.009258431565063079,2.30407417015535
2178,1.982203737331858,1.1620414480799326,0.8020006953380691,0.018161593913856494,0.5862371390965575,0.40460053637957555,0.009162324523866996,2.3098132765466834
2179,2.0016559021949214,1.1745419822346803,0.8089523260463845,0.018161593913856494,0.5867851616987381,0.4041415535803759,0.009073284720886017,2.3125130610364004
2180,2.021877460893381,1.1880963509393883,0.8156195160401366,0.018161593913856494,0.5876203548035098,0.4033971058165658,0.00898253937992447,2.3149461063898196
2181,2.041508968103052,1.2012037309179762,0.8221436432712192,0.018161593913856494,0.5883901318514029,0.402713706438011,0.008896161710586093,2.3166448771637542
2182,2.0608510855468576,1.2139521286115829,0.8287373630214183,0.018161593913856494,0.5890537832283279,0.4021335499850095,0.008812666786662668,2.3187029509630332
2183,2.0803810401656997,1.2265138411357805,0.835705605116063,0.018161593913856494,0.5895621126397548,0.40170795108260554,0.008729936277639766,2.321247678945557
2184,2.101083415255418,1.240400507100348,0.8425213142412135,0.018161593913856494,0.5903623331154413,0.40099374833187784,0.008643918552680919,2.3245765827762885
2185,2.1196974461935234,1.2529086221998544,0.8486272300798127,0.018161593913856494,0.5910789883951517,0.4003529992470138,0.008568012357834573,2.3293297187292645
2186,2.140489376692574,1.2661573395300965,0.856170443248621,0.018161593913856494,0.5915270373761575,0.3999881768026115,0.008484785821230889,2.3359875025668226
2187,2.160535537011332,1.2790987632898558,0.8632751798076198,0.018161593913856494,0.59202856948108,0.3995653693351362,0.008406061183783823,2.346811754262155
2188,2.180175524425013,1.2920287075081784,0.8699852230029782,0.018161593913856494,0.5926260032888548,0.3990436610522096,0.008330335658935685,2.35609618026024
2189,2.2006411249774005,1.3053592681104702,0.8771202629530741,0.018161593913856494,0.5931722593450468,0.39857487574766726,0.008252864907286056,2.3649056416471086
2190,2.2206971208718587,1.3184284229439147,0.8841071040140877,0.018161593913856494,0.5937002441946212,0.3981214257921774,0.008178330013201505,2.373588696021645
2191,2.241341978948149,1.331355772145323,0.8918246128889696,0.018161593913856494,0.5939993917260774,0.39789760833708143,0.00810299993684125,2.377900704930111
2192,2.262545758119907,1.34517545545624,0.8992087087498107,0.018161593913856494,0.5945406631572533,0.3974322753573923,0.008027061485354495,2.379940318322757
2193,2.2822836759999876,1.3580170585133948,0.9061050235727366,0.018161593913856494,0.5950255320116491,0.3970168270934702,0.007957640894880848,2.382141407072926
2194,2.3015443961558533,1.3710043819938758,0.912378420248121,0.018161593913856494,0.5956888706052298,0.39642008286784214,0.007891046526928108,2.38473449807552
2195,2.321425408353341,1.3838486877811997,0.9194151266582848,0.018161593913856494,0.5961202469834284,0.3960562865168494,0.007823466499722287,2.38850947288881
2196,2.3417104864396596,1.3970287962950971,0.9265200962307059,0.018161593913856494,0.5965847633108318,0.3956595410047416,0.007755695684426562,2.39413003724719
2197,2.3614066719308178,1.4095829855511952,0.9336620924657663,0.018161593913856494,0.5969251303921496,0.3953838631709938,0.007691006436856792,2.403299899499055
2198,2.381924146825018,1.4229150671599153,0.9408474857512463,0.018161593913856494,0.5973805123293232,0.39499473020807463,0.007624757462602225,2.415316453600324
2199,2.4033805262478816,1.4360111342041155,0.9492077981299095,0.018161593913856494,0.5974963675211236,0.39494694567230987,0.007556686806566615,2.4269027522787363
2200,2.423538885107831,1.4491207017405785,0.9562565894533963,0.018161593913856494,0.5979358163572863,0.3945703513689855,0.00749383227372827,2.435083670499861
2201,2.444049226253019,1.4621344069425508,0.9637532253966119,0.018161593913856494,0.5982426177168921,0.3943264378820002,0.007430944401107706,2.4400757554246724
2202,2.4644373486652067,1.4749609688470509,0.9713147859042994,0.018161593913856494,0.5984980586525853,0.3941324726434554,0.0073694687039592265,2.442065143259476
2203,2.484403833849035,1.4877325139452293,0.9785097259899495,0.018161593913856494,0.5988287788303387,0.39386097890292043,0.007310242266740957,2.444185478478763
2204,2.505835628352189,1.5014283603887095,0.9862456740496232,0.018161593913856494,0.5991727244200901,0.39357955601348354,0.007247719566426376,2.4466425049582745
2205,2.525260880410427,1.514004303284448,0.9930949832121226,0.018161593913856494,0.5995437204247899,0.3932643121809721,0.007191967394237983,2.44849068029663
2206,2.5458455257860666,1.52758779644974,1.00009613542247,0.018161593913856494,0.6000316126714228,0.39283457118384113,0.007133816144735977,2.4508990518240927
