year,V_total,V_emissions,V_climate,V_internal,f_emissions,f_climate,f_internal,mean
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.01018050020944904,1.2234810138063273e-05,0.0010929675118235768,0.0090752978874874,0.0012017887025538808,0.10735892042015166,0.8914392908772946,0.02177605639243948
2022,0.014200675947865747,1.8529413605682274e-05,0.0015173783680974655,0.0126647681661626,0.001304826169804058,0.10685254516532475,0.8918426286648712,0.04794655906850051
2023,0.01621418843973806,2.1789922947426677e-05,0.0019932255214861316,0.0141991729953045,0.0013438799621955481,0.12293094587460784,0.8757251741631965,0.07689914722837668
2024,0.01757043193556382,2.438076086887015e-05,0.002388796817070849,0.0151572543576241,0.0013876016798153798,0.13595549761276796,0.8626569007074167,0.10635402668259804
2025,0.018636706826478344,2.3682866084388785e-05,0.002508996825634654,0.0161040271347593,0.0012707645350057792,0.13462661880101928,0.8641026166639749,0.13600030044842376
2026,0.019504934491908637,2.8842503009945033e-05,0.0037414387818711925,0.0157346532070275,0.0014787285249232682,0.19182011523408493,0.8067011562409918,0.16116273750288954
2027,0.02049215807497546,3.168047276899578e-05,0.004222565944846261,0.0162379116573602,0.0015459803039331043,0.20605765041422158,0.7923963692818453,0.1830800686703342
2028,0.02136447286738165,4.0739826806182815e-05,0.004745845795214469,0.016577887245361,0.0019068959510057752,0.2221372754981575,0.7759558285508367,0.20352300246152571
2029,0.022235209197792986,5.259006212280225e-05,0.005115128393217785,0.0170674907424524,0.002365170556975116,0.2300463354185802,0.7675884940244447,0.22521542484304266
2030,0.023286544235719263,6.846489997397917e-05,0.006157447292731783,0.0170606320430135,0.002940105637012501,0.2644208273414338,0.7326390670215538,0.24594839241689864
2031,0.024430783908906184,9.264952319012894e-05,0.006879644604135357,0.0174584897815807,0.0037923270712714946,0.2815973744349398,0.7146102984937888,0.2670791862539412
2032,0.02560913399232119,0.0001305544737057299,0.008394057021050956,0.0170845224975645,0.005097965192609645,0.32777590306520654,0.6671261317421837,0.2904275648073315
2033,0.026908935622704716,0.00017709018990393698,0.009104790652610377,0.0176270547801904,0.00658109233256016,0.3383556592601941,0.6550632484072457,0.31593190878777944
2034,0.02833664040327786,0.00023587882368272448,0.010941316953044435,0.0171594446265507,0.008324163356197973,0.38611905989316897,0.6055567767506331,0.3448898602879737
2035,0.030058621303957242,0.0003118947083893997,0.012296504119594244,0.0174502224759736,0.0103762147051082,0.40908410253584715,0.5805396827590447,0.37803598350928835
2036,0.032057272174445324,0.00040375874396241093,0.014228754969932516,0.0174247584605504,0.012594918924020928,0.44385420233213313,0.543550878743846,0.40923039028357544
2037,0.03406691811712444,0.0005292960274711042,0.016047285774354637,0.0174903363152987,0.015536950705413024,0.47105187851695157,0.5134111707776355,0.44013111207349176
2038,0.03631163422530194,0.0007120652088813032,0.017709422849725334,0.0178901461666953,0.01960983646351935,0.4877065774523971,0.49268358608408347,0.46747979003448886
2039,0.03859039241995563,0.0009257044940947139,0.01990850824158742,0.0177561796842735,0.023987952338520902,0.5158928684874542,0.460119179174025,0.4944003551662519
2040,0.04121780527950111,0.0012048462774786363,0.02289710258121748,0.017115856420805,0.029231208923145735,0.5555148418493042,0.4152539492275501,0.5177185187214757
2041,0.04410670827124821,0.0015814483683931596,0.02477192678677455,0.0177533331160805,0.035855053128597596,0.561636262548357,0.4025086843230453,0.5391477247010751
2042,0.046945890762996156,0.0020299218872431167,0.02691330351839904,0.018002665357354,0.043239607434249566,0.5732834776587673,0.3834769149069831,0.5597870624971713
2043,0.05020259267726382,0.002585380999861697,0.02971014438162582,0.0179070672957763,0.05149895377878733,0.5918049805240677,0.3566960656971449,0.581791766709156
2044,0.05358655736851712,0.003259843224264149,0.03285055168192457,0.0174761624623284,0.06083322729329416,0.6130371737824074,0.3261295989242985,0.6056122305590854
2045,0.05734776567012005,0.004055416185413035,0.03565924108370601,0.017633108401001,0.07071620207038042,0.6218069817894504,0.30747681614016903,0.6312408394126382
2046,0.06146018377207772,0.00500839326101047,0.03850314380039466,0.0179486467106726,0.08149004694785598,0.6264729689579485,0.2920369840941956,0.6614576782287866
2047,0.06619215335335679,0.006105043212185522,0.041916121813322466,0.0181709883278488,0.09223212877808451,0.633249104158307,0.2745187670636084,0.6922818968221648
2048,0.07106436673408932,0.0073709794596688435,0.04565701312026248,0.018036374154158,0.10372257994290986,0.642474072710775,0.2538033473463152,0.7239888344539962
2049,0.07640529504683741,0.00882293938489233,0.049589565883757375,0.0179927897781877,0.1154754965540511,0.6490331050139698,0.23549139843197903,0.7531163727108383
2050,0.08194489695872366,0.010411000237481325,0.05338588182819583,0.0181480148930465,0.12704879283362128,0.651485129758437,0.22146607740794166,0.7774866761465017
2051,0.08770610691720183,0.012263943687752276,0.05724729233909616,0.0181948708903534,0.139829985833597,0.6527172890382645,0.20745272512813853,0.7972231927122897
2052,0.09345108805052757,0.014220812835705416,0.06105265049318726,0.0181776247216349,0.15217386049070333,0.653311285794522,0.1945148537147747,0.8153487711974899
2053,0.09920622200763217,0.016402911446546806,0.06459021075110637,0.018213099809979,0.1653415593760328,0.6510701591492647,0.1835882814747025,0.8328191594213262
2054,0.10529790267856354,0.018809826163612965,0.06836270495384046,0.0181253715611101,0.17863438572971932,0.649231401716776,0.17213421255350464,0.8501413713736115
2055,0.11143676410289974,0.021266868662074515,0.07237267819085422,0.017797217249971,0.1908424821312729,0.6494506438111027,0.15970687405762432,0.8694167858492517
2056,0.11796092130531567,0.023890519354415204,0.07594986102357047,0.01812054092733,0.2025291010789912,0.6438561193243915,0.15361477959661743,0.8924522121395377
2057,0.12479989974630439,0.026770445992441716,0.07997873262016067,0.018050721133702,0.21450695110221393,0.6408557441371585,0.1446373047606276,0.9176228851701168
2058,0.13202128444818045,0.02973628945860061,0.08433883598827684,0.017946159001303,0.2252386013580437,0.6388275673941091,0.13593383124784722,0.9407896592139492
2059,0.1393788171040341,0.032735208350384855,0.08870868508606436,0.0179349236675849,0.2348650177304266,0.6364574397259455,0.12867754254362804,0.9636155180403272
2060,0.14722538420652437,0.036013391034638284,0.09339130567590301,0.0178206874959831,0.24461400612899425,0.6343424143821275,0.12104357948887844,0.9861441146471444
2061,0.1552711114451566,0.039481032777006944,0.09771514730011885,0.0180749313680308,0.2542715925038771,0.6293195584848562,0.1164088490112667,1.0051221134808195
2062,0.16333655587515764,0.043068184179233214,0.1022370346124804,0.018031337083444,0.2636775579629054,0.6259286787620453,0.11039376327504921,1.0220796905991154
2063,0.17164014507484243,0.04694718695584138,0.10664448321906764,0.0180484748999334,0.27352101651609767,0.6213259909129423,0.10515299257095999,1.0378833947198132
2064,0.17997332215691816,0.05089844490583834,0.11097259143944713,0.0181022858116327,0.28281105385975014,0.6166057841766708,0.10058316196357911,1.0548357584818169
2065,0.1884606252683194,0.0550369094390832,0.1156616927832058,0.0177620230460304,0.2920339957522948,0.6137180783441281,0.09424792590357722,1.0718648570501603
