year,HadCRUT5_south,HadCRUT5_all,HadCRUT5_central,HadCRUT5_north,BerkeleyEarth_south,BerkeleyEarth_all,BerkeleyEarth_central,BerkeleyEarth_north,GISTEMP_south,GISTEMP_all,GISTEMP_central,GISTEMP_north
1911,0.387779684572,0.475286034206,0.511033413306,0.507110776516,0.110892694399,0.216158126717,0.216119815191,0.337933795537,0.642959376934,0.605916072416,0.590900479178,0.582889123412
1912,1.100420996153,0.604463148650,0.599143594104,-0.034366080966,1.250794552521,1.037230555140,1.245855470617,0.485770760082,1.526962109543,1.648216751746,1.909001857196,1.437186376462
1913,0.249104487090,0.147428407594,0.206664604414,-0.106425280673,0.273398660740,0.254892605314,0.373605191054,0.060749791573,0.902698202226,0.824058389384,0.822559878732,0.739775488060
1914,-0.682620173800,-0.628087425531,-0.655686849951,-0.571642207236,-1.126823515322,-1.180258068033,-1.213809907332,-1.195005498696,-0.708572019688,-0.763726682486,-0.784185508358,-0.799602794548
1915,1.173516310783,0.600427914719,0.483626279060,0.040352961606,1.005923992637,0.313134945756,0.157658153739,-0.270546585704,1.347162226552,0.984737699875,0.959982575427,0.593493024694
1916,1.358443085814,0.697449769726,0.591493389019,0.009133408154,1.690866639884,1.054508534461,1.082258449897,0.271735784345,1.752225451124,1.572090881981,1.693918827455,1.198993846215
1917,0.710423897493,-0.500349076756,-0.836729208738,-1.530576881802,0.814841184001,-0.156594349137,-0.336076917918,-1.030343276151,0.846022362896,0.680608837288,0.933546676133,0.130789896236
1918,-0.523032233758,-0.617348894348,-0.688763559538,-0.671269648108,-0.941844770968,-0.927607758267,-1.014992342676,-0.785664677153,-0.502037992648,-0.692734834929,-0.865394258139,-0.665070763190
1919,0.277573745076,0.038615043245,0.000892504364,-0.235316155132,0.025173181592,0.048381902452,0.014459194073,0.123500073021,0.021059377195,0.315777095401,0.355346530768,0.644412025054
1920,-0.255285844845,0.043495409632,0.130715181570,0.252628957083,-0.721277162231,-0.401154527647,-0.434698591832,0.019476269151,-0.154372079216,0.157279472931,0.096172034118,0.636707885067
1921,-0.168968065950,0.057966277914,0.146395572918,0.160785400616,-0.576768717569,-0.346179554826,-0.307901566499,-0.133724208176,-0.041029702480,0.264099603656,0.327951244686,0.556149450002
1922,0.370292339461,0.576125099636,0.681780736832,0.638284568056,-0.095548822954,0.229031751223,0.296401256680,0.508983094380,0.389298918020,0.551570329864,0.499896152609,0.834839970655
1923,1.158244793220,1.255083295674,1.267772926312,1.309961847850,1.187950408051,1.334916843960,1.425257281311,1.374649280247,1.358619019752,1.830902176886,1.760906857060,2.554398659587
1924,1.005319205814,1.097153852564,1.061596935517,1.213887256120,0.962104550536,0.850091990330,0.841834016626,0.730507083188,1.178163322455,1.587053785085,1.502715891454,2.258422893034
1925,0.719099581250,0.834621038158,0.913038087715,0.819255567759,0.492934572046,0.908560840273,1.073210260190,1.154005361402,0.802081802600,1.205580826549,1.190883365815,1.754590674914
1926,1.713199281946,1.432404804873,1.417171189951,1.080053648360,1.059482535635,0.861807973835,0.916076205126,0.551997486215,1.788618276048,1.934068181387,1.949670249351,2.119246498807
1927,1.737970022181,1.457541969122,1.466675386066,1.070467565652,1.073596798986,0.606471865353,0.521692338016,0.183610829466,1.926028769376,2.160993828419,2.181642216290,2.455953772269
1928,2.399364226919,2.297810206927,2.419611093461,1.970467275172,1.946152008589,1.803399466950,2.013895233986,1.331767643709,2.914294962995,3.357754909980,3.455405557163,3.803217648391
1929,2.424399800637,1.898666739931,1.899988523816,1.228623898767,2.035111227565,1.719731501929,1.853660922443,1.157578972479,2.636876674063,3.012519471324,3.181295238473,3.265858082734
1930,1.419369564956,1.737358323699,1.875426843244,1.880445280022,0.849462537712,1.302143989067,1.456842075979,1.605162293003,1.714838057627,2.630805389333,2.709340686750,3.661439329585
1931,1.364450050966,1.613317319124,1.693875866170,1.752520426594,0.480915462247,0.566742186233,0.592714228643,0.628262411731,1.567944692271,2.382427128402,2.394923830378,3.350555390667
1932,2.296457330495,2.128108474475,2.191840445521,1.797916510714,1.738405361972,1.521460011313,1.502376326260,1.295222603036,2.540152690108,2.891539065182,2.926786930267,3.301405672670
1933,1.938581356054,2.006761260899,2.190010362311,1.788202631291,1.397750861387,1.732597310230,1.879366236369,1.909738189733,2.264372491044,2.799658677736,2.994356716556,3.186590802211
1934,1.348511047311,1.553067733540,1.635209127703,1.637685126152,0.707164057829,0.832679916038,0.861067301387,0.936967246289,1.526622082234,2.141138488860,2.183215154525,2.841112126017
1935,1.653537885403,1.549353332332,1.536528433288,1.402306167004,1.070567728179,0.892481498965,0.888352854997,0.689917076393,1.800426162777,2.287404964837,2.351904758612,2.822214182231
1936,1.885538806616,1.707730149846,1.712223753032,1.449566696396,1.493158285992,1.246697559697,1.252480354980,0.950113644104,2.067511810657,2.548743085655,2.518720004598,3.220841888045
1937,1.179001380676,1.591355049503,1.693539097157,1.893376696342,0.570323414384,0.905960172416,1.011689742864,1.143346483380,1.707129189683,2.669299684756,2.715195535330,3.760459335319
1938,0.508647248510,1.255509393177,1.437332647875,1.840961594227,-0.425540631557,0.547440840345,0.696835673982,1.464546848355,0.806588918327,1.932970586633,1.851252525299,3.369848586907
1939,2.093194150379,2.191477944609,2.352287909614,2.040011909698,1.654491676906,1.729855169646,1.854609473267,1.636385880790,2.394795484159,3.091909737499,3.303718756101,3.653416430500
1940,1.616046684815,1.830236308617,1.903157304748,1.939188213264,1.222232066466,1.406141924319,1.496149082347,1.489414536775,2.144447334498,3.003286807164,3.118010503564,3.902995564178
1941,2.654013682803,2.140107102611,2.175984026189,1.440690567423,2.289348859420,1.539859087792,1.675001150949,0.469988414764,3.107375776280,3.006653937978,3.167751293392,2.728135136746
1942,2.011056029367,1.609184480167,1.522609432330,1.214159529285,1.484097547922,0.872403772215,0.650666516031,0.479023238499,2.061616358504,2.153903766438,1.985388973378,2.546792378457
1943,0.890432513047,0.815933647782,0.714416868664,0.828756889854,0.165588842789,-0.132740895748,-0.275679834895,-0.274795111820,1.046943629956,1.454900519722,1.307200634130,2.190601202066
1944,0.943265116835,1.151959789269,1.131511203120,1.385566843633,0.131596342029,-0.043960816012,-0.264797623491,0.069684237232,0.991823598477,1.282237237997,1.232218710461,1.747834235608
1945,1.542498510374,1.584303361648,1.667158097133,1.475592718684,1.135169443945,1.069919299862,1.042621803153,1.032359581828,1.670911071856,1.844505901069,1.880401811521,2.049496875233
1946,2.022423778396,1.839343088911,1.887623005572,1.513446552432,1.804606877593,1.627490224699,1.706601870915,1.305728133110,2.245639717750,2.481519517553,2.524162046445,2.752440248632
1947,2.286252247388,2.369865244234,2.446294532726,2.319585156568,2.246367240421,2.566415826591,2.681214579719,2.772523838131,2.405157253846,3.176952393650,3.150145017644,4.176057971137
1948,1.189091592094,0.929952727820,0.929440325332,0.582711785125,0.600717688363,0.083201222570,0.160226733229,-0.632289049165,1.247821222460,1.299210803001,1.319072306824,1.392980404796
1949,0.158225676966,0.528788604066,0.610398856466,0.810323887309,-0.691849130771,-0.242171110204,-0.034507428683,-0.019217617821,0.083332230232,0.785099954521,0.812692319798,1.602885900389
1950,1.436029156749,1.308736783570,1.242377510338,1.209790346785,0.975033595479,0.997045991645,0.938706700493,1.106065130667,1.305115202645,1.607615916147,1.571734266726,2.055337541336
1951,1.011905199623,0.587914024085,0.376408291070,0.342229915288,0.541256403389,0.061339934299,-0.081254502322,-0.292855774188,1.011084633750,1.066304962859,0.889901108266,1.437517494877
1952,1.600835447551,1.573041428820,1.521862754878,1.570350609624,1.311357864506,1.175538134708,1.153173461531,1.048597319380,1.744839213745,2.048671917839,1.974881696110,2.558534290303
1953,1.194975748692,1.310261060911,1.213680621110,1.540421182574,0.560095075640,0.683906360509,0.589801073538,0.963275858034,1.218265169253,1.779004571229,1.641253491370,2.661887122306
1954,1.328600303942,1.314351020898,1.254072330609,1.340448248630,0.932418856667,1.039935874117,1.124384094059,1.042206584526,1.449842300700,1.913743783827,1.910757747120,2.497385713017
1955,1.225364204438,0.987926057936,0.862977873316,0.841113905904,0.914510989314,0.633509457047,0.511840839893,0.480904417472,1.499013279271,1.564406832112,1.408007702630,1.919296033717
1956,1.052285506803,0.970201668710,0.926843139440,0.892371512383,0.514738844828,0.439567863864,0.473484190020,0.301957739176,0.982262424801,1.383338976069,1.337428993515,1.950992168768
1957,1.376387907395,1.340228816253,1.340179120489,1.255836186812,0.962379047597,0.994306565276,1.096234463715,0.883208287816,1.374827182611,1.806390105150,1.858450177717,2.281205856580
1958,1.453009113945,1.235144430016,1.037864396309,1.213061132807,1.256182978352,1.002753861905,0.889149669628,0.870627601836,1.735996418652,1.987259163180,1.839143859258,2.539982416297
1959,1.079868468421,0.937823028455,0.854362120731,0.845463957384,0.750575881916,0.651194391170,0.646421184547,0.541293891297,1.222026021958,1.499700390468,1.402065423564,2.009436704607
1960,2.052338850281,1.852844519860,1.870966187686,1.549912583286,1.877056198893,1.677124034677,1.890011327486,1.135390987946,2.250452165395,2.432143927575,2.510390869323,2.588650864887
1961,1.247828143775,0.695243622483,0.551558456717,0.202337004094,0.803119963319,0.287629704438,0.185640192816,-0.166724389790,1.219926566775,1.156578768038,1.035580966364,1.304328684914
1962,1.641712351665,1.613077941686,1.591605055134,1.567668732950,1.592314999289,1.523822953104,1.513004656404,1.458663269529,1.917710786637,2.245275943771,2.201178932264,2.748741706036
1963,1.335945138889,1.202314370193,1.251260837031,0.933917231175,1.378356483012,1.334810070723,1.537640368006,0.989886060872,1.688393956154,1.884116435105,1.935949770613,2.105357354260
1964,1.383601415243,0.861669644077,0.794186491668,0.297951068606,1.236973515622,0.641113031496,0.685492328949,-0.118497361896,1.539226576504,1.510756674795,1.512866261098,1.530343610616
1965,1.592200411319,1.587899572126,1.576079968292,1.557686499927,1.432532236703,1.435462491612,1.548752706964,1.274142479051,1.923026357903,2.137550542088,2.050035845738,2.570917859940
1966,1.047498457148,0.597551568796,0.454781993232,0.224647186698,0.678560201305,0.206676760831,0.212831558097,-0.353180242919,1.378969928182,1.191307782747,1.073289524473,1.209974341655
1967,0.455365967329,0.779951915193,0.795294142492,1.100236844866,0.000806296389,0.479811568864,0.606469200827,0.854044678896,0.544463718711,1.209938829381,1.150810399647,2.115498382107
1968,0.891663587130,0.460524453815,0.312721978074,0.116914755266,0.513835934528,-0.011975216795,-0.121425820752,-0.467573189892,1.145739891613,0.935611090025,0.748936843792,1.030265775946
1969,0.525068151753,0.704411169987,0.654150909335,0.945206992902,0.362222331165,0.472458508720,0.549865613697,0.488076723556,1.012625136733,1.386259667736,1.288402092726,2.018545308784
1970,0.640307701660,0.648677749914,0.673959352749,0.581325010462,0.430814843817,0.287279150490,0.345690631450,0.034579494210,0.887410903848,1.186575662364,1.183473538703,1.593034855659
1971,-0.167375927291,-0.097244071060,-0.223262632630,0.120906915490,-0.857841348157,-0.694296032577,-0.752807195313,-0.420068582483,0.079070805292,0.581644415760,0.438983609146,1.413021761868
1972,0.043621723485,0.542241952110,0.807986299138,0.716466206421,-0.325103494320,0.273339298141,0.544415175287,0.578016248621,0.044669686305,0.961053124947,1.220272600497,1.678133026984
1973,0.331263015752,0.243116136922,0.119391983741,0.271004215579,-0.083674309313,-0.244517824246,-0.285725733015,-0.373385656583,0.717178126196,0.866583301014,0.724439588172,1.299495805180
1974,1.100650992732,1.047458855181,1.127129060219,0.830962023918,0.985861562404,0.870140580366,0.920010057617,0.662207473686,1.245596844014,1.521021422618,1.670388191387,1.666708027086
1975,0.417284408362,0.065856590303,-0.095906731248,-0.163947502459,-0.095448934340,-0.471377029741,-0.639179325511,-0.667932765114,0.685807825353,0.675133490651,0.530781452034,0.922826350067
1976,0.866871446733,1.228620926928,1.428395000871,1.333766192878,0.652884815867,0.829507459309,1.027848396810,0.747685111499,0.964591487852,1.549997896230,1.700561072726,2.056186672114
1977,1.734130756224,1.202084945430,1.096045734997,0.680571009756,1.593434742858,0.811378263520,0.793736106038,-0.075592917682,2.087860098262,1.848976624734,1.791282212809,1.725764397206
1978,1.040242910605,0.920162748780,0.875449590498,0.799334554881,0.741391523705,0.655790487005,0.663734639841,0.543567884418,1.044108114565,1.191262909360,1.055995677949,1.603533458779
1979,0.890186242650,0.637989125399,0.617080216350,0.327600642896,0.820023415942,0.276310185012,0.356823124143,-0.474754258088,1.250091246544,1.209383995792,1.227741267837,1.203857034404
1980,1.704107810728,1.675911028771,1.710069380164,1.552878325243,1.613643008658,1.456335795813,1.583659212911,1.087969691214,2.191358176631,2.266830753586,2.344535693594,2.312358615553
1981,0.590786923753,0.983991873379,0.896926941430,1.529207766674,0.048591319236,0.369705201883,0.198382472649,0.990656824994,1.067980870898,1.760489181284,1.578086283757,2.883934540241
1982,0.048283164306,0.269355624262,0.412595905816,0.287669326597,-0.468122148084,-0.259800310955,-0.137202162582,-0.195186777693,0.354195605059,0.816421308455,0.821213471389,1.394304941443
1983,-0.930932945190,-0.645043159231,-0.723122086285,-0.239264964150,-1.740636003539,-1.568739691483,-1.854786574071,-0.955865439071,-0.827918204392,-0.044709029948,-0.231785365325,1.164005136954
1984,-0.538214094709,0.225564753258,0.457181762421,0.761066442726,-1.162490843622,-0.491828923843,-0.316137845337,0.034904262769,-0.637843845748,0.647610467175,0.790183639271,1.950844950834
1985,1.854476997623,1.508250643615,1.460763627000,1.124078621343,1.765626341951,1.345765793043,1.501876506179,0.629774372661,2.318496951720,2.176594367911,2.058709181155,2.246069929653
1986,1.054518652696,0.882037922081,0.899881008707,0.611419625087,0.997053523708,0.763074677233,0.811004482791,0.420113204269,1.248746613091,1.409546817965,1.399132375512,1.658475968308
1987,1.243526009439,0.881952547417,0.883209135143,0.411178487544,0.859080216147,0.212475169103,0.081874695751,-0.353337733683,1.254736300481,1.201972144863,1.150383065421,1.267622087531
1988,1.016936010659,1.427388673889,1.505834045194,1.760507651829,0.790236263372,1.039719232281,1.054831408156,1.307683008534,1.468673594609,1.885460819756,1.778239481252,2.586633190716
1989,-0.306786722798,0.075054769813,0.195466726369,0.315416510368,-0.801538558203,-0.483250973147,-0.475687316404,-0.124182101777,-0.130543771119,0.478734950306,0.496856725653,1.201141336406
1990,0.249867928401,0.931509763133,1.123317071547,1.425866451352,-0.183974381776,0.245278343331,0.259179021498,0.724519168810,0.440049910432,1.273011248204,1.270809559730,2.270179631824
1991,1.045443697829,1.277281257705,1.386289953533,1.356398531628,0.581439000177,0.653758996475,0.519042791423,0.931819197955,1.116004348468,1.654358980462,1.605775514034,2.387259327857
1992,-0.162131082183,0.220120468363,0.425093522782,0.342190728240,-0.852784411016,-0.646620199628,-0.721314210745,-0.299326385121,-0.200891682021,0.503284265745,0.523956726516,1.325252455873
1993,-0.288839178138,0.234423292926,0.378089448209,0.609240863510,-0.826322034603,-0.364707228929,-0.249826121574,0.006280410405,-0.321610809448,0.569102295088,0.563321518208,1.642414152909
1994,0.431355628308,0.811789657051,0.885634511323,1.115897174805,-0.056797055546,0.291909404801,0.341605066341,0.625528389403,0.468435834275,1.189336913401,1.120495781781,2.166686622030
1995,0.644067038564,1.159097246237,1.337952914306,1.474758810991,0.068245738411,0.696670077327,0.886534281364,1.153686479211,0.882866801346,1.584397612927,1.561097734631,2.481647923956
1996,1.563770382349,1.726903427191,1.739986539862,1.859570452414,1.615799747505,1.655205949939,1.686124436613,1.655471676714,1.836549616277,2.293269418907,2.216935115108,2.979265137177
1997,1.152324482045,1.158660865790,1.198891601417,1.067907094198,1.042631397349,0.981284248423,1.008507941185,0.869460631503,1.527397283397,1.807516450551,1.817309582902,2.167688412673
1998,1.419780753248,1.932796442916,2.009095767890,2.390129923830,1.155101961563,1.695443320656,1.795938705460,2.178983797789,1.810183487618,2.591110888269,2.592359596075,3.550365960212
1999,1.005697402285,1.166669753311,1.247934508561,1.201014285407,0.723247362731,0.654346161029,0.691397200351,0.519512233341,1.199518200108,1.713721434291,1.706775415270,2.367121226868
2000,1.635610460940,1.745595161687,1.907940997983,1.605798934944,1.426624571901,1.559795121622,1.754813084293,1.432131877829,1.870420035298,2.298514209752,2.369517072082,2.750642870054
2001,1.836967910934,1.818514139606,1.873250199745,1.678091061718,1.416344532929,1.261509625175,1.249575907438,1.097327750037,2.126767261706,2.415128473350,2.347169958258,2.899255127828
2002,1.666656152821,2.147177404578,2.349026456386,2.389762341573,1.503724046439,2.020167869200,2.270491910055,2.259270890294,1.883547975275,2.645231123638,2.724139131637,3.459953057746
2003,2.884411856116,2.790280412611,2.960275714572,2.398532775710,2.725076510006,2.613136777534,2.776323593964,2.245805290502,3.079647171244,3.272027989317,3.362271661099,3.428988269130
2004,2.134006467849,1.944272258032,2.082972120125,1.483507670530,1.849958990783,1.541006484627,1.690505363047,0.963838647287,2.187936917664,2.304225832155,2.437620252413,2.307141800483
2005,2.579332951215,2.897408382742,3.041639265352,3.028960403562,2.602807900345,2.726444226527,2.832719405530,2.715950470719,2.979420913953,3.459289024720,3.457242275942,4.071103948815
2006,1.933603078242,2.364568339714,2.411045370648,2.766830645494,1.461068255787,1.767463892541,1.741248167309,2.161502101944,2.491962199883,3.183121484195,3.113765481191,4.129006071945
2007,2.117851922535,2.354482915656,2.392208935514,2.539389594542,1.744947849032,1.847851143436,1.749610783356,2.108829340262,2.297580174659,2.842155842240,2.748785412340,3.648692647359
2008,1.586523796224,2.073438091504,2.215893263158,2.407003496517,1.174898041607,1.507792020197,1.572068015085,1.801904641010,1.698938637820,2.475839743598,2.476613405735,3.414711732273
2009,1.839567557110,2.131633181549,2.180309731920,2.366666406665,1.510710677476,1.630764364320,1.525585937749,1.921761036353,2.262300002171,2.801536522917,2.716555142420,3.595711370776
2010,3.853077363345,3.611537325517,3.464897681442,3.490346129922,3.864050944043,3.351489658804,3.206921005111,2.962099491721,4.719625708442,4.619458783843,4.469673129832,4.789171640912
