year,gmst_C
1850,-0.1447880940762495
1851,-0.1335038858272793
1852,-0.0733671596941294
1853,0.0434355518623674
1854,-0.1260677803869991
1855,-0.1826682743456663
1856,-0.1859089773086605
1857,-0.1294358238301121
1858,-0.1076417657839006
1859,0.0020394406499683
1860,-0.0523155617316794
1861,0.134549460880712
1862,0.1750065496616183
1863,0.2630090349895246
1864,0.1035455223180207
1865,0.100448200702483
1866,0.0384357190873471
1867,0.1016944556417625
1868,0.0224823559196639
1869,0.0313549223566539
1870,0.1196961089145541
1871,-0.0362823102105146
1872,0.0325106710887968
1873,-0.0417087756620649
1874,0.054639245665166
1875,0.0636271472360315
1876,-0.1397109672643588
1877,-0.1971025070706751
1878,-0.077215779532831
1879,-0.0054215683344784
1880,-0.0657057527536716
1881,0.0313143839566603
1882,-0.0231457317892383
1883,0.0935726612757968
1884,-0.0839079879481451
1885,-0.2860157216459547
1886,-0.24081565127991
1887,-0.1301064934481073
1888,-0.3505077723996496
1889,-0.2587320502274296
1890,-0.2217959871048927
1891,-0.1655754254793682
1892,-0.2005482932702121
1893,0.0058359064295584
1894,0.0137044435479105
1895,-0.1353857770936175
1896,-0.2443664893381885
1897,-0.132088960403766
1898,-0.0973554945169298
1899,-0.1315593954384513
1900,-0.1186857907622633
1901,-0.1204087252825262
1902,-0.1281788168295261
1903,0.0953023012650747
1904,-0.0982727336267046
1905,-0.0176319574598854
1906,-0.0099501167273925
1907,-0.0582375173755911
1908,-0.1293838689608498
1909,-0.0322008929598184
1910,0.1069088948840545
1911,-0.1049062119057249
1912,-0.1339511860575463
1913,0.0848752023774165
1914,0.0142213973039675
1915,0.0650297200056622
1916,0.0751786526119132
1917,0.2303087302614231
1918,0.1496317493069326
1919,0.1847754081303853
1920,0.2528585670012674
1921,0.2277326396299067
1922,0.0878475990623322
1923,0.0333784298776535
1924,0.1202466300572851
1925,0.1290372189627859
1926,0.1530462660933237
1927,0.0870079695759248
1928,0.0050203285674555
1929,0.0801111929351355
1930,0.0989774353640224
1931,0.2608889585970331
1932,0.1108338917134471
1933,0.1947578153681261
1934,0.2238071190750653
1935,0.1464425184303597
1936,0.1498796024833011
1937,0.0530543785901116
1938,0.0822358830402449
1939,0.1388730585936891
1940,0.2768864432535755
1941,0.2946592683660024
1942,0.2663772814968658
1943,0.3856479722491077
1944,0.1961004875745452
1945,0.1997630666254415
1946,0.1543029968425896
1947,0.168860683481458
1948,0.194841380979916
1949,0.2620709654601503
1950,0.2158107719962797
1951,0.1379164532905299
1952,0.1955276049308342
1953,0.1191560886050206
1954,0.1739415250373289
1955,0.2806591524530996
1956,0.2692658059722994
1957,0.3716893506364054
1958,0.4819051290207955
1959,0.5211180472950999
1960,0.396832410187145
1961,0.4249283538876945
1962,0.2652754641386308
1963,0.3172829824681704
1964,0.0264649338861506
1965,0.1942246949515658
1966,0.2577350240680268
1967,0.2064234118819355
1968,0.2346700514418769
1969,0.2738606479422417
1970,0.234732494417636
1971,0.268032820597709
1972,0.475184624614382
1973,0.4296268795720033
1974,0.3400874433755828
1975,0.1998019672144284
1976,0.3669024255383539
1977,0.3633306155650356
1978,0.3426286861654073
1979,0.4634774575070987
1980,0.4159847685876984
1981,0.423408853072326
1982,0.3439544328881651
1983,0.2872333011050577
1984,0.4332608705690367
1985,0.2627607085108216
1986,0.3292443645142108
1987,0.5613729198419473
1988,0.3414813763879941
1989,0.3613437526107615
1990,0.2745731199252957
1991,0.2741861726676198
1992,0.4052861118659091
1993,0.2769678386346221
1994,0.3848826119008278
1995,0.6062092051362533
1996,0.5870250389458695
1997,0.6541134314084085
1998,0.7006510935188566
1999,0.7510278488750289
2000,0.6807635903969417
2001,0.6024980882945675
2002,0.729567413416086
2003,0.8051884107409805
2004,0.6655824078054099
2005,0.767740058646298
2006,0.6615356271785487
2007,0.8371743650363505
2008,0.7477412300336396
2009,0.8539875473215166
2010,0.8019139543646803
2011,0.7821371394682872
2012,0.7774375860763199
2013,0.9326528754698182
2014,0.9171539869841224
2015,0.9924270871748442
2016,1.088120496050132
2017,1.00892781886172
2018,1.0686419677670815
2019,1.1888474972310292
2020,1.2059741174301084
2021,1.1467692056926642
2022,1.11265332940246
2023,1.0874289260177474
2024,1.1969366288972465
2025,1.1657330188017254
2026,1.251234713163255
2027,1.3009367782059431
2028,1.2629081529655315
2029,1.444601959492592
2030,1.3619417284874271
2031,1.253173177615465
2032,1.3898135280984023
2033,1.3647207124024838
2034,1.4149314824862382
