year,ohc_1e22J
1850,-29.23318178136268
1851,-21.23007268060733
1852,-28.58544572733185
1853,-29.237624966502267
1854,-28.53039510484504
1855,-20.205574776148225
1856,-12.08011945417147
1857,-14.300614492231428
1858,-51.58017238900527
1859,-33.12915631781457
1860,-11.492096397264524
1861,-16.735572040951073
1862,-21.792131327504503
1863,-15.175837106324057
1864,-12.800117663067226
1865,-7.969610750104149
1866,-37.31235096851952
1867,-21.4314886350286
1868,-29.1020305882496
1869,-23.231776662554054
1870,-25.002754275549183
1871,-26.31321325485894
1872,13.773934958129562
1873,-3.6062842179828465
1874,-22.702069980525785
1875,-12.402156134539528
1876,-17.30212793064866
1877,-41.51735728415255
1878,-32.785019311608224
1879,-27.3296534274839
1880,-24.518011474644418
1881,-16.16844958561329
1882,0.2599986576080333
1883,2.3619898580296095
1884,-14.564061213051184
1885,-31.1901581882996
1886,-36.00889560541097
1887,-24.79266184515459
1888,-31.026662403718024
1889,-2.0752509711020117
1890,-23.40038339760668
1891,-45.8382427939585
1892,-27.860625627840378
1893,-4.576717978588544
1894,-49.657220947307906
1895,-27.26650701835869
1896,-50.63074244098129
1897,-16.62496068571048
1898,-40.502992045536814
1899,-21.347915436789343
1900,-33.539742266699875
1901,-27.313550161711444
1902,3.0951878274481004
1903,-22.388946617361015
1904,-16.255916932916513
1905,-30.530886169385333
1906,-12.713717153316702
1907,-6.683596315924291
1908,-25.514858967468975
1909,-24.84837176962548
1910,-22.586171858418
1911,-4.308510199927319
1912,-18.782445471311707
1913,-19.5133446327814
1914,-21.377467475530818
1915,-52.5498010722216
1916,-1.436896833400418
1917,-7.528769146643199
1918,-14.521159430096487
1919,-11.887271395071496
1920,-42.32773796157278
1921,-13.52942071786753
1922,-35.63280881264275
1923,-25.74381966347442
1924,-20.610149754219893
1925,-28.047996178281764
1926,-30.639759544586106
1927,-27.243064678824098
1928,-8.693420326704445
1929,-35.66479411430342
1930,-23.05472305032644
1931,8.878500772089584
1932,-26.779143765295544
1933,-26.122791339124376
1934,-32.964657282182415
1935,-8.306383928218322
1936,-2.1142699008010446
1937,-2.634196384479363
1938,-14.442807116113972
1939,-28.01026868922409
1940,-15.248836048719244
1941,-7.456635386891371
1942,-13.717198589310872
1943,-8.925006370112754
1944,-14.898485637218275
1945,-31.420751067908135
1946,-26.614279109742668
1947,-11.907458557573326
1948,3.049772171157386
1949,7.4960309651823245
1950,1.8269137913585105
1951,-2.1348081340234444
1952,-10.376906162200797
1953,-18.82796233169865
1954,-4.79428131431003
1955,-13.017296004932112
1956,-17.660073453514528
1957,-5.499507490676947
1958,-45.33466688625904
1959,-20.131529048196867
1960,-12.625367773696569
1961,-23.266077730137024
1962,9.241955051167128
1963,-9.287408818407084
1964,3.1987986968198676
1965,-8.49337555878331
1966,9.173527312995024
1967,-23.609972492347655
1968,-8.226096467119632
1969,-12.409267793086848
1970,-9.646442272776373
1971,1.2230141421819916
1972,-22.53189170649288
1973,-2.237867995262878
1974,0.7294397093742795
1975,10.727867981086671
1976,-18.00926976172031
1977,0.4606656352558289
1978,10.621536327869538
1979,15.170061868913162
1980,2.5533038189903365
1981,-14.62426647893594
1982,0.8980799547422045
1983,-12.812749590230649
1984,8.741403509130098
1985,-8.614979389440675
1986,-24.27548672942921
1987,-3.4919508437929316
1988,5.8145423443868225
1989,11.3485901228449
1990,15.548940486474432
1991,9.944996251653569
1992,2.7596353393482325
1993,19.382798416930033
1994,15.824369838483744
1995,-8.401361045777534
1996,14.2089212297897
1997,6.460101774481718
1998,12.45910761932294
1999,21.726905263834407
2000,12.316174888593531
2001,16.884881218794707
2002,19.161001844250695
2003,29.42413559320472
2004,14.858421688086988
2005,30.027075411374295
2006,23.060837499405583
2007,25.710939733298535
2008,22.00883640816436
2009,16.939351078023304
2010,19.803266482355912
2011,25.9379526863696
2012,31.535250480295748
2013,25.231575240301193
2014,23.925724632258724
2015,17.843949413324562
2016,30.066097733361683
2017,48.89906203338903
2018,41.87539930824907
2019,20.41126303562628
2020,30.61303370339081
2021,48.729841490860466
2022,48.890707469124536
2023,45.41922569752465
2024,46.300057748358284
2025,55.89888425412002
2026,47.41480560291264
2027,44.66873926400366
2028,57.34362109030782
