year,ohc_1e22J
1750,13.634436829125752
1751,13.900617830568288
1752,14.15297864155692
1753,14.384013974432715
1754,14.411903902925832
1755,14.285023903769265
1756,14.372047482648776
1757,14.278885070441008
1758,14.477899201100332
1759,14.714958227204185
1760,14.932007752636943
1761,14.928720518300471
1762,13.26290236823366
1763,12.747711217180397
1764,12.976407881182986
1765,13.357406685693702
1766,13.6942150840269
1767,13.378988611515185
1768,13.44350774049646
1769,13.717887328057191
1770,13.810104940995116
1771,14.049859758125997
1772,14.33591555799858
1773,14.61058674044084
1774,14.865371200703937
1775,15.083123016425072
1776,15.302659854858492
1777,15.521120907370001
1778,15.72127779105176
1779,15.904701497175852
1780,16.00509877713762
1781,16.165502779109445
1782,16.354784697467597
1783,16.545368824825427
1784,13.747656406752814
1785,10.144016191136068
1786,10.468258318417798
1787,11.005987496059534
1788,11.419561209967528
1789,11.827940023549338
1790,12.271480661440773
1791,12.376035219804551
1792,12.689573022126114
1793,13.065386026352176
1794,13.399587340260382
1795,13.689723141877538
1796,13.48803278198959
1797,13.560365966920962
1798,13.788471550901123
1799,14.089770424054448
1800,14.382416681286632
1801,14.222720061469198
1802,14.43174962771499
1803,14.700562346084679
1804,14.975097899565892
1805,15.236630450587331
1806,15.358964933164781
1807,15.588410929527281
1808,15.82140086816342
1809,16.025649490593153
1810,11.536525746470986
1811,6.992316513599693
1812,5.964598577361568
1813,5.9371259623917
1814,5.7825132738086165
1815,5.404224217744562
1816,2.1107967333757496
1817,-4.1898922024950735
1818,-7.759185327627839
1819,-8.734372968249108
1820,-7.930178457150606
1821,-6.5436482313930435
1822,-5.404979192408237
1823,-4.484999444586552
1824,-4.29627056109047
1825,-3.636159556822386
1826,-2.915901017333625
1827,-2.117195319767778
1828,-1.3950284027288835
1829,-0.838377440003397
1830,-0.2889963126613739
1831,0.27253388154114716
1832,-0.17857216575234836
1833,-3.4733758174220353
1834,-4.312711071703472
1835,-3.725656078335469
1836,-5.6414895334624
1837,-7.2685989237382875
1838,-6.925765061835982
1839,-6.727963412267749
1840,-5.982856311526178
1841,-5.146388356115073
1842,-4.388513831119647
1843,-3.702170630975737
1844,-3.5691789115326142
1845,-3.1308604871561734
1846,-2.669910194739287
1847,-2.9275686942243326
1848,-2.576501528103712
1849,-2.0597230212238826
1850,-1.5454377772003398
1851,-1.041701918237291
1852,-0.563951463314081
1853,-0.11498618433017038
1854,-0.024441648649155056
1855,-0.279680850513543
1856,-0.04565119348940049
1857,0.24388387077003562
1858,-0.6559494639294982
1859,-0.8693419206537057
1860,-0.4269611035914019
1861,0.10084473676204643
1862,0.5914094599308659
1863,-0.8652873268697167
1864,-1.9592917880691283
1865,-1.6473428235496275
1866,-1.0985041772729625
1867,-0.583003671311317
1868,-0.15172535180762856
1869,0.25396851986705826
1870,0.39605993848429555
1871,0.8002093083588694
1872,1.2593627269430585
1873,0.7592204423518361
1874,0.11105639887415565
1875,0.4054450682931881
1876,0.648922456599392
1877,0.9314148037034305
1878,1.2701066828809005
1879,1.5867294775484955
1880,1.8923609901165157
1881,2.079020316595778
1882,2.1563793959863125
1883,2.452384352153094
1884,2.390945572309821
1885,-0.28799809896770595
1886,-1.6098562988835576
1887,-2.7149435307123295
1888,-2.6980425159508616
1889,-2.140469701854992
1890,-1.5876274027312756
1891,-1.3358419582094077
1892,-0.8917983664169185
1893,-0.5085015503564255
1894,-0.05217614141734424
1895,0.39966336674433756
1896,0.4258883024569673
1897,0.6670033131665177
1898,0.9792395496822794
1899,1.3106277473308403
