year,ohc_1e22J
1750,19.25787912813939
1751,19.52463111635702
1752,19.758781197052365
1753,19.9482657461829
1754,19.93692585463452
1755,19.798368031289744
1756,19.85253390136579
1757,19.706691716638943
1758,19.874498224510017
1759,20.086110424183765
1760,20.277730058026638
1761,20.237917153414013
1762,18.528415655041904
1763,17.969180314266556
1764,18.160076272097932
1765,18.476047043909002
1766,18.771548266740496
1767,18.410249535615797
1768,18.4198100805323
1769,18.678292879659683
1770,18.721891653755666
1771,18.926978935741694
1772,19.16165980836771
1773,19.38071283725257
1774,19.59481024705074
1775,19.781276068637062
1776,19.957141761890163
1777,20.110574618515447
1778,20.263706172202088
1779,20.407840098784817
1780,20.458502515528885
1781,20.578141555238428
1782,20.721123084932334
1783,20.856846463844928
1784,18.025663718964537
1785,14.377544831334063
1786,14.666117111400649
1787,15.159378511059705
1788,15.528187738300522
1789,15.92319158982567
1790,16.333530097333075
1791,16.41586757994529
1792,16.68929738075516
1793,17.019501597451484
1794,17.29826162984287
1795,17.550539214737512
1796,17.307349105692488
1797,17.31543742338334
1798,17.503631435529755
1799,17.760352285023366
1800,18.011264565349347
1801,17.80506947945183
1802,17.974144612395126
1803,18.219990510747447
1804,18.457871458094143
1805,18.684101886577587
1806,18.772798103847204
1807,18.95315343134515
1808,19.139914511508042
1809,19.325551782742025
1810,14.801722372995998
1811,10.226143780039639
1812,9.161614294633463
1813,9.092408960438947
1814,8.902229532365167
1815,8.49916914591632
1816,5.1561021394190805
1817,-1.1961753258815566
1818,-4.810312922047327
1819,-5.816072456478766
1820,-5.062603884266217
1821,-3.7158237883632848
1822,-2.6171518762895305
1823,-1.7402035846924104
1824,-1.6047765199174162
1825,-0.9972485832398289
1826,-0.3200247175185179
1827,0.42544843426174384
1828,1.0892226281824409
1829,1.61620719299369
1830,2.1171192327472963
1831,2.631800396620313
1832,2.109919092243611
1833,-1.2570467478736893
1834,-2.1716287290188827
1835,-1.6423297054023878
1836,-3.6132553544783237
1837,-5.301575005432487
1838,-5.018456794009132
1839,-4.868192399142531
1840,-4.187399910144541
1841,-3.410652797500998
1842,-2.7084389767507764
1843,-2.08898396881603
1844,-2.0326072210869266
1845,-1.654566867532149
1846,-1.2222719130361903
1847,-1.5323564137559758
1848,-1.2469659378197484
1849,-0.777114107637027
1850,-0.3153107139175779
1851,0.13461615600048865
1852,0.5532748365888394
1853,0.9326466750415778
1854,0.9675770711446491
1855,0.6837266821037615
1856,0.8616602014988085
1857,1.0828165670052974
1858,0.1272952210075555
1859,-0.14837602576724118
1860,0.22450805607408195
1861,0.6992335885251523
1862,1.1564331281712792
1863,-0.34563346273931056
1864,-1.4969569667808658
1865,-1.2485662589953237
1866,-0.7391538004766993
1867,-0.2818586129745188
1868,0.11632160994252672
1869,0.49938898441248875
1870,0.6087987447382724
1871,0.9824938174266528
1872,1.404775141511615
1873,0.8437863309357296
1874,0.14454966768342897
1875,0.39858787929375955
1876,0.5830212288281299
1877,0.8096374625557259
1878,1.1007249853415009
1879,1.3758387194728157
1880,1.6372093467328646
1881,1.7670713992892049
1882,1.7944197371716009
1883,2.0470041110306374
1884,1.9253125375727502
1885,-0.7934104375372885
1886,-2.145114866858247
1887,-3.303791321094618
1888,-3.3214024841646492
1889,-2.802162287335924
1890,-2.2877678012317797
1891,-2.0613431051293114
1892,-1.6625435580008452
1893,-1.3341368696984734
1894,-0.9034397916105101
1895,-0.46341232194107385
1896,-0.47169360206105915
1897,-0.2728947681425766
1898,0.0171820888762009
1899,0.330514757683211
1900,0.5885423227972897
1901,0.8208617694151401
1902,1.019179119359458
1903,1.1802012434070792
1904,0.9629908374451787
1905,1.0900794281177715
1906,1.3419107953561655
1907,1.6133599649110268
1908,1.335334272681365
1909,1.2240965258368097
1910,1.4419110973485063
1911,1.6535645530861427
1912,1.8131817737118914
1913,1.1145285948031776
1914,0.29290880646418904
1915,0.5110900104060146
1916,0.9242379377622034
1917,1.2844969619994655
1918,1.6497850665920037
1919,1.907103978630566
1920,1.9387577341073923
1921,2.1656636265257334
1922,2.499371235511585
1923,2.781798007397235
1924,3.0216553574673006
1925,3.047887733986447
1926,3.272698273722268
1927,3.2352715639878222
1928,3.4396439663297693
1929,3.795798995644564
1930,4.088948720344609
1931,4.413032324306762
1932,4.738860499556707
1933,4.959914567625729
1934,4.809661744365564
1935,5.006857505922779
1936,5.361753919912556
1937,5.757902579512049
1938,6.116425895173269
1939,6.503160920034172
1940,6.842252990662972
1941,7.110340927780123
1942,7.3581544913764
1943,7.568596093883531
1944,7.529028578548025
1945,7.627446202446577
1946,8.010089470697208
1947,8.496349198511107
1948,8.832531858249009
1949,9.224315475695521
1950,9.680120166408614
1951,10.072235957056785
1952,10.386000806373623
1953,10.687742373883829
1954,10.996289949292409
1955,11.324196957544821
1956,11.641697491596515
1957,11.845242009735335
1958,12.16586290002061
1959,12.619256577643592
1960,13.034386987928782
1961,13.418443011607886
1962,13.758564950462551
1963,14.07981536289386
1964,13.25683896323439
1965,12.754667801779751
1966,13.115323363408018
1967,13.623759645301318
1968,14.199369092288192
1969,14.615841791858227
1970,14.93674287242814
1971,15.420139485830145
1972,15.940936722401958
1973,16.48693432284271
1974,16.9720781591969
1975,17.494006763491885
1976,18.05341312294428
1977,18.582260132086553
1978,19.18099537336816
1979,19.868279061729943
1980,20.607106566442592
1981,21.25972385638891
1982,21.914885078751187
1983,22.103604761581757
1984,21.774109197767768
1985,22.10802055300574
1986,22.826511069262573
1987,23.528674128139773
1988,24.344128975655998
1989,25.279994071016514
1990,26.334666520767545
1991,27.354754302927976
1992,27.37193139480192
1993,25.79941593961812
1994,25.941996699740947
1995,27.103430664881998
1996,28.36361071246393
1997,29.630215588280745
1998,30.911418179719007
1999,32.25030621717789
2000,33.646023239173715
2001,35.08431901714233
2002,36.4597178198573
2003,37.85193193733064
2004,39.09348465637139
2005,40.27695325854776
2006,41.361732968599846
2007,42.46922407716745
2008,43.60409776173261
2009,44.81317777899076
2010,46.0925913456993
2011,47.47607018893888
2012,48.85030810917268
2013,50.32309279365208
2014,51.86472312141187
2015,53.43595800837026
2016,55.03507115031927
2017,56.60730438801939
2018,58.20350991070471
2019,59.82069578443648
2020,61.344752642495145
2021,62.976554893339525
2022,64.63792133099851
2023,66.36670376554913
2024,68.15260551182773
2025,69.97624692727554
2026,71.81474821826431
2027,73.57527715399937
2028,75.30481825807438
2029,77.07215965314319
2030,78.84230360541429
2031,80.65031155453244
2032,82.44576750809128
2033,84.29523945952597
2034,86.20697491958833
2035,88.19237281174415
2036,90.21839478039888
2037,92.27748841786777
2038,94.3927763060213
2039,96.5357416319064
2040,98.63717865863366
2041,100.77252256844294
2042,102.94339953669957
2043,105.16031608945062
2044,107.42577440890888
2045,109.71804848209149
2046,112.08166468148234
2047,114.46882448913995
2048,116.86298702849788
2049,119.2554865209005
2050,121.62863034627084
2051,123.97427029539963
2052,126.28908525046556
2053,128.55558232674372
2054,130.78403869980198
2055,132.98573280068774
2056,135.15136074272763
2057,137.33562091032542
2058,139.5263195224463
2059,141.6795321382127
2060,143.78467657842307
2061,145.8275864678875
2062,147.77795723345415
2063,149.68271081209187
2064,151.54445796606925
2065,153.35850690466813
2066,155.1466887801258
2067,156.88157736847273
2068,158.6125534137716
2069,160.3449677950938
2070,162.0769911965406
2071,163.77602640035772
2072,165.43269541644514
2073,167.06700896780097
2074,168.61422485394482
2075,170.123849790923
2076,171.58115782397735
2077,172.99995297457596
2078,174.38861930764827
2079,175.7492082125564
2080,177.1419798807359
2081,178.5582017909781
2082,179.97768354920984
2083,181.37800772260866
2084,182.69067820365214
2085,183.92229547929537
2086,185.10706924240193
2087,186.25463068856766
2088,187.38215386360713
2089,188.50084247954788
2090,189.60721618956734
2091,190.7220628225117
2092,191.8649261899253
2093,192.97995035028632
2094,194.07902657983078
2095,195.17315582909518
2096,196.19386856714283
2097,197.11728604111104
2098,198.01830353943865
2099,198.9025533182014
2100,199.77227965590518
2101,200.63635006638697
2102,201.52442527113413
2103,202.4449401891776
2104,203.31160891700787
2105,204.15868553269306
2106,204.98570313796492
2107,205.77905852446884
2108,206.50314322949785
2109,207.20393726784428
2110,207.87162877472716
2111,208.5444924455396
2112,209.20747540721516
2113,209.8786893162092
2114,210.58811578058388
2115,211.26157243366455
2116,211.9390636319592
2117,212.59617793326646
2118,213.1931178584335
2119,213.74631182866324
2120,214.27974935019762
2121,214.79746570254161
2122,215.305708752482
2123,215.83436001607217
2124,216.3877820763072
2125,216.94589438478553
2126,217.45807169735818
2127,217.97982978986855
2128,218.47651972767994
2129,218.9364285925435
2130,219.33008140928277
2131,219.726549483973
2132,220.09770050517787
2133,220.48048791291694
2134,220.87462187816706
2135,221.30181622773472
2136,221.7106731289408
2137,222.11818675816488
2138,222.5100089157962
2139,222.84841919204285
2140,223.19341355294387
2141,223.4940548900301
2142,223.78643916418068
2143,224.06322082241599
2144,224.32661128778022
2145,224.58882463072754
2146,224.85516533516744
2147,225.12261312494402
2148,225.37588199262038
2149,225.63436713426225
2150,225.88568688692047
2151,226.13154057164266
2152,226.35815624076267
2153,226.58544878177804
2154,226.79311322308592
2155,227.01824128266065
2156,227.2570384067787
2157,227.5315330525371
2158,227.83967556573435
2159,228.159075581451
2160,228.48119844390393
2161,228.79473043352354
2162,229.043199308603
2163,229.29705753411653
2164,229.52195018809383
2165,229.75878988210283
