year,gmst_p05,gmst_p25,gmst_p50,gmst_p75,gmst_p95,gmst_11yr_p05,gmst_11yr_p25,gmst_11yr_p50,gmst_11yr_p75,gmst_11yr_p95,gmst_mean,gmst_max,gmst_11yr_max
1750,-0.06647565104671771,-0.0172473059615622,0.026867300916677238,0.07829350322435817,0.17556623077349198,,,,,,0.036478215570620864,0.4129350421084908,
1751,-0.0989563724990006,0.0002314946954867711,0.060155537438867424,0.13363696932847505,0.272537685415603,,,,,,0.06863043017554477,0.6382126879437138,
1752,-0.09670472115691084,0.0005738370674659016,0.07657247131905795,0.15239416465941436,0.3179627821513434,,,,,,0.08428460759570958,0.5020898317133469,
1753,-0.110553723104724,0.009343241069919992,0.0852345169206232,0.1681672687225508,0.30834250530185586,,,,,,0.09072783612414098,0.63454444836265,
1754,-0.1005827279706175,0.009408045454135042,0.08465213136028817,0.1773745308546252,0.3138937061735664,,,,,,0.09413984988777375,0.5431127338019883,
1755,-0.1394975761764533,-0.024167597441233698,0.04957600471144459,0.13642981989284822,0.29195082793250726,-0.07096296725050473,-0.0016602139208872061,0.05262528397164037,0.11799052637011777,0.23828299717147997,0.058371865264309604,0.5198514509394343,0.4809377029174962
1756,-0.1685689810919156,-0.04315770713867277,0.03548228996690962,0.11450218282711094,0.25006123521395957,-0.07099790311410098,0.004115359561804579,0.05713763780341292,0.1262001137680447,0.24562410412912197,0.038955928229621024,0.5371096762368661,0.5061408904040874
1757,-0.1542750024026331,-0.03706474848126049,0.03556947963870105,0.11995290991095812,0.26174470752180545,-0.06966059905539608,0.004486000010208283,0.05932002254287056,0.1266233410540315,0.2457747801355837,0.0424012494814686,0.5412496831774984,0.524804027767063
1758,-0.14806968822127511,-0.03427220661217473,0.041765364381497035,0.12765037313650535,0.28476187413494913,-0.07929285599894967,-0.0015055085756193742,0.05353473525349733,0.12168176453471528,0.23390151041534546,0.04946038611715354,0.6216209638341466,0.5084572569938444
1759,-0.12236194484425485,-0.009775824172443694,0.05693229378164724,0.13676753071077571,0.2766129182335576,-0.08917968078557187,-0.012196080293266721,0.042326926354119936,0.10742483011624882,0.21968872033708967,0.0641067493322892,0.5697874372042667,0.48653905569066613
1760,-0.11888247620733092,-0.005119791432902587,0.07014441402011151,0.15118689950801517,0.2732027529581046,-0.10165149508323455,-0.02049485663715146,0.03068344894136246,0.09687685353524164,0.21214749526801438,0.07397444918330232,0.6558321512837828,0.48826296601241503
