year,ohc_1e22J
1850,-14.561930776439235
1851,-14.16299626476355
1852,-13.769340724140406
1853,-13.388270961768924
1854,-13.02842873005271
1855,-12.695582764747552
1856,-12.976158176362514
1857,-13.004055909137428
1858,-12.748806190668047
1859,-12.397359686809779
1860,-12.00375402945634
1861,-11.607810026419536
1862,-11.40149901193541
1863,-11.232442840723694
1864,-12.211499084506183
1865,-12.633101125049592
1866,-12.487082177044917
1867,-12.1527374432981
1868,-11.793558757649734
1869,-11.424996837931872
1870,-11.0371034486413
1871,-10.671048007209599
1872,-10.288891974350298
1873,-9.928684835750982
1874,-9.756714310254157
1875,-9.430803012288361
1876,-9.102382882771641
1877,-8.838660662816512
1878,-8.557276120602154
1879,-8.271154852584749
1880,-7.977561975952983
1881,-7.753081698039174
1882,-7.495543634248525
1883,-7.162586399826408
1884,-7.583995644573495
1885,-10.196649262869357
1886,-11.05109547771141
1887,-11.042647022552975
1888,-10.885069121268764
1889,-10.516462000548094
1890,-10.1024973719012
1891,-9.966581155166029
1892,-9.990585541097074
1893,-9.91466529554054
1894,-9.548459560463577
1895,-9.101183444401425
1896,-8.676552683863044
1897,-8.284680784861743
1898,-7.937715962347388
1899,-7.615510475987196
1900,-7.322523219619412
1901,-7.031166801837086
1902,-6.739520231886208
1903,-6.792027802203223
1904,-7.827580224615335
1905,-8.055374729449396
1906,-7.790939436757564
1907,-7.375527801904827
1908,-7.27643439008221
1909,-6.976865697287768
1910,-6.6187600729055704
1911,-6.30682537634139
1912,-6.007889950822293
1913,-6.559645537389232
1914,-6.930130139339995
1915,-6.781212332560588
1916,-6.332386003163457
1917,-5.869640176618844
1918,-5.422788347421959
1919,-4.982906850933284
1920,-4.539476938670501
1921,-4.176923336811364
1922,-3.7685272084944823
1923,-3.5969196660526097
1924,-3.3711558146059515
1925,-2.9962511969005687
1926,-2.6026625315099956
1927,-2.176182165299915
1928,-1.758688872030005
1929,-1.411245775583014
1930,-1.3719590263815598
1931,-0.941987760848552
1932,-0.47317127816879073
1933,-0.2732200093138963
1934,0.1444536814244464
1935,0.5632238721735775
1936,0.9881058028390631
1937,1.4393982513867318
1938,1.8898778715789317
1939,2.3596597183261068
1940,2.777250409774855
1941,3.1424249864976854
1942,3.4886344951923007
1943,3.8086376371324064
1944,4.121238854024186
1945,4.473005231525842
1946,4.965502721695415
1947,5.505459435976297
1948,6.062410011826455
1949,6.613031653686613
1950,7.167657078494131
1951,7.628416121312976
1952,8.06090510399742
1953,8.480909822028876
1954,8.896866781797632
1955,9.324579809560253
1956,9.769845889464394
1957,10.272561885752156
1958,10.829419066542014
1959,11.424180227942268
1960,11.9568562895827
1961,12.451060944363475
1962,12.861794884252921
1963,12.991874815910682
1964,11.8180271605107
1965,11.17046885964647
1966,11.055907177906484
1967,11.645954455494508
1968,11.86222013111338
1969,12.273608340713382
1970,12.81739690297246
1971,13.30480118778413
1972,13.589281247954071
1973,14.022719461200387
1974,14.643086563297361
1975,15.09373288027346
1976,15.244122081939876
1977,15.765908687990253
1978,16.482615892334284
1979,17.301625541961194
1980,18.12158817028403
1981,18.879090140745788
1982,19.656935577079654
1983,19.85151221917139
1984,19.528015834817662
1985,19.8878944332391
1986,20.62459221071303
1987,21.374973375086487
1988,22.23354743529856
1989,23.240073848333953
1990,24.395509257373213
1991,25.490712821400166
1992,25.461158288529514
1993,23.93054852306396
1994,23.939529966914655
1995,24.89469559430629
1996,26.131175922709705
1997,27.452940864747763
1998,28.630938681149484
1999,29.89278183608055
2000,31.388466237382218
2001,32.937625877614316
2002,34.42364668728709
2003,35.79971756362915
2004,37.0288750174284
2005,38.28216568183899
2006,39.44502706561089
2007,40.57611393008232
2008,41.75218181862831
2009,43.0150155292511
2010,44.31390785369873
2011,45.687865526866915
2012,47.09130275788307
2013,48.54231085162163
2014,50.129761523890494
2015,51.67954379384518
2016,53.151721771025656
2017,54.742038388037685
2018,56.370710702437165
2019,57.98738579903841
2020,59.462203695118426
2021,61.09306491961479
2022,62.67351285376549
2023,64.17947121992111
2024,65.75228844614028
2025,67.36962762370109
2026,68.97255061120987
2027,70.56845411024094
2028,72.16518309249878
2029,73.77139684877396
2030,75.37900564060212
2031,77.00833239393235
2032,78.67208135843276
2033,80.37102781257629
2034,82.1191066280365
2035,83.94427929992676
2036,85.78855544338226
2037,87.6717254283905
2038,89.54535690116883
2039,91.43543766441346
2040,93.31167941303254
2041,95.1917719417572
2042,97.07676975841522
2043,98.97391686058045
2044,100.89173896942138
2045,102.85386639518738
2046,104.87877562065124
2047,106.94059938316346
2048,109.03362886314392
2049,111.1433466064453
2050,113.23037365989686
2051,115.28415712623597
2052,117.31344009284973
2053,119.33109320106506
2054,121.3428376045227
2055,123.37734589195252
2056,125.45246019630432
2057,127.5725328300476
2058,129.69712535095215
2059,131.82529609832764
2060,133.96190343399047
2061,136.06557191467286
2062,138.16146511306764
2063,140.24440882720947
2064,142.32738742523193
2065,144.4171517555237
2066,146.51762643432616
2067,148.65897379608154
2068,150.8330794593811
2069,153.02108271102907
2070,155.19908148956299
2071,157.35022898635864
2072,159.48279498748778
2073,161.60648982467652
2074,163.71658750686646
2075,165.82445380401612
2076,167.93170467071533
2077,170.04284315948487
2078,172.16239118423462
2079,174.32364296798707
2080,176.51326606826782
2081,178.71871396408082
2082,180.90783934631347
2083,183.09946515808105
2084,185.26700188217163
2085,187.43176657562256
2086,189.56965154571535
2087,191.69930401000977
2088,193.81944036331177
2089,195.94687156829835
2090,198.0939702934265
2091,200.28150057754516
2092,202.49477184295654
2093,204.733468510437
2094,206.94514221878052
2095,209.1228469833374
2096,211.26838268280028
2097,213.38455831985473
2098,215.50402620925902
2099,217.6137063713074
2100,219.74166891098022
2101,221.89042726211548
2102,224.06171217651368
2103,226.21434918060302
2104,228.33979085998536
2105,230.45635523147584
2106,232.53615395431518
2107,234.60273437423706
2108,236.64388255462646
2109,238.6840269935608
2110,240.7262743095398
2111,242.79240944747926
2112,244.9088433303833
2113,247.0142342247009
2114,249.10493373184204
2115,251.1396635520935
2116,253.16178542785644
2117,255.15022242355346
2118,257.136829624176
2119,259.1057702842712
2120,261.0665836547852
2121,263.06228541259765
2122,265.08394962844847
2123,267.1407884391785
2124,269.15431059112547
2125,271.1764257888794
2126,273.157653453064
2127,275.1029251876831
2128,277.02630597686766
2129,278.9272519065857
2130,280.85068610534665
2131,282.79459670944215
2132,284.7907635757446
