year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,285.8929863915696,267.7982475551017,254.923192637876,274.49243333254844,266.6699550761826,r1i1p1f1,historical
1851,286.0707715340769,268.2610095500508,255.73319867355858,274.14142375159525,266.86956298564183,r1i1p1f1,historical
1852,286.1343188451606,268.2143434094797,256.4312367494288,274.88757839735524,267.4352524239619,r1i1p1f1,historical
1853,285.85911928470796,268.1454199147688,255.0385008888952,274.3267427052193,266.7031358204186,r1i1p1f1,historical
1854,286.0215815545314,267.8218996147397,255.7811295762533,274.1152045822662,266.7819689661567,r1i1p1f1,historical
1855,285.9107466961123,267.9491364606805,255.4982804861059,274.42834573556087,266.86060491546493,r1i1p1f1,historical
1856,285.91100082050156,267.85315595206555,255.79198439472538,274.2527881501575,266.8558161850801,r1i1p1f1,historical
1857,285.9501033686992,267.7881406537532,255.46468109387476,274.1261543107087,266.6760205228859,r1i1p1f1,historical
1858,285.74600964346376,267.632281462295,254.53548535566537,274.06647025104974,266.31056145352403,r1i1p1f1,historical
1859,285.81768349665373,267.48083087894446,255.34610798727726,274.0261834624097,266.52687598603245,r1i1p1f1,historical
1860,285.8953871697705,267.2841298753095,254.6202341314842,274.3089862758408,266.37855325556217,r1i1p1f1,historical
1861,285.7009254552136,266.9537760780914,255.558838228113,274.4043815804085,266.662687000169,r1i1p1f1,historical
1862,285.78436917702544,266.9381973521212,256.17827487911876,274.77777388240133,267.0361723216465,r1i1p1f1,historical
1863,285.6285644574481,266.7609468486836,255.84845577682123,274.2264951895228,266.6353622740729,r1i1p1f1,historical
1864,285.7941271138227,267.0040898147872,255.44682441902987,274.62161561137646,266.7370345121243,r1i1p1f1,historical
1865,285.9906797895556,267.39761169278546,256.002309647515,274.5801863586696,266.9821352426547,r1i1p1f1,historical
1866,285.9179837176932,267.3614607166586,256.04354959852384,274.4363542453387,266.9214976483919,r1i1p1f1,historical
1867,285.78913011466886,267.0757058046605,255.48318987873503,274.2125915754989,266.5742238445157,r1i1p1f1,historical
1868,286.03254833377065,267.55187352601206,255.45371171753595,274.5880460865815,266.8374958101018,r1i1p1f1,historical
1869,286.08509993312947,267.6064336098477,255.96920830924532,274.5847296246859,267.0167287433481,r1i1p1f1,historical
1870,285.7482451695258,267.34988262406296,255.50922980662017,274.10636884980835,266.5904745967633,r1i1p1f1,historical
1871,285.9360021146793,267.32749808999387,255.20434755823348,274.29484723064553,266.5729980363699,r1i1p1f1,historical
1872,286.1062506218168,267.43783584996436,255.88977681488063,274.26974241909744,266.8095684187815,r1i1p1f1,historical
1873,285.8927439486555,267.4524804517357,256.3238593945262,274.33699375783465,266.98646920574623,r1i1p1f1,historical
1874,285.98321278612883,267.58408822305614,256.8267267296025,274.4607520474821,267.2364678544627,r1i1p1f1,historical
1875,286.02021254112805,267.82897049501986,257.19376545765994,274.40369083881245,267.38151135904695,r1i1p1f1,historical
1876,285.9472109377554,267.79875876666614,256.4534958271087,274.67787389675857,267.2590362420613,r1i1p1f1,historical
1877,286.1669435460476,267.8251021792629,256.15846912585937,274.9133515534021,267.2767091040984,r1i1p1f1,historical
1878,286.1023930112531,267.7068138106384,257.06623186088706,275.08261432329,267.62899369990765,r1i1p1f1,historical
1879,285.924880306081,267.56759586104494,256.1355565026896,274.0533099809239,266.81695731417557,r1i1p1f1,historical
1880,286.03401193453215,267.54156232666344,255.88064138822625,274.6136825749544,266.9875688011721,r1i1p1f1,historical
1881,285.89943866127,267.44491009513087,255.7458555398577,274.413106733603,266.83020003695003,r1i1p1f1,historical
1882,285.8297807421224,267.341505844674,255.53594296859038,274.64453570871433,266.8470267121021,r1i1p1f1,historical
1883,286.04570342528297,267.60455852972547,255.9281282802744,274.91528282618833,267.15609167791655,r1i1p1f1,historical
1884,285.64480009094984,267.6193106998017,255.45270165136017,274.0256609929572,266.59042916836563,r1i1p1f1,historical
1885,285.4084815947006,266.90782982062603,254.31771285249008,273.45196959091413,265.803628116926,r1i1p1f1,historical
1886,285.75298524814946,267.3202755004626,256.3132180722581,273.89561204982033,266.75087705138014,r1i1p1f1,historical
1887,285.87326767751614,267.0414001569843,256.3789466986482,274.66862618071167,267.0729599548587,r1i1p1f1,historical
1888,285.84753559380596,267.174590568456,256.26476030088975,274.1241044639371,266.8106305144723,r1i1p1f1,historical
1889,285.9536657367229,267.07231851873485,256.05768884644624,275.0643726035207,267.15726666983784,r1i1p1f1,historical
1890,285.7135649222268,267.0070014524122,256.270675298481,274.30418656253727,266.86126234831664,r1i1p1f1,historical
