year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,287.03815884609287,266.8516080260406,256.3072579695592,276.04342070815693,267.6473798896026,r1i1p1f2,historical
1851,287.0577480003223,267.16148686416966,256.40850591868895,275.3453430012653,267.4213624915826,r1i1p1f2,historical
1852,287.0610151697584,267.1280864570204,257.4980063432287,275.6056537884384,267.8932248044254,r1i1p1f2,historical
1853,287.081163539912,266.8463538546632,256.6149698162968,275.59754643645016,267.5407096645141,r1i1p1f2,historical
1854,287.11088383453387,266.86786646562155,257.0069521178129,276.02913553878665,267.8741173687887,r1i1p1f2,historical
1855,287.3209361825336,266.8114574209662,257.0663863164805,276.44562139575675,268.0750342961499,r1i1p1f2,historical
1856,286.9777439028851,266.3694824668235,257.086621466573,275.7132186732197,267.650332631799,r1i1p1f2,historical
1857,286.9079128603945,266.6489340770745,257.0927284516391,275.57477019769345,267.64618613828696,r1i1p1f2,historical
1858,286.906154076877,266.53284157455965,256.646693452467,275.3773200520062,267.38392408406537,r1i1p1f2,historical
1859,287.17350461178904,266.6880657455309,257.12023104710534,276.15360095537227,267.93171717093315,r1i1p1f2,historical
1860,287.21618392150145,267.0121775200242,256.82397376858665,276.0034935426989,267.8320552596475,r1i1p1f2,historical
1861,286.8980792671263,266.79579765233746,255.9230731807268,275.4731661810447,267.2451226296507,r1i1p1f2,historical
1862,286.840584750033,267.2705456447797,255.74041174179982,275.0186238621638,267.0729365297232,r1i1p1f2,historical
1863,286.8907370734556,266.8940693020238,255.14148909116932,275.08545126885804,266.82887359505804,r1i1p1f2,historical
1864,287.02771899272943,266.9324869181391,256.51189570187364,276.1494366155746,267.7805916794451,r1i1p1f2,historical
1865,286.9334890640219,266.6950040524891,255.59228911011712,275.8171810280687,267.27496035570994,r1i1p1f2,historical
1866,286.82351030860104,266.02741537869144,255.55141715498047,275.60226060242053,267.02324009205284,r1i1p1f2,historical
1867,286.97922602523886,267.0090675329928,256.1981301120555,275.99220274886005,267.6204646468728,r1i1p1f2,historical
1868,287.0471101204922,267.15887209592006,256.0572676681467,275.5237064818987,267.38806518185476,r1i1p1f2,historical
1869,287.1346628675742,267.00353969394985,256.14878255068066,275.7660427744201,267.4982414928972,r1i1p1f2,historical
1870,287.2153860420101,267.04977703225785,256.90520840965416,276.1538842024718,267.9362908829863,r1i1p1f2,historical
1871,287.0922527262655,266.7868435759087,256.354745840578,275.8994709764542,267.58279908161046,r1i1p1f2,historical
1872,287.12634443888874,267.35830994410577,257.0344892326116,275.8902435502609,267.92062706396723,r1i1p1f2,historical
1873,287.2086453074567,267.0788524709185,257.5367993287574,276.34614783337594,268.2390677640529,r1i1p1f2,historical
1874,287.0998313927508,267.1973222132948,257.0857309727903,275.8567548485264,267.88851014501086,r1i1p1f2,historical
