year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.0148801563655,265.79574355715613,259.7209105802893,273.99870152856676,267.60214647143766,r10i1p1f2,historical
1851,285.86090150368426,266.1341373375937,258.55887729745524,274.848351371552,267.68439613162786,r10i1p1f2,historical
1852,285.96018113171175,266.08366757830026,256.68568519517896,274.15214513930437,266.7354275600765,r10i1p1f2,historical
1853,286.1045249287586,266.473206891318,258.0277576667455,274.6359082220082,267.48174230904283,r10i1p1f2,historical
1854,286.04072798207017,265.97537334706016,257.24581833459223,274.88657673313077,267.23755486958396,r10i1p1f2,historical
1855,285.95568370820774,266.063011047202,256.8091794963953,274.0296080775661,266.7149172221206,r10i1p1f2,historical
1856,286.11021279850826,266.3099534986286,257.4509764567973,274.82045599940153,267.3438172609835,r10i1p1f2,historical
1857,286.0039997635317,266.451575348827,256.60365262693125,274.24095440916267,266.82604443321026,r10i1p1f2,historical
1858,286.21370863442536,266.65577381747204,257.2547514222985,274.82737266949874,267.35434489783466,r10i1p1f2,historical
1859,286.06429160593495,266.2049919963321,257.0731224596029,275.12353925889244,267.3383407013325,r10i1p1f2,historical
1860,286.0028223411377,266.0778777965178,256.1604931641868,273.9305250827933,266.4588484600896,r10i1p1f2,historical
1861,286.1904262551382,267.0032111867982,257.81178955330563,274.6018451972316,267.50503160010624,r10i1p1f2,historical
1862,286.1334921875758,266.5253410943979,256.33266690164754,274.2006499657285,266.7336064497741,r10i1p1f2,historical
1863,286.03576274386455,266.25017442344944,257.7480059874189,274.63317996439986,267.3422067493608,r10i1p1f2,historical
1864,286.1007196634527,266.23204338369226,258.30780517424614,274.5735669268975,267.49480452629734,r10i1p1f2,historical
1865,285.96709021597087,265.77155863328727,257.21174291722645,274.18564618396897,266.85905335730547,r10i1p1f2,historical
1866,286.03322182705506,265.8833266763361,257.4739242215892,274.1631210623629,266.9579984722092,r10i1p1f2,historical
1867,285.9556285162604,266.1174099419408,257.10008010816927,273.7992760575783,266.71504204843006,r10i1p1f2,historical
1868,285.96992027105813,266.23325804214016,257.85352262764866,274.6839717764682,267.3969248384872,r10i1p1f2,historical
1869,285.9781079598362,266.31637619780366,256.95616554534377,274.31352840853106,266.9474827429197,r10i1p1f2,historical
1870,286.1865256894956,266.1996265700187,256.1505221181225,274.7745635139089,266.87217852238376,r10i1p1f2,historical
1871,286.27749316228517,266.28590890201946,259.4240399688909,274.3581311304702,267.7730059131154,r10i1p1f2,historical
1872,286.1656095070953,266.2303607969613,259.6456358272922,275.28609662365665,268.2645412305344,r10i1p1f2,historical
1873,286.0839190047605,266.1574730041541,257.49562833696405,274.5665601363375,267.2091132469575,r10i1p1f2,historical
1874,286.026579389271,266.0013085154228,258.0703257337077,274.6683817086185,267.4127879939988,r10i1p1f2,historical
1875,286.0382544143127,266.1261226532784,258.4421971258013,274.56426649205775,267.5126689740814,r10i1p1f2,historical
1876,286.1429610901816,265.79811548560014,257.92916083907454,274.6979972888816,267.3379206465441,r10i1p1f2,historical
1877,286.1170242291999,265.80466593640244,259.76343326307585,274.4501607339279,267.8272872300195,r10i1p1f2,historical
1878,286.14558596097874,266.0784835869425,259.5692884263877,274.6766086548337,267.92532710834575,r10i1p1f2,historical
1879,286.11016016662245,266.07262544337715,258.9902211456792,274.42283772915147,267.6161192625261,r10i1p1f2,historical
1880,286.2087369503943,266.3548291761102,259.51867839972687,274.3921169604796,267.83418282143447,r10i1p1f2,historical
1881,286.25454027202994,266.36966681526576,257.7717006476433,274.47189301965875,267.30003289128433,r10i1p1f2,historical
1882,286.16247778064553,266.5103026152672,256.3054677339625,274.3670996373965,266.79871455476496,r10i1p1f2,historical
1883,286.1613744749697,266.54169902933245,258.94518347164535,274.64811952244276,267.8031787839509,r10i1p1f2,historical
1884,285.93051071977067,266.4371526467613,258.3702493448082,274.0426450172761,267.311773295849,r10i1p1f2,historical
1885,285.9850790077556,266.69597255506415,257.5111364905645,274.3543309553024,267.2276477303305,r10i1p1f2,historical
1886,286.1549656243743,266.3384689273087,257.27603872887244,274.08343155014205,266.9505304504188,r10i1p1f2,historical
1887,286.1336720591432,266.3291080553442,258.92273447598626,274.6174346391641,267.7374234867881,r10i1p1f2,historical
1888,286.1204685715922,266.12706495076486,257.68224907005475,274.85053894431894,267.3958006766944,r10i1p1f2,historical
1889,286.1053072462563,266.30331591171483,259.12407050321315,274.5181841653083,267.75222898659587,r10i1p1f2,historical
1890,286.030237384814,266.4639229360029,258.37464662281116,274.2529921051894,267.4163018216304,r10i1p1f2,historical
1891,286.0335494283035,266.20474859139375,257.6609247974163,273.58142481773393,266.816522683195,r10i1p1f2,historical
1892,286.1533554819852,266.2405313316502,258.2237357285943,274.17775447929887,267.28542298679787,r10i1p1f2,historical
1893,286.10770351599604,266.30136128871413,257.56455863234686,274.44407868282605,267.2048658943197,r10i1p1f2,historical
1894,286.136284724679,266.440491440805,258.0364907948892,274.29621487064173,267.3203259177185,r10i1p1f2,historical
1895,286.33372970101163,266.55170948413866,258.7414765638418,274.11690447297116,267.4920125487491,r10i1p1f2,historical
1896,286.2076840323582,266.54372339914056,258.15914319206354,274.6368641755307,267.5400154956302,r10i1p1f2,historical
1897,286.220102752277,266.56837177620224,258.60907040786554,274.50126890580844,267.6301556615004,r10i1p1f2,historical
1898,286.23790585270467,266.7689960178813,257.59822529606294,274.2716371438575,267.2330988563021,r10i1p1f2,historical
1899,286.25467027396337,266.6762085781665,257.75437808511896,274.852405783286,267.53441827513757,r10i1p1f2,historical
