year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.8985005072609,265.79468505447915,256.8275042260812,275.95104226863566,267.5560539277193,r1i1p1f1,historical
1851,287.0258783038606,266.03288722425816,258.68490408304297,276.4719295007931,268.4575356892776,r1i1p1f1,historical
1852,287.0347067420135,265.783423151725,258.4354548236055,276.3933157119088,268.28728813884135,r1i1p1f1,historical
1853,287.0550396677443,265.99848231933527,258.126134482877,275.63488784040743,267.87864810533546,r1i1p1f1,historical
1854,287.0597183516401,266.3094187047557,258.2457551448108,275.83312873495413,268.0744512595427,r1i1p1f1,historical
1855,286.97043775236676,266.21179541622934,257.96396573106995,275.81933342903534,267.95515932213425,r1i1p1f1,historical
1856,287.1382155873418,266.1697049232163,259.96706036272366,276.56592402068077,268.95096312919674,r1i1p1f1,historical
1857,287.1158816150074,265.8520986539309,258.9278831959928,276.32529428808357,268.4318708682591,r1i1p1f1,historical
1858,287.2022226759987,266.09483929293293,258.87741638623714,276.4745128605918,268.53487666624613,r1i1p1f1,historical
1859,287.15860781664543,266.0672926637669,258.80203100081235,276.19800752706186,268.37618059386983,r1i1p1f1,historical
1860,287.32376666046196,265.97338261659655,259.56037118174584,276.78245408062656,268.8769064125081,r1i1p1f1,historical
1861,287.4121472036946,266.23818058484994,259.0781236757839,276.8928629810469,268.82457660227067,r1i1p1f1,historical
1862,287.10368957729855,266.3391188365491,258.8165201471802,275.893935057201,268.2964170550608,r1i1p1f1,historical
1863,287.08530059155595,266.1960859833591,258.7225263570416,276.18985602202224,268.37301598498857,r1i1p1f1,historical
1864,287.20612445027507,266.265663346868,259.1153810322445,276.40762730986495,268.61755954197383,r1i1p1f1,historical
1865,287.22740470581107,266.1772371429312,258.1470921156733,276.31644409506896,268.2386510291235,r1i1p1f1,historical
1866,287.21705816741746,266.14570588598326,259.86247371326357,276.71173455075257,268.9792047107089,r1i1p1f1,historical
1867,287.14002390637967,265.9647696725512,258.963014601755,276.0632674087565,268.3453332920456,r1i1p1f1,historical
1868,287.1545658061408,266.01065449133665,259.30736880785474,276.41955233686735,268.6332341040582,r1i1p1f1,historical
1869,287.0621160101711,266.03842952638473,259.12123982194237,276.4784241752872,268.6051180134511,r1i1p1f1,historical
1870,287.1708224582351,266.07326821423527,259.7114850747557,276.86922423638356,268.9875496166145,r1i1p1f1,historical
1871,287.24881462940175,266.546314630047,260.0533071541975,276.9322183377583,269.2273502463894,r1i1p1f1,historical
1872,287.25775946518655,266.63387256190595,258.712805381175,276.3411247040756,268.5308714344681,r1i1p1f1,historical
1873,287.21480837588683,266.13836138618694,258.847332794373,276.6493677879874,268.6150952402044,r1i1p1f1,historical
1874,287.033829126193,265.97178025930054,257.7388148888329,276.55140566553195,268.1707207412581,r1i1p1f1,historical
1875,287.17813344648795,266.0345674373927,258.1171932394794,276.2975181033874,268.19041976476126,r1i1p1f1,historical
1876,287.29194646537485,266.20083370895355,258.9822872518716,276.6850024314067,268.688949074148,r1i1p1f1,historical
1877,287.25452174751626,265.9981063956822,258.4240845554795,276.08552238346994,268.1854325000176,r1i1p1f1,historical
1878,287.28990501089476,266.28448836890004,259.0519670733818,276.2162415895823,268.51189282681975,r1i1p1f1,historical
1879,287.22911427476646,266.13924518005035,258.5442714551128,276.38310284824934,268.3922159259532,r1i1p1f1,historical
1880,287.13276648975386,266.367860051649,257.42873054729824,275.75862743302116,267.78349725777935,r1i1p1f1,historical
1881,287.1611071199527,266.26350624584325,258.51196487173235,276.2437617516612,268.34280002687575,r1i1p1f1,historical
1882,287.3015643541219,266.2119315405264,259.2917671992851,276.41553032557476,268.6680416080218,r1i1p1f1,historical
1883,287.03663004958656,265.97152386906276,259.5496995236605,275.74619734355286,268.39257095440377,r1i1p1f1,historical
1884,286.88696132386775,265.62611468939957,258.32582887057487,276.2904716050211,268.1709039649074,r1i1p1f1,historical
1885,286.84038493565276,265.7051376008102,257.11018227889963,275.6791939660982,267.504333618757,r1i1p1f1,historical
1886,286.78206979573446,265.55304693833733,257.1593475897998,275.8181871728909,267.5533500256204,r1i1p1f1,historical
1887,286.9267091113278,265.93778223837734,258.23299275462927,276.2471153748594,268.1850139136341,r1i1p1f1,historical
1888,287.13222177548647,266.0779411260819,258.57445573425736,276.5425822460792,268.46334564582816,r1i1p1f1,historical
1889,286.8693350152421,265.8014262692405,256.4637272990134,276.20420972938143,267.55525977936384,r1i1p1f1,historical
1890,286.960332082171,265.7357430628239,258.3997212398599,275.4746212560916,267.83970466920664,r1i1p1f1,historical
1891,287.0254438684068,265.94590520051185,257.19205889373114,276.16731862067724,267.8075576182916,r1i1p1f1,historical
1892,286.8929347705581,266.0569067356274,256.48317377480987,275.453950537514,267.2668646415625,r1i1p1f1,historical
1893,286.95152017816287,266.230020254868,257.65355534857713,276.4854790782712,268.1657611047615,r1i1p1f1,historical
1894,286.9730094484704,265.8818993213341,257.79069060488547,276.23591038450496,268.0228320976478,r1i1p1f1,historical
1895,287.08061698244666,266.10496754594885,257.477517984643,276.2072244895848,267.95292084501915,r1i1p1f1,historical
1896,286.95998428465697,266.00907144585995,256.76273840174196,276.0503529149535,267.62533235010886,r1i1p1f1,historical
1897,286.8795392686574,266.08086753053726,257.0896543846364,275.7908307541493,267.62737464273937,r1i1p1f1,historical
1898,287.03203158981404,266.147528104393,257.403884761832,276.2996448536325,267.98040600574365,r1i1p1f1,historical
1899,286.93013537143764,265.85874239848096,257.01172319549494,275.97742742010377,267.6421414361619,r1i1p1f1,historical
1900,287.0121422172069,265.8478569285978,257.6323871219175,276.0780334575983,267.89053239662377,r1i1p1f1,historical
1901,287.02362156145165,266.27911919896655,256.72872253296885,276.3470788511812,267.80780560025175,r1i1p1f1,historical
1902,286.8793248520668,266.13476240700095,256.684620361629,275.82919567665857,267.5232229552788,r1i1p1f1,historical
1903,286.78051726539684,266.058241962451,257.3281610735623,275.89714690487324,267.7503627312364,r1i1p1f1,historical
1904,286.9578481980388,266.23153578701186,257.24376507656007,276.24643974205026,267.92055467239516,r1i1p1f1,historical
1905,286.82810553913055,266.07150364763294,256.3592679740992,275.72342331794243,267.3541053831328,r1i1p1f1,historical
1906,286.92847146309765,265.97668365071604,257.5524672600937,276.27169933591847,267.98080723618637,r1i1p1f1,historical
1907,286.83554130045655,265.88158237189833,257.0816763809033,276.11567273799835,267.73397276499526,r1i1p1f1,historical
1908,286.78301541583176,266.16608777415104,256.24262491872645,276.1206311038991,267.5195667707935,r1i1p1f1,historical
1909,286.75354602295806,265.71219525436953,258.37747311986425,275.6659727585726,267.91621824863137,r1i1p1f1,historical
1910,286.9425524521804,265.92741242964803,257.4873277751137,275.8644185412267,267.7603355564799,r1i1p1f1,historical
1911,287.0107059432756,265.9736073765548,257.2302793103607,275.8756722601122,267.69065686835944,r1i1p1f1,historical
1912,286.793162729912,265.94416930109537,256.57096192039836,275.86508471093947,267.4629220390393,r1i1p1f1,historical
1913,286.8089289990381,266.0216652758834,257.405532524582,275.65083972595716,267.6540021556458,r1i1p1f1,historical
1914,286.9739890707167,266.2993751730844,257.85608867160346,275.95654883103714,268.0015066065514,r1i1p1f1,historical
1915,286.9890025152554,266.03199735769994,256.43067091958494,276.22988873986424,267.6041840402695,r1i1p1f1,historical
1916,287.16017072382147,266.259096128852,257.60080613101775,276.56760912596377,268.19253931476464,r1i1p1f1,historical
1917,287.14576531744154,266.52780027292937,257.7176538887979,276.3949865631429,268.2067162694135,r1i1p1f1,historical
1918,286.9755155043084,266.34753788869097,257.7700380011947,275.6883402753568,267.85887458496205,r1i1p1f1,historical
1919,287.0280684358457,266.38122205720896,256.84195264077727,275.93925557984016,267.67714784467915,r1i1p1f1,historical
1920,287.00595247210975,266.30088467102723,257.28001062726054,276.1376619980549,267.8964375477056,r1i1p1f1,historical
1921,286.98615974119235,266.1921914368652,257.6031731291547,276.0054216608478,267.91877476516424,r1i1p1f1,historical
1922,287.17441382807453,266.39447941243657,257.0479540425401,276.2850907925163,267.90795240408426,r1i1p1f1,historical
1923,287.2158850216153,266.27862533678154,257.35262450310364,276.95616107204523,268.2951647790144,r1i1p1f1,historical
1924,287.25233487464806,266.62388814205735,258.5031880368968,276.398558333721,268.4865263788495,r1i1p1f1,historical
1925,287.0459159790223,266.40929606998304,257.39411637705956,275.5740748726038,267.6951606377624,r1i1p1f1,historical
1926,287.0039755409244,266.2853126501438,257.11633065385837,275.71028137556885,267.6412559558272,r1i1p1f1,historical
1927,287.1503076154347,266.1892074405063,258.906825683969,275.62441637510636,268.17000934612923,r1i1p1f1,historical
1928,287.20362735217014,266.36683310496994,259.02521068928263,276.0239470142498,268.4310453039761,r1i1p1f1,historical
1929,287.04051555534807,266.28984961346123,256.9518388676428,275.8125816584526,267.6355606762981,r1i1p1f1,historical
1930,287.10437921612424,266.1255497619651,258.2093319514322,276.6877569435425,268.4205270720153,r1i1p1f1,historical
1931,287.1673536468577,266.2529656896032,258.22717995368674,276.2029816759039,268.2280974614391,r1i1p1f1,historical
1932,287.0304622589437,266.2016663416516,257.32066149623296,275.742363344067,267.7059208389359,r1i1p1f1,historical
1933,287.1205885839185,266.2626063664193,259.2385296206309,276.3169955387705,268.6153828836939,r1i1p1f1,historical
1934,287.34011598307,266.633955964431,258.96891988364297,276.6911465440893,268.77735292617,r1i1p1f1,historical
1935,287.16534125591204,266.5223022819374,258.7228712984902,276.26164440822623,268.4741599745281,r1i1p1f1,historical
1936,287.2262445066312,266.4451383119,258.77924235823895,276.22635952512763,268.4603044197609,r1i1p1f1,historical
1937,287.2801005790451,266.3035648848603,259.74382965809014,276.57139761897145,268.9079261276254,r1i1p1f1,historical
1938,287.154786684043,266.3963717017434,257.59186054524673,276.2807942925908,268.0851312539538,r1i1p1f1,historical
1939,287.108682817226,266.42073384622864,258.88048130367054,276.2857435982947,268.51604501695533,r1i1p1f1,historical
1940,287.245532797853,266.5493529908874,258.2709855656595,276.4541699615286,268.42050740585137,r1i1p1f1,historical
1941,287.1093869225346,266.4688851281385,258.280768847194,275.8738320044868,268.13794864112157,r1i1p1f1,historical
1942,287.1220670372409,266.01937833774247,258.5504831672046,276.0969933288007,268.2367147101607,r1i1p1f1,historical
1943,287.2817043028677,266.24543042040546,259.108119792662,276.2663838307836,268.54548594809904,r1i1p1f1,historical
1944,287.1575752059989,266.3840520683544,258.596683831926,276.05641861689514,268.30882267373875,r1i1p1f1,historical
1945,287.033188341729,266.1816754941894,257.28184822922344,275.50875584495674,267.5807036992204,r1i1p1f1,historical
1946,287.07294476141135,266.08617545075174,258.3317185932597,275.48662882025667,267.8956961297506,r1i1p1f1,historical
1947,287.24224204705814,266.2022228983339,258.1906829123374,276.02372555289264,268.12245424918177,r1i1p1f1,historical
1948,287.1389201197251,266.21747484293365,257.90916970109646,276.1287846996614,268.0817992714773,r1i1p1f1,historical
1949,287.1090741277183,266.3307317403025,257.67275926582215,276.03835214679793,267.98568627967455,r1i1p1f1,historical
1950,286.9912021409422,266.2599163173792,257.65276508907704,275.2054826674839,267.5782627859548,r1i1p1f1,historical
1951,287.14926324497236,266.29573200871494,257.8190751573338,275.941572444513,267.9816404221042,r1i1p1f1,historical
1952,287.23091498109363,266.2343408529756,257.75598465810583,276.48464335116023,268.1999386405307,r1i1p1f1,historical
