year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.8957731727836,265.737428444163,258.9838770463629,277.06462993432183,268.7692410307155,r1i1p1f1,historical
1851,286.7098238559195,265.64614014979594,258.1743788315576,276.13018848324015,268.05096993179257,r1i1p1f1,historical
1852,286.83281566307545,265.7608686168961,259.33963215175646,276.5185726392576,268.63787332090413,r1i1p1f1,historical
1853,286.77349741615967,265.489004688253,258.4848589759138,276.8233719345585,268.4417711348322,r1i1p1f1,historical
1854,286.75457503325293,265.6425484347341,258.79531541220814,276.0262353731799,268.20612508765987,r1i1p1f1,historical
1855,286.9133763369277,265.78461123606246,259.3828052004327,276.814669798831,268.79427484342636,r1i1p1f1,historical
1856,287.0014793160264,265.74060000996343,259.2484589938594,276.8357380237737,268.7507441216423,r1i1p1f1,historical
1857,286.9863207176035,265.79649822315406,260.3304627474012,277.1684030194295,269.27223321997695,r1i1p1f1,historical
1858,286.8042006238406,265.5666993994958,259.53011299011496,276.83553804126893,268.8071139519457,r1i1p1f1,historical
1859,286.9480600191988,265.92002231986265,258.7884036654793,276.5993796635808,268.5272058661787,r1i1p1f1,historical
1860,286.93444824571185,266.182333644404,260.71655694885027,276.90784661849824,269.3584657880178,r1i1p1f1,historical
1861,286.7574361893214,265.99702588591447,258.6817962180351,276.50108521574884,268.46258414870823,r1i1p1f1,historical
1862,286.6779796302488,266.0368747724076,257.2557354499891,276.2255878167659,267.8743952474051,r1i1p1f1,historical
1863,286.79159948700504,266.1705959932599,257.89422794672527,276.1844752901979,268.09297236945633,r1i1p1f1,historical
1864,286.8614738989246,266.30347355437306,258.3273815646313,276.4474794243226,268.3848791877655,r1i1p1f1,historical
1865,286.90899849044354,266.24732156116323,257.9650579276118,276.86732457075,268.4487784329036,r1i1p1f1,historical
1866,287.0845918784361,265.9887411387584,258.86517961309335,277.11354885867524,268.80509803530356,r1i1p1f1,historical
1867,287.08710866088484,265.70175751094285,259.72670636632114,276.80156743801194,268.88403111357513,r1i1p1f1,historical
1868,287.0576017886104,265.6772429351605,260.55724340062096,277.1876325598931,269.3309232637895,r1i1p1f1,historical
1869,286.8774287270987,265.84621192300716,258.91858614654615,276.79349096297466,268.6446634141774,r1i1p1f1,historical
1870,286.9859308140718,265.8039338336743,259.272224136388,276.71975872161966,268.71793672845985,r1i1p1f1,historical
1871,287.03653919776605,266.07960914828124,261.0350561234159,276.64027389178204,269.3177653460689,r1i1p1f1,historical
