year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.3882167359196,267.6342806419087,259.22944147602897,275.49478499568914,268.5160560929699,r1i1p1f1,historical
1851,286.3603163660449,267.5015374498589,259.692890806003,276.0184897468962,268.8836270246076,r1i1p1f1,historical
1852,286.32497391241117,267.54643494215617,260.48486676694716,275.9042425943572,269.10029888834447,r1i1p1f1,historical
1853,286.36498036908813,267.6820952242744,259.7386509567364,275.7998176407845,268.8347821274016,r1i1p1f1,historical
1854,286.3505450270648,267.5693299280293,260.24261989030015,275.64961342686956,268.90737472484733,r1i1p1f1,historical
1855,286.42160512372885,267.2993944422194,258.87548220315387,275.5579747688859,268.3594614681,r1i1p1f1,historical
1856,286.40245006666356,267.4509781402839,259.2305634918871,275.98715584046516,268.7066362672147,r1i1p1f1,historical
1857,286.4096740029685,267.58350047290344,259.7066846169391,275.636438020746,268.72805128362285,r1i1p1f1,historical
1858,286.40232267071633,267.5977232824295,259.5074033583927,275.9857686227632,268.8274636419265,r1i1p1f1,historical
1859,286.3892127360785,267.511432452666,259.3885346982743,275.5288967109161,268.55865149503205,r1i1p1f1,historical
1860,286.4169471802704,267.46684058065057,258.6007724964924,275.87066998486995,268.44891651459386,r1i1p1f1,historical
1861,286.3632816070623,267.6133894332499,259.4493723288044,275.9961151647943,268.816439758684,r1i1p1f1,historical
1862,286.3092155191658,267.6372149860406,258.8062536083164,276.46391068254593,268.82688455400324,r1i1p1f1,historical
1863,286.189786565715,267.60337695892326,258.30530034864626,275.86050140461424,268.37543792206424,r1i1p1f1,historical
1864,286.28069091091805,267.8171933967164,258.6191925574653,275.91835676848956,268.54983995246215,r1i1p1f1,historical
1865,286.3533162084449,267.72374581899754,259.52723716075405,275.6682418877039,268.71293914114773,r1i1p1f1,historical
1866,286.35393311673556,267.7576573096946,257.8441239327652,275.8077679320849,268.23144416616293,r1i1p1f1,historical
1867,286.3414315372612,267.3885112781056,259.39171460889105,275.59932065061207,268.5668197478747,r1i1p1f1,historical
1868,286.3517519677657,267.5119838255886,258.510964358233,275.47756685758605,268.2465172555391,r1i1p1f1,historical
1869,286.4218583883114,268.0483981033703,258.34889075579486,276.25110422944925,268.66328181443674,r1i1p1f1,historical
1870,286.42393617835484,267.84838671530713,258.7412273822016,276.01403092903564,268.6407875513548,r1i1p1f1,historical
1871,286.3296578494411,267.6580092000834,258.20538789584515,275.4039840543023,268.142287226505,r1i1p1f1,historical
1872,286.37640692956325,267.6536288516803,257.7879957009689,275.83975233618577,268.2062200530024,r1i1p1f1,historical
1873,286.35702052483646,267.66569653178027,258.32691719762533,275.9266657418601,268.42616137997396,r1i1p1f1,historical
1874,286.24765283682177,267.4953161308325,258.43507894027334,276.29159849616406,268.59552391930805,r1i1p1f1,historical
1875,286.3151738660177,267.5719781455022,258.3630643455695,275.8094221916218,268.36422177262324,r1i1p1f1,historical
1876,286.33616617549154,267.6088910726033,259.6990002458478,275.3244554636878,268.5861534157278,r1i1p1f1,historical
1877,286.50455189914277,267.64712516819316,261.0110812691139,275.81647428174256,269.2534802507344,r1i1p1f1,historical
1878,286.38211197793447,267.4175105511877,259.6640990976123,276.0806031373555,268.885510815676,r1i1p1f1,historical
1879,286.215943507819,267.24702605515307,258.029170923144,275.73075947751545,268.1505183636236,r1i1p1f1,historical
1880,286.339852988421,267.5000388731348,258.6097723783714,275.11670535090644,268.10920708032387,r1i1p1f1,historical
1881,286.33728371900986,267.63628293355026,258.457462014291,275.09946949473516,268.0794473368195,r1i1p1f1,historical
1882,286.37788566359,267.46801525546704,259.8965157034543,275.18538275711194,268.5573401738548,r1i1p1f1,historical
1883,286.37956003808114,267.5527178464763,258.7076111239592,275.0946949532322,268.1421013415959,r1i1p1f1,historical
1884,286.04006800492806,267.6019865771009,257.8028050531813,275.18997896027076,267.8991072150422,r1i1p1f1,historical
1885,286.0285859638723,267.59639711107786,257.40768809042527,275.43997826879485,267.88398219907003,r1i1p1f1,historical
1886,286.18343820165086,267.57307126804,258.29001144622043,275.56720784345373,268.2281385497258,r1i1p1f1,historical
1887,286.0726928004987,267.39452200775054,257.39633008389427,275.56764213255013,267.8975133920405,r1i1p1f1,historical
