year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.72671525740986,266.79017329436346,259.3105049397464,274.53129973726783,267.92069782197615,r1i1p1f3,historical
1851,286.7697228057268,266.7987672919631,258.96843594884734,274.5539350963635,267.8205416306385,r1i1p1f3,historical
1852,286.8498341784507,266.75874685745964,258.50464599900056,275.321526014572,268.01566587341784,r1i1p1f3,historical
1853,286.7312152368765,266.8245776872797,259.20259347086846,274.61879454071317,267.932938502993,r1i1p1f3,historical
1854,286.57119521862023,266.78780682643264,258.9624233044451,274.1117078962084,267.61125843098773,r1i1p1f3,historical
1855,286.8073982808907,266.7207617007574,258.3755702280847,275.1047266437925,267.8648359502561,r1i1p1f3,historical
1856,286.91131597051015,267.033592705474,258.7360304023747,275.35722934550034,268.165352164926,r1i1p1f3,historical
1857,286.88791801707185,267.1703141658719,259.27200561484557,275.31088527696016,268.3484302152472,r1i1p1f3,historical
1858,286.80716426522855,267.07996918099985,259.52176268271825,275.7970033900434,268.63714086570883,r1i1p1f3,historical
1859,286.828359533117,266.766378253132,259.20051463384203,275.83525718895027,268.4841595642809,r1i1p1f3,historical
1860,286.84588310181584,266.85209896613185,259.236611266954,275.42468154895914,268.32347037134093,r1i1p1f3,historical
1861,286.7705595153759,266.9497645883579,259.5051390512181,275.37413426946495,268.40858082589716,r1i1p1f3,historical
1862,286.7017563464538,266.77565201367423,259.5955481289884,275.24177265488146,268.34077155286764,r1i1p1f3,historical
1863,286.7600056543076,266.97300262319277,258.9483426727728,275.17493048771047,268.13803489684483,r1i1p1f3,historical
1864,286.8884349092368,267.27946504694677,258.45767104419053,275.31900610728013,268.1071978075248,r1i1p1f3,historical
1865,286.9723689178241,267.4340924904412,258.77175413468086,275.7021876914842,268.4202020952012,r1i1p1f3,historical
1866,286.9609713067179,267.4094821373512,259.26599088703057,275.58501309704855,268.5232170326132,r1i1p1f3,historical
1867,286.8615405871828,267.3584281892233,259.3610498456734,275.77657930932116,268.6326757295046,r1i1p1f3,historical
1868,286.7121198212788,267.0056167916684,258.77962391320756,274.85650849198447,267.94172090112585,r1i1p1f3,historical
1869,286.7446256710067,267.01022054507996,258.1640165842042,275.0001585639473,267.8069323854557,r1i1p1f3,historical
1870,286.84838332536236,267.05382096688015,259.26255340069844,275.4793783523005,268.39924930739676,r1i1p1f3,historical
1871,286.8629736820883,266.79951988551727,258.462861902106,275.16261320893636,267.9367222768888,r1i1p1f3,historical
1872,286.7764919996967,266.91994791928244,258.72191021733136,275.5551919927349,268.2288915130381,r1i1p1f3,historical
1873,286.62792633850927,266.7033525656168,259.01167975309505,275.00411861843367,268.0236596805397,r1i1p1f3,historical
1874,286.59426972130035,266.77412767660724,258.30558777326536,274.8921487066541,267.75435815106573,r1i1p1f3,historical
1875,286.72834862736244,266.8528988153079,258.85288660485134,275.6569472957209,268.3051949762976,r1i1p1f3,historical
1876,286.7923909635298,266.9236638845962,259.1525209314604,275.4126402826729,268.305110111429,r1i1p1f3,historical
1877,286.7423281010082,267.1493686777731,257.91483215964405,275.4160199670104,267.9467317271272,r1i1p1f3,historical
