year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.6752951616191,267.6526530780329,257.3328248316472,274.8444733187339,267.5949630940784,r1i1p1f1,historical
1851,286.64354147508976,267.64711252415185,257.30012988094114,274.93660432576394,267.62578075786763,r1i1p1f1,historical
1852,286.69452220697144,267.54382511159156,257.5708497469851,274.9075475452674,267.6798423399489,r1i1p1f1,historical
1853,286.740751538432,267.65086879158036,256.59842865746725,274.8647456497962,267.36260109765846,r1i1p1f1,historical
1854,286.659252580769,267.6711551524574,258.5240196794697,274.69918342070565,267.92298102141825,r1i1p1f1,historical
1855,286.72787962678586,267.5880652256952,257.32427703386884,274.9328615434798,267.61971977396325,r1i1p1f1,historical
1856,286.7410787633371,267.24179668725196,257.136651827007,274.78292603543326,267.4166223411383,r1i1p1f1,historical
1857,286.7399716483546,267.71151666664707,256.47818827620847,274.5212361992031,267.17641214544506,r1i1p1f1,historical
1858,286.70195549064005,267.73930221086425,256.8327623880289,274.76294191917475,267.410790797066,r1i1p1f1,historical
1859,286.7921431740529,267.8634264853928,256.7907593177478,275.1507097209486,267.60254386509365,r1i1p1f1,historical
1860,286.72454993113,267.376076017174,257.1438255273149,275.36585944276464,267.71713340599933,r1i1p1f1,historical
1861,286.68789181618536,267.3400854021745,257.4888423903052,275.3917355488779,267.8350603926944,r1i1p1f1,historical
1862,286.6122303416021,267.20242791748683,257.1057543493322,275.0553224818486,267.5245823401425,r1i1p1f1,historical
1863,286.6013627772407,267.3157970424601,256.9962464722875,274.62126749037424,267.3108901977008,r1i1p1f1,historical
1864,286.69644101122805,267.727266747621,256.9295724962069,274.9216571816542,267.51369752646485,r1i1p1f1,historical
1865,286.53226012696985,267.43585414866476,257.0423477325262,274.6223029470893,267.35145634764143,r1i1p1f1,historical
1866,286.7146576684522,267.49680452884854,257.419308110666,274.3192611878008,267.34751837900524,r1i1p1f1,historical
1867,286.66439719705943,267.16428400997415,257.016961903574,274.9495003463421,267.43841285972496,r1i1p1f1,historical
1868,286.7309388924326,267.47096760882727,257.671270685825,274.9518096382618,267.7182405097592,r1i1p1f1,historical
1869,286.7205850875537,267.29955112755664,257.7420869831493,274.5647558763446,267.5264677331878,r1i1p1f1,historical
1870,286.6472335612606,267.32861262500904,256.16281670685686,274.5167088589686,266.9911330397944,r1i1p1f1,historical
1871,286.695574740634,267.6477888934751,257.3058200357017,275.13916179579564,267.7217036516093,r1i1p1f1,historical
1872,286.5982441130951,267.4151818696556,256.9621707456349,275.1906968080407,267.5843352246681,r1i1p1f1,historical
1873,286.68366127734356,267.5335662649855,257.42923833222125,274.7129899027586,267.5409621064649,r1i1p1f1,historical
1874,286.8765620668226,267.6828351609454,257.91486465250546,274.87851085400393,267.8083240594517,r1i1p1f1,historical
1875,286.8447158075112,267.8974387377536,257.10153875020217,275.1194311982448,267.69725645908807,r1i1p1f1,historical
1876,286.5868830515849,267.67017251450983,256.5879215154963,274.998888072836,267.4253491122639,r1i1p1f1,historical
1877,286.6914650507332,267.7044150780858,257.08741482163373,274.3295187377965,267.28629902872706,r1i1p1f1,historical
1878,286.79668669592775,267.79779212236724,257.4423274239566,274.9760075730928,267.72208109663023,r1i1p1f1,historical
1879,286.8161916467953,267.5545650993036,258.1209528753041,275.15828424565143,267.97913696969977,r1i1p1f1,historical
1880,286.89972278850996,267.3617028545816,257.9064591420908,275.4455302288555,268.0017581442662,r1i1p1f1,historical
1881,286.9123912111379,267.7930380159308,256.9458714690934,275.46129882138695,267.7829090864064,r1i1p1f1,historical
1882,286.91523113239316,267.5265871976376,258.16526418582004,275.23218286225597,268.02215318374016,r1i1p1f1,historical
