year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.70948189653757,267.7758321894431,261.8151411172651,275.77760183661326,269.52647532665634,r1i1p1f1,historical
1851,286.93641598125737,267.95514124218477,261.8266338087445,276.3650745609604,269.8398621651141,r1i1p1f1,historical
1852,287.11026273171746,268.17736101174495,263.1513650707261,276.6848447951554,270.4696964514587,r1i1p1f1,historical
1853,287.1054444119286,268.2019407553609,263.1837136405103,276.348983027882,270.3297175413242,r1i1p1f1,historical
1854,286.92628255611623,268.07589457869693,262.0961913800621,275.60446957964433,269.60090041213203,r1i1p1f1,historical
1855,286.88049675006255,268.3701636481182,262.37050550404814,275.7354926086037,269.81292436236305,r1i1p1f1,historical
1856,287.0350834966938,268.20597507125893,262.2944655917649,276.1416144484699,269.9421237105466,r1i1p1f1,historical
1857,286.93171701803624,268.0403938766706,263.564567054621,275.8348595284776,270.18298765270134,r1i1p1f1,historical
1858,286.93726866883367,268.41281920453133,263.81751196803424,275.9298829184107,270.3875282859006,r1i1p1f1,historical
1859,287.0500616402356,268.2807120939643,262.88385754022534,276.2934256312257,270.2217578724993,r1i1p1f1,historical
1860,287.1114596316306,268.5675263994749,261.8589232754852,276.5238969154288,270.0512881395874,r1i1p1f1,historical
1861,286.8845249458596,267.99526121730577,261.9692419626575,276.0353035644616,269.74217593325255,r1i1p1f1,historical
1862,286.84093227893413,267.9312494020496,262.14773373361635,275.632500915186,269.6007989108181,r1i1p1f1,historical
1863,286.95375499364775,268.1784003154508,262.61209277700175,275.80109290860406,269.8829220304596,r1i1p1f1,historical
1864,286.98961252065845,267.90469308906813,262.8186191256233,275.9768711707316,269.9754597083918,r1i1p1f1,historical
1865,286.8896714855952,267.95243290615554,263.5737401754874,276.00613494168346,270.24714418160085,r1i1p1f1,historical
1866,286.81374655334366,268.05796186420275,262.9884582816648,276.378947173325,270.2495300239901,r1i1p1f1,historical
1867,286.78458755540225,267.97412646018864,262.5443424511322,275.9753469688922,269.89902004592915,r1i1p1f1,historical
1868,286.8116774062967,267.85765755563654,263.4034400937769,275.38277361114103,269.8824750780133,r1i1p1f1,historical
1869,286.8474736063529,268.3392410664853,261.7005209256774,275.39545242039594,269.4286302395209,r1i1p1f1,historical
1870,286.8658268350334,268.2907707301858,262.4593596479822,275.29895681677283,269.6232500994947,r1i1p1f1,historical
1871,287.0008285478049,268.48353320511296,263.28349848289236,275.95319588767853,270.2374964042707,r1i1p1f1,historical
1872,286.8466094254515,268.1846826975359,262.62319748959504,274.8786561530042,269.46020559428575,r1i1p1f1,historical
1873,286.81276480855513,267.8373766747447,263.29623384676734,274.91524509034366,269.62626419815996,r1i1p1f1,historical
1874,286.9177018940213,267.97778528092897,262.0745098249437,275.69955812283683,269.61748501754477,r1i1p1f1,historical
1875,286.9053611451505,267.98305392076054,262.14060651609583,275.86371623789125,269.7164136075271,r1i1p1f1,historical
1876,287.0091049734605,268.3909021429391,263.29621531017926,276.50527540808804,270.47840081464983,r1i1p1f1,historical
1877,287.0030147480234,268.2900747303957,263.7844578667345,276.55624293504485,270.64157313270925,r1i1p1f1,historical
1878,287.05982988955833,268.52123555234164,262.9798108877675,275.4174348875664,269.89711057708837,r1i1p1f1,historical
1879,286.9685590997055,267.9540079127732,262.53611244647624,276.0421013798328,269.923086251197,r1i1p1f1,historical
1880,286.85217779929934,268.0690313816363,263.7777636112751,275.64252283502515,270.1698375885789,r1i1p1f1,historical
1881,286.86750633588775,267.9327415212608,262.88015767066275,275.96276313523765,269.9949709956775,r1i1p1f1,historical
1882,286.95823521310336,268.1818926337171,262.8828446460093,275.74467314584007,269.94648334060184,r1i1p1f1,historical
1883,286.9495821457022,268.27516922198356,263.3455303580048,275.6714627424259,270.0839931600595,r1i1p1f1,historical
1884,286.6114013837831,268.1160715000281,262.43924616727116,275.36232161922624,269.6097361057409,r1i1p1f1,historical
1885,286.59857725700635,267.76419600211403,262.47655188980775,275.8038776272467,269.75364167597087,r1i1p1f1,historical
1886,286.67885075286335,267.731438757435,262.4699482999744,275.5850543510624,269.6432147751578,r1i1p1f1,historical
1887,286.71028136946506,267.96316010809403,262.50685981013714,275.73475615526155,269.772876753821,r1i1p1f1,historical
1888,286.6186531120018,267.767747295561,262.5321656090529,275.7138918197216,269.730938696078,r1i1p1f1,historical
1889,286.81147113714275,267.9872171725113,263.21198231484925,275.5510154546203,269.92445307582,r1i1p1f1,historical
1890,287.041294203098,268.293960926346,263.9014288663106,276.0116736497533,270.4283479354144,r1i1p1f1,historical
1891,286.8415138951763,267.92051389323996,263.8414942676581,275.5690743800005,270.1258888279052,r1i1p1f1,historical
1892,286.9023851412959,267.6795764513134,262.98805114788007,276.241420523679,270.1070529711938,r1i1p1f1,historical
1893,286.7670016959567,267.7452356127338,262.62973208550363,275.8237473995613,269.8092654701771,r1i1p1f1,historical
1894,286.8177546975132,267.75025376448536,263.0452457007993,276.1674546745119,270.10623741138636,r1i1p1f1,historical
1895,286.9417013382533,268.24675507277504,262.94909120337815,276.5448406479543,270.3527116617051,r1i1p1f1,historical
1896,286.78874508679235,268.0039992260637,262.0022050098418,275.45023337242293,269.4835680604117,r1i1p1f1,historical
1897,286.84888266863663,268.02697090813143,261.99372705326687,276.2801713499733,269.8703378606642,r1i1p1f1,historical
1898,286.7537386582589,268.00393953647927,261.9596628016276,276.18082427958507,269.80829766911444,r1i1p1f1,historical
1899,286.8474645195269,268.5606400235815,261.54210271712395,276.0503087159259,269.72615090963666,r1i1p1f1,historical
1900,286.8249868338905,268.3317596180611,262.12724893252715,275.6803713730555,269.69943625497444,r1i1p1f1,historical
1901,286.73429139182065,268.1898545395568,262.1957607321448,275.30620838319675,269.51901138496925,r1i1p1f1,historical
1902,286.8437278537128,268.3006189772178,262.810588661687,275.85997083107344,270.00084563404425,r1i1p1f1,historical
1903,286.91010675609306,267.9068989551544,263.5662471095661,276.16174302540367,270.3073698526875,r1i1p1f1,historical
1904,286.8221062957492,267.7586722378323,262.6993314871407,276.0782690755096,269.9529371021207,r1i1p1f1,historical
1905,286.620676934495,267.72841639598795,262.40734884806415,275.2037260494103,269.4452151573714,r1i1p1f1,historical
1906,286.8351430826962,267.9123601748565,262.5490529970511,276.0849602685835,269.93856123521505,r1i1p1f1,historical
1907,286.6704289522715,268.0428619039341,261.1615747110976,275.90403910381366,269.4257290613905,r1i1p1f1,historical
1908,286.7480441429223,268.271461019439,261.5963932351579,275.24464653017026,269.31040956808255,r1i1p1f1,historical
1909,286.89101017740705,268.6287714583213,261.29683424744957,275.85823197381893,269.57062939002617,r1i1p1f1,historical
1910,286.8840883482632,268.8555411206198,262.5819350503639,276.2352206264475,270.21491064126366,r1i1p1f1,historical
1911,286.74943355921414,268.24887948726393,262.5170924800359,275.96793405463774,269.9436858720672,r1i1p1f1,historical
1912,286.50786019122813,268.09998074339956,263.1125284640377,275.4367417180827,269.86220066753503,r1i1p1f1,historical
1913,286.5675902346282,268.0429923262261,263.1596305586556,275.73596803841355,270.00457853634225,r1i1p1f1,historical
1914,286.6550201751505,268.20862899136307,262.0157966572339,275.04192974968174,269.34122956085037,r1i1p1f1,historical
1915,286.6550650065382,268.33406230544824,262.98652992860343,275.5530639597203,269.9233297002728,r1i1p1f1,historical
1916,286.51672636402856,268.2628867609042,261.2104192170578,275.23531957190255,269.17743795097556,r1i1p1f1,historical
1917,286.61446254881713,268.2925558816923,261.78426696583176,275.6793850874033,269.5781017949771,r1i1p1f1,historical
1918,286.80615467581504,268.6449130314084,261.43373011241897,275.5670618863151,269.4839824553638,r1i1p1f1,historical
1919,286.8681298087992,268.3440477507411,262.8538277714607,276.19929364640876,270.1813980033207,r1i1p1f1,historical
1920,286.7650543863505,268.25234858540506,262.72745984569275,274.95385354022346,269.54339230215936,r1i1p1f1,historical
1921,286.8646578683984,268.36959809923053,262.58838806860103,275.67486530337015,269.8563144690596,r1i1p1f1,historical
1922,286.7951913976812,268.2874849952275,261.9356802390423,275.80257039684165,269.683929714306,r1i1p1f1,historical
1923,286.7174924565925,268.2798575487058,262.9880118206122,275.61945166486106,269.9433392347679,r1i1p1f1,historical
1924,286.90590791303845,268.4673451325051,262.5295330196911,275.94780295083405,269.9838115779022,r1i1p1f1,historical
1925,286.9142485367115,268.71849869980633,263.4635435976529,276.35685936062345,270.53262377028557,r1i1p1f1,historical
1926,286.96707707182526,268.4973792712233,262.8409917727631,276.32563532563626,270.26759819185366,r1i1p1f1,historical
1927,286.7921000916285,268.1212297447516,262.27454662077355,275.3730258814788,269.56163471884895,r1i1p1f1,historical
1928,286.9425140684949,268.17754092633083,263.1700194941608,275.49100921335673,269.9223650405072,r1i1p1f1,historical
1929,286.8234330344873,268.1837898286716,262.2085531350816,275.0654337091606,269.410325819599,r1i1p1f1,historical
1930,286.8081683485768,268.3101355192667,262.73691506972057,275.3902586724275,269.7608324769081,r1i1p1f1,historical
1931,286.8706470351793,268.3625495128129,261.94321985568297,275.66389174226606,269.637701151616,r1i1p1f1,historical
1932,286.92220507043214,268.4640771641198,263.39034221186085,276.45058278034037,270.4991790273057,r1i1p1f1,historical
1933,286.88505082660606,268.120040780809,262.79493245322516,275.7007950654174,269.8843988709748,r1i1p1f1,historical
1934,287.0382636335994,268.51807606919164,263.4427636949015,276.3538658640184,270.4827827731543,r1i1p1f1,historical
1935,287.0138501242564,268.57884431381683,262.5254932648552,276.13747737678085,270.093578546725,r1i1p1f1,historical
1936,286.9444163452404,268.2212786588914,263.54853530846214,276.000290510483,270.2919826188038,r1i1p1f1,historical
1937,286.91782659188436,268.02863557240096,263.7455432070265,275.4889421606664,270.07965285004786,r1i1p1f1,historical
1938,287.02996202190053,268.6060173498109,263.16638080886753,275.88546651520755,270.1930362165555,r1i1p1f1,historical
1939,287.01643179209185,268.70609985387017,262.79492016217085,275.9486177134122,270.1210035989391,r1i1p1f1,historical
1940,286.9723527160165,268.44099503522426,263.00573235761874,276.48935953205404,270.385945284942,r1i1p1f1,historical
1941,286.7348116995618,268.139096985331,262.2338885599202,275.7803806293693,269.74084400467575,r1i1p1f1,historical
1942,286.75842724156485,268.15267285176543,262.4831354907729,275.69497094599285,269.7859902625682,r1i1p1f1,historical
1943,286.9334026389108,268.6012664397472,262.5328855942244,276.00069575060184,270.03724854592076,r1i1p1f1,historical
