year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.8690351435986,266.6030539223825,255.85100173640416,275.1141014640918,267.01493122051545,r10i1p1f2,historical
1851,286.80805903127947,266.764982455297,255.89601313982575,274.4822944730136,266.7704288343475,r10i1p1f2,historical
1852,286.84251272885217,266.61201725734196,256.4589538080232,275.05216969093897,267.18790828337774,r10i1p1f2,historical
1853,286.99774117687366,266.8718621819524,255.32896497449926,275.26091319606974,266.96723334623084,r10i1p1f2,historical
1854,286.6347388280009,266.8602734534392,254.86443860820756,273.9749553438191,266.21592925420146,r10i1p1f2,historical
1855,286.6363681895895,266.8622633182949,256.49207160056295,274.36023104497764,266.92995901197366,r10i1p1f2,historical
1856,286.7748513548177,267.1722156875588,254.39425807427614,274.2990569551459,266.27643125781333,r10i1p1f2,historical
1857,286.861721325219,267.0784845189557,255.5572019767774,274.6985558047786,266.8244366722294,r10i1p1f2,historical
1858,286.9397180345797,267.077239069793,255.38862506070677,274.8806573773806,266.8531962041272,r10i1p1f2,historical
1859,286.77350694313174,266.8821985006924,255.25865953872582,275.27117646985124,266.95102947780657,r10i1p1f2,historical
1860,286.7617316642164,267.0315935367118,254.18024942919533,274.1201897188247,266.09395588951236,r10i1p1f2,historical
1861,286.77257543899117,266.58263138863623,255.14237302816636,274.4393413896477,266.46492883705565,r10i1p1f2,historical
1862,286.79074922390936,266.5031584813276,255.15894016744414,274.5700242601633,266.5144584872212,r10i1p1f2,historical
1863,286.64014183258985,266.8800838219571,255.05444332234234,274.61931007371345,266.5812399192039,r10i1p1f2,historical
1864,286.6164421540638,266.698190931007,255.0600523268705,274.45283767240466,266.46812688348433,r10i1p1f2,historical
1865,286.7508703431255,267.00431733309614,255.63803707587186,274.5348501241196,266.7597046304505,r10i1p1f2,historical
1866,287.0611340932637,267.085175016948,257.2150729852622,275.1753088333029,267.5917934529469,r10i1p1f2,historical
1867,286.797231384575,266.74849103467824,255.8417068809442,274.90607487142745,266.9456320584456,r10i1p1f2,historical
1868,286.5098377723238,266.60358486713136,255.66544213538427,274.5528223946417,266.6938225595076,r10i1p1f2,historical
