year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,287.22006550241,267.0831791155487,262.0123346633959,276.47392079470234,269.7702797923874,r1i1p1f1,historical
1851,287.2759732496583,267.1331297349702,262.8677889502532,276.46401269896666,270.0572408252636,r1i1p1f1,historical
1852,287.14167996562014,267.0941741013682,263.74046058192164,276.12508463890447,270.1788532187946,r1i1p1f1,historical
1853,287.4235915074647,266.9977234126544,263.2812129722726,276.77926828355675,270.3111720601268,r1i1p1f1,historical
1854,287.3758828918426,266.8975783202835,264.17952913177885,276.8821313585975,270.63333453721066,r1i1p1f1,historical
1855,287.3769082949549,267.1328688543419,263.37369969405,276.28442294201903,270.140212044117,r1i1p1f1,historical
1856,287.46770975931537,267.24943672242046,263.8412193914294,277.03804292713465,270.6674927913155,r1i1p1f1,historical
1857,287.49312644493784,267.29463329096944,264.11571284131463,277.3184427239897,270.8971052073256,r1i1p1f1,historical
1858,287.4438153550105,267.16964952913474,263.83895849828946,277.34266270652427,270.79141125449615,r1i1p1f1,historical
1859,287.3641622467719,266.9106665557076,263.17310110857,277.57407211832606,270.6260533927713,r1i1p1f1,historical
1860,287.32454061285387,267.1603966170805,263.7533658954324,276.6099392020065,270.42164198215954,r1i1p1f1,historical
1861,287.32807361820375,267.056909986386,263.751097748055,276.87073377771026,270.5203174967364,r1i1p1f1,historical
1862,287.34514606606785,266.98936474381026,264.08002174831574,277.3753040316669,270.84833966204525,r1i1p1f1,historical
1863,287.1586838640847,266.8418831806305,264.10727311274746,276.99636351145386,270.65097968950374,r1i1p1f1,historical
1864,287.0706431598441,266.76241669709106,263.9440295158528,276.49728244547464,270.34942958214316,r1i1p1f1,historical
1865,287.1320215215341,266.994686758179,263.9547844001221,276.48164376301895,270.39395089884965,r1i1p1f1,historical
1866,287.01744793617564,266.76753282288524,263.71744651963166,276.05238279504545,270.0697462983158,r1i1p1f1,historical
1867,287.19781040580665,266.96694208063053,264.0529722265401,276.73976997417446,270.5401381442106,r1i1p1f1,historical
1868,287.2800915710059,266.8914205569188,264.3901234756802,276.5895017597169,270.5656040148588,r1i1p1f1,historical
1869,287.49602736736995,266.78331073898767,264.38930857458604,277.1081416200677,270.78334239292644,r1i1p1f1,historical
1870,287.4189071023011,266.85016222371286,264.59455988504146,277.03447484814507,270.8305360744697,r1i1p1f1,historical
1871,287.29843769980266,266.8530664475425,264.4006161202557,276.97696318960095,270.7407271520601,r1i1p1f1,historical
1872,287.33997121305595,266.7879154631833,264.4191116583635,276.8508987076321,270.67482868814005,r1i1p1f1,historical
1873,287.33764796551185,266.7054624592846,264.29849080889346,277.6546519491887,270.99070375366017,r1i1p1f1,historical
1874,287.3199035761539,266.7192815416041,264.36488126843483,277.2879704098983,270.84539038937885,r1i1p1f1,historical
1875,287.2645246310573,266.6173541431723,265.130283648937,277.36190617907994,271.11008336949106,r1i1p1f1,historical
1876,287.1738297945869,266.4766527118685,264.9049147257714,277.1358460326015,270.9019773592061,r1i1p1f1,historical
1877,287.1800337999409,266.7137203177176,265.0844132289829,277.092427905063,270.9900802937312,r1i1p1f1,historical
1878,287.2674513888581,266.8248916572473,264.2715056394065,277.0676367334306,270.7344774676927,r1i1p1f1,historical
1879,287.22408543203505,266.86752960046465,263.9959853759283,276.8143625818391,270.5353449616608,r1i1p1f1,historical
1880,287.1500442241489,266.86107119181844,263.91127608429343,276.2455034157281,270.2424191231349,r1i1p1f1,historical
1881,287.25501282710394,266.6841632269469,263.9369769368951,277.2044401642846,270.6587210291965,r1i1p1f1,historical
1882,287.23397604877016,266.72624654847795,263.91497467601766,277.22555907086,270.67002014234725,r1i1p1f1,historical
1883,287.0019697614247,266.5872273520702,263.79659610651754,277.13784618442367,270.56157260584524,r1i1p1f1,historical
1884,286.76004913033137,266.5807291472582,262.88747902623754,276.0758577288405,269.7690315341296,r1i1p1f1,historical
1885,287.0318760045479,266.55119295805105,263.63431222747073,276.9699891315659,270.422923783587,r1i1p1f1,historical
1886,287.082917713198,266.6176206320669,263.60064177940933,276.66907851959184,270.2861402065826,r1i1p1f1,historical
1887,286.931630852692,266.6797664123356,263.44979884706765,276.71825556349813,270.27226552309,r1i1p1f1,historical
1888,286.9345050483346,266.4413895199883,263.09968750917795,276.42209733037294,269.97037310571693,r1i1p1f1,historical
1889,286.99481549587074,266.4423560216497,263.73260905480817,276.10699852525585,270.0325203640312,r1i1p1f1,historical
1890,286.93372313304724,266.60478613887085,263.42737094229983,275.9033213740512,269.8714925169939,r1i1p1f1,historical
1891,286.96044242313786,266.8128999525578,263.1869086268527,275.8630403594057,269.81699904246165,r1i1p1f1,historical
1892,287.11000199864134,266.8874044302915,263.38753498906334,276.7878925291038,270.32720718188807,r1i1p1f1,historical
1893,287.28596143377825,266.54198400717326,264.1172554207083,277.00121453704685,270.59422809735076,r1i1p1f1,historical
1894,287.4057620440038,266.6899790771808,264.22295913528916,277.449936032433,270.86774871008805,r1i1p1f1,historical
1895,287.0970096456831,266.54385862641755,264.4983353941405,277.1261668035715,270.77780731625836,r1i1p1f1,historical
1896,286.96034042023,266.535545014656,263.7862422443165,276.39770896602994,270.2042849277147,r1i1p1f1,historical
1897,287.10125707855457,266.71476842331253,264.4934699015517,276.2853358316992,270.42186577142445,r1i1p1f1,historical
1898,287.12728133459655,266.7147627125835,264.67207294175296,276.79737333877586,270.71796698061246,r1i1p1f1,historical
1899,287.27708930314384,266.8283031190251,264.90052678785696,276.74071195185076,270.7903675538388,r1i1p1f1,historical
1900,287.3404239157672,266.9924438924834,264.52541549932636,276.4302277924669,270.55720905260523,r1i1p1f1,historical
1901,287.44726242891574,266.9643724920811,264.79132870694633,277.13375728616927,270.9649616816906,r1i1p1f1,historical
1902,287.3382441102419,266.7032492340033,264.9783160195743,277.3404216948866,271.0680102197167,r1i1p1f1,historical
1903,287.0053933715529,266.6954510814199,263.7707538911821,275.7844498471435,269.94807610862307,r1i1p1f1,historical
1904,287.03629690157413,266.64081322773137,263.5893138135397,276.42281493925753,270.17305766356463,r1i1p1f1,historical
1905,287.02008289672006,266.64822641030287,263.34499005426807,276.4221527541416,270.0939828611735,r1i1p1f1,historical
1906,287.10155561890156,266.61325170093977,263.946681516677,276.47387031490797,270.30846870753186,r1i1p1f1,historical
1907,287.17004514773436,266.91396548673777,263.3110244820136,276.2904808338908,270.0769588946221,r1i1p1f1,historical
1908,287.13661404911466,266.7623210409143,263.83187744982143,276.52855839697935,270.3270467306586,r1i1p1f1,historical
