year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.5520439138865,269.8970984604429,255.53166167459392,274.3366107895599,267.2335902981423,r1i1p1f1,historical
1851,286.616754301272,269.8669444050125,256.8828225027487,274.75126044639,267.86368898486313,r1i1p1f1,historical
1852,286.74631056658717,270.0864302232227,256.32054743055113,275.02717476176633,267.8523780981325,r1i1p1f1,historical
1853,286.73550963615446,270.00183406221663,256.1659219502368,274.78779812005206,267.6730026625433,r1i1p1f1,historical
1854,286.56919124587444,269.7597259913132,256.7378994566432,274.9978529148753,267.90811538543556,r1i1p1f1,historical
1855,286.63920557705285,269.8627107085888,255.78977943258647,274.5982014812037,267.43257191380303,r1i1p1f1,historical
1856,286.74887521744375,270.1040020508944,256.5209439419715,274.9241647778832,267.87413740322245,r1i1p1f1,historical
1857,286.73918735291517,270.30663646612277,256.4142038150041,274.95711056258364,267.89640972488985,r1i1p1f1,historical
1858,286.7819986901696,269.8935653693456,256.7519555275018,275.17010728346065,268.02039333421385,r1i1p1f1,historical
1859,286.60657571731247,269.96288800559313,256.39852159439783,275.1173712784352,267.894168866872,r1i1p1f1,historical
1860,286.57961979983884,269.86160220828685,256.81723571125815,274.44019393176643,267.6968012886461,r1i1p1f1,historical
1861,286.70819251994556,270.172172516542,256.85901448513744,275.1684335867096,268.1126667587951,r1i1p1f1,historical
1862,286.53590267622053,270.06807217716795,256.8006250136057,274.85919135236355,267.9284808878728,r1i1p1f1,historical
1863,286.5921140272609,270.07229529922955,256.68650300971683,275.10821330804066,268.0073014469368,r1i1p1f1,historical
1864,286.6288492217496,269.8284908990167,256.72586962259396,274.80807175061716,267.8304534622105,r1i1p1f1,historical
1865,286.56527820421195,269.65626460403263,256.19742172942273,274.4648307285756,267.46185198783957,r1i1p1f1,historical
1866,286.5057592716348,269.62516482988,256.4375686244125,274.97384585709443,267.77032343152797,r1i1p1f1,historical
1867,286.61396107362697,269.6365839377028,256.8151703245327,275.13009342593864,267.9692510304408,r1i1p1f1,historical
1868,286.6252347291357,269.5864732447455,256.0587925321023,275.19522361498525,267.7404251595975,r1i1p1f1,historical
1869,286.6135036867019,269.57146262112514,257.72822404694716,274.88952488358416,268.14430534346064,r1i1p1f1,historical
1870,286.6962996314711,269.73354555770015,257.70823203310596,275.3862064441658,268.40167226999057,r1i1p1f1,historical
1871,286.7623015046409,269.6898335321802,258.42214113981817,275.46009906822405,268.6615097277738,r1i1p1f1,historical
1872,286.78300827928194,269.72518391118894,257.67668353494975,275.50869737320465,268.44635672167215,r1i1p1f1,historical
1873,286.79493942677084,269.8789947219288,256.61608909103353,275.350546443694,268.0563664795871,r1i1p1f1,historical
1874,286.77287459557795,270.1588235068437,256.3277312734518,275.4356640942929,268.0591624151934,r1i1p1f1,historical
1875,286.677542635836,270.09544079459164,256.3350195222046,275.2887053289896,267.98026017148806,r1i1p1f1,historical
1876,286.61548685599155,270.1001664835768,256.22163389656316,274.80144406315566,267.71806270477117,r1i1p1f1,historical
1877,286.67544181486625,270.098769946826,256.31361322849307,274.8913698844615,267.7896980586112,r1i1p1f1,historical
1878,286.8504055688337,270.1169490064307,257.1288980841037,275.46254654294376,268.32626699490226,r1i1p1f1,historical
1879,286.6357941328886,270.23553854897784,256.3993586053992,274.5251362719028,267.67648781469984,r1i1p1f1,historical
1880,286.7401666477148,270.1525271016576,257.46117426635817,275.1071831864349,268.2781145028408,r1i1p1f1,historical
1881,286.89240085226874,270.30456946339626,257.07276713171456,275.799862044232,268.50317165621505,r1i1p1f1,historical
1882,286.8906950391586,270.046685026198,256.52154318682614,275.16672633168827,267.97489030386475,r1i1p1f1,historical
