year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,285.76583161127655,266.1375914154922,259.00790257883716,273.4552833274398,267.18683371994507,r1i1p1f1,historical
1851,285.9470046137094,265.76422211357385,260.0849514573388,273.33746485316885,267.40868719230264,r1i1p1f1,historical
1852,285.9319236102204,265.6772405764437,261.1407289066566,273.8499688550875,267.975262358131,r1i1p1f1,historical
1853,286.0106457799058,265.9102646048154,261.0798647915086,274.0071663819644,268.0765320359981,r1i1p1f1,historical
1854,286.1059200597358,266.7167454470425,260.68140749442597,274.36483494191117,268.2788753069675,r1i1p1f1,historical
1855,286.01637579017626,266.26648462791735,260.03000083545436,274.3146882302904,267.94800509641,r1i1p1f1,historical
1856,286.1379166742742,266.5123850812505,260.21236817027847,274.00672496904656,267.9162337812404,r1i1p1f1,historical
1857,286.097305958405,266.17463522146693,260.5061201610543,274.29988441862787,268.07856342134494,r1i1p1f1,historical
1858,286.0362107112513,265.9727314845326,259.95204383592744,274.1076098064848,267.765367647742,r1i1p1f1,historical
1859,286.1548066420327,266.34847449987285,261.10675932155823,273.6565107640644,268.0138024810442,r1i1p1f1,historical
1860,285.98390970995143,266.25613830724075,260.44518449613895,273.5816015345084,267.74244164834545,r1i1p1f1,historical
1861,286.1669226155752,266.52349063769174,261.3469411887002,273.8554689821407,268.2213384040046,r1i1p1f1,historical
1862,285.7715175924622,265.98690502004246,260.9752891631322,273.6224289197505,267.8796986058006,r1i1p1f1,historical
1863,285.90179632100353,266.08600123550264,261.16871464626854,274.31477926161114,268.28485170001125,r1i1p1f1,historical
1864,285.994874791066,266.1813679497834,260.9458485466595,274.09514170984824,268.12957170132233,r1i1p1f1,historical
1865,286.1121023557254,266.2812580663273,261.0361792517625,274.3994149654839,268.32107827012914,r1i1p1f1,historical
1866,286.24252043929937,266.5647265156121,259.97261969848387,274.65623596338264,268.14943441987793,r1i1p1f1,historical
1867,286.0961877581993,266.6428159104374,259.4278617467334,274.37918301650336,267.8581433651311,r1i1p1f1,historical
1868,285.9504729611838,266.09224264877224,259.0977028858596,274.1331719520045,267.5212233834442,r1i1p1f1,historical
1869,285.90039499644064,265.89936502874485,260.79271759114147,273.81415798419425,267.89040053047376,r1i1p1f1,historical
1870,286.02694697440825,265.9108572702163,260.83056492681527,273.77331180805277,267.88628972410095,r1i1p1f1,historical
1871,286.11235657080715,266.4100746805704,260.5478567088788,273.90688408750947,267.9589694548594,r1i1p1f1,historical
1872,286.217769273562,266.4774999657431,259.7260953334081,274.12274932848703,267.8029474686272,r1i1p1f1,historical
1873,286.22226146648603,266.60808552672023,259.8119257884136,274.0527975948982,267.82584687189177,r1i1p1f1,historical
1874,286.1317556347541,266.8298403584346,259.9069118813351,274.05238092458745,267.9029279887462,r1i1p1f1,historical
1875,286.0390694081691,266.28811698099213,260.3491726012299,274.16174514603006,267.9864976003851,r1i1p1f1,historical
1876,286.151993730878,265.95770226603287,260.735389165716,274.21351959245646,268.0688291588169,r1i1p1f1,historical
1877,286.16638388969415,266.0919923503585,260.9510838266042,273.54335448932414,267.85690515675446,r1i1p1f1,historical
1878,286.0569528805373,266.80790701833877,260.0920986007683,273.6152166029459,267.75655905384633,r1i1p1f1,historical
1879,285.984529698391,266.0357520724303,260.67447624727225,274.02623597909917,267.97818593658843,r1i1p1f1,historical
1880,286.0615777550095,266.2845315707292,259.64817536088015,274.030249627162,267.69437509865185,r1i1p1f1,historical
1881,285.9695358121661,266.123481465371,259.46441032744355,273.9384920764871,267.5579850155234,r1i1p1f1,historical
1882,285.8149969190817,265.82326880934477,259.83201133694683,274.1129439059427,267.6973471771028,r1i1p1f1,historical
1883,285.72548923869823,265.463283750758,260.08520375761515,273.53374365735016,267.43727364502234,r1i1p1f1,historical
1884,285.5717880095839,265.66558378686335,259.8080096794859,272.8034094225941,267.0495686113192,r1i1p1f1,historical
1885,285.6530753733295,265.8624565357809,259.0625332461194,273.8926392198838,267.35042372426557,r1i1p1f1,historical
1886,285.7931530741501,265.77713862382603,258.8546778505936,273.60171946277995,267.12950510094356,r1i1p1f1,historical
1887,285.73257080906257,265.9699262390927,260.3804093423118,273.3597833636277,267.5588692510662,r1i1p1f1,historical
1888,285.73044843293366,265.7959113244933,260.34473724899203,273.3049901967341,267.48560156560615,r1i1p1f1,historical
1889,285.72679052505225,265.68157814973085,258.3677893142841,273.551832969917,266.92649403632674,r1i1p1f1,historical
1890,285.9452336736888,266.14513317116484,259.01973572058085,273.7959384671356,267.3502280346559,r1i1p1f1,historical
1891,285.80431784656554,266.0937605450645,260.169753942897,273.38493411053196,267.52700652450653,r1i1p1f1,historical
1892,286.01164502340356,266.19081774421466,259.740539295129,273.9722479439724,267.6783808846185,r1i1p1f1,historical
1893,285.81952122860184,265.74722929490724,260.10263146412177,273.77785219762427,267.6151471281706,r1i1p1f1,historical
1894,285.9788718869906,265.8242981861379,260.4531996936757,273.8297354526502,267.7704362711462,r1i1p1f1,historical
1895,286.10379102587535,266.1626407002598,259.75047020572987,274.15028470869134,267.75833694450563,r1i1p1f1,historical
1896,285.8912042111638,265.89481649035014,260.6875619711628,273.63919225657986,267.77377236553167,r1i1p1f1,historical
1897,285.9639105723044,265.9585547950447,260.5784813895225,274.13200129013904,267.9796373447209,r1i1p1f1,historical
1898,285.9652056098304,265.9844558177408,261.1854267667096,274.1231950672128,268.1804317655308,r1i1p1f1,historical
1899,286.1113495287201,266.36252222779905,260.6691380421965,274.02430200077913,268.04339689753084,r1i1p1f1,historical
1900,286.15541683382094,266.6051742271934,260.1314775246213,274.69457043965883,268.22782285712464,r1i1p1f1,historical
1901,286.00961376970196,266.4778667152147,259.65131031731664,273.69046798315736,267.5780229264267,r1i1p1f1,historical
1902,285.9938239289783,266.1965936523111,261.15812005637315,273.5636103163391,267.9560707689628,r1i1p1f1,historical
1903,285.9918734165081,266.30760656474536,260.45667194167595,273.9346929246232,267.92061064848764,r1i1p1f1,historical
1904,285.9438221339437,266.4244281929154,260.4354853435598,273.4813919714843,267.7277429856987,r1i1p1f1,historical
1905,285.89315004339903,266.23425987749806,259.8389065084734,273.8454617802553,267.6609531867837,r1i1p1f1,historical
