year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,287.42799406416896,268.2266011109086,259.0359345900536,276.5258710989699,269.0535069606736,r1i1p1f1,historical
1851,287.26820287948135,267.79706168785367,258.27832288554805,276.2500521685036,268.5874024497764,r1i1p1f1,historical
1852,286.9531521530419,267.5678596397093,258.72574503789224,275.8629993715767,268.5074168914534,r1i1p1f1,historical
1853,287.05548305775835,267.56083432019005,258.73063402693117,275.46690231537565,268.32392161827994,r1i1p1f1,historical
1854,287.396948723724,267.94947162289174,258.64729529436437,276.2788024662386,268.75366223454773,r1i1p1f1,historical
1855,287.2585170003235,268.21139860784024,257.6700012964361,276.0277897917475,268.3704516405935,r1i1p1f1,historical
1856,287.18485080940656,267.88410250350665,257.8666203498893,276.1435764021594,268.4207897084917,r1i1p1f1,historical
1857,287.2458075550487,268.25318876371114,258.77485886342066,276.1684448421165,268.80750076040806,r1i1p1f1,historical
1858,287.0928244728411,267.5081641868926,258.37509973912114,276.16093511158624,268.5178977274462,r1i1p1f1,historical
1859,287.1602477081173,267.55744747180756,257.7000477699647,275.9493141072398,268.20813404596225,r1i1p1f1,historical
1860,287.37285446318344,267.902975207197,259.28456431509466,276.07834476845403,268.86053285880575,r1i1p1f1,historical
1861,287.0384081310937,267.7178072212242,258.51473680277854,276.1942283083145,268.6227689183363,r1i1p1f1,historical
1862,286.8969967874713,267.3221101755394,258.5247443295735,275.5579110070712,268.24886458622575,r1i1p1f1,historical
1863,287.392607336172,268.3758055028716,258.62367137038444,276.76971915659425,269.06204111887735,r1i1p1f1,historical
1864,287.4536461503142,268.39877626610854,258.9257649851551,276.6754720625911,269.1224114594636,r1i1p1f1,historical
1865,287.2434093808045,267.81238906969173,259.08255833052425,276.1335000108792,268.80089424178414,r1i1p1f1,historical
1866,287.2516252869016,267.64161169501523,259.5519760678569,275.8251258377987,268.776749776078,r1i1p1f1,historical
1867,287.24656833684537,267.8191716918273,259.1975046823577,275.6002525090727,268.5928542167055,r1i1p1f1,historical
1868,287.32200666368664,267.6430884806248,259.4696038596982,276.5302549187438,269.07690174384146,r1i1p1f1,historical
