year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,287.6568355850729,267.6808258237977,259.7605779737952,276.52076093030604,269.17597810038995,r31i1p1f1,historical
1851,287.82394059917567,267.9144317537953,261.184564028213,276.38705225580003,269.6305539805076,r31i1p1f1,historical
1852,287.72618710656326,267.8088460749486,260.51892075781194,276.82307201289007,269.5919872955256,r31i1p1f1,historical
1853,287.6349783415407,267.7595569002091,260.6561489418055,276.65078994225405,269.5469814961428,r31i1p1f1,historical
1854,287.6304496717341,267.6614879571925,260.13753858683907,276.3291870055732,269.2070463373705,r31i1p1f1,historical
1855,287.509725348127,267.8709357515768,259.55021728894417,276.25471767657814,269.02296923723685,r31i1p1f1,historical
1856,287.6140649222657,268.2552540273556,257.974896830667,276.2724564126115,268.5932114198196,r31i1p1f1,historical
1857,287.7486410699596,268.2038569367696,258.0411676724602,276.48595137518043,268.70330329256353,r31i1p1f1,historical
1858,287.6822072945183,268.00912986913613,258.65501410618134,276.479331236106,268.8615604683136,r31i1p1f1,historical
1859,287.70623781304033,268.21612556740445,258.4748107198898,276.27130775109254,268.748870660837,r31i1p1f1,historical
1860,287.75805879206416,267.6736806828611,260.26711981867777,276.48540279504607,269.3245974537987,r31i1p1f1,historical
1861,287.7171525767941,267.9113823568287,260.06129564053197,276.27375762910765,269.20818405006673,r31i1p1f1,historical
1862,287.5638953438613,267.77504304501605,259.8275506822977,276.06805919030637,269.00767114690956,r31i1p1f1,historical
1863,287.7610270060832,267.9750344598215,260.10310830780224,276.4015210633181,269.294381762028,r31i1p1f1,historical
1864,287.87281049092246,268.1651994903838,260.6455006922249,276.8955742794736,269.7412134777529,r31i1p1f1,historical
1865,287.8855510279099,267.9335420725928,260.17380818669665,276.57963550859535,269.39158285302295,r31i1p1f1,historical
1866,287.90137601277684,268.0549024328949,261.3079894113524,276.63088911735167,269.8133458691569,r31i1p1f1,historical
1867,287.86725608170735,268.0399520268645,260.61605770138385,276.47454391344803,269.51032179461663,r31i1p1f1,historical
1868,287.8307686994305,268.33130841858673,259.960199792534,276.1625791076552,269.21061717579516,r31i1p1f1,historical
1869,287.80118005679776,268.1590624808203,259.9331978168568,276.22753926900094,269.1960881357629,r31i1p1f1,historical
1870,287.74467848486256,267.78717723028274,259.88421415251435,276.3534206986812,269.1611186852117,r31i1p1f1,historical
1871,287.7188813869788,267.9115058598618,259.38049227756204,276.62725134564243,269.14832588449383,r31i1p1f1,historical
1872,287.7726684883993,267.6520976782322,260.5190230320047,276.95159302874157,269.6190545205689,r31i1p1f1,historical
1873,287.78509623693327,267.55782637618626,259.70861403856435,277.0780714735398,269.39174093598086,r31i1p1f1,historical
1874,287.68980461810503,267.648335864469,260.4215825609902,277.0253447978323,269.62043903141296,r31i1p1f1,historical
1875,287.78798309718934,267.6949641857769,260.05649987914484,276.57211184402126,269.29998946289976,r31i1p1f1,historical
1876,287.8337313297855,267.97437229989004,260.99296399467136,276.72585263389465,269.73710341553954,r31i1p1f1,historical
1877,287.6626433621769,267.6626122507397,259.6878568063486,276.58878418758536,269.1798304538249,r31i1p1f1,historical
1878,287.79039722155636,267.61994546721417,260.23574776360715,276.21896894034876,269.179598947625,r31i1p1f1,historical
1879,287.74184598725634,267.9502249498565,260.6223998563994,276.2913630268495,269.40884375776164,r31i1p1f1,historical
1880,287.761552259182,268.03308036906043,260.20457482343005,276.49244148591885,269.3819413641677,r31i1p1f1,historical
1881,287.80750116004845,267.7624916100222,260.13153628636223,276.4818590371404,269.29683307280726,r31i1p1f1,historical
1882,287.7932911507455,267.8841760049575,259.84017058113494,276.52949928639794,269.24842186058385,r31i1p1f1,historical
1883,287.5941499432573,268.0482474294457,258.89841199817465,276.3183078920992,268.8750316729172,r31i1p1f1,historical
1884,287.3345748926159,268.13756176798256,257.53814872937096,275.5477187908312,268.0892023364438,r31i1p1f1,historical
1885,287.4454890210545,267.90204212096495,258.7044114834575,276.0800020326891,268.6704156900687,r31i1p1f1,historical
