year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,285.9016314144843,266.45695808284705,258.4571222418178,274.51882592747285,267.56521354672935,r1i1p1f1,historical
1851,286.0327170260823,266.49393046363593,259.0529244036906,275.04714812660103,268.01367443867014,r1i1p1f1,historical
1852,286.03341531116206,266.4636522662698,258.2046637054517,275.51180124244803,267.94399769640387,r1i1p1f1,historical
1853,286.06878156992843,266.6088372907693,257.9715603256517,275.202934519685,267.7543293424297,r1i1p1f1,historical
1854,286.10905390331743,266.5749407053657,259.0974216291289,275.12864255262923,268.0829076175825,r1i1p1f1,historical
1855,286.1100334619914,266.53502388347755,258.4378665367446,275.2939786464823,267.9344823003745,r1i1p1f1,historical
1856,285.91508009176056,266.3787608658778,258.8773707235377,274.8222171899339,267.8277681944106,r1i1p1f1,historical
1857,285.9241024804239,266.5161218652986,259.1039406326532,274.5707782852345,267.8141914081942,r1i1p1f1,historical
1858,286.0256366846346,266.4452298624314,258.5113845070176,275.37657762683443,267.978294574559,r1i1p1f1,historical
1859,285.8993401741765,266.24058260838837,257.9787372482772,274.9840006743149,267.5787060392216,r1i1p1f1,historical
1860,285.8677338866154,266.1346697668725,257.40436933785145,275.26283286996954,267.4971957371983,r1i1p1f1,historical
1861,285.81272855063696,266.2626675451039,257.29914494128326,275.1132236451109,267.4198277088273,r1i1p1f1,historical
1862,285.861373286249,266.2346005141907,257.8587742053075,275.2092800014644,267.642479476237,r1i1p1f1,historical
1863,285.6869505519948,266.06072076235756,257.2685291105558,275.02817307510304,267.3283929063778,r1i1p1f1,historical
1864,285.7708684129272,266.3712208700439,257.7771730646519,274.332628949957,267.23758709732397,r1i1p1f1,historical
1865,285.8509542047174,266.2179660319829,257.02608653215106,274.91220166647173,267.2275918846624,r1i1p1f1,historical
1866,285.99011877298904,266.2670041641557,257.527889901729,274.91018875222727,267.4017815524988,r1i1p1f1,historical
1867,286.0373621083657,266.2650465002251,258.6474166247949,275.5246811878183,268.05425310773114,r1i1p1f1,historical
1868,285.9662760592846,266.09006623310285,258.7259687112013,275.17712614720324,267.8825957831355,r1i1p1f1,historical
1869,286.0189498008197,266.17131488196435,259.6238451291114,275.25452496228655,268.2304787595086,r1i1p1f1,historical
1870,286.0171213675353,266.2644603264638,259.04131925631987,275.13406998341827,268.00250428177156,r1i1p1f1,historical
1871,286.0631145292837,266.3891117064098,258.29051267148344,274.98020194775853,267.7102688931048,r1i1p1f1,historical
1872,286.1915798943703,266.3895936857657,259.5457486674304,275.6867605800164,268.4505385237098,r1i1p1f1,historical
1873,286.0396512193012,266.20790767521703,259.13210608185,275.4793901535573,268.1807020641551,r1i1p1f1,historical
1874,285.8655332944606,266.2754796898405,257.9006462624522,274.8229130185596,267.4856000272825,r1i1p1f1,historical
1875,285.9142673519924,265.99540538678605,257.9227749728429,275.09111445591327,267.5590556783426,r1i1p1f1,historical
1876,285.9809187595734,265.95893666066723,257.4796710132513,275.4495671670432,267.5720272980234,r1i1p1f1,historical
1877,285.99544763739254,266.2618840298048,257.2101156570493,275.67207437924367,267.64950281971034,r1i1p1f1,historical
1878,285.83984623681755,266.0937448925172,257.70216186199974,274.68354248672927,267.31800119267837,r1i1p1f1,historical
1879,285.86631574137584,266.1802714472277,258.76548961930393,275.0897836869143,267.8738246801578,r1i1p1f1,historical
1880,285.8228126958628,266.3273548388798,257.83230858344336,274.731221159591,267.43139989484456,r1i1p1f1,historical
1881,285.9193189957995,266.3954685662579,257.35547636917676,274.9307366689735,267.38131617144285,r1i1p1f1,historical
1882,285.9438931453116,266.2218578120282,258.71286254390515,274.88655231266455,267.77093848560116,r1i1p1f1,historical
1883,285.88115527125547,266.50827829859145,257.6720588168792,274.57211664507577,267.3425345143529,r1i1p1f1,historical
1884,285.58637285134256,266.31807629999423,258.5161645335001,274.43882268644745,267.51868585101516,r1i1p1f1,historical
1885,285.6640471832361,266.0988404103002,258.1999919887368,274.6219707470421,267.4541456948555,r1i1p1f1,historical
1886,285.79779929856886,266.12000441159194,258.73926853234695,275.1683854059386,267.8891322785493,r1i1p1f1,historical
