year,tas_global,tas_R19,tas_SLOWP,tas_FAST,tas_AGG,member,scenario
1850,286.81718263011334,265.4663022920991,260.04587899360337,274.25206083116416,267.75800958157635,r1i1p1f1,historical
1851,286.56138050871,265.5748374391506,260.39192301402363,274.0877213336559,267.8180986505619,r1i1p1f1,historical
1852,286.6330756253432,265.65744707918145,260.04898331760256,274.2162826461413,267.782138178356,r1i1p1f1,historical
1853,286.78859769469045,265.8565562634588,259.67549009896925,274.8700363691467,268.0038251221378,r1i1p1f1,historical
1854,286.648354078609,265.51609815046794,259.8388127427105,274.4763687507338,267.8042862209665,r1i1p1f1,historical
1855,286.598563375003,265.8224451497961,258.86386626161226,273.7914041604767,267.2298782176067,r1i1p1f1,historical
1856,286.6458039385409,265.84095013980163,258.312250164072,274.0639254507319,267.1787588913605,r1i1p1f1,historical
1857,286.6384573313479,265.8029428995413,258.78360773367035,274.15827371034146,267.36954016649923,r1i1p1f1,historical
1858,286.6158343799286,265.94136044732033,258.9434010953034,274.0285231951554,267.39065249237535,r1i1p1f1,historical
1859,286.7441186931725,265.7001507637028,258.8483814511945,274.22690549660757,267.40130324131474,r1i1p1f1,historical
1860,286.705879143949,265.61815692824325,258.7172076170644,274.43806114970283,267.4390577946867,r1i1p1f1,historical
1861,286.6700925621566,265.8364358151094,258.2880445039704,274.5016275644746,267.3727978543616,r1i1p1f1,historical
1862,286.5197915592699,265.4891318464981,259.0352695226607,273.3235508033597,267.0000842766887,r1i1p1f1,historical
1863,286.6600776182335,265.42943367131323,259.5132094774575,274.11408493260427,267.5112984739005,r1i1p1f1,historical
1864,286.6470978451664,265.77390293278654,259.34109376066084,274.33426630469006,267.6283464085647,r1i1p1f1,historical
1865,286.52338641653336,265.48025745866073,258.85144755373426,274.0100903109806,267.2561220841832,r1i1p1f1,historical
1866,286.7635223295582,265.6212227457674,259.6109563678904,274.34128953372255,267.6885963799063,r1i1p1f1,historical
1867,286.90673173833835,265.7351958601271,259.95401467404923,274.7246646610591,268.00277141083455,r1i1p1f1,historical
