year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f2,286.4769115545588,255.28494007573556,250.327329065862,247.76017210692072,248.2613501946242,historical
1851,r1i1p1f2,286.48535187128863,255.57672837806683,250.30135421996258,248.12555936081384,247.3010430888649,historical
1852,r1i1p1f2,286.58955637577486,255.03221358465393,250.1069039336563,247.73583768783902,247.7956477234266,historical
1853,r1i1p1f2,286.6399589463928,255.32091936109097,250.00277074349162,247.7519345099173,247.06093226470745,historical
1854,r1i1p1f2,286.5610997920525,256.808023866297,251.08118252192762,248.56064338667088,248.0528021127213,historical
1855,r1i1p1f2,286.432025035965,256.25727675229405,250.9930662135039,248.80532338939798,248.02298147661946,historical
1856,r1i1p1f2,286.6253659593411,254.3772867939342,249.11808241611487,246.80051501690835,246.34109901288667,historical
1857,r1i1p1f2,286.64530221820655,254.69401529646163,249.70557888854415,247.4244788501593,247.1910831921654,historical
1858,r1i1p1f2,286.6270988378939,255.24600819220262,249.72675386973575,247.25487392031093,246.8697503884033,historical
1859,r1i1p1f2,286.6659043110213,256.27811187763666,251.2376414670484,248.96262228523216,248.65382194808495,historical
1860,r1i1p1f2,286.5905335577728,255.22234194862347,249.76311641611562,247.34336848226957,246.900766566386,historical
1861,r1i1p1f2,286.6876042303798,253.8033188561388,248.634483641771,245.90035552717248,246.56356364792381,historical
1862,r1i1p1f2,286.6040556251689,256.7117911511143,251.32282520086866,248.93544821713448,248.49554046614625,historical
1863,r1i1p1f2,286.6333796512475,256.02916786396355,250.5021096746242,247.9891077296,247.6953444806582,historical
1864,r1i1p1f2,286.6154461724374,256.766077801313,251.04022490836005,248.44308782083755,248.1234894961647,historical
1865,r1i1p1f2,286.42657550464264,256.00679998223677,250.80130440588886,248.19082152679238,248.50936093169938,historical
1866,r1i1p1f2,286.5056089587608,254.48217294343416,249.66444906269086,247.4022303463233,247.32137483286647,historical
1867,r1i1p1f2,286.5296511564861,256.4667261353087,250.83436122255702,248.12593494056682,248.18695569607996,historical
1868,r1i1p1f2,286.48718259900244,255.08739330630087,249.54385625591087,247.1321307863914,246.57182038699105,historical
1869,r1i1p1f2,286.305900674301,254.2914807698092,248.6250352654474,245.74460899519602,246.18608502420506,historical
1870,r1i1p1f2,286.1997891884444,253.7161716346627,249.31155209882556,246.93515852887262,247.61390823612186,historical
1871,r1i1p1f2,286.3810741523728,254.95328532004132,250.22234450285032,247.72135369784334,248.32469535974244,historical
1872,r1i1p1f2,286.65527347353566,255.12078352328624,250.60430875939622,248.2110243011079,248.8008644617525,historical
1873,r1i1p1f2,286.6962297352041,256.9988710405308,251.17038780547293,248.7727053239038,247.84650240745998,historical
1874,r1i1p1f2,286.4881447970567,257.7507050517792,252.26364997604995,249.84979400034467,249.3604155451801,historical
