year,member,tas_global,tas_gis_south,tas_gis_all,scenario
2027,r1i1p1f3,288.4956332555929,259.2654333724813,254.3773405779329,ssp585
2028,r1i1p1f3,288.71066933424953,258.6237983074942,254.02284001210108,ssp585
2029,r1i1p1f3,288.86038756250855,259.5609837315376,254.7641513735397,ssp585
2030,r1i1p1f3,288.6971535325409,260.65990307982327,255.54666144339333,ssp585
2031,r1i1p1f3,288.73049505352276,260.0551465122335,254.8881162110129,ssp585
2032,r1i1p1f3,288.763832848772,258.5509076689489,253.51577329828848,ssp585
2033,r1i1p1f3,288.75109635095953,261.1732519318694,256.3204760997491,ssp585
2034,r1i1p1f3,288.96534807053683,260.3677746201128,255.08173810790095,ssp585
2035,r1i1p1f3,289.1727713399217,259.7327663183562,254.70687980937882,ssp585
2036,r1i1p1f3,289.1839314710033,259.41311179826397,254.4669964349133,ssp585
2037,r1i1p1f3,289.1690693879133,260.8977503470612,255.4256318597695,ssp585
2038,r1i1p1f3,289.17950089475653,260.0536596846318,255.4410702776273,ssp585
2039,r1i1p1f3,289.3558409053885,259.8634011652159,255.12852994030774,ssp585
2040,r1i1p1f3,289.4819347396371,259.888738454221,255.21439473333137,ssp585
2041,r1i1p1f3,289.3652465090069,260.32319964888404,255.6094871370237,ssp585
2042,r1i1p1f3,289.3681687621284,260.80820714788115,255.36908791112882,ssp585
2043,r1i1p1f3,289.34784856521907,260.21491628342324,255.52721789370065,ssp585
2044,r1i1p1f3,289.5135747362458,262.00121664367504,256.55381338180825,ssp585
2045,r1i1p1f3,289.55544290544043,260.6998696367578,255.92287726735182,ssp585
2046,r1i1p1f3,289.77555431569937,260.64487460575276,255.949166279036,ssp585
2047,r1i1p1f3,289.70220048612276,261.28887821325515,256.91243861821226,ssp585
2048,r1i1p1f3,289.76575235902277,261.07302365597604,256.84380081434153,ssp585
2049,r1i1p1f3,289.7581816968081,261.1388439883676,256.31590939063915,ssp585
2050,r1i1p1f3,289.7707493357629,260.70426419023084,256.1277936751656,ssp585
2051,r1i1p1f3,290.01979740453487,261.1698884585087,256.43034025921537,ssp585
2052,r1i1p1f3,289.97755259706565,261.7502885251042,256.69079135772006,ssp585
2053,r1i1p1f3,289.89731012976205,261.9231068797113,256.92192559302924,ssp585
2054,r1i1p1f3,290.07964370499985,261.09236163336845,256.2914092187317,ssp585
2055,r1i1p1f3,290.2540662477465,260.9565797856923,256.35053592071034,ssp585
2056,r1i1p1f3,290.47847636110913,261.8016895271415,257.3602439081106,ssp585
2057,r1i1p1f3,290.378288291792,261.25971539518764,257.0154945528668,ssp585
2058,r1i1p1f3,290.32336764806297,259.7973273601039,255.0076129293327,ssp585
2059,r1i1p1f3,290.608089459536,261.5174614389946,256.68194903457356,ssp585
2060,r1i1p1f3,290.4562304012608,262.66362528558045,257.9747561788536,ssp585
2061,r1i1p1f3,290.5349163211528,262.33240856638423,257.34978279377486,ssp585
2062,r1i1p1f3,290.7006301711925,263.1343057408183,258.4204627201924,ssp585
2063,r1i1p1f3,290.6514966170098,262.36052993728754,258.11617034351093,ssp585
2064,r1i1p1f3,290.82602872005657,262.6096897758635,258.25684215031436,ssp585
2065,r1i1p1f3,290.9196902578003,262.1511827784585,257.76508379495186,ssp585
2066,r1i1p1f3,290.89312802855693,261.8194820855022,257.53332951284415,ssp585
2067,r1i1p1f3,290.93906299495933,261.6902966202391,257.40890178492646,ssp585
2068,r1i1p1f3,291.036453444792,262.4759793731994,257.92571450789177,ssp585
2069,r1i1p1f3,291.1260409888616,261.85671009925153,257.82759365596695,ssp585
2070,r1i1p1f3,291.2687128742772,261.7756750876969,257.89239791127306,ssp585
2071,r1i1p1f3,291.38535277743,262.42163600656363,258.52008374941164,ssp585
2072,r1i1p1f3,291.3191012277153,261.5801131832762,257.5778089736863,ssp585
2073,r1i1p1f3,291.5586210039559,261.8313117302609,257.593327169302,ssp585
2074,r1i1p1f3,291.6050723998293,261.904573823753,258.1441893335264,ssp585
2075,r1i1p1f3,291.7326428725475,263.4378032775413,259.56864535417196,ssp585
2076,r1i1p1f3,291.738488677041,262.97210191787826,258.8555517035888,ssp585
2077,r1i1p1f3,291.6077808132639,262.9014616718539,258.87046517920965,ssp585
2078,r1i1p1f3,291.85571847331545,263.51053321574443,259.53840556793085,ssp585
2079,r1i1p1f3,292.03068855565954,263.5042345657955,259.7171635397133,ssp585
2080,r1i1p1f3,291.9418222164197,263.520655312201,259.30324214297957,ssp585
2081,r1i1p1f3,292.20222496898583,264.8862763301083,260.7338073289982,ssp585
2082,r1i1p1f3,292.0968987157394,264.55159384657117,260.4743450048794,ssp585
2083,r1i1p1f3,292.1598765816719,263.28085551810904,259.11319036919326,ssp585
2084,r1i1p1f3,292.29375951034046,264.5684507090255,260.44446594691266,ssp585
2085,r1i1p1f3,292.6374666867376,263.2886027434227,259.7998428386873,ssp585
2086,r1i1p1f3,292.6312790755961,264.20676458005806,260.5450917472521,ssp585
2087,r1i1p1f3,292.5743658025561,264.03062292327536,259.69768342986595,ssp585
2088,r1i1p1f3,292.81632477644996,264.34425315952774,260.35787626294893,ssp585
2089,r1i1p1f3,292.96083025213113,264.70267631900833,260.7647319369136,ssp585
2090,r1i1p1f3,292.8464239975409,265.02103407398425,261.32621912959024,ssp585
2091,r1i1p1f3,293.0200890793307,264.43298892847974,260.660318344618,ssp585
2092,r1i1p1f3,293.06730721356894,264.9678087111608,261.3137228658426,ssp585
2093,r1i1p1f3,293.2564041690319,265.70698828473,262.0580804094777,ssp585
2094,r1i1p1f3,293.2907951405854,265.07395782658915,261.5051711107488,ssp585
2095,r1i1p1f3,293.33906734688014,264.4345649775825,260.9670371728079,ssp585
2096,r1i1p1f3,293.40639108417713,264.43254201504857,260.9568172165478,ssp585
2097,r1i1p1f3,293.6093997936181,265.78305750563976,262.0516793026875,ssp585
2098,r1i1p1f3,293.54295861224585,264.856111868385,261.23687781202653,ssp585
2099,r1i1p1f3,293.67182486892835,265.3343013406271,261.5625866543821,ssp585
2100,r1i1p1f3,293.7295524803873,265.9360856184323,262.4884013410751,ssp585
