year,member,tas_global,tas_gis_south,tas_gis_all,scenario
1929,r1i1p3f1,287.1956887183568,258.0644315509102,252.7550677809708,historical
1930,r1i1p3f1,287.3048658433788,259.41805325580714,253.81366873372403,historical
1931,r1i1p3f1,287.53285835093135,257.7230924616103,252.81581564193095,historical
1932,r1i1p3f1,287.77257977155824,257.37267044310755,252.64590382693856,historical
1933,r1i1p3f1,287.4099749434865,259.70454700037226,255.06883641765432,historical
1934,r1i1p3f1,287.25892480361796,258.9241325755481,253.8711772266184,historical
1935,r1i1p3f1,287.46799380170813,258.8175128912204,253.9721369811564,historical
1936,r1i1p3f1,287.71549586408054,259.0791388335406,253.6492536533531,historical
1937,r1i1p3f1,287.3332030815819,259.13429465038075,253.7641004099531,historical
1938,r1i1p3f1,287.31100848221007,258.389708375673,253.44661504537763,historical
1939,r1i1p3f1,287.57055722136204,257.286710149007,252.3276989330654,historical
1940,r1i1p3f1,287.52865778127676,258.38477379709497,253.83176686668713,historical
1941,r1i1p3f1,287.2091031906457,257.3972576463205,252.3742821800776,historical
1942,r1i1p3f1,287.21941025865084,258.36889744132054,253.55460929878913,historical
1943,r1i1p3f1,287.6299285585637,257.2234183690369,252.81184753271577,historical
1944,r1i1p3f1,287.650097404067,258.1646913355489,253.02520509272614,historical
1945,r1i1p3f1,287.46733243282256,259.60459536214455,253.39116764791586,historical
1946,r1i1p3f1,287.44059932196865,258.5916639840899,253.2392596340044,historical
1947,r1i1p3f1,287.5693554884668,258.7958130977828,253.34679799271927,historical
1948,r1i1p3f1,287.67584256053476,258.88866949766674,253.7198999598757,historical
1949,r1i1p3f1,287.70569006174793,258.7552494539651,254.31967505292675,historical
1950,r1i1p3f1,287.47331189523993,257.3364211379562,252.2315318630843,historical
1951,r1i1p3f1,287.43851674182923,258.3327376717154,253.47445324635922,historical
1952,r1i1p3f1,287.6781470328344,258.1387009786025,253.43339636083326,historical
1953,r1i1p3f1,287.7010312985788,258.7092650736107,254.0326543370253,historical
1954,r1i1p3f1,287.2463518684268,256.81013420467656,251.93509912778538,historical
1955,r1i1p3f1,287.2625317167048,257.9693545013777,253.46904069351046,historical
1956,r1i1p3f1,287.4548305238549,257.6825969323506,252.70332542228323,historical
1957,r1i1p3f1,287.6442439657274,258.1994290737682,253.23067276055684,historical
1958,r1i1p3f1,287.6076978896027,257.43594009221687,252.64504226270117,historical
1959,r1i1p3f1,287.42058205825606,257.86796739697957,253.19362233301854,historical
1960,r1i1p3f1,287.5342508887478,258.6642738266358,253.27849328952934,historical
1961,r1i1p3f1,287.72964582552936,257.3798647009663,252.12413372918402,historical
1962,r1i1p3f1,287.65352984004295,257.59847163887537,252.99914952195357,historical
1963,r1i1p3f1,287.22333537829286,257.22667792353303,252.05622105844816,historical
1964,r1i1p3f1,287.06832815478407,257.19112252689996,252.0706683988496,historical
1965,r1i1p3f1,287.45963253708095,258.79347883483615,253.7052116925848,historical
1966,r1i1p3f1,287.5409478632694,258.70018533912275,253.79383086877587,historical
1967,r1i1p3f1,287.23304613758586,257.52625344627074,251.99425070164216,historical
1968,r1i1p3f1,287.2886255711366,258.0465212057274,252.70095214790572,historical
1969,r1i1p3f1,287.4542072136904,257.6524948382652,252.61909314259182,historical
1970,r1i1p3f1,287.7222864223715,258.85554139824046,253.40829188092727,historical
1971,r1i1p3f1,287.65313744704673,256.4891670666866,251.31790753765193,historical
1972,r1i1p3f1,287.68236687088216,258.56890062765854,253.52638609434297,historical
1973,r1i1p3f1,287.66949108526575,259.183092151809,254.14106526321135,historical
1974,r1i1p3f1,287.7765424923249,260.0297610001976,255.38931402381445,historical
1975,r1i1p3f1,287.5991195884632,259.6966176330843,254.26020154133977,historical
1976,r1i1p3f1,287.22054557892,258.6922410555833,253.06397136180593,historical
1977,r1i1p3f1,287.17195298195134,258.7373016349904,253.93291720099117,historical
1978,r1i1p3f1,287.5345315346595,257.32091035947093,252.24518347406135,historical
1979,r1i1p3f1,287.7606810456254,259.4731311392335,254.70993944817724,historical
1980,r1i1p3f1,287.77132486109844,256.7196316778209,251.56758542574607,historical
1981,r1i1p3f1,287.6100262014043,258.3380747463571,253.29325113051283,historical
1982,r1i1p3f1,287.49631644780754,258.0074694364801,253.22096106697097,historical
1983,r1i1p3f1,287.690731902794,258.89558858615356,253.8258999583708,historical
1984,r1i1p3f1,287.7725414414606,258.3661838101539,253.28081041624532,historical
1985,r1i1p3f1,287.4690101238301,257.8303975172762,252.49512182023167,historical
1986,r1i1p3f1,287.4266046300916,258.7991698774846,253.06048137159868,historical
1987,r1i1p3f1,287.70162567920556,258.77911156833335,253.26808849087672,historical
1988,r1i1p3f1,287.8845658785548,258.43619250194143,253.27167870143768,historical
1989,r1i1p3f1,287.9900854297563,260.27559980678683,255.48503507651577,historical
1990,r1i1p3f1,287.89944500466873,258.20915276467304,253.6918294309707,historical
1991,r1i1p3f1,287.73598325684833,258.9450470398344,254.2873914139895,historical
1992,r1i1p3f1,287.37171331460536,257.55067035536746,252.89016901564656,historical
1993,r1i1p3f1,287.59986390580093,258.5620584180701,253.57531490902053,historical
1994,r1i1p3f1,287.9258585883084,258.3620822762333,253.52009565420033,historical
1995,r1i1p3f1,287.75933534385763,258.7528931341274,253.86158468314122,historical
1996,r1i1p3f1,287.5996407637517,258.58486126058193,253.27349546443614,historical
1997,r1i1p3f1,287.7882117903601,259.06162490843957,254.3318329525048,historical
1998,r1i1p3f1,287.9436481208571,259.91099790174167,255.29485502919266,historical
1999,r1i1p3f1,287.9539934647582,257.98737831686725,252.93054123718068,historical
2000,r1i1p3f1,287.75045496999047,258.56277422778544,253.27474222437934,historical
2001,r1i1p3f1,287.772344352059,257.7881787888688,252.87465292332325,historical
2002,r1i1p3f1,288.0044238585507,258.05006737683266,252.96204772607746,historical
2003,r1i1p3f1,288.03823553748424,259.0528892870476,254.56246640467032,historical
2004,r1i1p3f1,287.92139873869684,259.5993210952374,254.57135396863328,historical
2005,r1i1p3f1,287.8605294041268,259.7040635075023,254.53251050036693,historical
2006,r1i1p3f1,288.1867121877906,257.69319576860687,253.1751152386905,historical
2007,r1i1p3f1,288.32059188709394,260.1293382207495,254.8712746469914,historical
2008,r1i1p3f1,288.33344724549175,259.1184146047618,254.75243180276797,historical
2009,r1i1p3f1,288.22507593599386,260.08983974969874,254.89047811852492,historical
2010,r1i1p3f1,288.0842352864043,259.81042281404217,255.0201422257079,historical
2011,r1i1p3f1,288.01551322727363,259.9752278452514,255.00743976484532,historical
2012,r1i1p3f1,288.12992494426544,259.44655286477575,254.73003835367834,historical
2013,r1i1p3f1,288.1620514613,258.3510761168334,253.7605322091956,historical
2014,r1i1p3f1,287.75995823344175,257.7281268080235,252.79599482280653,historical
2015,r1i1p3f1,287.99801231101554,257.8310352404439,252.8622168347511,ssp126
2016,r1i1p3f1,288.17004141657316,260.1732616503382,255.64527116327542,ssp126
2017,r1i1p3f1,288.3108898927637,260.1526331870183,255.86790698818848,ssp126
2018,r1i1p3f1,288.35694878643505,259.6700859616405,255.45514670647162,ssp126
2019,r1i1p3f1,288.06540836203936,258.8409771491244,254.12241250361342,ssp126
2020,r1i1p3f1,288.1537985963472,258.0404123327553,253.3678386706126,ssp126
2021,r1i1p3f1,288.422033301105,259.1757631143912,254.5968509664234,ssp126
2022,r1i1p3f1,288.59719070018895,259.6880809914988,255.21728433108473,ssp126
2023,r1i1p3f1,288.72953126370487,260.09287611290097,255.46372796941156,ssp126
2024,r1i1p3f1,288.6235924413121,260.288601128584,255.32664983886775,ssp126
2025,r1i1p3f1,288.40905440422404,259.75882972413825,255.03835472789785,ssp126
2026,r1i1p3f1,288.429430977397,260.226450278028,256.10129843701316,ssp126
2027,r1i1p3f1,288.7694758054111,259.30760151682773,254.77441460343815,ssp126
2028,r1i1p3f1,288.80898829179426,258.3300225230373,253.57931450844816,ssp126
2029,r1i1p3f1,288.4645475225789,259.12045598524236,255.03986917988738,ssp126
2030,r1i1p3f1,288.29472795760535,258.0956189129029,253.17851656961582,ssp126
2031,r1i1p3f1,288.57458319006275,260.4592597909052,256.48991513675577,ssp126
2032,r1i1p3f1,288.9078110230006,259.68172942473933,254.92024970891012,ssp126
2033,r1i1p3f1,288.8561937083075,258.5690215110796,254.23822820600893,ssp126
2034,r1i1p3f1,288.9549261916113,259.09614599531625,255.07814988966592,ssp126
2035,r1i1p3f1,289.2312363057305,260.19806834205855,256.21374462641273,ssp126
2036,r1i1p3f1,288.9300498571546,260.44539057789723,256.17649357845914,ssp126
2037,r1i1p3f1,288.799221111594,259.30350296063807,254.78452858633054,ssp126
2038,r1i1p3f1,289.01599406832526,260.7575174376593,256.5211181262966,ssp126
2039,r1i1p3f1,289.2282407394514,260.48736898627334,256.3622273809272,ssp126
2040,r1i1p3f1,288.8092951498415,260.16252169338406,255.12090410106626,ssp126
2041,r1i1p3f1,288.7493148759338,260.5892242629252,255.78064781419317,ssp126
2042,r1i1p3f1,288.93690122972214,259.19757398583045,255.2953053014639,ssp126
2043,r1i1p3f1,289.22541090282107,260.2127341333444,255.8171881747716,ssp126
2044,r1i1p3f1,289.229647107159,259.7241752113401,255.42181497840514,ssp126
2045,r1i1p3f1,289.256142405861,259.6790793377825,254.9120709519863,ssp126
2046,r1i1p3f1,288.92222832324677,258.83198822611297,254.02630414260972,ssp126
2047,r1i1p3f1,288.8169028245346,259.6763837678806,254.93603241419578,ssp126
2048,r1i1p3f1,289.14773923053275,260.608513520398,256.424001799291,ssp126
2049,r1i1p3f1,289.4544353597106,259.8340526665143,256.10938017499393,ssp126
2050,r1i1p3f1,289.3542039964947,261.8949467062357,257.93292089382817,ssp126
2051,r1i1p3f1,288.94780857859115,260.0448332169719,255.60702049573314,ssp126
2052,r1i1p3f1,288.87263583024,259.0813325727718,254.44421940159674,ssp126
2053,r1i1p3f1,289.05993858813787,259.2925921592938,255.17766523658523,ssp126
2054,r1i1p3f1,289.37751438583354,263.183800780031,258.40715216419903,ssp126
2055,r1i1p3f1,289.38655573519026,259.7824758756725,255.88789601409587,ssp126
2056,r1i1p3f1,289.01995623388694,260.3981379180838,256.44740317226433,ssp126
2057,r1i1p3f1,289.18707351331966,260.6406339108788,256.3988483309275,ssp126
2058,r1i1p3f1,289.48890790888385,260.2635699401649,256.0960175662286,ssp126
2059,r1i1p3f1,289.2861972246668,259.1276651040645,254.88141460983204,ssp126
2060,r1i1p3f1,289.09625682969255,259.9495091154266,255.57068570244823,ssp126
2061,r1i1p3f1,289.3458966050162,260.17194633594585,255.95881220834187,ssp126
2062,r1i1p3f1,289.55346448551114,260.85640582756093,257.00320288059515,ssp126
2063,r1i1p3f1,289.2308864575221,260.6151224230142,256.43329120785336,ssp126
2064,r1i1p3f1,289.0441250459887,259.55818460950206,255.06452048126172,ssp126
2065,r1i1p3f1,289.3342151135109,259.0720604155885,255.01679705529264,ssp126
2066,r1i1p3f1,289.3547329746328,259.41196938520307,255.58638980036093,ssp126
2067,r1i1p3f1,289.46755215719963,260.49209497203424,256.1426384345108,ssp126
2068,r1i1p3f1,289.23104215981806,259.9155071844722,255.28021572630774,ssp126
2069,r1i1p3f1,289.1475749640732,260.7244646552627,256.26239039083254,ssp126
2070,r1i1p3f1,289.0399249183251,260.36525636546304,255.9902097192994,ssp126
2071,r1i1p3f1,289.2692283896472,261.95387838679284,257.4368128987901,ssp126
2072,r1i1p3f1,289.3387859681106,260.68388388401877,256.3757493303299,ssp126
2073,r1i1p3f1,289.0147221540181,259.5730715690439,255.61332909119307,ssp126
2074,r1i1p3f1,288.93785318819084,258.6547267165153,254.30447766644264,ssp126
2075,r1i1p3f1,289.31198816975666,259.39714889681903,255.5549194042805,ssp126
2076,r1i1p3f1,289.43478946855714,260.4074826748614,256.3408609071862,ssp126
2077,r1i1p3f1,289.3064982283197,260.2562681195366,255.72986925506285,ssp126
2078,r1i1p3f1,289.1544979508113,259.33192009752355,254.6937504902914,ssp126
2079,r1i1p3f1,289.3121331141383,260.43492612560385,256.1426295559196,ssp126
2080,r1i1p3f1,289.2723081598973,259.80558418238394,255.68014494577812,ssp126
2081,r1i1p3f1,289.0464597860117,259.83860790429304,255.58247387987404,ssp126
2082,r1i1p3f1,289.2366893616564,260.11142970969445,255.98071182990762,ssp126
2083,r1i1p3f1,289.34960618408974,259.0038148654878,254.4246159250332,ssp126
2084,r1i1p3f1,289.1167292809664,259.4939962706608,254.83561150117245,ssp126
2085,r1i1p3f1,289.1305713407469,260.86264460465264,256.2959850811788,ssp126
2086,r1i1p3f1,289.27844227936794,259.5982627073052,255.704647357534,ssp126
2087,r1i1p3f1,289.1738288919628,260.1497001961094,255.7944936937293,ssp126
2088,r1i1p3f1,289.00331304532887,260.62453078191186,256.52913891173426,ssp126
2089,r1i1p3f1,289.1313585836063,259.9934158578381,255.6555246485942,ssp126
2090,r1i1p3f1,289.27378619825936,260.14187365233994,256.1774933987202,ssp126
2091,r1i1p3f1,289.384684127156,259.9396364708791,255.97673393615023,ssp126
2092,r1i1p3f1,289.1149255570272,260.0181497739884,256.1483266828366,ssp126
2093,r1i1p3f1,289.0265601574799,259.90673591462826,255.40817894671366,ssp126
2094,r1i1p3f1,289.0897654016555,260.67271535243685,256.72310443042045,ssp126
2095,r1i1p3f1,289.17442802091756,259.7385886154763,255.38518482362457,ssp126
2096,r1i1p3f1,289.2835204844735,259.06764063803064,254.8955737987491,ssp126
2097,r1i1p3f1,289.29135072626593,259.0776077710134,254.87631981619973,ssp126
2098,r1i1p3f1,289.43748489551155,258.7116799681036,254.42877057558283,ssp126
2099,r1i1p3f1,289.3824337135672,260.2488012594703,256.2730451578684,ssp126
2100,r1i1p3f1,289.08466662940776,259.1822071393977,254.93057524177908,ssp126
2015,r1i1p3f1,287.92186850056123,258.5433600376703,253.7468196573717,ssp245
2016,r1i1p3f1,288.2773440853092,257.48833968605993,252.76545055327423,ssp245
2017,r1i1p3f1,288.3592514044927,259.56147032669645,255.31920055976246,ssp245
2018,r1i1p3f1,288.16937152091145,258.82668065687585,254.379231587293,ssp245
2019,r1i1p3f1,287.9950685929444,258.76592592216355,253.41500134081278,ssp245
2020,r1i1p3f1,288.18775252971926,258.4598645747918,253.95530273745956,ssp245
2021,r1i1p3f1,288.5517167403306,258.982517471977,254.18346051788708,ssp245
2022,r1i1p3f1,288.5078266605104,259.5767505860899,254.74311548159616,ssp245
2023,r1i1p3f1,288.578980100717,259.9474411358091,255.56953422342346,ssp245
2024,r1i1p3f1,288.44687103541037,259.0014983709539,254.3418841165386,ssp245
2025,r1i1p3f1,288.76230634587455,258.162370640797,253.89855708541182,ssp245
2026,r1i1p3f1,288.7778740969049,259.3422775954766,254.50494692312978,ssp245
2027,r1i1p3f1,288.43722617775774,259.2382009201381,255.05985210933795,ssp245
2028,r1i1p3f1,288.22788005546033,259.1344395821283,254.73987834942355,ssp245
2029,r1i1p3f1,288.44509221567927,260.01444914198623,255.99083905039157,ssp245
2030,r1i1p3f1,288.8028217728369,259.60881553774016,255.26672283519568,ssp245
2031,r1i1p3f1,288.84871186179333,260.74850757804296,256.0900721625184,ssp245
2032,r1i1p3f1,288.4741907412879,259.9067363410392,255.27085463349303,ssp245
2033,r1i1p3f1,288.49193272359196,259.4653448854104,254.9625953564788,ssp245
2034,r1i1p3f1,288.83234444836864,260.34913186807165,255.86831893895982,ssp245
2035,r1i1p3f1,288.9066457723519,258.6728487824001,253.53564149251193,ssp245
2036,r1i1p3f1,288.7367164424459,259.17365590264416,254.30065319624893,ssp245
2037,r1i1p3f1,288.7493683065776,257.78404456401,254.03092456301948,ssp245
2038,r1i1p3f1,289.0321051615926,258.85760428444723,254.91612332297643,ssp245
2039,r1i1p3f1,289.1853535978553,260.18879772765945,255.70059120464032,ssp245
2040,r1i1p3f1,289.01586100668817,259.42739863854354,254.8201512070997,ssp245
2041,r1i1p3f1,288.850943785588,259.5849401833047,255.20250265295837,ssp245
2042,r1i1p3f1,288.829431396091,260.5101231110281,256.2446305518342,ssp245
2043,r1i1p3f1,289.1162414081116,260.87733910904063,255.81334070295628,ssp245
2044,r1i1p3f1,289.27803399323767,260.1467356363649,255.83261334057747,ssp245
2045,r1i1p3f1,289.3139455361216,260.7308901809613,256.3304787535256,ssp245
2046,r1i1p3f1,289.2963683534199,259.8114749597472,255.94534142972765,ssp245
2047,r1i1p3f1,289.04173139178823,260.8787310154935,256.58761640492787,ssp245
2048,r1i1p3f1,288.98294734909985,260.38090962012825,256.03123763914095,ssp245
2049,r1i1p3f1,289.08451253487885,259.6216064115775,255.3694355961225,ssp245
2050,r1i1p3f1,289.27214238143455,260.01993894200166,255.9341711214523,ssp245
2051,r1i1p3f1,289.193491310508,259.65872430951464,255.68391871229431,ssp245
2052,r1i1p3f1,289.297620543681,259.1804793599089,255.20152028947263,ssp245
2053,r1i1p3f1,289.6041646834439,261.17314582069037,257.4554977656435,ssp245
2054,r1i1p3f1,289.51559339583764,258.935778589599,254.97043464229816,ssp245
2055,r1i1p3f1,289.2049887907731,260.01010475617784,255.26714973021814,ssp245
2056,r1i1p3f1,289.0740844039876,260.5734094191866,256.2839664921645,ssp245
2057,r1i1p3f1,289.367846591584,261.5134153779625,257.5578669704696,ssp245
2058,r1i1p3f1,289.6164148077202,260.79461231120723,256.7051997965043,ssp245
2059,r1i1p3f1,289.61908452480077,260.20108302446306,256.30342892277054,ssp245
2060,r1i1p3f1,289.678487895277,261.04220632823984,256.93896030134084,ssp245
2061,r1i1p3f1,289.75369292735263,260.4164756993921,256.3307534583879,ssp245
2062,r1i1p3f1,289.66729051298665,259.9996202682774,256.0553188771725,ssp245
2063,r1i1p3f1,289.3757569539618,260.31854389960245,256.30332317053296,ssp245
2064,r1i1p3f1,289.2660696678366,260.20479197542346,256.512051686085,ssp245
2065,r1i1p3f1,289.39894217406425,259.26238998463174,255.405615095021,ssp245
2066,r1i1p3f1,289.7502646119821,260.39633703282476,256.1811169309647,ssp245
2067,r1i1p3f1,289.71825891910055,260.85752084516184,257.0229719003138,ssp245
2068,r1i1p3f1,289.54327999282066,260.61113816358124,256.5516770804332,ssp245
2069,r1i1p3f1,289.6607253784303,259.7653376150638,255.96637708880294,ssp245
2070,r1i1p3f1,289.67810646003676,261.47058503489313,257.31286905752125,ssp245
2071,r1i1p3f1,289.4641786671717,258.99170323546224,254.93464738323803,ssp245
2072,r1i1p3f1,289.4323035575636,259.62963497358237,255.37018637181774,ssp245
2073,r1i1p3f1,289.7494185736268,260.75318981102106,256.97405808458285,ssp245
2074,r1i1p3f1,289.8790707299855,261.84912765503975,257.7632364039294,ssp245
2075,r1i1p3f1,289.6637345079428,260.4574714123329,256.3083633864246,ssp245
2076,r1i1p3f1,289.5271384688751,258.9545164068094,254.96702664343624,ssp245
2077,r1i1p3f1,289.79148837280076,259.95173539435643,255.88373997615477,ssp245
2078,r1i1p3f1,289.92486231264684,260.8930189759494,257.2227966167197,ssp245
2079,r1i1p3f1,289.86175429275363,260.55963855956537,256.51697082374034,ssp245
2080,r1i1p3f1,289.73629265051443,260.6521082875312,256.99730179225145,ssp245
2081,r1i1p3f1,289.84413360769616,259.6049646349092,255.73827956972204,ssp245
2082,r1i1p3f1,290.07544458190307,259.7160213263713,256.3716584250116,ssp245
2083,r1i1p3f1,289.8110811517829,259.23306772263527,255.10429010109155,ssp245
2084,r1i1p3f1,289.7404904111348,258.79107229424494,255.19052397377106,ssp245
2085,r1i1p3f1,289.9133736161427,260.7843973750722,257.23435651031014,ssp245
2086,r1i1p3f1,289.9171361862406,260.2915078734879,256.32834396632495,ssp245
2087,r1i1p3f1,289.6243901166576,259.46964299788226,255.6329035901542,ssp245
2088,r1i1p3f1,289.68754426168414,260.42797040129005,256.5795881208168,ssp245
2089,r1i1p3f1,289.85407512346217,260.87529426535286,256.88558573540774,ssp245
2090,r1i1p3f1,289.95656497461283,260.62750701525255,256.73496670971986,ssp245
2091,r1i1p3f1,289.8795443394522,260.4568069445766,256.4643001456263,ssp245
2092,r1i1p3f1,289.6371444732221,259.77574133299487,255.80963846909827,ssp245
2093,r1i1p3f1,289.6837653662207,260.46091054250587,256.1605976486909,ssp245
2094,r1i1p3f1,289.9957412827549,259.8264558527523,256.2965283289954,ssp245
2095,r1i1p3f1,289.8451482673701,260.0475174373994,255.93077082647787,ssp245
2096,r1i1p3f1,289.7539269635995,259.1505115200092,255.44098670896497,ssp245
2097,r1i1p3f1,290.0464019117506,260.26653247470017,256.33844338611357,ssp245
2098,r1i1p3f1,290.07367068193224,259.1271006545902,255.60247392808031,ssp245
2099,r1i1p3f1,289.9015439811046,260.0019045624135,256.0621843290997,ssp245
2100,r1i1p3f1,289.96734046366976,259.4588567952893,255.26309790507585,ssp245
2015,r1i1p3f1,287.97537700342184,258.0553044098939,253.162726103012,ssp585
2016,r1i1p3f1,288.13001985466104,260.03619228890693,255.71149831093618,ssp585
2017,r1i1p3f1,288.3069284268372,259.2137367286547,254.33208039265062,ssp585
2018,r1i1p3f1,288.14047611055184,259.0842852864933,254.57565558290725,ssp585
2019,r1i1p3f1,288.22028696620686,258.20231655061303,253.68760061530477,ssp585
2020,r1i1p3f1,288.51380439154457,259.9040383225936,255.584025284894,ssp585
2021,r1i1p3f1,288.3926108059654,260.0476592763573,255.4589078670839,ssp585
2022,r1i1p3f1,288.09512707106006,258.86816345950274,254.2716079368458,ssp585
2023,r1i1p3f1,288.36677319445073,258.8419018688103,254.65692450499142,ssp585
2024,r1i1p3f1,288.71790574981424,258.5314861135914,254.08109732574096,ssp585
2025,r1i1p3f1,288.789338846787,260.1589302618237,255.68082095547467,ssp585
2026,r1i1p3f1,288.59808090527497,259.78215914957286,255.3967528548939,ssp585
