year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,286.6752951616191,254.61701530887152,249.5073196665365,246.7978711560333,247.46961940876923,historical
1851,r1i1p1f1,286.64354147508976,256.06853378458857,250.765116622035,248.34297508432937,248.08753394701597,historical
1852,r1i1p1f1,286.69452220697144,255.96958767315078,250.3913224055001,247.7341657740546,247.73291474591517,historical
1853,r1i1p1f1,286.740751538432,257.2328058377683,251.72699051629513,249.3309946459891,248.77616105901754,historical
1854,r1i1p1f1,286.659252580769,256.6820469816993,251.38731066195186,248.80453339356788,248.95155152345032,historical
1855,r1i1p1f1,286.72787962678586,257.26669042084325,251.42334181614322,248.87144907510293,248.30461028132802,historical
1856,r1i1p1f1,286.7410787633371,255.17507494638488,250.08543071209772,247.55051120229845,247.8193012235168,historical
1857,r1i1p1f1,286.7399716483546,254.23405814575676,249.76323930830347,247.59209813895063,247.69247680813325,historical
1858,r1i1p1f1,286.70195549064005,256.1029242883906,250.77041827355475,248.38172620450723,248.01073306187476,historical
1859,r1i1p1f1,286.7921431740529,257.53597522500195,251.87457230568026,249.56437287947116,248.61892160574547,historical
1860,r1i1p1f1,286.72454993113,256.6535615715424,250.7779839010914,248.4003059330343,247.37043758607058,historical
1861,r1i1p1f1,286.68789181618536,255.81886666163393,250.17348976967412,247.4835527853205,247.48427085166566,historical
1862,r1i1p1f1,286.6122303416021,255.918797910749,250.3217314499105,247.6958353715918,247.59635058452082,historical
1863,r1i1p1f1,286.6013627772407,256.50193775320287,250.91683490167028,248.24830910037934,248.2668706923266,historical
1864,r1i1p1f1,286.69644101122805,256.1203479422719,250.90583850618935,248.53438194151073,248.2586033060097,historical
1865,r1i1p1f1,286.53226012696985,257.52872663202686,252.01959917935594,249.48867951847572,249.25954681611074,historical
1866,r1i1p1f1,286.7146576684522,254.73147842715505,249.45451920887209,246.95574349922774,246.91827264929097,historical
1867,r1i1p1f1,286.66439719705943,255.15060734682214,250.3961214476356,247.9280713751347,248.42355492450648,historical
1868,r1i1p1f1,286.7309388924326,255.45284178426252,250.97701430875185,248.69594486377605,249.05899793146685,historical
1869,r1i1p1f1,286.7205850875537,256.4446636319905,251.5440349892928,249.13265067814686,249.3196600509268,historical
1870,r1i1p1f1,286.6472335612606,256.799991008029,251.51040158757726,249.02186248445622,248.94469065351765,historical
1871,r1i1p1f1,286.695574740634,256.2469772285747,250.51000777043333,247.6604420961619,247.9444714524754,historical
1872,r1i1p1f1,286.5982441130951,254.94451271852725,249.43213159185265,246.4968955950552,247.25153079502493,historical
1873,r1i1p1f1,286.68366127734356,254.9509296242976,249.79284852900207,247.43338590168128,247.19397743961014,historical
1874,r1i1p1f1,286.8765620668226,253.69049865316265,248.98835930056893,246.0159601371914,247.8042464757826,historical
1875,r1i1p1f1,286.8447158075112,258.12648321418175,252.01101161099857,249.37901138477213,248.69116764801902,historical
1876,r1i1p1f1,286.5868830515849,254.58529689362945,249.1086731000269,246.43174093581823,246.59707248148715,historical
1877,r1i1p1f1,286.6914650507332,256.1092980471871,250.90464541953745,248.4804686547325,248.3449309911081,historical
1878,r1i1p1f1,286.79668669592775,254.56354333416283,249.23558558609875,246.39323808585124,247.135604120978,historical
1879,r1i1p1f1,286.8161916467953,255.65643110951075,250.39365545806928,247.88412908040092,247.88942247316527,historical
1880,r1i1p1f1,286.89972278850996,255.94408579722585,251.01304627357135,248.48831350992018,248.9167905493055,historical
1881,r1i1p1f1,286.9123912111379,255.75285339623977,250.07458376653221,247.27240626222078,247.50899769940017,historical
1882,r1i1p1f1,286.91523113239316,255.87214468205335,250.6353485346707,247.9801070568165,248.37154611720175,historical
1883,r1i1p1f1,286.76698880343577,254.6350494581813,249.5411638811628,247.04167630871098,247.218987156193,historical
1884,r1i1p1f1,286.4602650723246,254.56737264496857,249.37679201589796,246.69366764473347,247.20699250689876,historical
1885,r1i1p1f1,286.62555676852304,256.26659937799275,250.532631014494,247.92941091094295,247.61522654678618,historical
1886,r1i1p1f1,286.5601175415961,256.9099772630042,251.13521486392463,248.3103595271976,248.49005350031737,historical
1887,r1i1p1f1,286.6645492561068,255.41572469728752,250.0059940636149,247.3801261798723,247.49857538827155,historical
1888,r1i1p1f1,286.82393491671274,256.16102315448836,250.54361988158303,247.66486136292139,248.15933434749888,historical
1889,r1i1p1f1,286.90016956813133,255.93118738087298,250.84946256799125,248.33153176675543,248.56804221921314,historical
1890,r1i1p1f1,286.7845831944891,255.6483521838845,250.52589485073085,248.2234912780584,247.886169846629,historical
1891,r1i1p1f1,286.66932044656505,256.16930775718896,251.23502643449322,248.80340285610626,249.00068556518772,historical
1892,r1i1p1f1,286.76031980101385,255.58132359816105,250.5334364859946,247.98627265979016,248.33356257231645,historical
1893,r1i1p1f1,286.84118712141543,255.72229847718356,250.4291042529437,247.77967601553897,248.09128557994518,historical
1894,r1i1p1f1,286.6207473450939,256.20017118528733,250.53477337226053,247.99308317745374,247.6084058606593,historical
1895,r1i1p1f1,286.62554213164384,256.55545310950714,251.17390226981385,248.75246472756572,248.40437983463505,historical
1896,r1i1p1f1,286.6977430421961,255.53679173419266,249.93574517957504,247.29272296033025,247.23043762340507,historical
1897,r1i1p1f1,286.7665305249939,253.58423704564063,248.78175431497354,246.42676885660285,246.59023490101035,historical
1898,r1i1p1f1,286.7038825402365,254.78956785580328,249.63345474857124,247.0894076371621,247.30314220215053,historical
1899,r1i1p1f1,286.7269406185766,255.78780155568217,250.66603045635748,248.2501172783001,248.19084487293557,historical
1900,r1i1p1f1,286.76976525014845,255.13287681289614,250.01632073391423,247.23180129499244,248.07892893989782,historical
1901,r1i1p1f1,286.6961479599134,255.18294335606967,250.1015595987431,247.5027968229643,247.9371385700014,historical
1902,r1i1p1f1,286.7425178921798,255.64179418762018,250.7288324157829,248.2329406656406,248.6120098004523,historical
1903,r1i1p1f1,286.68848573074496,255.72292182928723,250.09760281343665,247.105856890087,247.86709328290885,historical
1904,r1i1p1f1,286.54015411137146,255.063673244202,249.9155950453202,247.1130884109993,247.96746797696937,historical
1905,r1i1p1f1,286.6016377924802,255.224735406436,249.67384719724137,246.8852611262194,247.23688896663052,historical
1906,r1i1p1f1,286.5276800274831,255.83853546749629,250.79231025519317,248.42713986396646,248.3318395646061,historical
1907,r1i1p1f1,286.7039668011847,257.003271158736,251.60038725932853,249.03430076219908,249.0146997757796,historical
1908,r1i1p1f1,286.6601346928627,255.5980516524311,250.0128318492832,247.42252083839955,247.24990447276144,historical
1909,r1i1p1f1,286.59013959242407,254.43393133058626,249.2775690696613,246.7010589742468,246.9937953650719,historical
1910,r1i1p1f1,286.6695256712201,254.64599896662622,249.47137979756525,247.0345076907734,246.96492872409883,historical
