year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,287.15585206304854,257.70373455842986,253.16281794194413,250.9489171271464,251.16581393919586,historical
1851,r1i1p1f1,287.1752061280845,258.4165955140434,253.44814318030672,251.22677601959887,250.95952803060266,historical
1852,r1i1p1f1,287.0700395580131,257.69403160433626,252.76892594866177,250.60116598396908,250.25031986815299,historical
1853,r1i1p1f1,287.04103409614123,258.76094779744994,254.0525620671837,251.89799513660677,251.7689441315518,historical
1854,r1i1p1f1,287.30495895722385,258.39115877300526,253.55083415016443,251.33866949901332,251.1990283801939,historical
1855,r1i1p1f1,287.3011538387319,256.99361880257305,252.39738468805228,250.11834755156195,250.43370649441547,historical
1856,r1i1p1f1,286.9500321886686,258.45253954938244,253.31055223034377,251.0243643552053,250.71573262564402,historical
1857,r1i1p1f1,286.9227410181994,258.04918438765156,253.24171626435307,251.15669024317287,250.73650594301776,historical
1858,r1i1p1f1,286.9179732101632,258.2865767793738,253.3975876091898,251.25061576721833,250.89006164736347,historical
1859,r1i1p1f1,286.94503589250695,258.38752371312523,253.33655045305267,250.95607954408936,250.99120760482583,historical
1860,r1i1p1f1,287.0187257414122,257.1589890534937,252.58755029044053,250.33662392420072,250.61057432585312,historical
1861,r1i1p1f1,286.9129560402088,257.9532181797807,252.94185725673424,250.51506157343584,250.71308539638042,historical
1862,r1i1p1f1,286.93430122566105,257.0310184404295,252.02324386931699,249.5941276381202,249.802195816256,historical
1863,r1i1p1f1,287.02396042579215,257.57153228375796,253.11435255719232,251.04085551310044,251.0037541960023,historical
1864,r1i1p1f1,287.17071337599947,257.004008621135,252.75109920732746,250.43855181381184,251.2418769239912,historical
1865,r1i1p1f1,287.2295635740172,257.756086249506,253.0073035727858,250.76612381846434,250.80700357416342,historical
1866,r1i1p1f1,287.40246883314006,258.9118711286126,254.10792086527377,251.8860019182964,251.8136350632032,historical
1867,r1i1p1f1,287.3617761508381,260.791107866433,255.99218004447633,253.8658249470873,253.55944581513978,historical
1868,r1i1p1f1,287.01078244693446,258.71733433011684,253.56194451267737,251.33480977296617,250.8621561797133,historical
1869,r1i1p1f1,286.98414694600194,257.2274368945877,252.65554368601786,250.39849088602662,250.68728759886193,historical
1870,r1i1p1f1,286.9176788196154,257.8935507016773,252.84410011587403,250.3341585114855,250.6961231324999,historical
1871,r1i1p1f1,287.03600562789893,257.92349491880424,253.39383680940026,251.39412593035033,251.0865263092566,historical
1872,r1i1p1f1,287.0810199178599,259.26924897151616,254.21720056630502,252.0430260307831,251.55896753645706,historical
1873,r1i1p1f1,287.0702934028377,257.98093666068695,253.41797010208523,251.15327654231518,251.4717559201779,historical
1874,r1i1p1f1,287.33445394830557,259.15888248912745,254.0682187247975,251.93118239835403,251.3084643729205,historical
1875,r1i1p1f1,287.22470767472197,258.51719411551113,253.84109475426172,251.97297710121916,251.16275143523876,historical
1876,r1i1p1f1,287.0587082731902,258.2034542416049,253.77920453416874,251.4584820923961,252.08079194423394,historical
1877,r1i1p1f1,287.29474293207664,259.1145981667697,254.1006834074779,252.00448256008428,251.3695202665827,historical
1878,r1i1p1f1,287.1223883499825,257.47288769648355,252.55578593089936,250.18847156023932,250.34803575203924,historical
1879,r1i1p1f1,287.00143526384943,258.2558148181188,253.34824553837487,251.1105097449238,250.9559701819718,historical
1880,r1i1p1f1,287.0178018109181,257.45446981592283,252.5088223673548,250.3855366104174,249.89887247251275,historical
1881,r1i1p1f1,287.32887572232664,258.0590020885723,253.18813731419306,251.02399091798978,250.7278736051428,historical
1882,r1i1p1f1,287.19987424478086,258.2703858234826,253.0632301274737,250.6884565909153,250.5255711368144,historical
1883,r1i1p1f1,286.87617706554846,257.6172045577368,252.65097046304666,250.51768573327607,250.0319096604785,historical
1884,r1i1p1f1,286.5818686548276,256.50944006871686,251.5101931621201,249.19439475869447,249.12800104273396,historical
1885,r1i1p1f1,286.5495467788292,257.0151095150485,252.6055089487673,250.6434041677376,250.38260961256336,historical
1886,r1i1p1f1,286.82345803274893,256.96156642671764,252.2181966054582,249.77853812105428,250.32407991372887,historical
1887,r1i1p1f1,286.91094427773817,258.69985115303024,253.39561009880626,251.47019169023855,250.0649709866694,historical
1888,r1i1p1f1,287.0406633908634,258.474582675596,253.86647583796025,251.64972894794363,251.79473842724872,historical
1889,r1i1p1f1,287.0548832552116,256.2399933584112,251.6703269251977,249.3890685286962,249.74125438435325,historical
1890,r1i1p1f1,286.8712817000847,257.9067836320682,253.1083575879727,250.90782636808058,250.78826195477453,historical
1891,r1i1p1f1,286.8438847771566,257.77795088937853,253.088547559921,250.934899988094,250.8258689472521,historical
1892,r1i1p1f1,286.9737993979933,258.3590806003201,253.72222691104693,251.709006317916,251.30923482807071,historical
1893,r1i1p1f1,286.8544895693097,257.9416872915443,253.20714223522498,250.8519712775167,251.19578118968403,historical
1894,r1i1p1f1,286.9829728338017,258.09402705833435,253.3466150214526,251.0359876408031,251.2528328850525,historical
1895,r1i1p1f1,286.9206990056954,258.30237915017307,254.09672498484855,252.35486143445672,251.78102769077125,historical
1896,r1i1p1f1,287.00090169265235,256.91283464740695,252.4759245622679,250.0749744037648,250.88380993026726,historical
1897,r1i1p1f1,287.051961861299,258.52026672797206,253.9256397751928,251.80327822523938,251.7271822427854,historical
1898,r1i1p1f1,287.0903319081544,258.46377651412166,254.28357631039952,252.28277812759825,252.38895870541091,historical
1899,r1i1p1f1,287.18906144958316,257.48847069678493,252.8769374947921,250.89569342558792,250.44542583319907,historical
1900,r1i1p1f1,287.13819172661454,257.17041183697626,252.20469446432244,249.97953838779983,249.72501974756875,historical
1901,r1i1p1f1,287.0758459063015,256.53696200346616,252.26475342307762,249.97510749852094,250.6982361434319,historical
1902,r1i1p1f1,286.98984446804127,257.89017044509154,253.53281670055873,251.2758804916702,251.816736896577,historical
1903,r1i1p1f1,286.9944805053141,257.53245200272414,252.79826120569496,250.73300396662,250.34938129146136,historical
1904,r1i1p1f1,286.9953213278053,258.11246634812494,253.02968268581836,250.75427304777972,250.48822017715213,historical
1905,r1i1p1f1,286.8663196953634,257.84591763800205,253.0802297761211,250.7847741195386,250.94203268741464,historical
1906,r1i1p1f1,286.89408981966227,257.91231690664387,253.18652949209863,250.84016989733612,251.17215943851716,historical
1907,r1i1p1f1,286.778730722406,257.9543565123479,252.95222934945008,250.66319058689683,250.5262269576162,historical
1908,r1i1p1f1,286.8642721527185,258.1601462890441,253.16629711236791,250.86143354326785,250.773936226456,historical
1909,r1i1p1f1,286.90676941129504,257.9440463865293,253.2215041879929,250.92866871419952,251.1300992828191,historical
1910,r1i1p1f1,286.9204192637444,257.94660135355423,253.56809966095145,251.56385551976348,251.44543496739033,historical
1911,r1i1p1f1,287.17769879147863,257.76612696940333,252.61545594466537,250.28893522989716,250.07134777779757,historical
1912,r1i1p1f1,287.0758066036007,257.6583236169945,252.96328731349982,250.80096187770246,250.70709144468532,historical
1913,r1i1p1f1,287.1011301181053,256.3547529138305,251.96658861264024,249.79420138188843,250.08655051487295,historical
1914,r1i1p1f1,287.17458585128935,257.1255456524189,252.17331200785773,249.81856097436676,249.90526007148492,historical
1915,r1i1p1f1,287.0549198830511,259.7107485882841,255.13004433733107,253.0835761793356,252.83332096779904,historical
1916,r1i1p1f1,286.95320518436586,257.3132676087897,252.8191673463102,250.38437308162867,251.2109066344251,historical
1917,r1i1p1f1,287.03794761190403,257.45672906231897,252.49003865121554,250.13005987486898,250.2128788014423,historical
1918,r1i1p1f1,287.0355903758713,259.59134890585335,254.75343667713014,252.74303628928124,252.09968902841115,historical
1919,r1i1p1f1,287.17148733090715,258.55107634718314,253.87262652674096,251.63483052019805,251.74994427274063,historical
1920,r1i1p1f1,287.18489365580024,258.9158140447876,254.02672854496643,251.91020141006365,251.47310035099298,historical
1921,r1i1p1f1,287.11128925895275,258.92233561084925,253.6935499839821,251.31286434167552,251.13937941290317,historical
1922,r1i1p1f1,286.9095368848893,259.4236719606928,254.63172018075463,252.77102306256688,251.80589600828645,historical
1923,r1i1p1f1,286.7844565812943,257.5946246063235,252.66705047765603,250.33958409142383,250.38678891183255,historical
1924,r1i1p1f1,286.7844787519896,257.6422555312949,252.64109093709573,250.52735245121733,249.95141706606987,historical
1925,r1i1p1f1,286.7489548533688,258.3081126757837,253.64709117137994,251.6159050046527,251.2328099492822,historical
1926,r1i1p1f1,286.8967991268774,257.5453526385274,252.7266966814526,250.4449948346212,250.5054196615216,historical
1927,r1i1p1f1,286.98414631909856,257.2923738165016,252.73397311741297,250.2923179422315,251.0604428095017,historical
