year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,287.07300572656385,257.0684790697075,252.4402998864988,250.3053503894208,250.2310049188732,historical
1851,r1i1p1f1,287.0974333020178,256.2482256632003,251.78207570303388,249.63750326823398,249.77618396662638,historical
1852,r1i1p1f1,287.28693756721935,257.559504765123,253.02505691517652,250.78417255635912,251.08339489520128,historical
1853,r1i1p1f1,287.39789138298033,256.7436340529384,252.40481920410681,250.19576945879038,250.64381814701514,historical
1854,r1i1p1f1,287.1011296441741,256.7460514115912,252.3620616001928,250.20193911207576,250.47525318118574,historical
1855,r1i1p1f1,287.0750504327561,257.4864508666616,252.8174061822527,250.3518657134429,251.0543973364158,historical
1856,r1i1p1f1,287.0679827396396,259.195774848719,254.5491293477446,252.58743375458585,252.05942002518185,historical
1857,r1i1p1f1,287.0780070732595,256.18479555709433,251.40735164121048,249.16876095740452,249.17878085932148,historical
1858,r1i1p1f1,287.10482656250247,257.00921649593596,252.36632240158661,250.47158655979433,249.78094003109072,historical
1859,r1i1p1f1,286.98018942806164,258.31404059736366,253.48678769392603,251.29329603107638,251.13272349931123,historical
1860,r1i1p1f1,286.87303139233677,257.0645730943818,252.3163930448318,250.0174332098731,250.21216375564336,historical
1861,r1i1p1f1,286.9664719415125,257.1368549250752,252.5614395459081,250.41138953024205,250.43626214637328,historical
1862,r1i1p1f1,286.92655924943205,257.47577747746584,252.61168371026474,250.37389389584843,250.2808297171332,historical
1863,r1i1p1f1,287.0199011746379,257.63279541940636,252.4552086669707,250.37259894648116,249.52676469593698,historical
1864,r1i1p1f1,287.05155997362516,258.799715009283,253.95627771794048,251.70545144825505,251.66900049788518,historical
1865,r1i1p1f1,287.02534983598673,257.90878198709436,253.06027278790054,250.9049562210498,250.62437057735528,historical
1866,r1i1p1f1,287.1266157592705,258.9216005126058,254.10899765522603,252.14609278925153,251.42748770251842,historical
1867,r1i1p1f1,287.1758093303885,257.9687882741894,252.8904458592162,250.4618822617469,250.59469637708773,historical
1868,r1i1p1f1,287.1998499899118,257.8538495728837,253.00123494330532,250.62207086973402,250.89501027604152,historical
1869,r1i1p1f1,287.14506245147294,258.30197702068347,253.23406297537556,251.02195019252238,250.6270642936861,historical
1870,r1i1p1f1,287.11940863143553,257.86628376692835,253.4531848934386,251.20701109346766,251.6609931315886,historical
1871,r1i1p1f1,287.1317060195556,258.1170649917512,253.502657498637,250.9841245432918,251.88256890166875,historical
1872,r1i1p1f1,287.04274292247317,257.34626520572345,252.41001673091526,250.09502580620656,250.11033818383174,historical
1873,r1i1p1f1,287.1042591428095,257.8477453353607,253.08909854465787,250.94207312989985,250.7456422901319,historical
1874,r1i1p1f1,287.2804464672762,258.2332927689067,253.19667220156595,251.03275945179075,250.5541615958893,historical
1875,r1i1p1f1,287.2490049956162,258.43589899721275,253.46503307014882,251.0167559465353,251.32412214719125,historical
1876,r1i1p1f1,287.1312000750229,256.75066021062054,252.085097930127,249.7749443861629,250.09397668912007,historical
1877,r1i1p1f1,287.1335846889443,258.2033870831782,253.33181252087465,251.2108110591745,250.8177293139876,historical
1878,r1i1p1f1,287.0567387621187,257.30878220871676,252.93450327420047,250.72721668404157,251.12949500454857,historical
1879,r1i1p1f1,286.9834653611119,257.8242096163785,252.92449483390047,250.8059206573602,250.37395618304288,historical
1880,r1i1p1f1,287.085664124384,256.53683255393463,252.5305703425905,250.36911542455798,251.0864135589345,historical
1881,r1i1p1f1,287.1681910147376,258.2544235318001,253.44921222962049,251.23306972006932,251.15470627652567,historical
1882,r1i1p1f1,287.12941147007086,257.8456105363023,253.3297942297586,250.85074570882804,251.76572649650848,historical
1883,r1i1p1f1,287.2556161648044,258.09140588277234,253.58378545585293,251.35263707827426,251.65887332921199,historical
1884,r1i1p1f1,286.82419286943946,256.8939827177908,251.90874506253837,249.72482612425537,249.3560709839994,historical
1885,r1i1p1f1,286.85196002298596,257.11389549090165,252.24861875646684,250.14945049079824,249.70926007820648,historical
1886,r1i1p1f1,286.88086575792477,255.82146447981128,251.50137995400797,249.1703123094363,249.94454577028208,historical
1887,r1i1p1f1,287.02731454555055,256.13656436965937,252.07904947837815,249.57101823510442,251.09294592026515,historical
1888,r1i1p1f1,287.179630343019,257.3399274706683,252.67307814719823,250.56008285848606,250.38586681842523,historical
1889,r1i1p1f1,287.143288568031,258.3957803080373,253.57318787122793,251.45802978356807,251.10751668262864,historical
1890,r1i1p1f1,287.1345600528879,258.81484685135746,254.1061338297031,251.90977392796887,251.89464507968003,historical
1891,r1i1p1f1,287.1181469769318,258.0278393207239,253.39998516262222,251.1492869705818,251.36401798779366,historical
1892,r1i1p1f1,287.18615452492514,256.44350861718397,252.21998333899978,250.09766712121188,250.4638853099075,historical
1893,r1i1p1f1,286.9928390687444,258.08740579985914,253.4068843766643,251.1612464559937,251.30191412685704,historical
1894,r1i1p1f1,287.0827371908718,257.7415224582028,252.82723086089808,250.5394989008605,250.51243780571534,historical
1895,r1i1p1f1,287.0636795643793,257.9341268036002,253.29526046754637,251.1661674358713,251.06474718718263,historical
1896,r1i1p1f1,287.0215662565156,256.14185879404494,251.80867494482098,249.2478885017404,250.57979866752737,historical
1897,r1i1p1f1,287.00469677852305,258.6637627342672,253.70328426371478,251.53939375612515,251.14956854754226,historical
1898,r1i1p1f1,286.98375368984154,257.0742587254528,252.5320208361547,250.47125514716484,250.3121423629587,historical
1899,r1i1p1f1,287.0042032488191,257.97617581358145,252.85654034881804,250.66597094191712,250.15701340943534,historical
1900,r1i1p1f1,287.0595743465824,257.33686485357543,252.37521098205474,249.99881532391328,250.13764356414833,historical
1901,r1i1p1f1,287.1474257011437,258.97065131698815,253.75757912624232,251.81314781932164,250.5812749888333,historical
1902,r1i1p1f1,287.23722061181735,257.42594514729893,252.41718704973667,250.08471993190832,250.05903052161935,historical
1903,r1i1p1f1,286.7983344304935,257.42820413553125,253.05884894551195,250.63346267279954,251.5854634981702,historical
1904,r1i1p1f1,286.9054224498794,257.7122127917523,253.0944644591626,250.85685437412837,251.05073093963819,historical
1905,r1i1p1f1,287.0276513470905,256.99502259910895,251.90054626333963,249.6079201189971,249.382860669932,historical
1906,r1i1p1f1,286.9226666200193,256.9409821097572,252.36415606394186,250.28906289922983,250.12533443765895,historical
1907,r1i1p1f1,286.92513631628844,258.0611994653149,253.49932910319006,251.4878443460958,251.18291293792862,historical
1908,r1i1p1f1,287.1488004142938,256.91925124756017,252.41485910006264,250.16225491569193,250.52577181083268,historical
1909,r1i1p1f1,287.2200151706169,256.2250800715559,251.72969014903651,249.68526517409109,249.5400491177847,historical
1910,r1i1p1f1,287.111901156577,257.432727364577,252.76084111955979,250.7321840649493,250.341737726525,historical
1911,r1i1p1f1,287.05863862340817,257.8649302555616,253.56091422709838,251.69850454415052,251.32256947483933,historical
1912,r1i1p1f1,286.9638548952016,256.73714826726234,252.1706916062483,249.93676045428734,250.18129849432285,historical
1913,r1i1p1f1,287.09388798217327,257.31535521791807,253.1864278155412,251.14027893337877,251.4268814009511,historical
1914,r1i1p1f1,287.19267797710336,257.9653875767273,252.9627604433262,250.518010919448,250.7795257374134,historical
1915,r1i1p1f1,287.30479486221367,258.6361547855463,253.69285722669107,251.61046437405668,251.03741330792076,historical
1916,r1i1p1f1,287.203771792762,259.0516869876365,253.9938398715747,252.00600897940362,251.06346934519814,historical
1917,r1i1p1f1,287.28162870500773,257.1725073997199,252.90603356780224,250.68267839113463,251.2508010508031,historical
1918,r1i1p1f1,287.2538612821891,258.4375283040768,253.48299488114665,251.27856827975495,250.9967826673953,historical
1919,r1i1p1f1,287.17032589560404,258.3978664349727,253.5947078195508,251.0815237382501,251.746428151435,historical
1920,r1i1p1f1,287.19136444100343,257.7432485659202,253.2465787328065,251.19777632746795,251.06198518503103,historical
1921,r1i1p1f1,287.23812962803584,257.25315808188634,252.3181908370471,249.87016629087157,250.2187822773472,historical
1922,r1i1p1f1,287.2578076375011,257.22194061980895,252.73544112187292,250.59249859155236,250.70337405360348,historical
1923,r1i1p1f1,287.22801470587217,258.769258615248,253.67570747192386,251.64655510151186,250.76542572578174,historical
1924,r1i1p1f1,287.27030715483346,258.2059187992192,253.5136954747577,251.20137161314491,251.4947140269624,historical
1925,r1i1p1f1,287.26768815180657,257.8023256757437,253.0719031126896,250.82744599082895,250.9069533814697,historical
1926,r1i1p1f1,287.3684906340737,257.0142646958074,252.84846810752407,250.6987720529483,251.20062716147888,historical
1927,r1i1p1f1,287.4213927761603,258.53882632143836,253.89051767496008,251.6415809513327,251.82805615253034,historical
1928,r1i1p1f1,287.40884573424205,258.639280894986,253.81386170521256,251.45275351988388,251.71238487997752,historical
1929,r1i1p1f1,287.3800947929928,257.8539263355519,253.08067909907112,250.66247583969547,251.12537652859467,historical
1930,r1i1p1f1,287.2885759562105,257.64837207297757,253.64284473346552,251.28592361557165,252.49160564518664,historical
1931,r1i1p1f1,287.3128070488396,258.7471493464647,254.34886617167393,252.12836967085326,252.53559221437214,historical
1932,r1i1p1f1,287.28117283123277,258.51450381346547,253.4693390623389,251.19583097909324,250.98061515389216,historical
