year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r10i1p1f1,286.92205902461507,258.7425435933571,253.86270043698255,251.70429710903318,251.3832005726196,historical
1851,r10i1p1f1,286.966206708151,258.57622152297677,253.87273568104908,251.45344024151294,251.99477273965118,historical
1852,r10i1p1f1,287.04952756767096,259.8672805906051,254.93443531983385,252.76530767600997,252.40879148205698,historical
1853,r10i1p1f1,287.02629857615597,258.8191853641056,253.89141513649795,251.62200917358265,251.52321845499472,historical
1854,r10i1p1f1,286.93242900781826,259.1948014718796,254.27109891202286,251.97608212202016,251.9463738316458,historical
1855,r10i1p1f1,287.0469863494782,258.4872921289104,253.8492524427314,251.6551262071089,251.7081363402039,historical
1856,r10i1p1f1,287.09703624971814,260.0338281957689,255.51445509051842,253.3464951071188,253.4733947419036,historical
1857,r10i1p1f1,287.00846009317723,259.3521396823438,254.69089327249972,252.46302518838536,252.573449716554,historical
1858,r10i1p1f1,287.1902945987984,258.1992260338666,253.81288221144814,251.52936374036503,252.10285720288854,historical
1859,r10i1p1f1,287.2592239457465,259.2267333039928,253.95821510284003,251.68072069093418,251.2014312342214,historical
1860,r10i1p1f1,287.04783076025467,257.1088834898763,252.69897827049004,250.4810987173034,250.86208681320832,historical
1861,r10i1p1f1,287.1828313626461,257.49825483483477,252.90815572568445,250.58619010240028,251.0165404156097,historical
1862,r10i1p1f1,286.81969935913247,257.17006336371384,252.6069345684128,250.4255497562295,250.5346856878263,historical
1863,r10i1p1f1,286.859808321107,257.9029197958337,253.55365932891547,251.41176050260842,251.673326998818,historical
1864,r10i1p1f1,287.06984021224395,257.67256193205674,253.4114063763165,251.27337444240482,251.6288663752967,historical
1865,r10i1p1f1,287.2070181180493,259.68575720255575,254.49084069591015,252.02260181030493,252.10876421816252,historical
1866,r10i1p1f1,287.050642003075,257.2853344801667,252.5867610069483,250.2973173834224,250.5184257206229,historical
1867,r10i1p1f1,287.0228341212647,257.60310467934676,252.83293337193183,250.55401526645866,250.6644814600861,historical
1868,r10i1p1f1,287.2324475993064,257.8633671837064,252.96827557445022,250.3765243632142,251.1254429020773,historical
1869,r10i1p1f1,287.192141791561,257.8582981863732,253.06384887199522,250.70573939947604,250.98646418139683,historical
1870,r10i1p1f1,287.2059883402973,259.78153296600095,254.94116114726313,252.89245259236753,252.3423876489725,historical
1871,r10i1p1f1,287.3207480496416,258.42226247905376,253.318373955032,250.98135515332748,250.845151899607,historical
1872,r10i1p1f1,287.0495538353561,258.0622923331259,253.33138357850555,250.89889020415296,251.44110082205705,historical
1873,r10i1p1f1,287.29345309422536,258.0070743632494,253.43737413502248,251.09692878706264,251.59766799866074,historical
1874,r10i1p1f1,287.29734942930395,259.3880931108325,254.80487193887836,252.7852400939157,252.464649851827,historical
1875,r10i1p1f1,287.1916431676175,257.63217062455055,252.54442108201377,249.89143949553423,250.56746708908034,historical
1876,r10i1p1f1,287.31489810680574,258.2573640718712,253.82982240272253,251.60242712837075,251.98656022463007,historical
1877,r10i1p1f1,287.3343767358347,258.99780594334726,254.2129285126594,251.8556145451673,252.14560109854062,historical
1878,r10i1p1f1,287.07849430925995,259.3321786436532,254.23266503452737,251.85625700394803,251.82408924913804,historical
1879,r10i1p1f1,287.2211416583021,256.7863239312454,251.69551669405817,248.9920428955418,249.7912382080687,historical
1880,r10i1p1f1,287.42384665599786,257.12857620305186,252.49842855830244,250.10480175516935,250.66795546838054,historical
1881,r10i1p1f1,287.429309560331,257.7750109727096,253.46217614719416,251.26240651257214,251.7121075654048,historical
1882,r10i1p1f1,287.45265863449936,259.66367567138616,255.21548014974545,253.27196384438756,252.91910420070283,historical
1883,r10i1p1f1,287.4662285107461,261.35969882629036,256.4957480194346,254.2562059491766,254.15750747582382,historical
1884,r10i1p1f1,287.08755838211243,258.19073130841906,253.13066948952348,250.7392484667858,250.79117714487776,historical
1885,r10i1p1f1,286.9855025350656,258.64297570690405,253.82156688631036,251.55149307436676,251.57948682131456,historical
1886,r10i1p1f1,287.0109263681811,259.9880328181425,254.97220136587993,252.7073761219774,252.4935030157729,historical
1887,r10i1p1f1,287.0810227903384,259.0580544350831,253.7500956683092,251.25507009882128,251.27551626011032,historical
1888,r10i1p1f1,287.06376379810405,259.2840505175231,254.2700127340113,252.10015472163317,251.64996934202986,historical
1889,r10i1p1f1,287.3054602141183,258.40620876975794,253.58878078712203,251.2814428860064,251.40767328182127,historical
1890,r10i1p1f1,287.13210740816083,258.9772264867302,254.2179966970077,252.04626343072147,251.90050433893794,historical
1891,r10i1p1f1,287.3288328103346,257.75702708970414,253.1907563077526,250.89811312317363,251.28287545028917,historical
1892,r10i1p1f1,287.4127057692841,256.9533801299575,252.63685595184614,250.2730737854394,251.13020051294936,historical
1893,r10i1p1f1,287.52473814818825,259.3497584320085,254.38373527338715,252.18083846926814,251.87007664013427,historical
1894,r10i1p1f1,287.3126371485825,258.8010697625709,253.73874849730333,251.29245704534458,251.47948421307606,historical
1895,r10i1p1f1,287.14604404510527,258.3914220954993,253.84494008741626,251.40329188914924,252.1854186205498,historical
1896,r10i1p1f1,287.2556436161273,259.5443118118376,254.43247560573008,252.16636601429755,251.84279160328134,historical
1897,r10i1p1f1,287.24509620905843,260.6929533810895,255.82317157852845,253.75617326290885,253.2174325394686,historical
1898,r10i1p1f1,287.0871617636113,258.40095649889616,253.5175086231409,251.020605434289,251.5450971379849,historical
1899,r10i1p1f1,287.1968740867004,258.6162921752318,253.79802568178255,251.22249500379007,252.02105639550885,historical
1900,r10i1p1f1,287.29224881828316,259.7260878558215,255.2598897727198,252.96663813365868,253.4706387085538,historical
1901,r10i1p1f1,287.2859663504426,259.94211971227094,255.13539413315186,252.73130990235217,253.11301765156813,historical
1902,r10i1p1f1,287.0809769081281,259.28571131978526,254.37367717007277,252.01394576706886,252.16043316366734,historical
1903,r10i1p1f1,286.91973965090057,258.4304503771124,253.7025636270293,251.40875364517146,251.60634424884992,historical
1904,r10i1p1f1,287.10708116342994,258.8792940177628,254.0447357242356,251.62261974264945,252.01685922505715,historical
1905,r10i1p1f1,287.08612986456905,259.40850544476734,254.630701972326,252.52778858378645,252.1874049036258,historical
1906,r10i1p1f1,287.1615768343403,259.85883691922913,254.80294542382885,252.64803620561773,252.11109030244,historical
1907,r10i1p1f1,287.1817783014167,258.69559559247847,254.09391502794523,251.73477839653054,252.2448264984424,historical
1908,r10i1p1f1,287.2891328875526,260.60319213912885,255.1955266480768,253.0271972407956,252.1101689403385,historical
1909,r10i1p1f1,287.2077080867176,257.6201952567379,252.89172549117427,250.55935217790812,250.85307303150793,historical
1910,r10i1p1f1,287.21553352347644,257.7604147348829,253.3705464395349,250.91758473825448,251.9123319752066,historical
1911,r10i1p1f1,287.2347670450249,257.83532828828004,253.40039474426985,250.92536000500374,251.9225151207651,historical
1912,r10i1p1f1,287.2040062198342,258.88142830229646,253.41846777783908,251.07914740774703,250.52636336787796,historical
1913,r10i1p1f1,287.1313896980204,258.7398285682083,253.7649457879224,251.4659249986431,251.38606821737943,historical
1914,r10i1p1f1,287.2811620271467,259.0500013895842,254.55387624357172,252.40786301052637,252.50700919762443,historical
1915,r10i1p1f1,287.0752300150312,258.8377348260402,254.00205686131204,251.47742794857828,252.12771651786733,historical
1916,r10i1p1f1,287.18861072441615,259.16444056658617,253.9331531475035,251.39852957364312,251.60857417944644,historical
1917,r10i1p1f1,287.23805751749364,259.1079439255423,254.44206001110678,252.3909008780902,252.05222997617827,historical
1918,r10i1p1f1,287.46929595776993,258.66267177307236,253.9977476357385,251.6464515378448,252.06242505726564,historical
1919,r10i1p1f1,287.336883424931,259.38260940255185,254.6788994964331,252.4197777071777,252.55871915630826,historical
1920,r10i1p1f1,287.42381745086067,260.3599213884,255.28404836766606,253.11188340803028,252.59475598485776,historical
1921,r10i1p1f1,287.3557723300569,258.84635487640827,253.87982436438955,251.4289476624077,251.7401604640853,historical
1922,r10i1p1f1,287.3928389550419,258.73570088807816,254.3455648582044,251.96386266096698,252.7793928539929,historical
1923,r10i1p1f1,287.3325357488204,259.7097451886281,254.60347050515486,252.2553931902976,252.1441464068257,historical
