year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,287.017685902334,256.5527294263312,251.83737159389236,249.38877159936197,249.8822811420009,historical
1851,r1i1p1f1,287.0264272185397,255.2032500011573,250.3780577500528,247.92588863375752,248.30030145182064,historical
1852,r1i1p1f1,287.1780159340748,255.11152136066815,250.2908400141496,248.06384286784873,247.89351605745716,historical
1853,r1i1p1f1,287.0806828856443,256.3859691912203,251.54181292755788,249.29572751665998,249.14470655701393,historical
1854,r1i1p1f1,287.14921972053094,256.09743850515423,250.9884239335655,248.96838542068394,247.95702261400447,historical
1855,r1i1p1f1,286.92159588251315,254.59518349985373,250.19783909528306,247.86885983421482,248.4402648133945,historical
1856,r1i1p1f1,286.94620046444373,254.44467528046766,250.27638188102404,247.88571344859463,248.87434284148353,historical
1857,r1i1p1f1,287.0104120757193,257.2709275789645,251.76494009324026,249.28113058728974,248.9405839673438,historical
1858,r1i1p1f1,286.92680069562005,256.5469441646968,251.030140582785,248.67822633472903,248.0029350775661,historical
1859,r1i1p1f1,287.0378822380401,257.72643486567574,252.34005408028185,250.1787489836357,249.18966254600468,historical
1860,r1i1p1f1,287.00075267016825,256.90040637307004,251.89847415556073,249.3997456903398,249.68220859944455,historical
1861,r1i1p1f1,286.88531261636643,255.4123266634423,250.5900844825791,248.56955955870077,247.8931020999622,historical
1862,r1i1p1f1,286.8720412880863,256.38944703781465,251.33874901149633,249.09830654203017,248.69314971166062,historical
1863,r1i1p1f1,286.78449935754304,255.10787755768345,250.2461507192665,247.83176983969358,248.0713684792498,historical
1864,r1i1p1f1,286.88837942494524,255.45627401720296,250.37897079283445,247.88634753316023,248.06618899839887,historical
1865,r1i1p1f1,286.8270039171913,255.97141898367258,250.67944242938103,248.22183681514983,248.06633114386008,historical
1866,r1i1p1f1,286.85195807855365,256.19381305115445,251.10293321101375,248.69786033315265,248.64805836935713,historical
1867,r1i1p1f1,286.9515681527567,254.70127968208413,249.86137440744767,247.17716407673313,248.10122263457572,historical
1868,r1i1p1f1,286.801566090117,254.5653596899159,250.0115832453799,247.71107097363424,248.03090441976923,historical
1869,r1i1p1f1,286.86532253593293,256.46538861302986,250.9489096093944,248.5689832748652,247.96249005149446,historical
1870,r1i1p1f1,286.9265954131846,256.24870348148517,251.4655235865588,249.11694281804665,249.287227950815,historical
1871,r1i1p1f1,286.9806000285296,256.8974565387505,251.634807999265,249.22225490294161,248.9908362048871,historical
