year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,286.8957731727836,256.87657212089607,252.26435733461807,249.94256363527148,250.34646871893253,historical
1851,r1i1p1f1,286.7098238559195,257.80898391684184,253.09491469275417,250.99697278117344,250.7190753657398,historical
1852,r1i1p1f1,286.83281566307545,257.4156529931866,252.76460018006918,250.61362529322864,250.54299414291734,historical
1853,r1i1p1f1,286.77349741615967,258.1438212114108,253.27131536979263,251.1637617501497,250.7236338848934,historical
1854,r1i1p1f1,286.75457503325293,258.0357620134084,253.19179186633883,250.9386182954762,250.8976449712486,historical
1855,r1i1p1f1,286.9133763369277,257.44898919220617,252.9527532194006,250.63454003843535,251.1658762454499,historical
1856,r1i1p1f1,287.0014793160264,258.3444384494482,252.83188463772157,250.4972432763491,249.87437806098714,historical
1857,r1i1p1f1,286.9863207176035,260.0412003335472,255.08846397258574,252.67864222312176,252.9030090007647,historical
1858,r1i1p1f1,286.8042006238406,260.11007449376166,254.85092059616318,252.76487229760525,251.81595835302727,historical
1859,r1i1p1f1,286.9480600191988,260.1520047452416,255.07431995633684,253.11982392058397,252.0540918807481,historical
1860,r1i1p1f1,286.93444824571185,260.12134467547895,255.65026635271374,253.3999273394862,253.79045228436522,historical
1861,r1i1p1f1,286.7574361893214,259.40789900242896,254.55676120303676,252.29414548381743,252.26844639055716,historical
1862,r1i1p1f1,286.6779796302488,258.9649123064233,253.94069374202806,251.81176929314208,251.24684209171542,historical
1863,r1i1p1f1,286.79159948700504,257.1817023497065,252.2983280073162,249.79737357451765,250.33212271186775,historical
1864,r1i1p1f1,286.8614738989246,260.2554186516522,254.95784873433468,252.95792602966281,251.74760066708095,historical
1865,r1i1p1f1,286.90899849044354,258.69040586402485,253.85312951670858,251.7311661284901,251.3686537772268,historical
1866,r1i1p1f1,287.0845918784361,257.30648087775165,252.83956522495245,250.33601994671207,251.36713381658072,historical
1867,r1i1p1f1,287.08710866088484,257.88822470085415,253.31229818494063,251.13108338079184,251.22473915474743,historical
