year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,285.76583161127655,254.82134397169366,249.7753471396279,246.82110503590857,248.03209047169057,historical
1851,r1i1p1f1,285.9470046137094,254.14629072255462,249.2958147778953,246.6474097759965,247.35362344844717,historical
1852,r1i1p1f1,285.9319236102204,255.65813278823333,250.64110995732318,247.8423910541413,248.71491574670964,historical
1853,r1i1p1f1,286.0106457799058,255.97022044808298,251.07660506069615,248.34974176077705,249.1935946244671,historical
1854,r1i1p1f1,286.1059200597358,255.65005575000131,250.83016765117935,247.96709380261808,249.22241106352953,historical
1855,r1i1p1f1,286.01637579017626,255.7937944789393,251.18094568288663,248.4328896609869,249.65334356669078,historical
1856,r1i1p1f1,286.1379166742742,254.85165587079976,250.21013186554572,247.4172313379972,248.7116920547016,historical
1857,r1i1p1f1,286.097305958405,254.93683273080447,250.599678321888,248.06282497137155,249.09798228303518,historical
1858,r1i1p1f1,286.0362107112513,255.36059912394802,250.2642688057779,247.62032685807958,248.03048953273688,historical
1859,r1i1p1f1,286.1548066420327,255.32330666426756,250.3440638316453,247.58584752752247,248.40532179300595,historical
1860,r1i1p1f1,285.98390970995143,255.3515308376193,250.348759607457,247.5564538520601,248.43017738040967,historical
1861,r1i1p1f1,286.1669226155752,256.50089122738774,250.77556780259897,247.8425300662191,248.21426197229383,historical
1862,r1i1p1f1,285.7715175924622,256.7487749675289,251.398345099606,248.76760071634283,248.8512444139127,historical
1863,r1i1p1f1,285.90179632100353,256.8198372595278,251.5926521722262,248.80762484516146,249.40344841269297,historical
1864,r1i1p1f1,285.994874791066,257.6190859301885,252.59686010988352,250.2368637215111,250.05369765140614,historical
1865,r1i1p1f1,286.1121023557254,255.96854299433036,251.5045917657615,248.57762368865093,250.39895927436413,historical
1866,r1i1p1f1,286.24252043929937,257.1090839174311,252.32710029677116,249.85556636339493,250.2181146446034,historical
1867,r1i1p1f1,286.0961877581993,256.8022263441828,251.99547103532308,249.45187358400938,249.9580816225608,historical
1868,r1i1p1f1,285.9504729611838,255.9960502365245,250.42547196402063,247.91865895776496,247.45025951606166,historical
1869,r1i1p1f1,285.90039499644064,255.32518271405345,250.51662310622194,247.67150820745726,248.8970077957777,historical
1870,r1i1p1f1,286.02694697440825,255.67753974008326,250.4495433140448,247.76284390811696,248.12247441662754,historical
1871,r1i1p1f1,286.11235657080715,256.29923278753523,250.99576532703324,248.21588508268636,248.71085014390513,historical
1872,r1i1p1f1,286.217769273562,254.60828360160036,250.11047930345737,247.05658248230867,249.14230273295223,historical
1873,r1i1p1f1,286.22226146648603,256.91573747208156,251.90110949960155,249.16670879168737,249.88813086314158,historical
1874,r1i1p1f1,286.1317556347541,256.77479225758714,251.9351154492739,249.30365834816934,249.98185885757516,historical
1875,r1i1p1f1,286.0390694081691,256.4977229110907,251.15646165248037,248.2048534219119,249.0668119720849,historical
1876,r1i1p1f1,286.151993730878,256.4837725108013,251.2947126698746,248.54136893254508,249.10564245347422,historical
1877,r1i1p1f1,286.16638388969415,255.27699271854135,250.5207013337665,247.54449891698744,249.14429755981507,historical
1878,r1i1p1f1,286.0569528805373,255.8751122244219,251.3514540100026,248.7642654149131,249.703368227918,historical
