year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,287.22006550241,257.36279510166526,252.50392369130333,249.84202897624593,250.80965190623,historical
1851,r1i1p1f1,287.2759732496583,256.71626960337426,252.41714074388193,249.6853520540157,251.48684695432698,historical
1852,r1i1p1f1,287.14167996562014,257.3040591203071,253.11462003095977,250.29457873460538,252.44666093918423,historical
1853,r1i1p1f1,287.4235915074647,256.94277413542414,252.37437902837584,249.46146616623048,251.40096148226357,historical
1854,r1i1p1f1,287.3758828918426,258.11656059755023,253.76458938692923,251.03035227677395,252.77583820902512,historical
1855,r1i1p1f1,287.3769082949549,257.09843415361365,252.9384348330244,250.34961203764078,251.95583210816864,historical
1856,r1i1p1f1,287.46770975931537,258.7294853835602,254.1250301864351,251.591530837643,252.5360654420563,historical
1857,r1i1p1f1,287.49312644493784,259.1952139839099,254.67267548981695,252.16076346071412,253.14745620178073,historical
1858,r1i1p1f1,287.4438153550105,258.8235097022405,253.8872636700837,251.09597718783579,252.2974354469756,historical
1859,r1i1p1f1,287.3641622467719,259.70375939221685,254.97883060388264,252.59921063727688,253.0157126996382,historical
1860,r1i1p1f1,287.32454061285387,258.15521021200857,253.6528572711017,251.06149916489187,252.27139029901107,historical
1861,r1i1p1f1,287.32807361820375,259.6909002400406,255.3567333698156,253.09643329006323,253.67300853479742,historical
1862,r1i1p1f1,287.34514606606785,258.54453415935143,254.483208122685,251.7426568311803,253.84586684146421,historical
1863,r1i1p1f1,287.1586838640847,258.08936942549474,253.67853399870353,251.14507403914882,252.31725533186696,historical
1864,r1i1p1f1,287.0706431598441,257.27629437279387,253.2871963943598,250.50023334271793,252.80492179580958,historical
1865,r1i1p1f1,287.1320215215341,256.6089088487298,252.61146148731717,249.85185762637192,252.07803788372155,historical
1866,r1i1p1f1,287.01744793617564,256.7539996580011,252.53724401926715,249.91117365177695,251.54414672271028,historical
1867,r1i1p1f1,287.19781040580665,257.0654858568698,253.39062347831623,250.8935105590013,252.8401295132137,historical
1868,r1i1p1f1,287.2800915710059,258.72374140434664,254.45725081223358,251.9331508902757,253.25161898657205,historical
1869,r1i1p1f1,287.49602736736995,258.04753695116875,254.0580861547493,251.53639374372793,253.17468613210613,historical
1870,r1i1p1f1,287.4189071023011,258.18266139082345,254.2949422148882,251.66593894578455,253.69330496581802,historical
1871,r1i1p1f1,287.29843769980266,257.7255374600886,253.66016284850537,250.99400166968115,252.90568779760753,historical
1872,r1i1p1f1,287.33997121305595,256.8006805926953,252.8361576718725,250.2553939098321,252.07131063760914,historical
1873,r1i1p1f1,287.33764796551185,256.83317071949494,252.67399662625314,249.88139735701648,252.00018362685674,historical
1874,r1i1p1f1,287.3199035761539,257.69203554366936,253.64495787084098,250.89377278720244,253.04043936077275,historical
1875,r1i1p1f1,287.2645246310573,258.60764296090804,254.58479187870952,251.97827672369309,253.79023558238822,historical
1876,r1i1p1f1,287.1738297945869,257.7869257887701,253.51198720283975,250.831392842281,252.53281453879598,historical
1877,r1i1p1f1,287.1800337999409,257.2728645018786,253.244020999755,250.34650014599683,252.88200119093023,historical
1878,r1i1p1f1,287.2674513888581,258.130979325893,253.86878791852624,251.3731039954144,252.62528860182758,historical
1879,r1i1p1f1,287.22408543203505,257.9415955477827,253.8635800158422,251.4367993972081,252.7326344723893,historical
1880,r1i1p1f1,287.1500442241489,257.03856679448165,253.0488600951194,250.36951429871806,252.40330586728712,historical
1881,r1i1p1f1,287.25501282710394,258.36782274902924,253.87204887716177,251.30472849204554,252.46200983583466,historical
1882,r1i1p1f1,287.23397604877016,258.8349374414694,254.3576678534212,251.86338005563505,252.85907352000686,historical
1883,r1i1p1f1,287.0019697614247,258.10122736796455,253.80927581452914,251.0592696911491,252.91494308949225,historical
1884,r1i1p1f1,286.76004913033137,256.9127622100559,252.75084505274467,250.19010284385038,251.7235687195183,historical
1885,r1i1p1f1,287.0318760045479,257.3128893001298,253.41861309891118,250.86215817964802,252.6996736267462,historical
1886,r1i1p1f1,287.082917713198,257.1411776025044,253.3428078075674,250.72710917613685,252.82617030283393,historical
1887,r1i1p1f1,286.931630852692,257.0025687297863,253.0785964379733,250.68412824904195,252.08003425877294,historical
1888,r1i1p1f1,286.9345050483346,256.7581154971752,252.77637742473573,250.17855888458587,252.01704351118062,historical
1889,r1i1p1f1,286.99481549587074,257.27462592562654,253.4516372837584,250.8258296296367,252.92131222661334,historical
1890,r1i1p1f1,286.93372313304724,256.8209493319122,252.7733641512141,250.103954355441,252.04472121810576,historical
1891,r1i1p1f1,286.96044242313786,258.422948841998,253.8224457243518,251.19565711786248,252.37904976738477,historical
1892,r1i1p1f1,287.11000199864134,257.3279306755325,252.961886714874,250.20827724678097,251.98584578414162,historical
1893,r1i1p1f1,287.28596143377825,257.8177346184951,253.88594731742384,251.23313828504868,253.26843518381443,historical
1894,r1i1p1f1,287.4057620440038,257.90515054056976,253.69577334333866,251.09308249557702,252.67603850133884,historical
1895,r1i1p1f1,287.0970096456831,259.0846764365331,254.78217052003762,252.2653121115177,253.52323678103448,historical
1896,r1i1p1f1,286.96034042023,257.12849467399104,253.17702833649224,250.50856965720692,252.5600086230248,historical
1897,r1i1p1f1,287.10125707855457,257.3217114393345,253.19611374167167,250.41446727741982,252.54525003225757,historical
1898,r1i1p1f1,287.12728133459655,256.8443649055033,252.92445566854298,250.2053724558617,252.42102705354907,historical
1899,r1i1p1f1,287.27708930314384,257.81126054058217,253.53812144509715,250.63025812885022,252.90437157207754,historical
1900,r1i1p1f1,287.3404239157672,257.4265825984105,253.73633988976277,251.18476728120814,253.25002007136865,historical
1901,r1i1p1f1,287.44726242891574,257.7399636993602,253.643904751915,250.9695035069543,252.86578441355675,historical
1902,r1i1p1f1,287.3382441102419,257.5555306397537,253.33936722027457,250.47601898250662,252.70539184684435,historical
1903,r1i1p1f1,287.0053933715529,258.36775872290383,254.01154572129076,251.45354240802416,252.75159127786333,historical
1904,r1i1p1f1,287.03629690157413,258.5104996911128,254.17346325950456,251.71790108468394,252.78132056573148,historical
1905,r1i1p1f1,287.02008289672006,258.23904091571137,254.01950864513861,251.46007917121958,252.92247945804118,historical
1906,r1i1p1f1,287.10155561890156,257.0225122451942,253.37887377192786,250.70418077166062,253.13335448840377,historical
1907,r1i1p1f1,287.17004514773436,257.47498036838886,252.99315588897088,250.4200270820929,251.6082988834792,historical
1908,r1i1p1f1,287.13661404911466,257.7894414213769,253.59470644304218,251.00942482466408,252.56589663973446,historical
1909,r1i1p1f1,287.41975913086134,257.7240239046049,253.62035536399472,250.91848494290164,252.8747783993003,historical
1910,r1i1p1f1,287.4872309752517,257.3510872432757,253.31857434825582,250.7522716975036,252.4519094425842,historical
1911,r1i1p1f1,287.2702156560763,256.55084228657023,253.0529879937365,250.31068264197714,253.08108092553613,historical
1912,r1i1p1f1,287.149391922021,257.55807997014006,253.18177529005578,250.1341766778,252.63775696174469,historical
1913,r1i1p1f1,287.04802933007477,258.43551002348596,254.56700576032617,252.14474635462574,253.6756685782625,historical
1914,r1i1p1f1,287.15935284403383,258.1003392104512,253.8013206760098,250.82628416751209,253.2386000179775,historical
1915,r1i1p1f1,287.1950657232861,256.82349384527333,253.10914806879157,250.41182386294372,252.81464526903147,historical
1916,r1i1p1f1,287.40877637978053,259.3792441028671,255.13859239458537,252.6279823545104,253.94297616029894,historical
1917,r1i1p1f1,287.3798416224182,259.2288181500337,255.13402862921149,252.5492776733447,254.22197823304836,historical
1918,r1i1p1f1,287.3469977997075,257.42999092090605,253.49996717657655,250.7658150535084,253.00740403061036,historical
1919,r1i1p1f1,287.3592979715491,257.4443133477772,253.53018441553118,250.7537269298561,253.12022286805816,historical
1920,r1i1p1f1,287.36991496994244,255.44694048895522,251.81169127981616,249.11389094816693,251.61094517166885,historical
1921,r1i1p1f1,287.5827935429455,257.49603926456086,253.6805728516059,250.97392947287437,253.28120401681502,historical
1922,r1i1p1f1,287.5734468801189,257.0512137039868,253.5143333320806,250.69804657458954,253.60827601864904,historical
1923,r1i1p1f1,287.34353131767597,258.45186487502446,254.3765536277563,251.75579509953292,253.54180661654843,historical
1924,r1i1p1f1,287.2172252486065,256.7875742791888,252.78004064150466,250.38127354467176,251.6896831000565,historical
1925,r1i1p1f1,287.2814587953384,257.33449255314355,253.28279602215676,250.7390199286949,252.3595383443496,historical
1926,r1i1p1f1,287.317551434718,257.3872901689214,253.28125756626497,250.6116786603295,252.484121208673,historical
1927,r1i1p1f1,287.4247689933328,257.77595671196417,253.66437677659633,251.24630382352413,252.48079749121098,historical
1928,r1i1p1f1,287.48576825262063,256.95148667909575,252.58611275110783,249.72071286245833,251.77972743467635,historical
1929,r1i1p1f1,287.51186901320904,258.80060161664227,254.43136259465751,251.94495928046956,253.04792931404748,historical
1930,r1i1p1f1,287.4421822135794,256.89042365459943,252.82200717006256,250.1215408502617,252.11577449892826,historical
1931,r1i1p1f1,287.29411724854174,258.2564887772501,254.59259349385454,252.00831206381315,254.18667391062144,historical
1932,r1i1p1f1,287.3213473407734,256.8853548408159,253.627293843494,250.9905736657307,253.7779500240303,historical
1933,r1i1p1f1,287.2899576774569,258.81243780144655,254.29666720045734,251.7038569546457,252.90161124484112,historical
