year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,286.549265762589,252.6117574351008,248.5479609325354,246.41126619466235,247.03800390468103,historical
1851,r1i1p1f1,286.5239538869859,254.64583698562538,249.76863963567052,247.36597323830628,247.70914747878118,historical
1852,r1i1p1f1,286.54647457465313,254.37233613457963,249.82996730676393,247.76272033639017,247.65114918800305,historical
1853,r1i1p1f1,286.5319164569221,253.74198873089085,248.54907937995264,246.18791027833183,246.05494497784042,historical
1854,r1i1p1f1,286.49759110498616,253.6070409795263,248.6584757667203,246.19921835630782,246.60162582165012,historical
1855,r1i1p1f1,286.47055023189745,255.46787187387068,250.3837291385104,248.31911003344013,247.56393681499762,historical
1856,r1i1p1f1,286.5472057422516,254.29157378779666,249.3804624985019,247.11547770735112,247.07053282924863,historical
1857,r1i1p1f1,286.5398819601327,255.44656722132498,249.8541612546892,247.5604689978863,246.78714811559934,historical
1858,r1i1p1f1,286.54166553506064,252.7993536952427,249.0014146669678,246.6810249500736,248.08495883097433,historical
1859,r1i1p1f1,286.45328527446117,253.58747109810324,249.21139363024446,247.15080852419447,247.2178932810234,historical
1860,r1i1p1f1,286.4074635671615,254.52296227438177,250.41641235182868,248.5740827354734,248.40599910135512,historical
1861,r1i1p1f1,286.3757268962958,255.81264297760487,251.3194805018816,249.47379476479833,248.85966555972075,historical
1862,r1i1p1f1,286.46067457078937,255.44323035849948,250.06182090144054,247.76593925555966,247.24622148412968,historical
1863,r1i1p1f1,286.3728101467267,255.83216971415104,250.3130801543665,248.30710986971357,246.89223210007862,historical
1864,r1i1p1f1,286.41888157064676,254.47755165206405,249.4904879763881,247.11965580569893,247.2531415233377,historical
1865,r1i1p1f1,286.4155981148455,254.84615756382493,249.50131741199274,247.2445332581413,246.66891763161493,historical
1866,r1i1p1f1,286.4389525783721,256.25943552061176,251.31331268931413,249.3042653164636,248.57079878471833,historical
