year,member,tas_global,tas_gis_south,tas_gis_all,tas_gis_central,tas_gis_north,scenario
1850,r1i1p1f1,287.42799406416896,261.9081313716076,255.6801653401232,252.5574967372063,252.8722159200035,historical
1851,r1i1p1f1,287.26820287948135,261.8729173232185,255.36646735145064,252.17567753385862,252.32571268189963,historical
1852,r1i1p1f1,286.9531521530419,261.0766097683087,254.65804025677969,251.40163867850617,251.82139461782646,historical
1853,r1i1p1f1,287.05548305775835,260.8540306809048,254.6870047969291,251.57704138367498,251.9333017241092,historical
1854,r1i1p1f1,287.396948723724,261.7260369183081,255.29375378992066,252.23421617093535,252.1453612569729,historical
1855,r1i1p1f1,287.2585170003235,261.1788761717641,254.49830916347244,251.3765249593466,251.14462661205107,historical
1856,r1i1p1f1,287.18485080940656,261.2994754654997,254.60404353944176,251.3939264054324,251.3649603653966,historical
1857,r1i1p1f1,287.2458075550487,261.7750630588303,255.5987847615722,252.661764960553,252.57457604388932,historical
1858,r1i1p1f1,287.0928244728411,261.8142535265854,254.6820403831343,251.51679361388736,250.85028368068683,historical
1859,r1i1p1f1,287.1602477081173,261.56448786837717,254.96678123148365,252.09573065623465,251.33672250706934,historical
1860,r1i1p1f1,287.37285446318344,260.8893115097642,254.87386642160251,252.01557626502122,251.92503764734107,historical
1861,r1i1p1f1,287.0384081310937,261.12185603306966,254.68342673944298,251.61411666313185,251.54229783581093,historical
1862,r1i1p1f1,286.8969967874713,259.90439448946313,253.76959116979572,250.24676311222066,251.6738506809528,historical
1863,r1i1p1f1,287.392607336172,261.0270702497528,254.9347547589419,251.9210581356552,252.12653786000925,historical
1864,r1i1p1f1,287.4536461503142,262.66003356337626,255.509743610256,252.4310838447188,251.52638238643507,historical
1865,r1i1p1f1,287.2434093808045,261.7461689700202,255.07952835656104,252.10587450758473,251.52043486397022,historical
1866,r1i1p1f1,287.2516252869016,260.67903442287553,254.61992315730828,251.49667141354374,252.0159536484368,historical
1867,r1i1p1f1,287.24656833684537,260.92923939673886,254.66640088997426,251.44718940150884,251.96129803356422,historical
1868,r1i1p1f1,287.32200666368664,261.6582759813115,255.50077736241232,252.39198355830717,252.75677991845845,historical
1869,r1i1p1f1,287.30815788537666,262.1201094108857,255.40550787117758,252.65659062846802,251.45167074477158,historical
1870,r1i1p1f1,287.2624513001938,260.6359895050351,254.03851957750382,250.79572059966858,250.96628445652263,historical
1871,r1i1p1f1,287.0705266647235,261.9383516745787,255.40926660525872,252.6100232612724,251.75405399877636,historical
1872,r1i1p1f1,287.31557095250065,261.23173324305833,255.09643905428064,252.10337616820954,252.20557968306724,historical
1873,r1i1p1f1,287.31428860918777,261.4008561454501,255.11652205794746,252.2242266986722,251.89526288222405,historical
1874,r1i1p1f1,287.132426108254,260.9862511627922,254.75877170166967,251.89392882064288,251.5647270319072,historical
1875,r1i1p1f1,287.3105812546136,261.7238808788628,255.79485061488063,252.61447416434578,253.43302198248432,historical
1876,r1i1p1f1,287.39548159070176,260.45344419408997,254.62065849933236,251.5124351512823,252.26638331781723,historical
1877,r1i1p1f1,287.243405993124,261.11469533749226,254.69643875383434,251.8190842595645,251.29168425896822,historical
1878,r1i1p1f1,287.15030265758077,261.56532222043097,255.41297708634272,252.39198871503825,252.5434900880997,historical
1879,r1i1p1f1,287.212531976249,261.04000844383955,254.44387725780982,251.06543103084306,251.57669275281188,historical
1880,r1i1p1f1,287.2990829690134,260.6342492771523,254.25884906572549,250.98702092460502,251.4972655741891,historical
1881,r1i1p1f1,287.1179652208728,260.3143066664867,254.22331852267723,251.27042301057133,251.3255102369872,historical
1882,r1i1p1f1,287.14489576692364,260.74689012449994,254.27637457588054,251.15219819909473,251.1789381228966,historical
1883,r1i1p1f1,287.25244651205213,260.75042494776005,254.6428884499323,251.62764722818025,251.81867965891783,historical
1884,r1i1p1f1,286.64215713306544,259.8358881583291,253.85884653634415,250.8217632983875,251.22436035688577,historical
1885,r1i1p1f1,286.7180284539168,260.2187718915709,253.9151320330169,250.90293059945358,250.8504832028046,historical
1886,r1i1p1f1,286.874805293515,260.39424115253007,254.61093221682253,251.37493580381962,252.50780049988785,historical
1887,r1i1p1f1,287.1756238426342,261.1981442151851,254.28899501269817,251.08141853995446,250.7890336483175,historical
1888,r1i1p1f1,287.3484432898346,259.8640535358281,253.77885072946688,250.8036050170888,250.92152154805424,historical
