,gcm,period_scenario,temp_ch_ipcc,region
232,gfdl-esm4,2021-2040_ssp370,1.7053135931955343,RGI13_glacier
233,gfdl-esm4,2041-2060_ssp370,2.642882254181708,RGI13_glacier
234,gfdl-esm4,2061-2080_ssp370,3.8121365956042514,RGI13_glacier
235,gfdl-esm4,2081-2100_ssp370,4.613001959563842,RGI13_glacier
236,gfdl-esm4,2021-2040_ssp585,1.8805472212078418,RGI13_glacier
237,gfdl-esm4,2041-2060_ssp585,2.867620554612619,RGI13_glacier
238,gfdl-esm4,2061-2080_ssp585,3.9643823761689494,RGI13_glacier
239,gfdl-esm4,2081-2100_ssp585,5.260764645326466,RGI13_glacier
240,gfdl-esm4,1851-1870_hist,0.10666402285219712,RGI14_glacier
241,gfdl-esm4,1901-1920_hist,0.3645802663651745,RGI14_glacier
242,gfdl-esm4,1951-1970_hist,0.3710103288019264,RGI14_glacier
243,gfdl-esm4,1995-2014_hist,0.950967365622065,RGI14_glacier
244,gfdl-esm4,2021-2040_ssp126,1.5286905157398105,RGI14_glacier
245,gfdl-esm4,2041-2060_ssp126,1.819908522944271,RGI14_glacier
246,gfdl-esm4,2061-2080_ssp126,1.9470872992362496,RGI14_glacier
247,gfdl-esm4,2081-2100_ssp126,1.7851320059564637,RGI14_glacier
248,gfdl-esm4,2021-2040_ssp370,1.4427472791305966,RGI14_glacier
249,gfdl-esm4,2041-2060_ssp370,2.354256032535738,RGI14_glacier
250,gfdl-esm4,2061-2080_ssp370,3.438990793533045,RGI14_glacier
251,gfdl-esm4,2081-2100_ssp370,4.296582359522532,RGI14_glacier
252,gfdl-esm4,2021-2040_ssp585,1.5409550088971367,RGI14_glacier
253,gfdl-esm4,2041-2060_ssp585,2.4966458153968625,RGI14_glacier
254,gfdl-esm4,2061-2080_ssp585,3.7155803997573567,RGI14_glacier
255,gfdl-esm4,2081-2100_ssp585,5.061519080330896,RGI14_glacier
256,gfdl-esm4,1851-1870_hist,0.3244241754049306,RGI15_glacier
257,gfdl-esm4,1901-1920_hist,0.39813532744360813,RGI15_glacier
258,gfdl-esm4,1951-1970_hist,0.5298505627421513,RGI15_glacier
259,gfdl-esm4,1995-2014_hist,0.8328128303594633,RGI15_glacier
260,gfdl-esm4,2021-2040_ssp126,1.404340232207567,RGI15_glacier
261,gfdl-esm4,2041-2060_ssp126,1.684239557829246,RGI15_glacier
262,gfdl-esm4,2061-2080_ssp126,1.8796486790823475,RGI15_glacier
263,gfdl-esm4,2081-2100_ssp126,1.7816186404184229,RGI15_glacier
264,gfdl-esm4,2021-2040_ssp370,1.4994837003216015,RGI15_glacier
265,gfdl-esm4,2041-2060_ssp370,2.261760568321761,RGI15_glacier
266,gfdl-esm4,2061-2080_ssp370,3.505990486266557,RGI15_glacier
267,gfdl-esm4,2081-2100_ssp370,4.148853822455807,RGI15_glacier
268,gfdl-esm4,2021-2040_ssp585,1.5065046886085633,RGI15_glacier
269,gfdl-esm4,2041-2060_ssp585,2.5121721436096855,RGI15_glacier
270,gfdl-esm4,2061-2080_ssp585,3.694544548329415,RGI15_glacier
271,gfdl-esm4,2081-2100_ssp585,4.804154049031194,RGI15_glacier
272,gfdl-esm4,1851-1870_hist,-0.18662170490667096,RGI16_glacier
273,gfdl-esm4,1901-1920_hist,0.11424346759562765,RGI16_glacier
274,gfdl-esm4,1951-1970_hist,0.23827750250843005,RGI16_glacier
275,gfdl-esm4,1995-2014_hist,1.0343143831826063,RGI16_glacier
276,gfdl-esm4,2021-2040_ssp126,1.6167895294917565,RGI16_glacier
277,gfdl-esm4,2041-2060_ssp126,1.9081086134014602,RGI16_glacier
278,gfdl-esm4,2061-2080_ssp126,1.961304614253955,RGI16_glacier
279,gfdl-esm4,2081-2100_ssp126,1.862871459869393,RGI16_glacier
280,gfdl-esm4,2021-2040_ssp370,1.7551564817046281,RGI16_glacier
281,gfdl-esm4,2041-2060_ssp370,2.4830342422516964,RGI16_glacier
282,gfdl-esm4,2061-2080_ssp370,3.3037571524684233,RGI16_glacier
283,gfdl-esm4,2081-2100_ssp370,4.225618348591327,RGI16_glacier
284,gfdl-esm4,2021-2040_ssp585,1.7079236090978207,RGI16_glacier
285,gfdl-esm4,2041-2060_ssp585,2.6011930579383944,RGI16_glacier
286,gfdl-esm4,2061-2080_ssp585,3.6511479782027583,RGI16_glacier
287,gfdl-esm4,2081-2100_ssp585,4.734490791360258,RGI16_glacier
288,gfdl-esm4,1851-1870_hist,0.017930621347016285,RGI17_glacier
289,gfdl-esm4,1901-1920_hist,0.5023180168114796,RGI17_glacier
